cell_id,Gallinula galeata,Gallinula galeata [galeata Group],Gallinula galeata garmani,Gallinula galeata sandvicensis
822b17fffffffff,29.0,0.0,0.0,0.0
822b1ffffffffff,78.0,1.0,0.0,0.0
822b37fffffffff,12.0,0.0,0.0,0.0
822b87fffffffff,219.0,13.0,0.0,0.0
822b8ffffffffff,375.0,33.0,0.0,0.0
822b97fffffffff,27.0,0.0,0.0,0.0
822b9ffffffffff,1309.0,96.0,0.0,0.0
822ba7fffffffff,25.0,0.0,0.0,0.0
822baffffffffff,274.0,6.0,0.0,0.0
824417fffffffff,14.0,0.0,0.0,0.0
82441ffffffffff,53.0,36.0,0.0,0.0
824447fffffffff,535.0,3.0,0.0,0.0
82444ffffffffff,115.0,3.0,0.0,0.0
824457fffffffff,157.0,0.0,0.0,0.0
82445ffffffffff,18.0,0.0,0.0,0.0
824467fffffffff,11.0,0.0,0.0,0.0
82446ffffffffff,178.0,5.0,0.0,0.0
824477fffffffff,8.0,0.0,0.0,0.0
824487fffffffff,11.0,3.0,0.0,0.0
8244a7fffffffff,23.0,11.0,0.0,0.0
8244affffffffff,157.0,30.0,0.0,0.0
8244b7fffffffff,2.0,0.0,0.0,0.0
8244c7fffffffff,183.0,4.0,0.0,0.0
8244cffffffffff,91.0,0.0,0.0,0.0
8244d7fffffffff,179.0,4.0,0.0,0.0
8244dffffffffff,29.0,0.0,0.0,0.0
8244e7fffffffff,44.0,5.0,0.0,0.0
8244effffffffff,116.0,1.0,0.0,0.0
8244f7fffffffff,5.0,2.0,0.0,0.0
824507fffffffff,47.0,2.0,0.0,0.0
82450ffffffffff,4.0,0.0,0.0,0.0
824527fffffffff,45.0,0.0,0.0,0.0
82452ffffffffff,118.0,11.0,0.0,0.0
824537fffffffff,2.0,0.0,0.0,0.0
82458ffffffffff,1.0,1.0,0.0,0.0
8245a7fffffffff,16.0,0.0,0.0,0.0
8245b7fffffffff,28.0,19.0,0.0,0.0
82464ffffffffff,46.0,0.0,0.0,9.0
8247a7fffffffff,2.0,0.0,0.0,0.0
824817fffffffff,8.0,0.0,0.0,0.0
824837fffffffff,13.0,4.0,0.0,0.0
824857fffffffff,8.0,0.0,0.0,0.0
82485ffffffffff,23.0,3.0,0.0,0.0
824887fffffffff,13.0,0.0,0.0,0.0
82488ffffffffff,29.0,0.0,0.0,0.0
824897fffffffff,94.0,7.0,0.0,0.0
82489ffffffffff,33.0,0.0,0.0,0.0
8248a7fffffffff,3.0,0.0,0.0,0.0
8248affffffffff,2.0,0.0,0.0,0.0
8248b7fffffffff,24.0,12.0,0.0,0.0
8248c7fffffffff,7.0,0.0,0.0,0.0
8248cffffffffff,1.0,0.0,0.0,0.0
8248d7fffffffff,5.0,0.0,0.0,0.0
8248dffffffffff,6.0,0.0,0.0,0.0
8248effffffffff,258.0,142.0,0.0,0.0
8248f7fffffffff,6.0,0.0,0.0,0.0
824987fffffffff,99.0,99.0,0.0,0.0
824997fffffffff,113.0,93.0,0.0,0.0
8249a7fffffffff,4.0,0.0,0.0,0.0
8249affffffffff,67.0,63.0,0.0,0.0
8249b7fffffffff,8.0,1.0,0.0,0.0
824c87fffffffff,8.0,0.0,0.0,0.0
824c8ffffffffff,3.0,0.0,0.0,0.0
824caffffffffff,1.0,0.0,0.0,0.0
824cc7fffffffff,20.0,2.0,0.0,0.0
824cd7fffffffff,6.0,5.0,0.0,0.0
824ceffffffffff,73.0,0.0,0.0,0.0
824cf7fffffffff,3.0,1.0,0.0,0.0
824d4ffffffffff,2.0,0.0,0.0,0.0
825d17fffffffff,3.0,0.0,0.0,1.0
825e47fffffffff,2.0,0.0,0.0,0.0
825e5ffffffffff,1.0,0.0,0.0,0.0
825e67fffffffff,26.0,0.0,0.0,0.0
825e77fffffffff,51.0,0.0,0.0,0.0
825f4ffffffffff,1.0,0.0,0.0,0.0
825f5ffffffffff,13.0,1.0,0.0,0.0
82660ffffffffff,1.0,0.0,0.0,0.0
826627fffffffff,4.0,2.0,0.0,0.0
82662ffffffffff,1.0,0.0,0.0,0.0
826677fffffffff,2.0,0.0,0.0,0.0
8266a7fffffffff,36.0,4.0,0.0,0.0
8266b7fffffffff,22.0,3.0,0.0,0.0
8266c7fffffffff,60.0,0.0,0.0,0.0
8266d7fffffffff,19.0,0.0,0.0,0.0
8266dffffffffff,12.0,1.0,0.0,0.0
8266e7fffffffff,30.0,2.0,0.0,0.0
8266f7fffffffff,88.0,7.0,0.0,0.0
826727fffffffff,3.0,0.0,0.0,0.0
826737fffffffff,9.0,8.0,0.0,0.0
826747fffffffff,40.0,0.0,0.0,0.0
826757fffffffff,2.0,0.0,0.0,0.0
82675ffffffffff,13.0,0.0,0.0,0.0
826787fffffffff,15.0,0.0,0.0,0.0
826c5ffffffffff,2.0,2.0,0.0,0.0
826d17fffffffff,4.0,0.0,0.0,0.0
826d27fffffffff,5.0,1.0,0.0,0.0
826d2ffffffffff,73.0,6.0,0.0,0.0
826d37fffffffff,14.0,0.0,0.0,0.0
826d67fffffffff,3.0,0.0,0.0,0.0
828167fffffffff,1.0,0.0,0.0,0.0
828a6ffffffffff,23.0,0.0,0.0,0.0
828af7fffffffff,1.0,0.0,0.0,0.0
828b27fffffffff,12.0,0.0,3.0,0.0
828b2ffffffffff,12.0,0.0,2.0,0.0
828b67fffffffff,17.0,0.0,17.0,0.0
828b77fffffffff,1.0,0.0,0.0,0.0
828e67fffffffff,15.0,9.0,2.0,0.0
828e77fffffffff,2.0,1.0,0.0,0.0
828f4ffffffffff,3.0,0.0,0.0,0.0
828f57fffffffff,12.0,5.0,0.0,0.0
828f77fffffffff,3.0,1.0,0.0,0.0
828fa7fffffffff,2.0,2.0,0.0,0.0
82a817fffffffff,4.0,4.0,0.0,0.0
82a837fffffffff,7.0,0.0,0.0,0.0
82a897fffffffff,3.0,0.0,0.0,0.0
82a8d7fffffffff,1.0,1.0,0.0,0.0
82a947fffffffff,5.0,0.0,0.0,0.0
82a94ffffffffff,5.0,0.0,0.0,0.0
82a957fffffffff,2.0,0.0,0.0,0.0
82a967fffffffff,10.0,0.0,0.0,0.0
82a96ffffffffff,1.0,0.0,0.0,0.0
82b207fffffffff,9.0,0.0,0.0,0.0
82b21ffffffffff,84.0,0.0,0.0,0.0
82b247fffffffff,2.0,0.0,0.0,0.0
82b24ffffffffff,492.0,0.0,0.0,0.0
82b25ffffffffff,2.0,0.0,0.0,0.0
82b267fffffffff,2.0,0.0,0.0,0.0
82b26ffffffffff,247.0,0.0,0.0,0.0
82b2c7fffffffff,34.0,0.0,0.0,0.0
82b2dffffffffff,6.0,0.0,0.0,0.0
82b2e7fffffffff,30.0,0.0,0.0,0.0
82b2effffffffff,57.0,2.0,0.0,0.0
82b307fffffffff,51.0,2.0,0.0,0.0
82b31ffffffffff,1.0,0.0,0.0,0.0
82b327fffffffff,1.0,0.0,0.0,0.0
82b337fffffffff,3.0,0.0,0.0,0.0
82b347fffffffff,9.0,0.0,0.0,0.0
82b34ffffffffff,4.0,0.0,0.0,0.0
82b35ffffffffff,12.0,0.0,0.0,0.0
82b367fffffffff,3.0,0.0,1.0,0.0
82b36ffffffffff,5.0,0.0,0.0,0.0
82c2c7fffffffff,11.0,4.0,0.0,0.0
82c2cffffffffff,353.0,0.0,0.0,0.0
82c2e7fffffffff,5.0,0.0,0.0,0.0
82c2effffffffff,48.0,0.0,0.0,0.0
82c2f7fffffffff,12.0,0.0,0.0,0.0
82c34ffffffffff,10.0,0.0,0.0,0.0
82ce8ffffffffff,36.0,0.0,0.0,0.0
82ceaffffffffff,84.0,0.0,0.0,0.0
82cfaffffffffff,13.0,0.0,0.0,0.0
82df47fffffffff,8.0,0.0,0.0,0.0
