cell_id,Synallaxis stictothorax,Synallaxis stictothorax [undescribed La Libertad form]
838f08fffffffff,132.0,0.0
838f09fffffffff,367.0,0.0
838f0bfffffffff,122.0,0.0
838f0cfffffffff,8.0,0.0
838f0dfffffffff,77.0,0.0
838f2afffffffff,552.0,0.0
838f2bfffffffff,40.0,0.0
838f2efffffffff,85.0,0.0
838f50fffffffff,992.0,0.0
838f53fffffffff,3.0,0.0
838f54fffffffff,56.0,0.0
838f56fffffffff,142.0,0.0
838f5efffffffff,14.0,14.0
