cell_id,Campylorhynchus capistratus,Campylorhynchus capistratus castaneus,Campylorhynchus capistratus [capistratus Group]
834520fffffffff,555.0,0.0,0.0
834522fffffffff,47.0,0.0,0.0
834524fffffffff,922.0,0.0,0.0
834525fffffffff,795.0,0.0,0.0
834526fffffffff,848.0,0.0,0.0
834534fffffffff,5.0,0.0,0.0
834535fffffffff,11.0,0.0,0.0
8366b4fffffffff,399.0,0.0,0.0
8366b6fffffffff,594.0,0.0,0.0
836792fffffffff,22.0,0.0,0.0
836d04fffffffff,50.0,0.0,0.0
836d05fffffffff,108.0,0.0,0.0
836d28fffffffff,8.0,0.0,0.0
836d29fffffffff,571.0,0.0,0.0
836d2afffffffff,217.0,0.0,0.0
836d2bfffffffff,3333.0,0.0,0.0
836d60fffffffff,1542.0,0.0,0.0
836d61fffffffff,3468.0,0.0,0.0
836d62fffffffff,1.0,0.0,0.0
836d63fffffffff,323.0,0.0,0.0
836d64fffffffff,4279.0,0.0,0.0
836d65fffffffff,997.0,0.0,0.0
836d66fffffffff,1308.0,0.0,0.0
836d68fffffffff,4180.0,0.0,0.0
836d69fffffffff,22342.0,0.0,0.0
836d6afffffffff,222.0,0.0,0.0
836d6bfffffffff,4092.0,0.0,0.0
836d6cfffffffff,102.0,0.0,0.0
836d6efffffffff,1981.0,0.0,0.0
836d74fffffffff,3181.0,0.0,0.0
836d75fffffffff,972.0,0.0,0.0
836d76fffffffff,366.0,0.0,0.0
