cell_id,Spizella breweri,Spizella breweri breweri,Spizella breweri taverneri
8327b0fffffffff,9.0,0.0,0.0
8327b1fffffffff,21.0,0.0,0.0
8327b2fffffffff,71.0,11.0,0.0
8327b3fffffffff,138.0,8.0,0.0
8327b4fffffffff,3.0,0.0,0.0
8327b6fffffffff,89.0,7.0,0.0
832810fffffffff,54.0,0.0,0.0
832811fffffffff,61.0,0.0,0.0
832812fffffffff,448.0,0.0,0.0
832813fffffffff,137.0,0.0,0.0
832814fffffffff,119.0,0.0,0.0
832816fffffffff,86.0,0.0,0.0
83281afffffffff,6.0,0.0,0.0
83281bfffffffff,17.0,0.0,0.0
83281efffffffff,14.0,0.0,0.0
832832fffffffff,24.0,0.0,0.0
832835fffffffff,358.0,30.0,0.0
832880fffffffff,104.0,0.0,0.0
832881fffffffff,394.0,0.0,0.0
832882fffffffff,18.0,0.0,0.0
832883fffffffff,18.0,0.0,0.0
832884fffffffff,1426.0,0.0,0.0
832885fffffffff,118.0,0.0,0.0
832886fffffffff,186.0,0.0,0.0
832888fffffffff,54.0,0.0,0.0
832889fffffffff,1840.0,0.0,0.0
83288afffffffff,105.0,0.0,0.0
83288bfffffffff,307.0,0.0,0.0
83288cfffffffff,127.0,0.0,0.0
83288dfffffffff,167.0,0.0,0.0
83288efffffffff,121.0,0.0,0.0
832890fffffffff,233.0,0.0,0.0
832891fffffffff,237.0,0.0,0.0
832892fffffffff,180.0,0.0,0.0
832893fffffffff,243.0,0.0,0.0
832894fffffffff,332.0,0.0,0.0
832895fffffffff,126.0,0.0,0.0
832896fffffffff,411.0,0.0,0.0
832898fffffffff,50.0,0.0,0.0
83289afffffffff,4.0,0.0,0.0
83289bfffffffff,19.0,0.0,0.0
83289cfffffffff,1.0,0.0,0.0
83289efffffffff,202.0,0.0,0.0
8328a0fffffffff,43.0,0.0,0.0
8328a1fffffffff,356.0,0.0,0.0
8328a2fffffffff,125.0,0.0,0.0
8328a3fffffffff,174.0,0.0,0.0
8328a4fffffffff,16.0,0.0,0.0
8328a5fffffffff,15.0,0.0,0.0
8328a6fffffffff,76.0,0.0,0.0
8328a8fffffffff,517.0,0.0,0.0
8328a9fffffffff,695.0,0.0,0.0
8328aafffffffff,371.0,0.0,0.0
8328abfffffffff,129.0,0.0,0.0
8328acfffffffff,247.0,0.0,0.0
8328adfffffffff,719.0,0.0,0.0
8328aefffffffff,1395.0,0.0,0.0
8328b0fffffffff,669.0,3.0,0.0
8328b1fffffffff,447.0,0.0,0.0
8328b2fffffffff,91.0,0.0,0.0
8328b3fffffffff,231.0,0.0,0.0
8328b4fffffffff,41.0,0.0,0.0
8328b5fffffffff,612.0,0.0,0.0
8328b6fffffffff,516.0,3.0,0.0
8328d2fffffffff,339.0,0.0,0.0
8328d3fffffffff,3.0,0.0,0.0
8328d4fffffffff,39.0,0.0,0.0
8328d6fffffffff,680.0,0.0,0.0
8328f2fffffffff,17.0,0.0,0.0
8328f6fffffffff,44.0,0.0,0.0
832912fffffffff,11.0,0.0,0.0
832916fffffffff,4.0,0.0,0.0
832980fffffffff,70.0,0.0,0.0
832981fffffffff,410.0,0.0,0.0
832982fffffffff,54.0,0.0,0.0
832983fffffffff,12.0,0.0,0.0
832984fffffffff,334.0,0.0,0.0
832985fffffffff,328.0,0.0,0.0
832986fffffffff,844.0,0.0,0.0
832988fffffffff,26.0,0.0,0.0
832989fffffffff,1922.0,0.0,0.0
83298afffffffff,80.0,0.0,0.0
83298bfffffffff,24.0,0.0,0.0
83298cfffffffff,2861.0,0.0,0.0
83298dfffffffff,671.0,0.0,0.0
83298efffffffff,81.0,0.0,0.0
832990fffffffff,124.0,7.0,0.0
832991fffffffff,76.0,0.0,0.0
832992fffffffff,135.0,3.0,0.0
832993fffffffff,89.0,0.0,0.0
832994fffffffff,83.0,5.0,0.0
832995fffffffff,452.0,0.0,0.0
832996fffffffff,54.0,1.0,0.0
832998fffffffff,89.0,0.0,0.0
832999fffffffff,181.0,0.0,0.0
83299afffffffff,54.0,0.0,0.0
83299bfffffffff,538.0,0.0,0.0
83299cfffffffff,77.0,0.0,0.0
83299dfffffffff,44.0,0.0,0.0
83299efffffffff,47.0,0.0,0.0
8329a0fffffffff,273.0,0.0,0.0
8329a1fffffffff,868.0,0.0,0.0
8329a2fffffffff,373.0,2.0,0.0
8329a3fffffffff,247.0,0.0,0.0
8329a5fffffffff,206.0,0.0,0.0
8329a6fffffffff,1062.0,0.0,0.0
8329a8fffffffff,5.0,0.0,0.0
8329aafffffffff,459.0,0.0,0.0
8329abfffffffff,13.0,0.0,0.0
8329acfffffffff,83.0,0.0,0.0
8329aefffffffff,548.0,0.0,0.0
8329b0fffffffff,300.0,0.0,0.0
8329b1fffffffff,766.0,0.0,0.0
8329b2fffffffff,671.0,8.0,0.0
8329b3fffffffff,54.0,0.0,0.0
8329b4fffffffff,70.0,0.0,0.0
8329b5fffffffff,321.0,0.0,0.0
8329b6fffffffff,1206.0,7.0,0.0
834801fffffffff,1.0,0.0,0.0
834805fffffffff,36.0,0.0,0.0
834809fffffffff,223.0,0.0,0.0
83480afffffffff,23.0,0.0,0.0
83480bfffffffff,36.0,0.0,0.0
83480dfffffffff,17.0,0.0,0.0
83480efffffffff,26.0,0.0,0.0
834810fffffffff,24.0,0.0,0.0
834812fffffffff,3.0,0.0,0.0
834813fffffffff,7.0,0.0,0.0
834814fffffffff,32.0,0.0,0.0
834816fffffffff,9.0,0.0,0.0
83481afffffffff,5.0,0.0,0.0
83481bfffffffff,25.0,0.0,0.0
83481dfffffffff,3.0,0.0,0.0
834823fffffffff,26.0,0.0,0.0
834829fffffffff,7.0,0.0,0.0
83482afffffffff,56.0,0.0,0.0
83482bfffffffff,38.0,0.0,0.0
83482efffffffff,33.0,0.0,0.0
834833fffffffff,13.0,0.0,0.0
834842fffffffff,63.0,0.0,0.0
834843fffffffff,9.0,0.0,0.0
834846fffffffff,29.0,0.0,0.0
83484afffffffff,29.0,0.0,0.0
834850fffffffff,2.0,0.0,0.0
834851fffffffff,8.0,0.0,0.0
834852fffffffff,35.0,0.0,0.0
834853fffffffff,4.0,0.0,0.0
834854fffffffff,3.0,0.0,0.0
834855fffffffff,45.0,0.0,0.0
834856fffffffff,208.0,0.0,0.0
834858fffffffff,16.0,0.0,0.0
834859fffffffff,155.0,0.0,0.0
83485afffffffff,196.0,2.0,0.0
83485bfffffffff,168.0,0.0,0.0
83485cfffffffff,29.0,0.0,0.0
83485dfffffffff,56.0,0.0,0.0
83485efffffffff,34.0,0.0,0.0
834871fffffffff,21.0,0.0,0.0
834872fffffffff,23.0,0.0,0.0
834873fffffffff,72.0,0.0,0.0
834880fffffffff,16.0,0.0,0.0
834881fffffffff,4.0,0.0,0.0
834882fffffffff,11.0,0.0,0.0
834883fffffffff,8.0,0.0,0.0
834884fffffffff,10.0,0.0,0.0
834886fffffffff,27.0,0.0,0.0
834888fffffffff,28.0,0.0,0.0
834889fffffffff,31.0,0.0,0.0
83488afffffffff,10.0,0.0,0.0
83488bfffffffff,14.0,0.0,0.0
83488cfffffffff,14.0,0.0,0.0
83488dfffffffff,466.0,0.0,0.0
83488efffffffff,43.0,0.0,0.0
8348a0fffffffff,29.0,0.0,0.0
8348a1fffffffff,1.0,0.0,0.0
8348a2fffffffff,30.0,0.0,0.0
8348a3fffffffff,2.0,0.0,0.0
8348a6fffffffff,49.0,0.0,0.0
8348aafffffffff,2.0,0.0,0.0
8348abfffffffff,556.0,0.0,0.0
8348acfffffffff,1.0,0.0,0.0
8348adfffffffff,1.0,0.0,0.0
8348c0fffffffff,475.0,0.0,0.0
8348c1fffffffff,55.0,0.0,0.0
8348c2fffffffff,99.0,0.0,0.0
8348c3fffffffff,828.0,0.0,0.0
8348c4fffffffff,58.0,0.0,0.0
8348c5fffffffff,2227.0,70.0,0.0
8348c6fffffffff,849.0,0.0,0.0
8348c8fffffffff,266.0,0.0,0.0
8348c9fffffffff,252.0,3.0,0.0
8348cafffffffff,20.0,0.0,0.0
8348cbfffffffff,51.0,0.0,0.0
8348ccfffffffff,70.0,0.0,0.0
8348cdfffffffff,439.0,5.0,0.0
8348cefffffffff,63.0,0.0,0.0
8348d0fffffffff,190.0,0.0,0.0
8348d1fffffffff,78.0,0.0,0.0
8348d2fffffffff,44.0,0.0,0.0
8348d3fffffffff,134.0,0.0,0.0
8348d4fffffffff,426.0,0.0,0.0
8348d5fffffffff,62.0,0.0,0.0
8348d6fffffffff,6.0,0.0,0.0
8348d8fffffffff,2075.0,0.0,0.0
8348d9fffffffff,35.0,0.0,0.0
8348dafffffffff,123.0,0.0,0.0
8348dbfffffffff,166.0,0.0,0.0
8348dcfffffffff,188.0,0.0,0.0
8348ddfffffffff,86.0,0.0,0.0
8348defffffffff,125.0,0.0,0.0
8348e0fffffffff,1.0,0.0,0.0
8348e1fffffffff,4.0,0.0,0.0
8348e2fffffffff,17.0,0.0,0.0
8348e3fffffffff,157.0,1.0,0.0
8348e4fffffffff,3.0,0.0,0.0
8348e5fffffffff,34.0,0.0,0.0
8348e6fffffffff,10.0,0.0,0.0
8348e8fffffffff,7337.0,15.0,0.0
8348e9fffffffff,1153.0,6.0,0.0
8348eafffffffff,965.0,26.0,0.0
8348ebfffffffff,1604.0,6.0,0.0
8348ecfffffffff,1114.0,0.0,0.0
8348edfffffffff,139.0,0.0,0.0
8348eefffffffff,4812.0,116.0,0.0
8348f0fffffffff,19.0,0.0,0.0
8348f2fffffffff,1001.0,0.0,0.0
8348f3fffffffff,194.0,0.0,0.0
8348f4fffffffff,5.0,0.0,0.0
8348f5fffffffff,19.0,0.0,0.0
8348f6fffffffff,146.0,0.0,0.0
834981fffffffff,5.0,0.0,0.0
834983fffffffff,20.0,0.0,0.0
834988fffffffff,11.0,0.0,0.0
83498afffffffff,4.0,0.0,0.0
83498bfffffffff,1.0,0.0,0.0
83498efffffffff,9.0,0.0,0.0
8349aafffffffff,2.0,0.0,0.0
