cell_id,Spizella breweri,Spizella breweri breweri,Spizella breweri taverneri
8312c0fffffffff,15.0,0.0,4.0
8312c1fffffffff,28.0,0.0,12.0
8312c4fffffffff,40.0,0.0,21.0
8312c5fffffffff,6.0,0.0,0.0
8312c8fffffffff,13.0,0.0,0.0
8312c9fffffffff,27.0,0.0,0.0
8312cafffffffff,25.0,0.0,0.0
8312cbfffffffff,29.0,0.0,0.0
8312cdfffffffff,13.0,0.0,0.0
8312cefffffffff,20.0,0.0,8.0
8312d3fffffffff,6.0,0.0,0.0
8312dafffffffff,104.0,0.0,0.0
8312dbfffffffff,24.0,0.0,0.0
8312ddfffffffff,7.0,0.0,0.0
8312defffffffff,322.0,0.0,0.0
8312f1fffffffff,11.0,0.0,4.0
832612fffffffff,3.0,0.0,0.0
832616fffffffff,7.0,0.0,0.0
832680fffffffff,901.0,0.0,0.0
832681fffffffff,1038.0,0.0,0.0
832682fffffffff,102.0,0.0,0.0
832683fffffffff,231.0,0.0,0.0
832684fffffffff,121.0,0.0,0.0
832685fffffffff,964.0,0.0,0.0
832686fffffffff,73.0,0.0,0.0
832688fffffffff,995.0,0.0,0.0
832689fffffffff,117.0,0.0,0.0
83268afffffffff,457.0,0.0,0.0
83268bfffffffff,130.0,0.0,0.0
83268cfffffffff,1517.0,1.0,0.0
83268dfffffffff,399.0,0.0,0.0
83268efffffffff,216.0,0.0,0.0
832690fffffffff,324.0,0.0,0.0
832691fffffffff,104.0,0.0,0.0
832692fffffffff,241.0,0.0,0.0
832693fffffffff,45.0,0.0,0.0
832694fffffffff,454.0,0.0,0.0
832695fffffffff,148.0,0.0,0.0
832696fffffffff,2263.0,0.0,0.0
832698fffffffff,884.0,0.0,0.0
832699fffffffff,275.0,0.0,0.0
83269afffffffff,74.0,0.0,0.0
83269bfffffffff,53.0,0.0,0.0
83269cfffffffff,1044.0,0.0,0.0
83269dfffffffff,580.0,0.0,0.0
83269efffffffff,450.0,0.0,0.0
8326a0fffffffff,36.0,0.0,0.0
8326a1fffffffff,49.0,0.0,0.0
8326a2fffffffff,48.0,0.0,0.0
8326a3fffffffff,45.0,0.0,0.0
8326a4fffffffff,23.0,0.0,0.0
8326a5fffffffff,61.0,0.0,0.0
8326a6fffffffff,48.0,0.0,0.0
8326a8fffffffff,162.0,0.0,0.0
8326a9fffffffff,50.0,0.0,0.0
8326aafffffffff,1563.0,0.0,0.0
8326abfffffffff,200.0,0.0,0.0
8326acfffffffff,6.0,0.0,0.0
8326adfffffffff,3.0,0.0,0.0
8326aefffffffff,104.0,2.0,0.0
8326b0fffffffff,188.0,0.0,0.0
8326b1fffffffff,80.0,0.0,0.0
8326b2fffffffff,78.0,0.0,0.0
8326b3fffffffff,283.0,0.0,0.0
8326b4fffffffff,46.0,0.0,0.0
8326b5fffffffff,72.0,0.0,0.0
8326b6fffffffff,559.0,0.0,0.0
8326d0fffffffff,8.0,0.0,0.0
8326d1fffffffff,5.0,0.0,0.0
8326d2fffffffff,7.0,0.0,0.0
8326d3fffffffff,10.0,0.0,0.0
8326d4fffffffff,115.0,0.0,0.0
8326d6fffffffff,23.0,0.0,0.0
8326dafffffffff,5.0,0.0,0.0
8326defffffffff,57.0,0.0,0.0
8326f0fffffffff,2.0,0.0,0.0
8326f2fffffffff,421.0,0.0,0.0
8326f6fffffffff,29.0,0.0,0.0
832780fffffffff,59.0,0.0,0.0
832781fffffffff,13.0,0.0,0.0
832782fffffffff,76.0,0.0,0.0
832784fffffffff,30.0,0.0,0.0
832785fffffffff,2.0,0.0,0.0
832786fffffffff,79.0,0.0,0.0
832788fffffffff,80.0,0.0,0.0
83278afffffffff,2.0,0.0,0.0
83278bfffffffff,29.0,0.0,0.0
83278cfffffffff,11.0,0.0,0.0
83278dfffffffff,2.0,0.0,0.0
83278efffffffff,13.0,0.0,0.0
832790fffffffff,2.0,0.0,0.0
832791fffffffff,102.0,0.0,0.0
832792fffffffff,100.0,0.0,0.0
832793fffffffff,183.0,0.0,0.0
832794fffffffff,27.0,0.0,0.0
832795fffffffff,82.0,0.0,0.0
832796fffffffff,51.0,0.0,0.0
832798fffffffff,111.0,0.0,0.0
832799fffffffff,25.0,0.0,0.0
83279afffffffff,245.0,0.0,0.0
83279bfffffffff,27.0,0.0,0.0
83279cfffffffff,31.0,0.0,0.0
83279dfffffffff,7.0,0.0,0.0
83279efffffffff,192.0,0.0,0.0
8327aefffffffff,2.0,0.0,0.0
