cell_id,Stelgidopteryx serripennis,Stelgidopteryx serripennis [serripennis Group],Stelgidopteryx serripennis ridgwayi/stuarti
824467fffffffff,31.0,0.0,0.0
82446ffffffffff,116.0,3.0,0.0
824477fffffffff,32.0,0.0,0.0
824487fffffffff,9.0,3.0,0.0
8244a7fffffffff,48.0,0.0,0.0
8244affffffffff,433.0,9.0,0.0
8244b7fffffffff,2.0,0.0,0.0
8244c7fffffffff,414.0,0.0,0.0
8244cffffffffff,170.0,0.0,0.0
8244d7fffffffff,50.0,0.0,0.0
8244dffffffffff,93.0,0.0,0.0
8244e7fffffffff,82.0,0.0,0.0
8244effffffffff,86.0,0.0,0.0
8244f7fffffffff,142.0,13.0,0.0
824507fffffffff,2.0,0.0,0.0
82450ffffffffff,7.0,0.0,5.0
82451ffffffffff,1.0,0.0,0.0
824527fffffffff,29.0,2.0,2.0
82452ffffffffff,209.0,15.0,60.0
824537fffffffff,2.0,0.0,0.0
824587fffffffff,2.0,0.0,0.0
82458ffffffffff,10.0,0.0,0.0
82459ffffffffff,4.0,0.0,0.0
8245a7fffffffff,17.0,0.0,0.0
8245b7fffffffff,41.0,0.0,0.0
824807fffffffff,8.0,2.0,0.0
82480ffffffffff,1.0,0.0,0.0
824817fffffffff,2.0,0.0,0.0
824827fffffffff,42.0,0.0,0.0
82482ffffffffff,5.0,0.0,0.0
824837fffffffff,52.0,0.0,0.0
824847fffffffff,7.0,0.0,0.0
82484ffffffffff,4.0,0.0,0.0
824857fffffffff,2.0,0.0,0.0
82485ffffffffff,156.0,1.0,0.0
824877fffffffff,6.0,0.0,0.0
824887fffffffff,5.0,0.0,0.0
82488ffffffffff,28.0,0.0,0.0
824897fffffffff,129.0,1.0,0.0
82489ffffffffff,68.0,0.0,0.0
8248a7fffffffff,6.0,0.0,0.0
8248affffffffff,4.0,0.0,0.0
8248b7fffffffff,52.0,0.0,0.0
8248c7fffffffff,21.0,0.0,0.0
8248cffffffffff,14.0,0.0,0.0
8248d7fffffffff,9.0,0.0,0.0
8248dffffffffff,27.0,0.0,0.0
8248e7fffffffff,2.0,0.0,0.0
8248effffffffff,302.0,2.0,0.0
824987fffffffff,9.0,3.0,0.0
824997fffffffff,178.0,31.0,1.0
8249affffffffff,5.0,0.0,0.0
8249b7fffffffff,5.0,2.0,0.0
824caffffffffff,2.0,0.0,0.0
824cc7fffffffff,55.0,0.0,0.0
824cd7fffffffff,2.0,2.0,0.0
824ceffffffffff,11.0,0.0,0.0
824cf7fffffffff,3.0,0.0,0.0
826617fffffffff,2.0,0.0,0.0
8266a7fffffffff,7.0,0.0,0.0
8266b7fffffffff,17.0,5.0,0.0
826737fffffffff,13.0,0.0,0.0
826787fffffffff,10.0,0.0,0.0
82679ffffffffff,5.0,0.0,0.0
826d27fffffffff,27.0,9.0,10.0
826d2ffffffffff,31.0,5.0,0.0
826d37fffffffff,38.0,1.0,10.0
826d6ffffffffff,32.0,3.0,0.0
826d77fffffffff,8.0,0.0,0.0
