cell_id,Anarhynchus nivosus,Anarhynchus nivosus nivosus,Anarhynchus nivosus occidentalis
834450fffffffff,1899.0,0.0,0.0
834454fffffffff,6.0,0.0,0.0
834455fffffffff,623.0,0.0,0.0
834456fffffffff,384.0,0.0,0.0
834463fffffffff,320.0,0.0,0.0
834469fffffffff,4.0,0.0,0.0
83446cfffffffff,3367.0,0.0,0.0
83446efffffffff,1114.0,0.0,0.0
834471fffffffff,94.0,0.0,0.0
834473fffffffff,372.0,0.0,0.0
8344a2fffffffff,1.0,0.0,0.0
8344e4fffffffff,222.0,0.0,0.0
8344e5fffffffff,444.0,0.0,0.0
8344e6fffffffff,113.0,0.0,0.0
834509fffffffff,279.0,68.0,0.0
83450afffffffff,32.0,0.0,0.0
83450bfffffffff,369.0,20.0,0.0
83450efffffffff,21.0,0.0,0.0
834519fffffffff,1.0,0.0,0.0
83451dfffffffff,5.0,0.0,0.0
834554fffffffff,12.0,0.0,0.0
834569fffffffff,4.0,0.0,0.0
834572fffffffff,359.0,39.0,0.0
834574fffffffff,6.0,0.0,0.0
834801fffffffff,55.0,0.0,0.0
834802fffffffff,21.0,0.0,0.0
834803fffffffff,2.0,0.0,0.0
834805fffffffff,16.0,0.0,0.0
834806fffffffff,32.0,0.0,0.0
834808fffffffff,10.0,0.0,0.0
834809fffffffff,17.0,0.0,0.0
83480bfffffffff,3.0,0.0,0.0
83480dfffffffff,38.0,0.0,0.0
83480efffffffff,14.0,0.0,0.0
834823fffffffff,90.0,0.0,0.0
834828fffffffff,3.0,0.0,0.0
834829fffffffff,7.0,0.0,0.0
83482afffffffff,69.0,0.0,0.0
83482bfffffffff,8.0,0.0,0.0
83482efffffffff,22.0,0.0,0.0
834830fffffffff,14.0,2.0,0.0
834832fffffffff,38.0,9.0,0.0
834833fffffffff,17.0,0.0,0.0
834836fffffffff,60.0,0.0,0.0
834842fffffffff,7.0,0.0,0.0
834843fffffffff,67.0,0.0,0.0
834846fffffffff,5.0,0.0,0.0
83484afffffffff,469.0,0.0,0.0
834850fffffffff,9.0,0.0,0.0
834851fffffffff,2.0,0.0,0.0
834855fffffffff,20.0,0.0,0.0
834856fffffffff,60.0,0.0,0.0
834858fffffffff,48.0,0.0,0.0
83485bfffffffff,19.0,0.0,0.0
83485cfffffffff,8.0,0.0,0.0
83485dfffffffff,59.0,0.0,0.0
83485efffffffff,104.0,0.0,0.0
834870fffffffff,2.0,0.0,0.0
834871fffffffff,12.0,0.0,0.0
834872fffffffff,14.0,0.0,0.0
834873fffffffff,157.0,0.0,0.0
834882fffffffff,8.0,0.0,0.0
834889fffffffff,28.0,0.0,0.0
83488afffffffff,29.0,0.0,0.0
83488bfffffffff,92.0,0.0,0.0
834890fffffffff,237.0,0.0,0.0
834892fffffffff,334.0,0.0,0.0
834893fffffffff,35.0,0.0,0.0
834895fffffffff,1069.0,0.0,0.0
834898fffffffff,4.0,0.0,0.0
83489afffffffff,21.0,0.0,0.0
83489efffffffff,5.0,0.0,0.0
8348a0fffffffff,8.0,0.0,0.0
8348aefffffffff,3.0,0.0,0.0
8348b0fffffffff,2.0,0.0,0.0
8348b2fffffffff,1176.0,0.0,0.0
8348b3fffffffff,137.0,0.0,0.0
8348b4fffffffff,8.0,0.0,0.0
8348c0fffffffff,1.0,0.0,0.0
8348c2fffffffff,131.0,0.0,0.0
8348c3fffffffff,25.0,0.0,0.0
8348c5fffffffff,6.0,0.0,0.0
8348d0fffffffff,546.0,0.0,0.0
8348d2fffffffff,14.0,0.0,0.0
8348d4fffffffff,8.0,0.0,0.0
8348defffffffff,9.0,0.0,0.0
8348f2fffffffff,74.0,0.0,0.0
8348f3fffffffff,7.0,0.0,0.0
834980fffffffff,16.0,0.0,0.0
834992fffffffff,3.0,0.0,0.0
834993fffffffff,5.0,0.0,0.0
834994fffffffff,5.0,0.0,0.0
834995fffffffff,14.0,0.0,0.0
834996fffffffff,176.0,0.0,0.0
8349a2fffffffff,1.0,0.0,0.0
8349a3fffffffff,2.0,0.0,0.0
8349a8fffffffff,25.0,0.0,0.0
8349a9fffffffff,89.0,0.0,0.0
8349aafffffffff,4.0,0.0,0.0
8349abfffffffff,42.0,0.0,0.0
8349b4fffffffff,1.0,0.0,0.0
8349b5fffffffff,4.0,0.0,0.0
8349b6fffffffff,3.0,0.0,0.0
834c81fffffffff,2.0,0.0,0.0
834c83fffffffff,41.0,0.0,0.0
834c88fffffffff,38.0,0.0,0.0
834c94fffffffff,2.0,0.0,0.0
834c95fffffffff,2.0,0.0,0.0
834caafffffffff,43.0,0.0,0.0
834cabfffffffff,8.0,0.0,0.0
834cc0fffffffff,397.0,0.0,0.0
834cc2fffffffff,3.0,0.0,0.0
834cc5fffffffff,108.0,0.0,0.0
834cc6fffffffff,2.0,0.0,0.0
834cd0fffffffff,72.0,0.0,0.0
834cd2fffffffff,6.0,0.0,0.0
834cd6fffffffff,3.0,0.0,0.0
834ceafffffffff,65.0,0.0,0.0
834cedfffffffff,2.0,0.0,0.0
834d49fffffffff,2.0,0.0,0.0
834d4bfffffffff,66.0,0.0,0.0
835f4bfffffffff,41.0,0.0,0.0
836620fffffffff,50.0,0.0,0.0
836625fffffffff,15.0,0.0,0.0
8366d0fffffffff,1.0,0.0,0.0
836725fffffffff,4.0,0.0,0.0
836740fffffffff,15.0,4.0,0.0
836743fffffffff,1.0,0.0,0.0
836744fffffffff,190.0,0.0,0.0
836745fffffffff,2.0,0.0,0.0
836746fffffffff,6.0,0.0,0.0
836752fffffffff,72.0,0.0,0.0
836755fffffffff,63.0,0.0,0.0
836769fffffffff,6.0,0.0,0.0
836d04fffffffff,13.0,0.0,0.0
836d06fffffffff,4.0,0.0,0.0
836d14fffffffff,27.0,0.0,0.0
836d15fffffffff,4.0,0.0,0.0
836d24fffffffff,16.0,0.0,0.0
836d25fffffffff,104.0,0.0,0.0
836d31fffffffff,159.0,6.0,0.0
836d34fffffffff,53.0,0.0,0.0
836d35fffffffff,12.0,0.0,0.0
836d63fffffffff,21.0,0.0,0.0
836d74fffffffff,17.0,0.0,0.0
836d75fffffffff,41.0,0.0,0.0
838e25fffffffff,4.0,0.0,0.0
838e44fffffffff,1.0,0.0,0.0
838e45fffffffff,305.0,0.0,0.0
838e4cfffffffff,27.0,0.0,0.0
838e62fffffffff,149.0,0.0,0.0
838e63fffffffff,3.0,0.0,0.0
838e6afffffffff,4.0,0.0,0.0
838e75fffffffff,77.0,0.0,0.0
838f08fffffffff,37.0,0.0,0.0
838f09fffffffff,7.0,0.0,0.0
838f0bfffffffff,88.0,0.0,0.0
838f0cfffffffff,7.0,0.0,0.0
838f0dfffffffff,7.0,0.0,2.0
838f29fffffffff,3.0,0.0,0.0
838f2afffffffff,219.0,0.0,4.0
838f2bfffffffff,13.0,0.0,0.0
838f50fffffffff,465.0,0.0,0.0
838f53fffffffff,5.0,0.0,0.0
838f56fffffffff,15.0,0.0,0.0
838f5afffffffff,7.0,0.0,0.0
838f5bfffffffff,41.0,0.0,0.0
838f5efffffffff,38.0,0.0,0.0
83b200fffffffff,144.0,0.0,0.0
83b203fffffffff,68.0,0.0,0.0
83b204fffffffff,10.0,0.0,0.0
83b219fffffffff,433.0,0.0,0.0
83b21bfffffffff,29.0,0.0,0.0
83b21dfffffffff,163.0,0.0,0.0
83b222fffffffff,14.0,0.0,0.0
83b226fffffffff,54.0,0.0,0.0
83b2c0fffffffff,451.0,0.0,5.0
83b2c2fffffffff,41.0,0.0,0.0
83b2c3fffffffff,34.0,0.0,0.0
83b2c4fffffffff,144.0,0.0,0.0
83b2d8fffffffff,1.0,0.0,0.0
83b2dcfffffffff,22.0,0.0,0.0
83b2e2fffffffff,404.0,0.0,0.0
83b2e6fffffffff,23.0,0.0,0.0
83b300fffffffff,4.0,0.0,0.0
83b304fffffffff,86.0,0.0,0.0
83b319fffffffff,41.0,0.0,0.0
83b31dfffffffff,15.0,0.0,0.0
83b330fffffffff,49.0,0.0,0.0
83b331fffffffff,18.0,0.0,0.0
83b336fffffffff,4.0,0.0,0.0
83ce88fffffffff,2.0,0.0,0.0
83cea8fffffffff,48.0,0.0,0.0
83ceacfffffffff,5.0,0.0,0.0
