cell_id,Leiothlypis ruficapilla,Leiothlypis ruficapilla ruficapilla,Leiothlypis ruficapilla ridgwayi
840e453ffffffff,2.0,0.0,0.0
840e481ffffffff,10.0,0.0,0.0
840e483ffffffff,8.0,0.0,0.0
840e487ffffffff,2.0,0.0,0.0
840e48dffffffff,20.0,0.0,0.0
840e491ffffffff,43.0,0.0,0.0
840e493ffffffff,1.0,0.0,0.0
840e495ffffffff,3.0,0.0,0.0
840e497ffffffff,115.0,0.0,0.0
840e499ffffffff,3.0,0.0,0.0
840e49bffffffff,105.0,0.0,0.0
840e49dffffffff,5.0,0.0,0.0
840e4a1ffffffff,4.0,0.0,0.0
840e4a3ffffffff,6.0,0.0,0.0
840e4a5ffffffff,2.0,0.0,0.0
840e4a7ffffffff,11.0,0.0,0.0
840e4a9ffffffff,26.0,0.0,0.0
840e4b1ffffffff,4.0,0.0,0.0
840e4b3ffffffff,43.0,0.0,0.0
840e4bbffffffff,4.0,0.0,0.0
840e4c1ffffffff,3.0,0.0,0.0
840e4c3ffffffff,3.0,0.0,0.0
840e4cdffffffff,3.0,0.0,0.0
840e4d1ffffffff,18.0,0.0,0.0
840e4d3ffffffff,6.0,0.0,0.0
840e4d5ffffffff,2.0,0.0,0.0
840e4dbffffffff,146.0,0.0,0.0
840e535ffffffff,2.0,0.0,0.0
840e583ffffffff,6.0,0.0,0.0
840e59bffffffff,4.0,0.0,0.0
840e59dffffffff,2.0,0.0,0.0
840e5b3ffffffff,19.0,0.0,0.0
840e5b9ffffffff,4.0,0.0,0.0
840e891ffffffff,1.0,0.0,0.0
840e89bffffffff,2.0,0.0,0.0
840e911ffffffff,2.0,0.0,0.0
840e9a1ffffffff,1.0,0.0,0.0
840e9a7ffffffff,5.0,0.0,0.0
840ec19ffffffff,1.0,0.0,0.0
840ec23ffffffff,4.0,0.0,0.0
840ec3bffffffff,1.0,0.0,0.0
840ec81ffffffff,27.0,0.0,0.0
840ec83ffffffff,1.0,0.0,0.0
840ec85ffffffff,40.0,0.0,0.0
840ec8dffffffff,5.0,0.0,0.0
840ec91ffffffff,36.0,0.0,0.0
840ec95ffffffff,25.0,0.0,0.0
840ec97ffffffff,34.0,0.0,0.0
840ec9bffffffff,12.0,0.0,0.0
840ec9dffffffff,68.0,0.0,0.0
840eca3ffffffff,3.0,0.0,0.0
840eca5ffffffff,1.0,0.0,0.0
840eca7ffffffff,6.0,0.0,0.0
840ecabffffffff,48.0,0.0,0.0
840ecb3ffffffff,15.0,0.0,0.0
840ecb9ffffffff,2.0,0.0,0.0
840ecbbffffffff,2.0,0.0,0.0
840ecbdffffffff,29.0,0.0,0.0
840ecc1ffffffff,25.0,0.0,0.0
840ecc7ffffffff,5.0,0.0,0.0
840ecc9ffffffff,99.0,0.0,0.0
840ecd1ffffffff,4.0,0.0,0.0
840ecd7ffffffff,86.0,0.0,0.0
840ed19ffffffff,3.0,0.0,0.0
840ed45ffffffff,1.0,0.0,0.0
840ed4dffffffff,1.0,0.0,0.0
840ed55ffffffff,2.0,0.0,0.0
840ed57ffffffff,2.0,0.0,0.0
840ed5dffffffff,1.0,0.0,0.0
840ed85ffffffff,11.0,0.0,0.0
840ed91ffffffff,17.0,0.0,0.0
840ed95ffffffff,13.0,0.0,0.0
840ed97ffffffff,2.0,0.0,0.0
840ed99ffffffff,6.0,0.0,0.0
840edabffffffff,2.0,0.0,0.0
840edb1ffffffff,2.0,0.0,0.0
840edb3ffffffff,1.0,0.0,0.0
840edb7ffffffff,2.0,0.0,0.0
840edbbffffffff,8.0,0.0,0.0
840edbdffffffff,6.0,0.0,0.0
840ede5ffffffff,1.0,0.0,0.0
840edebffffffff,1.0,0.0,0.0
840ee81ffffffff,4.0,0.0,0.0
840ee85ffffffff,6.0,0.0,0.0
840ee8bffffffff,4.0,0.0,0.0
840ee95ffffffff,4.0,0.0,0.0
840eea7ffffffff,300.0,0.0,0.0
840eeb5ffffffff,19.0,0.0,0.0
840eeb9ffffffff,4.0,0.0,0.0
840eebdffffffff,4.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0
840eed5ffffffff,5.0,0.0,0.0
840eee3ffffffff,1.0,0.0,0.0
840ef31ffffffff,2.0,0.0,0.0
840ef35ffffffff,1.0,0.0,0.0
840ef39ffffffff,2.0,0.0,0.0
841241dffffffff,2.0,0.0,0.0
8412433ffffffff,4.0,0.0,0.0
8412437ffffffff,2.0,0.0,0.0
84124a9ffffffff,2.0,0.0,0.0
84124d1ffffffff,1.0,0.0,0.0
84124dbffffffff,2.0,0.0,0.0
84124e5ffffffff,1.0,0.0,0.0
84124e7ffffffff,2.0,0.0,0.0
8412503ffffffff,2.0,0.0,0.0
8412505ffffffff,7.0,0.0,0.0
8412511ffffffff,1.0,0.0,0.0
8412515ffffffff,107.0,0.0,0.0
8412517ffffffff,5.0,0.0,0.0
841251dffffffff,99.0,0.0,0.0
8412521ffffffff,3.0,0.0,0.0
8412539ffffffff,2.0,0.0,0.0
8412543ffffffff,5.0,0.0,0.0
841254bffffffff,10.0,0.0,0.0
8412591ffffffff,21.0,0.0,0.0
841259dffffffff,8.0,0.0,0.0
84125c1ffffffff,2.0,0.0,0.0
84125c7ffffffff,3.0,0.0,0.0
84125d3ffffffff,4.0,0.0,0.0
84125d9ffffffff,32.0,0.0,0.0
84125dbffffffff,4.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0
84126b1ffffffff,5.0,0.0,0.0
8412723ffffffff,2.0,0.0,0.0
841272bffffffff,2.0,0.0,0.0
8412891ffffffff,2.0,0.0,0.0
8412893ffffffff,10.0,0.0,0.0
841289bffffffff,4.0,0.0,0.0
84128bdffffffff,43.0,0.0,0.0
84128d3ffffffff,2.0,0.0,0.0
8412c01ffffffff,5.0,0.0,0.0
8412c05ffffffff,4.0,0.0,0.0
8412c07ffffffff,3.0,0.0,0.0
8412c11ffffffff,7.0,0.0,0.0
8412c1dffffffff,1.0,0.0,0.0
8412c21ffffffff,44.0,0.0,0.0
8412c23ffffffff,2.0,0.0,0.0
8412c25ffffffff,10.0,0.0,0.0
8412c27ffffffff,2.0,0.0,0.0
8412c33ffffffff,3.0,0.0,0.0
8412c35ffffffff,9.0,0.0,0.0
8412c37ffffffff,14.0,0.0,0.0
8412c39ffffffff,2.0,0.0,0.0
8412c3bffffffff,6.0,0.0,0.0
8412c97ffffffff,2.0,0.0,0.0
8412ca1ffffffff,1.0,0.0,0.0
8412ca3ffffffff,15.0,0.0,0.0
