cell_id,Spilopelia chinensis,Spilopelia chinensis suratensis/ceylonensis,Spilopelia chinensis chinensis/tigrina
83209afffffffff,7.0,0.0,0.0
8324e9fffffffff,2.0,0.0,0.0
832912fffffffff,13.0,0.0,0.0
8329a0fffffffff,68.0,0.0,0.0
8329a1fffffffff,250.0,0.0,0.0
8329a4fffffffff,17.0,0.0,0.0
8329a5fffffffff,125.0,0.0,0.0
8329a6fffffffff,6.0,0.0,0.0
8329adfffffffff,2.0,0.0,0.0
8329aefffffffff,2.0,0.0,0.0
833083fffffffff,2.0,0.0,0.0
83308efffffffff,2.0,0.0,0.0
833098fffffffff,2.0,0.0,0.0
833099fffffffff,22.0,0.0,4.0
83309afffffffff,2.0,0.0,0.0
83309bfffffffff,67.0,0.0,0.0
83309dfffffffff,11.0,0.0,0.0
833113fffffffff,2.0,0.0,0.0
83318dfffffffff,2.0,0.0,0.0
8331aafffffffff,1.0,0.0,1.0
8331b4fffffffff,4.0,0.0,0.0
833c02fffffffff,4.0,4.0,0.0
833c06fffffffff,3.0,3.0,0.0
833c11fffffffff,3.0,0.0,0.0
833c15fffffffff,24.0,24.0,0.0
833c19fffffffff,27.0,0.0,0.0
833c1bfffffffff,5.0,0.0,0.0
833c1dfffffffff,2.0,2.0,0.0
833c1efffffffff,2.0,0.0,0.0
833c33fffffffff,9.0,8.0,0.0
833c52fffffffff,8.0,3.0,5.0
833c5afffffffff,1.0,1.0,0.0
833c72fffffffff,2.0,0.0,0.0
833c88fffffffff,1.0,0.0,0.0
833c89fffffffff,4.0,0.0,0.0
833c8cfffffffff,2.0,0.0,0.0
833c8dfffffffff,2.0,0.0,0.0
833c8efffffffff,1.0,0.0,0.0
833c91fffffffff,2.0,0.0,0.0
833c92fffffffff,7.0,0.0,0.0
833c93fffffffff,7.0,0.0,0.0
833ca4fffffffff,1.0,1.0,0.0
833ca8fffffffff,3.0,0.0,0.0
833ca9fffffffff,6.0,0.0,0.0
833cabfffffffff,6.0,2.0,0.0
833cc1fffffffff,5.0,0.0,0.0
833cc6fffffffff,2.0,0.0,0.0
833ce1fffffffff,2.0,0.0,0.0
833ce4fffffffff,7.0,0.0,0.0
833ce5fffffffff,2.0,0.0,0.0
833ce8fffffffff,3.0,2.0,1.0
833cecfffffffff,2.0,2.0,0.0
833cf0fffffffff,7.0,0.0,0.0
833cf1fffffffff,5.0,0.0,0.0
833cf2fffffffff,35.0,0.0,0.0
833cf4fffffffff,2.0,0.0,0.0
833cf5fffffffff,2.0,0.0,0.0
833cf6fffffffff,14.0,0.0,0.0
833d00fffffffff,11.0,0.0,0.0
833d10fffffffff,4.0,0.0,0.0
833d12fffffffff,2.0,0.0,0.0
833d13fffffffff,2.0,0.0,0.0
833d84fffffffff,3.0,0.0,0.0
833d8dfffffffff,1.0,0.0,0.0
833d99fffffffff,2.0,0.0,0.0
833d9efffffffff,6.0,3.0,0.0
833da1fffffffff,89.0,5.0,0.0
833da5fffffffff,7.0,0.0,0.0
833dacfffffffff,1.0,0.0,0.0
833dadfffffffff,8.0,0.0,0.0
833daefffffffff,8.0,0.0,0.0
834001fffffffff,2.0,0.0,2.0
834043fffffffff,2.0,0.0,2.0
834049fffffffff,2.0,0.0,0.0
834071fffffffff,8.0,0.0,8.0
834103fffffffff,3.0,0.0,3.0
83411cfffffffff,26.0,0.0,26.0
834165fffffffff,2.0,0.0,0.0
834192fffffffff,5.0,0.0,0.0
8341a4fffffffff,1.0,0.0,0.0
8341a5fffffffff,1.0,0.0,0.0
8341b5fffffffff,9.0,0.0,2.0
834269fffffffff,4.0,0.0,0.0
8342c2fffffffff,4.0,0.0,0.0
8342c3fffffffff,14.0,0.0,0.0
8342c5fffffffff,3.0,0.0,0.0
8342c6fffffffff,1.0,0.0,0.0
8342cbfffffffff,5.0,0.0,0.0
8342cdfffffffff,4.0,0.0,0.0
8342cefffffffff,50.0,0.0,0.0
8342d9fffffffff,5.0,0.0,0.0
8342dbfffffffff,5.0,3.0,0.0
8342dcfffffffff,42.0,0.0,0.0
8342ddfffffffff,4.0,0.0,0.0
83464efffffffff,3.0,0.0,0.0
83484afffffffff,1.0,0.0,0.0
834b84fffffffff,14.0,0.0,0.0
834b86fffffffff,8.0,0.0,0.0
834ba0fffffffff,30.0,0.0,2.0
834ba1fffffffff,13.0,0.0,0.0
834ba2fffffffff,131.0,0.0,0.0
834ba3fffffffff,8.0,0.0,0.0
834ba5fffffffff,25.0,0.0,0.0
834bb1fffffffff,61.0,0.0,5.0
834bb5fffffffff,90.0,0.0,0.0
835d10fffffffff,8.0,0.0,0.0
835d11fffffffff,1.0,0.0,0.0
836002fffffffff,142.0,0.0,0.0
836006fffffffff,48.0,2.0,0.0
836011fffffffff,48.0,0.0,0.0
836014fffffffff,12.0,0.0,0.0
836015fffffffff,16.0,0.0,2.0
836016fffffffff,25.0,0.0,0.0
83601efffffffff,4.0,0.0,0.0
836022fffffffff,80.0,0.0,0.0
836026fffffffff,3.0,0.0,0.0
836031fffffffff,276.0,2.0,0.0
836033fffffffff,48.0,4.0,0.0
836035fffffffff,28.0,4.0,0.0
836084fffffffff,54.0,0.0,0.0
836088fffffffff,24.0,5.0,0.0
83608afffffffff,1.0,1.0,0.0
83608bfffffffff,2.0,0.0,0.0
836093fffffffff,1.0,0.0,0.0
836098fffffffff,1.0,0.0,0.0
83609afffffffff,4.0,0.0,0.0
83609bfffffffff,2.0,0.0,0.0
83609efffffffff,117.0,0.0,0.0
8360a1fffffffff,7.0,0.0,0.0
8360a2fffffffff,4.0,0.0,0.0
8360a4fffffffff,7.0,0.0,0.0
8360a5fffffffff,4.0,0.0,0.0
8360a6fffffffff,5.0,0.0,0.0
8360a8fffffffff,1.0,0.0,0.0
8360a9fffffffff,43.0,3.0,0.0
8360adfffffffff,2.0,0.0,0.0
8360aefffffffff,4.0,0.0,0.0
8360b1fffffffff,10.0,0.0,0.0
8360b5fffffffff,4.0,0.0,0.0
836102fffffffff,2.0,0.0,0.0
836188fffffffff,5.0,0.0,0.0
836189fffffffff,8.0,0.0,0.0
83618afffffffff,28.0,0.0,0.0
83618bfffffffff,52.0,0.0,0.0
