cell_id,Spilopelia chinensis,Spilopelia chinensis suratensis/ceylonensis,Spilopelia chinensis chinensis/tigrina
83618cfffffffff,1.0,0.0,0.0
836199fffffffff,1.0,0.0,0.0
83619afffffffff,3.0,0.0,0.0
83619bfffffffff,4.0,0.0,0.0
83648cfffffffff,1.0,0.0,0.0
836500fffffffff,51.0,0.0,0.0
836501fffffffff,34.0,0.0,0.0
836502fffffffff,32.0,0.0,0.0
836503fffffffff,121.0,0.0,0.0
836505fffffffff,44.0,0.0,0.0
83650efffffffff,6.0,0.0,0.0
836518fffffffff,150.0,0.0,0.0
836519fffffffff,36.0,0.0,0.0
83651cfffffffff,10.0,0.0,0.0
83651dfffffffff,511.0,0.0,0.0
836520fffffffff,41.0,0.0,0.0
836522fffffffff,16.0,0.0,0.0
836523fffffffff,34.0,0.0,0.0
836526fffffffff,67.0,0.0,0.0
836531fffffffff,10.0,0.0,0.0
836590fffffffff,2.0,0.0,2.0
836802fffffffff,2.0,0.0,2.0
836810fffffffff,2.0,0.0,2.0
836811fffffffff,5.0,0.0,5.0
836815fffffffff,6.0,0.0,6.0
836818fffffffff,2.0,0.0,2.0
83681afffffffff,2.0,0.0,2.0
83681cfffffffff,2.0,0.0,2.0
836870fffffffff,2.0,0.0,2.0
83694efffffffff,5.0,0.0,0.0
83696afffffffff,2.0,0.0,2.0
8372aefffffffff,2.0,0.0,0.0
838c96fffffffff,1.0,0.0,1.0
839561fffffffff,2.0,0.0,0.0
8395a4fffffffff,1.0,0.0,0.0
839b41fffffffff,2.0,0.0,0.0
839c23fffffffff,8.0,0.0,8.0
839d74fffffffff,1.0,0.0,0.0
83a6a6fffffffff,3.0,0.0,0.0
83a726fffffffff,1.0,0.0,1.0
83bb09fffffffff,2.0,0.0,0.0
83bb50fffffffff,2.0,0.0,0.0
83bb52fffffffff,1.0,0.0,0.0
83bb54fffffffff,2.0,0.0,0.0
83be08fffffffff,7.0,0.0,0.0
83be0cfffffffff,3.0,0.0,1.0
83be0efffffffff,8.0,0.0,5.0
83be1afffffffff,1.0,0.0,0.0
83be29fffffffff,3.0,0.0,3.0
83be43fffffffff,2.0,0.0,0.0
83be44fffffffff,1.0,0.0,0.0
83be45fffffffff,2.0,0.0,0.0
83be4afffffffff,4.0,0.0,4.0
83be5dfffffffff,2.0,0.0,0.0
83be63fffffffff,10.0,0.0,0.0
83be6afffffffff,2.0,0.0,0.0
83be6efffffffff,5.0,0.0,0.0
83be72fffffffff,55.0,0.0,0.0
83be8dfffffffff,5.0,0.0,0.0
83da95fffffffff,2.0,0.0,0.0
