cell_id,Tachyspiza badia,Tachyspiza badia sphenura/polyzonoides,Tachyspiza badia [badia Group]
84200a1ffffffff,4.0,0.0,0.0
84200a5ffffffff,7.0,0.0,0.0
84200a7ffffffff,9.0,0.0,0.0
84200adffffffff,30.0,0.0,0.0
84200e1ffffffff,1.0,0.0,0.0
84200e3ffffffff,2.0,0.0,0.0
8420101ffffffff,2.0,0.0,0.0
842010dffffffff,5.0,0.0,0.0
8420125ffffffff,4.0,0.0,0.0
842012bffffffff,1.0,0.0,0.0
842013dffffffff,1.0,0.0,0.0
8420165ffffffff,2.0,0.0,0.0
8420187ffffffff,2.0,0.0,0.0
8420193ffffffff,4.0,0.0,0.0
84201d3ffffffff,7.0,0.0,0.0
84204a7ffffffff,1.0,0.0,0.0
8420587ffffffff,3.0,0.0,0.0
84205b9ffffffff,28.0,0.0,0.0
8420841ffffffff,4.0,0.0,0.0
842084dffffffff,2.0,0.0,0.0
84209a5ffffffff,169.0,0.0,0.0
84209a7ffffffff,4.0,0.0,0.0
84209c7ffffffff,1.0,0.0,0.0
84209e7ffffffff,2.0,0.0,0.0
8420a01ffffffff,1.0,0.0,0.0
8420a0dffffffff,1.0,0.0,0.0
8420a27ffffffff,3.0,0.0,0.0
8420a53ffffffff,6.0,0.0,0.0
8420a57ffffffff,5.0,0.0,0.0
8420a65ffffffff,7.0,0.0,0.0
8420ad3ffffffff,1.0,0.0,0.0
8420b17ffffffff,1.0,0.0,0.0
8420b1bffffffff,3.0,0.0,0.0
8420e05ffffffff,8.0,0.0,0.0
8420e07ffffffff,9.0,0.0,0.0
8420e39ffffffff,3.0,0.0,0.0
8420e45ffffffff,2.0,0.0,0.0
8420e61ffffffff,6.0,0.0,0.0
8420e65ffffffff,5.0,0.0,0.0
8420e67ffffffff,2.0,0.0,0.0
8420e69ffffffff,19.0,0.0,0.0
8420ee9ffffffff,8.0,0.0,0.0
8421529ffffffff,3.0,0.0,0.0
842182bffffffff,1.0,0.0,0.0
84218bbffffffff,2.0,0.0,0.0
8421981ffffffff,4.0,0.0,0.0
8421983ffffffff,3.0,0.0,0.0
84219bdffffffff,2.0,0.0,0.0
84219c1ffffffff,1.0,0.0,0.0
84219c9ffffffff,3.0,0.0,0.0
8421a27ffffffff,2.0,0.0,0.0
8421b59ffffffff,2.0,0.0,0.0
8425a4dffffffff,2.0,0.0,0.0
8425b43ffffffff,1.0,0.0,0.0
8425b47ffffffff,1.0,0.0,0.0
842c193ffffffff,17.0,0.0,0.0
842c1b7ffffffff,3.0,0.0,0.0
842c1d1ffffffff,2.0,0.0,0.0
842c42dffffffff,1.0,0.0,0.0
842c833ffffffff,8.0,0.0,0.0
842c835ffffffff,1.0,0.0,0.0
842c89bffffffff,2.0,0.0,0.0
842c8edffffffff,1.0,0.0,0.0
842c903ffffffff,52.0,0.0,1.0
842c933ffffffff,1.0,0.0,0.0
842c939ffffffff,2.0,0.0,0.0
842c93bffffffff,62.0,0.0,4.0
842c987ffffffff,3.0,0.0,0.0
842c9c9ffffffff,7.0,0.0,0.0
842c9d9ffffffff,2.0,0.0,0.0
842cab1ffffffff,2.0,0.0,0.0
842cac3ffffffff,2.0,0.0,0.0
842cc05ffffffff,9.0,0.0,0.0
842cc07ffffffff,229.0,0.0,0.0
842cc15ffffffff,5.0,0.0,0.0
842cc21ffffffff,6.0,0.0,0.0
842cc23ffffffff,2.0,0.0,0.0
842cc2dffffffff,2.0,0.0,0.0
842cc33ffffffff,1.0,0.0,0.0
842cc35ffffffff,3.0,0.0,0.0
842cc37ffffffff,7.0,0.0,0.0
842cc39ffffffff,2.0,0.0,0.0
842cc3dffffffff,1.0,0.0,0.0
842cc67ffffffff,1.0,0.0,0.0
842cc6bffffffff,9.0,0.0,0.0
842cc6dffffffff,2.0,0.0,0.0
842ccabffffffff,4.0,0.0,0.0
842ccb1ffffffff,3.0,0.0,0.0
842ccb7ffffffff,4.0,0.0,0.0
842cce1ffffffff,1.0,0.0,0.0
842cce5ffffffff,1.0,0.0,0.0
842ccedffffffff,12.0,0.0,0.0
842cd4bffffffff,2.0,0.0,0.0
842cd5bffffffff,2.0,0.0,0.0
842cd93ffffffff,1.0,0.0,0.0
842cdcbffffffff,3.0,0.0,0.0
842cdd1ffffffff,2.0,0.0,0.0
842cdd5ffffffff,18.0,0.0,0.0
842ce6dffffffff,2.0,0.0,0.0
842cf07ffffffff,5.0,0.0,0.0
842cf17ffffffff,6.0,0.0,0.0
842cf19ffffffff,2.0,0.0,0.0
842cf1dffffffff,1.0,0.0,0.0
842cf31ffffffff,96.0,0.0,0.0
842cf35ffffffff,42.0,0.0,0.0
842cf37ffffffff,1.0,0.0,0.0
842cf39ffffffff,5.0,0.0,0.0
842cf3bffffffff,2.0,0.0,0.0
842cf3dffffffff,27.0,0.0,0.0
842cf51ffffffff,1.0,0.0,0.0
842cf59ffffffff,2.0,0.0,0.0
842cf5dffffffff,6.0,0.0,0.0
843c021ffffffff,2.0,0.0,0.0
843c027ffffffff,2.0,0.0,0.0
843c029ffffffff,351.0,0.0,39.0
843c02bffffffff,1.0,0.0,0.0
843c02dffffffff,190.0,0.0,5.0
843c063ffffffff,2.0,0.0,0.0
843c065ffffffff,6.0,0.0,0.0
843c067ffffffff,80.0,0.0,2.0
843c0a3ffffffff,3.0,0.0,0.0
843c0a5ffffffff,40.0,0.0,0.0
843c0b5ffffffff,13.0,0.0,0.0
843c0b7ffffffff,2.0,0.0,0.0
843c117ffffffff,3.0,0.0,0.0
843c133ffffffff,3.0,0.0,0.0
843c135ffffffff,12.0,0.0,0.0
843c137ffffffff,11.0,0.0,0.0
843c139ffffffff,19.0,0.0,0.0
843c141ffffffff,5.0,0.0,0.0
843c153ffffffff,4.0,0.0,0.0
843c155ffffffff,3.0,0.0,0.0
843c159ffffffff,127.0,0.0,0.0
843c15bffffffff,3.0,0.0,0.0
843c165ffffffff,20.0,0.0,0.0
843c183ffffffff,3.0,0.0,0.0
843c189ffffffff,11.0,0.0,0.0
843c18bffffffff,2.0,0.0,0.0
843c191ffffffff,18.0,0.0,0.0
843c193ffffffff,4.0,0.0,0.0
843c195ffffffff,2.0,0.0,0.0
843c199ffffffff,187.0,0.0,0.0
843c19bffffffff,15.0,0.0,0.0
843c19dffffffff,6.0,0.0,0.0
843c1a9ffffffff,17.0,0.0,0.0
843c1b5ffffffff,94.0,0.0,0.0
843c1b9ffffffff,2.0,0.0,0.0
843c1c1ffffffff,1.0,0.0,0.0
843c1c3ffffffff,283.0,0.0,0.0
843c1c7ffffffff,19.0,0.0,0.0
843c1c9ffffffff,6.0,0.0,0.0
843c1d1ffffffff,5.0,0.0,0.0
843c1d3ffffffff,20.0,0.0,0.0
843c1d5ffffffff,3.0,0.0,0.0
843c1d7ffffffff,17.0,0.0,0.0
843c1dbffffffff,2.0,0.0,0.0
843c1e9ffffffff,83.0,0.0,0.0
843c307ffffffff,2.0,0.0,0.0
