cell_id,Tachyspiza badia,Tachyspiza badia sphenura/polyzonoides,Tachyspiza badia [badia Group]
843c315ffffffff,2.0,0.0,0.0
843c329ffffffff,4.0,0.0,0.0
843c32bffffffff,3.0,0.0,0.0
843c331ffffffff,1.0,0.0,0.0
843c333ffffffff,16.0,0.0,0.0
843c335ffffffff,23.0,0.0,0.0
843c337ffffffff,4.0,0.0,0.0
843c33bffffffff,32.0,0.0,0.0
843c33dffffffff,16.0,0.0,0.0
843c345ffffffff,4.0,0.0,0.0
843c365ffffffff,2.0,0.0,0.0
843c367ffffffff,8.0,0.0,0.0
843c369ffffffff,3.0,0.0,0.0
843c36bffffffff,10.0,0.0,0.0
843c521ffffffff,14.0,0.0,0.0
843c525ffffffff,2.0,0.0,0.0
843c527ffffffff,19.0,0.0,0.0
843c537ffffffff,2.0,0.0,0.0
843c581ffffffff,9.0,0.0,0.0
843c585ffffffff,20.0,0.0,0.0
843c58dffffffff,2.0,0.0,0.0
843c5a1ffffffff,14.0,0.0,0.0
843c5a9ffffffff,63.0,0.0,0.0
843c5adffffffff,3.0,0.0,0.0
843c5e3ffffffff,7.0,0.0,0.0
843c5e7ffffffff,10.0,0.0,0.0
843c5ebffffffff,1.0,0.0,0.0
843c801ffffffff,26.0,0.0,0.0
843c805ffffffff,48.0,0.0,0.0
843c807ffffffff,10.0,0.0,0.0
843c809ffffffff,7.0,0.0,0.0
843c80bffffffff,2.0,0.0,0.0
843c80dffffffff,18.0,0.0,0.0
843c823ffffffff,1.0,0.0,0.0
843c829ffffffff,1.0,0.0,0.0
843c82dffffffff,5.0,0.0,0.0
843c831ffffffff,7.0,0.0,0.0
843c837ffffffff,8.0,0.0,0.0
843c839ffffffff,38.0,0.0,0.0
843c83bffffffff,1.0,0.0,0.0
843c83dffffffff,3.0,0.0,0.0
843c843ffffffff,10.0,0.0,0.0
843c845ffffffff,3.0,0.0,0.0
843c853ffffffff,1.0,0.0,0.0
843c855ffffffff,8.0,0.0,0.0
843c85dffffffff,3.0,0.0,0.0
843c885ffffffff,63.0,0.0,0.0
843c889ffffffff,5.0,0.0,0.0
843c88bffffffff,2.0,0.0,0.0
843c899ffffffff,107.0,0.0,2.0
843c89bffffffff,3.0,0.0,0.0
843c8a9ffffffff,5.0,0.0,0.0
843c8adffffffff,2.0,0.0,0.0
843c8c1ffffffff,13.0,0.0,0.0
843c8c3ffffffff,14.0,0.0,0.0
843c8c7ffffffff,58.0,0.0,0.0
843c8c9ffffffff,8.0,0.0,0.0
843c8cbffffffff,40.0,0.0,0.0
843c8d3ffffffff,12.0,0.0,0.0
843c8d5ffffffff,7.0,0.0,0.0
843c8d7ffffffff,30.0,0.0,0.0
843c8d9ffffffff,105.0,0.0,0.0
843c8dbffffffff,91.0,0.0,0.0
843c8ddffffffff,2.0,0.0,0.0
843c8e1ffffffff,19.0,0.0,0.0
843c8e3ffffffff,1.0,0.0,0.0
843c8e5ffffffff,336.0,0.0,0.0
843c8e7ffffffff,26.0,0.0,0.0
843c8ebffffffff,5.0,0.0,0.0
843c8edffffffff,154.0,0.0,0.0
843c903ffffffff,4.0,0.0,0.0
843c905ffffffff,2.0,0.0,0.0
843c907ffffffff,1.0,0.0,0.0
843c909ffffffff,66.0,0.0,0.0
843c90dffffffff,5.0,0.0,0.0
843c911ffffffff,1.0,0.0,0.0
843c915ffffffff,9.0,0.0,0.0
843c917ffffffff,5.0,0.0,0.0
843c91dffffffff,2.0,0.0,0.0
843c921ffffffff,8.0,0.0,0.0
843c923ffffffff,22.0,0.0,0.0
843c925ffffffff,24.0,0.0,0.0
843c927ffffffff,48.0,0.0,0.0
843c929ffffffff,73.0,0.0,0.0
843c92bffffffff,7.0,0.0,0.0
843c92dffffffff,98.0,0.0,0.0
843c931ffffffff,349.0,0.0,0.0
843c939ffffffff,12.0,0.0,0.0
843c93bffffffff,53.0,0.0,0.0
843c93dffffffff,13.0,0.0,0.0
843c941ffffffff,2.0,0.0,0.0
843c943ffffffff,99.0,0.0,0.0
843c945ffffffff,5.0,0.0,0.0
843c947ffffffff,27.0,0.0,0.0
843c949ffffffff,7.0,0.0,0.0
843c94bffffffff,6.0,0.0,0.0
843c94dffffffff,3.0,0.0,0.0
843c951ffffffff,2.0,0.0,0.0
843c953ffffffff,3.0,0.0,0.0
843c955ffffffff,5.0,0.0,0.0
843c959ffffffff,5.0,0.0,0.0
843c95bffffffff,5.0,0.0,0.0
843c963ffffffff,2.0,0.0,0.0
843c965ffffffff,2.0,0.0,0.0
843c967ffffffff,61.0,0.0,0.0
843c9c1ffffffff,14.0,0.0,0.0
843c9c3ffffffff,3.0,0.0,0.0
843c9c5ffffffff,9.0,0.0,0.0
843c9cbffffffff,2.0,0.0,0.0
843c9d9ffffffff,51.0,0.0,0.0
843c9ddffffffff,8.0,0.0,0.0
843c9e9ffffffff,32.0,0.0,0.0
843ca01ffffffff,2.0,0.0,0.0
843ca03ffffffff,9.0,0.0,0.0
843ca05ffffffff,4.0,0.0,0.0
843ca15ffffffff,4.0,0.0,0.0
843ca21ffffffff,7.0,0.0,0.0
843ca23ffffffff,2.0,0.0,0.0
843ca25ffffffff,100.0,0.0,0.0
843ca27ffffffff,2.0,0.0,0.0
843ca2dffffffff,3.0,0.0,0.0
843ca31ffffffff,3.0,0.0,0.0
843ca33ffffffff,5.0,0.0,0.0
843ca39ffffffff,2.0,0.0,0.0
843ca3bffffffff,5.0,0.0,0.0
843ca41ffffffff,6.0,0.0,0.0
843ca45ffffffff,15.0,0.0,0.0
843ca47ffffffff,17.0,0.0,0.0
843ca49ffffffff,2.0,0.0,0.0
843ca51ffffffff,2.0,0.0,0.0
843ca59ffffffff,5.0,0.0,0.0
843ca5bffffffff,2.0,0.0,0.0
843ca5dffffffff,3.0,0.0,0.0
843ca65ffffffff,2.0,0.0,0.0
843ca67ffffffff,2.0,0.0,0.0
843ca69ffffffff,3.0,0.0,0.0
843ca6dffffffff,4.0,0.0,0.0
843ca85ffffffff,11.0,0.0,0.0
843ca87ffffffff,42.0,0.0,0.0
843ca8bffffffff,6.0,0.0,0.0
843ca8dffffffff,15.0,0.0,0.0
843ca91ffffffff,7.0,0.0,0.0
843ca93ffffffff,21.0,0.0,0.0
843ca95ffffffff,24.0,0.0,0.0
843ca97ffffffff,251.0,0.0,0.0
843ca9dffffffff,49.0,0.0,0.0
843cab1ffffffff,63.0,0.0,0.0
843cab5ffffffff,4.0,0.0,0.0
843cab7ffffffff,23.0,0.0,0.0
843cab9ffffffff,90.0,0.0,0.0
843cabbffffffff,4.0,0.0,0.0
843cabdffffffff,5.0,0.0,0.0
843cac1ffffffff,2.0,0.0,0.0
843cac3ffffffff,3.0,0.0,0.0
843cac7ffffffff,1.0,0.0,0.0
843cacbffffffff,4.0,0.0,0.0
843cad3ffffffff,1.0,0.0,0.0
843cadbffffffff,5.0,0.0,0.0
843caddffffffff,5.0,0.0,0.0
843cae3ffffffff,3.0,0.0,0.0
843cae9ffffffff,1.0,0.0,0.0
843cb01ffffffff,9.0,0.0,0.0
843cb03ffffffff,38.0,0.0,0.0
843cb07ffffffff,8.0,0.0,0.0
843cb09ffffffff,21.0,0.0,0.0
843cb0bffffffff,15.0,0.0,0.0
843cb11ffffffff,121.0,0.0,0.0
843cb13ffffffff,79.0,0.0,0.0
843cb15ffffffff,184.0,0.0,0.0
843cb17ffffffff,6.0,0.0,0.0
843cb19ffffffff,22.0,0.0,0.0
843cb1bffffffff,4.0,0.0,0.0
843cb1dffffffff,1841.0,0.0,0.0
843cb23ffffffff,2.0,0.0,0.0
843cb29ffffffff,2.0,0.0,0.0
843cb2bffffffff,5.0,0.0,0.0
843cb35ffffffff,36.0,0.0,0.0
843cb39ffffffff,90.0,0.0,0.0
843cb3bffffffff,21.0,0.0,0.0
843cb3dffffffff,5.0,0.0,0.0
843cb41ffffffff,7.0,0.0,0.0
843cb45ffffffff,71.0,0.0,0.0
843cb47ffffffff,43.0,0.0,0.0
843cb4bffffffff,15.0,0.0,0.0
843cb4dffffffff,25.0,0.0,0.0
843cb51ffffffff,42.0,0.0,0.0
843cb55ffffffff,3.0,0.0,0.0
843cb57ffffffff,4.0,0.0,0.0
843cb59ffffffff,25.0,0.0,0.0
843cb5dffffffff,365.0,0.0,0.0
843cb61ffffffff,2.0,0.0,0.0
843cb65ffffffff,96.0,0.0,0.0
843cb69ffffffff,41.0,0.0,0.0
843cb6bffffffff,25.0,0.0,0.0
843cb6dffffffff,52.0,0.0,0.0
843cc01ffffffff,2.0,0.0,0.0
843cc05ffffffff,1.0,0.0,0.0
843cc09ffffffff,4.0,0.0,0.0
843cc0bffffffff,6.0,0.0,0.0
843cc0dffffffff,28.0,0.0,0.0
843cc21ffffffff,6.0,0.0,0.0
843cc23ffffffff,2.0,0.0,0.0
843cc27ffffffff,15.0,0.0,0.0
843cc29ffffffff,10.0,0.0,0.0
843cc2bffffffff,3.0,0.0,0.0
843cc41ffffffff,22.0,0.0,0.0
843cc43ffffffff,16.0,0.0,0.0
843cc45ffffffff,73.0,0.0,0.0
843cc47ffffffff,43.0,0.0,0.0
843cc51ffffffff,1.0,0.0,0.0
843cc55ffffffff,42.0,0.0,0.0
843cc59ffffffff,4.0,0.0,0.0
843cc5bffffffff,1.0,0.0,0.0
843cc5dffffffff,24.0,0.0,0.0
843cc67ffffffff,3.0,0.0,0.0
843cc6bffffffff,46.0,0.0,0.0
843ccb5ffffffff,2.0,0.0,0.0
843ccb7ffffffff,3.0,0.0,0.0
843cd13ffffffff,3.0,0.0,0.0
843cd49ffffffff,8.0,0.0,0.0
843cd4bffffffff,35.0,0.0,0.0
843cd8bffffffff,20.0,0.0,0.0
843cd91ffffffff,17.0,0.0,0.0
843cd9dffffffff,19.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0
843cdbbffffffff,5.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0
843cdcdffffffff,6.0,0.0,4.0
843cdd7ffffffff,4.0,0.0,0.0
843ce03ffffffff,14.0,0.0,0.0
843ce09ffffffff,7.0,0.0,0.0
843ce0dffffffff,1.0,0.0,0.0
843ce11ffffffff,22.0,0.0,0.0
843ce13ffffffff,15.0,0.0,0.0
843ce15ffffffff,119.0,0.0,0.0
843ce17ffffffff,2.0,0.0,0.0
843ce19ffffffff,4.0,0.0,0.0
843ce1bffffffff,25.0,0.0,0.0
843ce1dffffffff,18.0,0.0,0.0
843ce29ffffffff,5.0,0.0,0.0
843ce2bffffffff,3.0,0.0,0.0
843ce31ffffffff,2.0,0.0,0.0
843ce3bffffffff,9.0,0.0,0.0
843ce41ffffffff,7.0,0.0,0.0
843ce43ffffffff,14.0,0.0,0.0
843ce45ffffffff,5.0,0.0,0.0
843ce47ffffffff,2.0,0.0,0.0
843ce4bffffffff,4.0,0.0,0.0
843ce4dffffffff,26.0,0.0,0.0
843ce51ffffffff,2.0,0.0,0.0
843ce55ffffffff,108.0,0.0,0.0
843ce57ffffffff,44.0,0.0,0.0
843ce59ffffffff,1.0,0.0,0.0
843ce5bffffffff,5.0,0.0,0.0
843ce5dffffffff,11.0,0.0,0.0
843ce8bffffffff,5.0,0.0,0.0
843ce8dffffffff,4.0,0.0,0.0
843cea5ffffffff,3.0,0.0,0.0
843cea7ffffffff,5.0,0.0,0.0
843cec1ffffffff,211.0,0.0,0.0
843cec3ffffffff,108.0,0.0,0.0
843cec9ffffffff,22.0,0.0,0.0
843cecbffffffff,1.0,0.0,0.0
843cecdffffffff,34.0,0.0,0.0
843ced1ffffffff,13.0,0.0,0.0
843ced3ffffffff,4.0,0.0,0.0
843ced5ffffffff,5.0,0.0,0.0
843ced9ffffffff,4.0,0.0,0.0
843ceddffffffff,2.0,0.0,0.0
843cee7ffffffff,3.0,0.0,0.0
843cf05ffffffff,106.0,0.0,0.0
843cf09ffffffff,2.0,0.0,0.0
843cf0bffffffff,11.0,0.0,0.0
843cf0dffffffff,35.0,0.0,0.0
843cf11ffffffff,113.0,0.0,0.0
843cf13ffffffff,5.0,0.0,0.0
843cf17ffffffff,11.0,0.0,0.0
843cf1bffffffff,3.0,0.0,0.0
843cf21ffffffff,28.0,0.0,0.0
843cf25ffffffff,8.0,0.0,0.0
843cf27ffffffff,187.0,0.0,12.0
843cf29ffffffff,605.0,0.0,0.0
843cf2bffffffff,2.0,0.0,0.0
843cf2dffffffff,994.0,0.0,52.0
843cf35ffffffff,57.0,0.0,6.0
843cf3dffffffff,2.0,0.0,0.0
843cf41ffffffff,13.0,0.0,0.0
843cf43ffffffff,24.0,0.0,2.0
843cf47ffffffff,33.0,0.0,0.0
843cf49ffffffff,2.0,0.0,0.0
843cf4bffffffff,5.0,0.0,0.0
843cf59ffffffff,1.0,0.0,0.0
843cf61ffffffff,82.0,0.0,0.0
843cf63ffffffff,2.0,0.0,0.0
843cf65ffffffff,62.0,0.0,0.0
843cf67ffffffff,70.0,0.0,1.0
843cf69ffffffff,66.0,0.0,0.0
843cf6bffffffff,17.0,0.0,0.0
843cf6dffffffff,15.0,0.0,0.0
843d101ffffffff,17.0,0.0,0.0
843d103ffffffff,33.0,0.0,0.0
843d105ffffffff,2.0,0.0,0.0
843d107ffffffff,641.0,0.0,0.0
843d109ffffffff,34.0,0.0,0.0
843d10dffffffff,110.0,0.0,0.0
843d115ffffffff,2.0,0.0,0.0
843d123ffffffff,3.0,0.0,0.0
843d129ffffffff,2.0,0.0,0.0
843d131ffffffff,24.0,0.0,0.0
843d133ffffffff,1.0,0.0,0.0
843d135ffffffff,148.0,0.0,0.0
843d137ffffffff,161.0,0.0,0.0
843d139ffffffff,678.0,0.0,0.0
843d13bffffffff,5.0,0.0,0.0
843d13dffffffff,228.0,0.0,0.0
843d141ffffffff,13.0,0.0,0.0
843d143ffffffff,2.0,0.0,0.0
843d145ffffffff,13.0,0.0,0.0
843d147ffffffff,237.0,0.0,0.0
843d149ffffffff,14.0,0.0,0.0
843d14dffffffff,19.0,0.0,0.0
843d151ffffffff,3.0,0.0,0.0
843d155ffffffff,5.0,0.0,0.0
843d15dffffffff,2.0,0.0,0.0
843d161ffffffff,3.0,0.0,0.0
843d163ffffffff,2.0,0.0,0.0
843d165ffffffff,6.0,0.0,0.0
843d167ffffffff,25.0,0.0,0.0
843d169ffffffff,7.0,0.0,0.0
843d16bffffffff,65.0,0.0,0.0
843d1a9ffffffff,6.0,0.0,0.0
843d1e7ffffffff,18.0,0.0,0.0
843d1edffffffff,51.0,0.0,0.0
843d301ffffffff,6.0,0.0,0.0
843d305ffffffff,20.0,0.0,0.0
843d307ffffffff,4.0,0.0,0.0
843d30dffffffff,13.0,0.0,0.0
843d321ffffffff,10.0,0.0,0.0
843d323ffffffff,40.0,0.0,0.0
843d325ffffffff,36.0,0.0,0.0
843d327ffffffff,10.0,0.0,0.0
843d32bffffffff,12.0,0.0,0.0
843d32dffffffff,4.0,0.0,0.0
843d333ffffffff,6.0,0.0,0.0
843d335ffffffff,8.0,0.0,0.0
843d33dffffffff,11.0,0.0,0.0
843d341ffffffff,8.0,0.0,0.0
843d345ffffffff,12.0,0.0,0.0
843d349ffffffff,3.0,0.0,0.0
843d34dffffffff,1.0,0.0,0.0
843d361ffffffff,4.0,0.0,0.0
843d363ffffffff,127.0,0.0,0.0
843d36bffffffff,67.0,0.0,0.0
843d805ffffffff,6.0,0.0,0.0
843d80bffffffff,2.0,0.0,0.0
843d80dffffffff,16.0,0.0,0.0
843d817ffffffff,6.0,0.0,0.0
843d81bffffffff,6.0,0.0,0.0
843d839ffffffff,9.0,0.0,0.0
843d83bffffffff,2.0,0.0,0.0
843d845ffffffff,209.0,0.0,0.0
843d847ffffffff,15.0,0.0,0.0
843d84bffffffff,3.0,0.0,0.0
843d84dffffffff,5.0,0.0,0.0
843d851ffffffff,60.0,0.0,0.0
843d853ffffffff,136.0,0.0,0.0
843d855ffffffff,1.0,0.0,0.0
843d859ffffffff,125.0,0.0,0.0
843d85bffffffff,66.0,0.0,0.0
843d85dffffffff,6.0,0.0,0.0
843d869ffffffff,2.0,0.0,0.0
843d86bffffffff,30.0,0.0,0.0
843d86dffffffff,2.0,0.0,0.0
843d883ffffffff,7.0,0.0,0.0
843d891ffffffff,3.0,0.0,0.0
843d899ffffffff,13.0,0.0,0.0
843d8a5ffffffff,5.0,0.0,0.0
843d8a7ffffffff,1.0,0.0,0.0
843d8b1ffffffff,108.0,0.0,0.0
843d8b7ffffffff,2.0,0.0,0.0
843d8b9ffffffff,22.0,0.0,0.0
843d8bdffffffff,5.0,0.0,0.0
843d8c1ffffffff,39.0,0.0,0.0
843d8c3ffffffff,31.0,0.0,0.0
843d8d1ffffffff,16.0,0.0,0.0
843d8d5ffffffff,234.0,0.0,0.0
843d8ddffffffff,177.0,0.0,0.0
843d8edffffffff,2.0,0.0,0.0
843d907ffffffff,13.0,0.0,0.0
843d90dffffffff,12.0,0.0,0.0
843d911ffffffff,2.0,0.0,0.0
843d913ffffffff,1.0,0.0,0.0
843d915ffffffff,132.0,0.0,0.0
843d917ffffffff,1.0,0.0,0.0
843d91dffffffff,1.0,0.0,0.0
843d923ffffffff,4.0,0.0,0.0
843d927ffffffff,2.0,0.0,0.0
843d929ffffffff,275.0,0.0,0.0
843d92bffffffff,4.0,0.0,0.0
843d92dffffffff,47.0,0.0,0.0
843d931ffffffff,5.0,0.0,0.0
843d933ffffffff,24.0,0.0,0.0
843d935ffffffff,2.0,0.0,0.0
843d939ffffffff,9.0,0.0,0.0
843d93bffffffff,78.0,0.0,0.0
843d93dffffffff,32.0,0.0,0.0
843d943ffffffff,2.0,0.0,0.0
843d949ffffffff,2.0,0.0,0.0
843d963ffffffff,99.0,0.0,0.0
843d967ffffffff,346.0,0.0,0.0
843d96bffffffff,7.0,0.0,0.0
843d96dffffffff,8.0,0.0,0.0
843d981ffffffff,3.0,0.0,0.0
843d983ffffffff,28.0,0.0,0.0
843d985ffffffff,2.0,0.0,0.0
843d987ffffffff,111.0,0.0,0.0
843d98bffffffff,3.0,0.0,0.0
843d98dffffffff,58.0,0.0,0.0
843d993ffffffff,135.0,0.0,0.0
843d997ffffffff,10.0,0.0,0.0
843d999ffffffff,2.0,0.0,0.0
843d99dffffffff,1.0,0.0,0.0
843d9a3ffffffff,7.0,0.0,0.0
843d9a5ffffffff,3.0,0.0,0.0
843d9a7ffffffff,41.0,0.0,0.0
843d9a9ffffffff,2.0,0.0,0.0
843d9abffffffff,9.0,0.0,0.0
843d9adffffffff,23.0,0.0,0.0
843d9b1ffffffff,13.0,0.0,0.0
843d9b5ffffffff,5.0,0.0,0.0
843d9b7ffffffff,445.0,0.0,0.0
843d9b9ffffffff,168.0,0.0,0.0
843d9bbffffffff,7.0,0.0,0.0
843d9bdffffffff,6.0,0.0,0.0
843d9d1ffffffff,111.0,0.0,0.0
843d9d3ffffffff,88.0,0.0,0.0
843d9d5ffffffff,11.0,0.0,0.0
843d9dbffffffff,128.0,0.0,0.0
843d9e3ffffffff,2.0,0.0,0.0
843d9e5ffffffff,487.0,0.0,0.0
843d9e7ffffffff,51.0,0.0,0.0
843d9edffffffff,33.0,0.0,0.0
843da03ffffffff,12.0,0.0,0.0
843da07ffffffff,1.0,0.0,0.0
843da09ffffffff,7.0,0.0,0.0
843da0bffffffff,11.0,0.0,0.0
843da0dffffffff,2.0,0.0,0.0
843da11ffffffff,2326.0,0.0,0.0
843da13ffffffff,366.0,0.0,0.0
843da15ffffffff,33.0,0.0,0.0
843da17ffffffff,6.0,0.0,0.0
843da19ffffffff,206.0,0.0,0.0
843da1bffffffff,200.0,0.0,0.0
843da1dffffffff,907.0,0.0,0.0
843da21ffffffff,264.0,0.0,0.0
843da25ffffffff,37.0,0.0,0.0
843da27ffffffff,1.0,0.0,0.0
843da2dffffffff,5.0,0.0,0.0
843da33ffffffff,47.0,0.0,0.0
843da37ffffffff,1036.0,0.0,0.0
843da39ffffffff,6.0,0.0,0.0
843da3bffffffff,4.0,0.0,0.0
843da3dffffffff,21.0,0.0,0.0
843da43ffffffff,2.0,0.0,0.0
843da53ffffffff,5.0,0.0,0.0
843da55ffffffff,2.0,0.0,0.0
843da57ffffffff,98.0,0.0,0.0
843da59ffffffff,3.0,0.0,0.0
843da5dffffffff,2.0,0.0,0.0
843da61ffffffff,2.0,0.0,0.0
843da63ffffffff,11.0,0.0,0.0
843da69ffffffff,261.0,0.0,0.0
843da6bffffffff,3.0,0.0,0.0
843da6dffffffff,6.0,0.0,0.0
843da81ffffffff,18.0,0.0,0.0
843da85ffffffff,17.0,0.0,0.0
843da89ffffffff,3.0,0.0,0.0
843da8bffffffff,4.0,0.0,0.0
843da8dffffffff,14.0,0.0,0.0
843da91ffffffff,5.0,0.0,0.0
843da93ffffffff,2.0,0.0,0.0
843da95ffffffff,20.0,0.0,0.0
843da97ffffffff,25.0,0.0,0.0
843da99ffffffff,15.0,0.0,0.0
