cell_id,Hylexetastes uniformis,Hylexetastes uniformis uniformis,Hylexetastes uniformis brigidai
828067fffffffff,10.0,0.0,10.0
82814ffffffffff,100.0,4.0,80.0
828a17fffffffff,23.0,0.0,0.0
828a87fffffffff,11.0,10.0,0.0
828a9ffffffffff,16.0,16.0,0.0
828aa7fffffffff,1.0,0.0,0.0
828aaffffffffff,17.0,0.0,0.0
828b17fffffffff,2.0,0.0,0.0
828b87fffffffff,15.0,15.0,0.0
828b9ffffffffff,114.0,65.0,0.0
82a8cffffffffff,11.0,0.0,0.0
