cell_id,Staphida castaniceps,Staphida castaniceps [striata Group],Staphida castaniceps castaniceps
823c1ffffffffff,15.0,0.0,0.0
823c57fffffffff,166.0,0.0,0.0
823c5ffffffffff,5.0,1.0,0.0
823cdffffffffff,3.0,0.0,0.0
823ce7fffffffff,36.0,0.0,0.0
823ceffffffffff,2.0,0.0,0.0
82404ffffffffff,9.0,3.0,0.0
