cell_id,Vireo gilvus,Vireo gilvus gilvus,Vireo gilvus [swainsoni Group]
8326adfffffffff,211.0,65.0,4.0
8326aefffffffff,188.0,0.0,10.0
8326b0fffffffff,214.0,0.0,38.0
8326b1fffffffff,14.0,0.0,7.0
8326b2fffffffff,41.0,0.0,0.0
8326b3fffffffff,42.0,0.0,2.0
8326b4fffffffff,97.0,0.0,1.0
8326b5fffffffff,14.0,0.0,0.0
8326b6fffffffff,1242.0,0.0,211.0
8326c0fffffffff,9.0,0.0,0.0
8326c1fffffffff,409.0,11.0,0.0
8326c2fffffffff,13.0,0.0,0.0
8326c3fffffffff,49.0,0.0,0.0
8326c4fffffffff,114.0,10.0,0.0
8326c5fffffffff,303.0,132.0,0.0
8326c6fffffffff,34.0,3.0,0.0
8326c8fffffffff,287.0,0.0,0.0
8326c9fffffffff,53.0,0.0,0.0
8326cafffffffff,62.0,0.0,0.0
8326cbfffffffff,173.0,0.0,0.0
8326ccfffffffff,19.0,4.0,0.0
8326cdfffffffff,19.0,0.0,0.0
8326cefffffffff,18.0,2.0,0.0
8326d0fffffffff,13.0,0.0,0.0
8326d1fffffffff,23.0,0.0,0.0
8326d2fffffffff,25.0,0.0,0.0
8326d3fffffffff,26.0,0.0,0.0
8326d4fffffffff,237.0,0.0,0.0
8326d5fffffffff,6.0,0.0,0.0
8326d6fffffffff,41.0,0.0,0.0
8326d8fffffffff,6.0,0.0,0.0
8326d9fffffffff,10.0,0.0,0.0
8326dafffffffff,1.0,0.0,0.0
8326dbfffffffff,2.0,0.0,0.0
8326ddfffffffff,23.0,0.0,0.0
8326defffffffff,16.0,0.0,0.0
8326e0fffffffff,461.0,15.0,0.0
8326e1fffffffff,124.0,3.0,0.0
8326e2fffffffff,963.0,58.0,0.0
8326e3fffffffff,449.0,11.0,0.0
8326e4fffffffff,616.0,20.0,0.0
8326e5fffffffff,1598.0,129.0,0.0
8326e6fffffffff,364.0,26.0,0.0
8326e8fffffffff,125.0,11.0,0.0
8326e9fffffffff,128.0,8.0,0.0
8326eafffffffff,79.0,12.0,0.0
8326ebfffffffff,6.0,0.0,0.0
8326ecfffffffff,405.0,14.0,0.0
8326edfffffffff,616.0,31.0,0.0
8326eefffffffff,166.0,19.0,0.0
8326f0fffffffff,160.0,4.0,0.0
8326f1fffffffff,364.0,69.0,0.0
8326f2fffffffff,1132.0,168.0,5.0
8326f3fffffffff,87.0,5.0,0.0
8326f4fffffffff,38.0,2.0,0.0
8326f5fffffffff,91.0,17.0,0.0
8326f6fffffffff,108.0,24.0,0.0
832700fffffffff,8.0,0.0,0.0
832702fffffffff,754.0,0.0,0.0
832703fffffffff,127.0,0.0,0.0
832708fffffffff,34.0,4.0,0.0
832709fffffffff,153.0,25.0,0.0
83270afffffffff,104.0,11.0,0.0
83270bfffffffff,90.0,4.0,0.0
83270dfffffffff,2.0,0.0,0.0
83270efffffffff,348.0,35.0,0.0
832710fffffffff,42.0,0.0,0.0
832711fffffffff,182.0,0.0,0.0
832712fffffffff,103.0,0.0,0.0
832713fffffffff,725.0,0.0,0.0
832714fffffffff,2.0,0.0,0.0
832715fffffffff,50.0,0.0,0.0
832716fffffffff,4.0,0.0,0.0
832718fffffffff,134.0,13.0,0.0
832719fffffffff,453.0,18.0,0.0
83271afffffffff,196.0,11.0,0.0
83271bfffffffff,184.0,24.0,0.0
83271cfffffffff,476.0,6.0,0.0
83271dfffffffff,316.0,8.0,0.0
83271efffffffff,111.0,16.0,0.0
832740fffffffff,290.0,7.0,0.0
832741fffffffff,683.0,0.0,0.0
832742fffffffff,241.0,18.0,0.0
832743fffffffff,896.0,18.0,0.0
832744fffffffff,127.0,0.0,0.0
832745fffffffff,293.0,0.0,0.0
832746fffffffff,377.0,25.0,0.0
832748fffffffff,4836.0,0.0,0.0
832749fffffffff,5989.0,50.0,0.0
83274afffffffff,514.0,0.0,0.0
83274bfffffffff,2887.0,268.0,0.0
83274cfffffffff,618.0,0.0,0.0
83274dfffffffff,3239.0,0.0,0.0
83274efffffffff,1295.0,0.0,0.0
832750fffffffff,56.0,1.0,0.0
832751fffffffff,379.0,37.0,0.0
832752fffffffff,1616.0,56.0,0.0
832753fffffffff,518.0,33.0,0.0
832754fffffffff,190.0,18.0,0.0
832755fffffffff,101.0,0.0,0.0
832756fffffffff,270.0,49.0,0.0
832758fffffffff,5347.0,165.0,0.0
832759fffffffff,8836.0,388.0,0.0
83275afffffffff,881.0,59.0,0.0
83275bfffffffff,1604.0,48.0,0.0
83275cfffffffff,2358.0,129.0,0.0
83275dfffffffff,4233.0,67.0,0.0
83275efffffffff,711.0,36.0,0.0
832760fffffffff,4.0,0.0,0.0
832761fffffffff,14.0,4.0,0.0
832763fffffffff,191.0,26.0,0.0
832768fffffffff,141.0,0.0,0.0
832769fffffffff,747.0,97.0,0.0
83276afffffffff,516.0,0.0,0.0
83276bfffffffff,3560.0,0.0,0.0
83276cfffffffff,33.0,2.0,0.0
83276dfffffffff,629.0,106.0,0.0
83276efffffffff,131.0,9.0,0.0
832770fffffffff,2.0,0.0,0.0
832771fffffffff,15.0,0.0,0.0
832772fffffffff,17.0,0.0,0.0
832773fffffffff,43.0,0.0,0.0
832780fffffffff,87.0,4.0,0.0
832781fffffffff,14.0,0.0,0.0
832782fffffffff,15.0,0.0,0.0
832783fffffffff,2.0,0.0,0.0
832784fffffffff,11.0,0.0,0.0
832785fffffffff,118.0,7.0,0.0
832786fffffffff,214.0,47.0,1.0
832788fffffffff,20.0,1.0,0.0
83278afffffffff,1.0,0.0,0.0
83278bfffffffff,286.0,0.0,82.0
83278cfffffffff,370.0,64.0,0.0
83278dfffffffff,47.0,3.0,0.0
83278efffffffff,29.0,0.0,0.0
832790fffffffff,91.0,0.0,6.0
832791fffffffff,41.0,0.0,0.0
832792fffffffff,938.0,0.0,6.0
832793fffffffff,123.0,0.0,10.0
832794fffffffff,12.0,0.0,2.0
832795fffffffff,214.0,4.0,5.0
832796fffffffff,53.0,0.0,3.0
832798fffffffff,86.0,0.0,0.0
832799fffffffff,142.0,0.0,20.0
83279afffffffff,411.0,0.0,32.0
83279bfffffffff,38.0,0.0,2.0
83279cfffffffff,31.0,0.0,0.0
83279dfffffffff,1.0,0.0,0.0
83279efffffffff,184.0,0.0,0.0
8327a0fffffffff,575.0,0.0,0.0
8327a1fffffffff,49.0,0.0,0.0
8327a2fffffffff,11.0,0.0,0.0
8327a3fffffffff,15.0,0.0,0.0
8327a4fffffffff,104.0,0.0,0.0
8327a5fffffffff,18.0,0.0,0.0
8327a6fffffffff,181.0,0.0,0.0
8327a8fffffffff,218.0,61.0,0.0
8327a9fffffffff,235.0,40.0,0.0
8327aafffffffff,127.0,33.0,0.0
8327abfffffffff,87.0,15.0,0.0
8327acfffffffff,200.0,11.0,0.0
8327adfffffffff,690.0,161.0,0.0
8327aefffffffff,231.0,29.0,0.0
8327b0fffffffff,74.0,0.0,0.0
8327b1fffffffff,43.0,0.0,0.0
8327b2fffffffff,320.0,0.0,0.0
8327b3fffffffff,17.0,0.0,0.0
8327b4fffffffff,17.0,0.0,0.0
8327b5fffffffff,26.0,0.0,0.0
8327b6fffffffff,192.0,0.0,0.0
832800fffffffff,60.0,0.0,25.0
832802fffffffff,1958.0,0.0,376.0
832803fffffffff,34.0,0.0,0.0
832806fffffffff,741.0,0.0,88.0
832810fffffffff,311.0,0.0,14.0
832811fffffffff,1197.0,0.0,0.0
832812fffffffff,453.0,0.0,0.0
832813fffffffff,142.0,0.0,6.0
832814fffffffff,3361.0,0.0,273.0
832815fffffffff,150.0,0.0,6.0
832816fffffffff,83.0,0.0,8.0
832818fffffffff,398.0,0.0,5.0
832819fffffffff,48.0,0.0,0.0
83281afffffffff,380.0,0.0,23.0
83281bfffffffff,881.0,0.0,30.0
83281cfffffffff,491.0,0.0,32.0
83281dfffffffff,108.0,0.0,7.0
83281efffffffff,1446.0,0.0,105.0
832830fffffffff,11238.0,0.0,587.0
832831fffffffff,1578.0,0.0,130.0
832832fffffffff,3003.0,0.0,111.0
832833fffffffff,429.0,0.0,2.0
832834fffffffff,10633.0,0.0,1965.0
832835fffffffff,1904.0,0.0,372.0
832836fffffffff,437.0,0.0,2.0
832880fffffffff,390.0,0.0,0.0
832881fffffffff,730.0,0.0,28.0
832882fffffffff,81.0,0.0,0.0
832883fffffffff,203.0,0.0,0.0
832884fffffffff,3124.0,0.0,0.0
832885fffffffff,89.0,0.0,0.0
832886fffffffff,430.0,0.0,6.0
832888fffffffff,1026.0,0.0,30.0
832889fffffffff,1530.0,0.0,75.0
83288afffffffff,406.0,0.0,18.0
83288bfffffffff,220.0,0.0,22.0
83288cfffffffff,511.0,0.0,29.0
83288dfffffffff,267.0,0.0,5.0
83288efffffffff,740.0,0.0,12.0
832890fffffffff,338.0,0.0,33.0
832891fffffffff,248.0,0.0,7.0
832892fffffffff,1654.0,0.0,237.0
832893fffffffff,639.0,0.0,50.0
832894fffffffff,398.0,0.0,2.0
832895fffffffff,56.0,0.0,5.0
832896fffffffff,493.0,0.0,129.0
832898fffffffff,909.0,0.0,7.0
832899fffffffff,182.0,0.0,0.0
83289afffffffff,484.0,0.0,23.0
83289bfffffffff,585.0,0.0,91.0
83289cfffffffff,116.0,0.0,0.0
83289dfffffffff,107.0,0.0,0.0
83289efffffffff,621.0,0.0,25.0
8328a0fffffffff,58.0,0.0,0.0
8328a1fffffffff,564.0,0.0,78.0
8328a2fffffffff,18.0,0.0,0.0
8328a3fffffffff,112.0,0.0,0.0
8328a4fffffffff,9.0,0.0,0.0
8328a5fffffffff,2.0,0.0,0.0
8328a6fffffffff,15.0,0.0,0.0
8328a8fffffffff,43.0,0.0,0.0
8328a9fffffffff,1780.0,0.0,79.0
8328aafffffffff,321.0,0.0,6.0
8328abfffffffff,167.0,0.0,4.0
8328acfffffffff,164.0,0.0,0.0
8328adfffffffff,239.0,0.0,4.0
8328aefffffffff,1926.0,0.0,286.0
8328b0fffffffff,488.0,0.0,49.0
8328b1fffffffff,116.0,0.0,6.0
8328b2fffffffff,201.0,0.0,12.0
8328b3fffffffff,53.0,0.0,0.0
8328b4fffffffff,12.0,0.0,0.0
8328b5fffffffff,577.0,0.0,186.0
8328b6fffffffff,667.0,0.0,97.0
8328c2fffffffff,477.0,0.0,68.0
8328c6fffffffff,333.0,0.0,27.0
8328cafffffffff,9.0,0.0,0.0
8328d0fffffffff,1232.0,0.0,173.0
8328d1fffffffff,4714.0,0.0,559.0
8328d2fffffffff,1102.0,0.0,67.0
8328d3fffffffff,1301.0,0.0,81.0
8328d4fffffffff,2732.0,0.0,206.0
8328d5fffffffff,8151.0,0.0,751.0
8328d6fffffffff,1911.0,0.0,51.0
8328d8fffffffff,1287.0,0.0,7.0
8328d9fffffffff,488.0,0.0,1.0
8328dafffffffff,612.0,0.0,0.0
8328dbfffffffff,12.0,0.0,0.0
8328dcfffffffff,1772.0,0.0,54.0
8328ddfffffffff,318.0,0.0,40.0
8328defffffffff,4852.0,0.0,305.0
8328f0fffffffff,4064.0,0.0,234.0
8328f1fffffffff,996.0,0.0,43.0
8328f2fffffffff,1686.0,0.0,77.0
8328f3fffffffff,1186.0,0.0,62.0
8328f4fffffffff,2469.0,0.0,102.0
8328f5fffffffff,2069.0,0.0,11.0
8328f6fffffffff,699.0,0.0,43.0
832912fffffffff,1471.0,0.0,96.0
832913fffffffff,363.0,0.0,0.0
832916fffffffff,35.0,0.0,0.0
83291afffffffff,2521.0,0.0,1598.0
832980fffffffff,244.0,0.0,0.0
832981fffffffff,434.0,0.0,0.0
832982fffffffff,68.0,0.0,0.0
832984fffffffff,675.0,0.0,11.0
832985fffffffff,499.0,0.0,0.0
832986fffffffff,750.0,0.0,0.0
832988fffffffff,41.0,0.0,0.0
832989fffffffff,2464.0,0.0,157.0
83298afffffffff,40.0,0.0,0.0
83298bfffffffff,43.0,0.0,0.0
83298cfffffffff,2506.0,0.0,37.0
83298dfffffffff,2031.0,0.0,87.0
83298efffffffff,284.0,0.0,0.0
832990fffffffff,403.0,0.0,16.0
832991fffffffff,63.0,0.0,1.0
832992fffffffff,126.0,0.0,13.0
832993fffffffff,59.0,0.0,1.0
832994fffffffff,257.0,0.0,58.0
832995fffffffff,492.0,0.0,2.0
832996fffffffff,24.0,0.0,0.0
832998fffffffff,20.0,0.0,1.0
832999fffffffff,25.0,0.0,0.0
83299afffffffff,15.0,0.0,2.0
83299bfffffffff,359.0,0.0,82.0
83299cfffffffff,4.0,0.0,0.0
83299dfffffffff,7.0,0.0,0.0
83299efffffffff,149.0,0.0,16.0
8329a0fffffffff,3940.0,0.0,152.0
8329a1fffffffff,4476.0,0.0,173.0
8329a2fffffffff,272.0,0.0,14.0
8329a3fffffffff,1022.0,0.0,1.0
8329a4fffffffff,3117.0,0.0,0.0
8329a5fffffffff,4151.0,0.0,68.0
8329a6fffffffff,1348.0,0.0,6.0
8329a8fffffffff,76.0,0.0,0.0
8329a9fffffffff,629.0,0.0,162.0
8329aafffffffff,1013.0,0.0,3.0
8329abfffffffff,987.0,0.0,68.0
8329acfffffffff,1280.0,0.0,32.0
8329adfffffffff,1952.0,0.0,7.0
8329aefffffffff,1363.0,0.0,0.0
8329b0fffffffff,310.0,0.0,5.0
8329b1fffffffff,258.0,0.0,1.0
8329b2fffffffff,1343.0,0.0,95.0
8329b3fffffffff,7.0,0.0,0.0
8329b4fffffffff,22.0,0.0,0.0
8329b5fffffffff,371.0,0.0,29.0
8329b6fffffffff,877.0,0.0,172.0
832a06fffffffff,16.0,3.0,0.0
832a10fffffffff,17627.0,1290.0,0.0
832a12fffffffff,2553.0,123.0,0.0
832a13fffffffff,3596.0,81.0,0.0
832a14fffffffff,15048.0,668.0,0.0
832a15fffffffff,1837.0,70.0,0.0
832a16fffffffff,3959.0,153.0,0.0
832a30fffffffff,11257.0,1142.0,0.0
832a31fffffffff,761.0,160.0,0.0
832a32fffffffff,4625.0,626.0,0.0
832a33fffffffff,5858.0,811.0,0.0
832a34fffffffff,1795.0,35.0,0.0
832a36fffffffff,3622.0,5.0,0.0
832a4cfffffffff,10.0,0.0,0.0
832a80fffffffff,151.0,8.0,0.0
832a81fffffffff,296.0,55.0,0.0
832a82fffffffff,371.0,3.0,0.0
832a83fffffffff,11.0,0.0,0.0
832a84fffffffff,1601.0,15.0,0.0
832a85fffffffff,402.0,89.0,0.0
832a86fffffffff,703.0,6.0,0.0
832a88fffffffff,111.0,6.0,0.0
832a89fffffffff,70.0,2.0,0.0
832a8afffffffff,790.0,83.0,0.0
832a8bfffffffff,148.0,18.0,0.0
832a8cfffffffff,567.0,65.0,0.0
832a8dfffffffff,152.0,7.0,0.0
832a8efffffffff,741.0,36.0,0.0
832a90fffffffff,2243.0,20.0,0.0
832a91fffffffff,506.0,18.0,0.0
832a92fffffffff,1031.0,84.0,0.0
832a93fffffffff,2570.0,73.0,0.0
832a94fffffffff,6895.0,833.0,0.0
832a95fffffffff,3430.0,280.0,0.0
832a96fffffffff,462.0,21.0,0.0
832a98fffffffff,2.0,0.0,0.0
832a99fffffffff,158.0,14.0,0.0
832a9afffffffff,67.0,5.0,0.0
832a9bfffffffff,134.0,4.0,0.0
832a9cfffffffff,83.0,7.0,0.0
832a9dfffffffff,92.0,16.0,0.0
832a9efffffffff,165.0,5.0,0.0
832aa0fffffffff,533.0,4.0,0.0
832aa1fffffffff,1407.0,0.0,0.0
832aa2fffffffff,245.0,14.0,0.0
832aa3fffffffff,963.0,0.0,0.0
832aa4fffffffff,12304.0,5777.0,0.0
832aa5fffffffff,881.0,33.0,0.0
832aa6fffffffff,1946.0,252.0,0.0
832aa8fffffffff,6217.0,604.0,0.0
832aa9fffffffff,68.0,4.0,0.0
832aaafffffffff,2605.0,233.0,0.0
832aabfffffffff,51.0,5.0,0.0
832aacfffffffff,8776.0,293.0,0.0
832aadfffffffff,752.0,84.0,0.0
832aaefffffffff,1911.0,57.0,0.0
832ab0fffffffff,4262.0,350.0,0.0
832ab1fffffffff,2428.0,95.0,0.0
832ab2fffffffff,41526.0,3162.0,0.0
832ab3fffffffff,9694.0,495.0,0.0
832ab4fffffffff,3518.0,222.0,0.0
832ab5fffffffff,4018.0,264.0,0.0
832ab6fffffffff,1690.0,25.0,0.0
832ad6fffffffff,9.0,0.0,0.0
