cell_id,Vireo gilvus,Vireo gilvus gilvus,Vireo gilvus [swainsoni Group]
830d48fffffffff,3.0,0.0,0.0
83120afffffffff,21.0,0.0,0.0
83120bfffffffff,4.0,0.0,0.0
831211fffffffff,9.0,0.0,0.0
831213fffffffff,17.0,0.0,0.0
831214fffffffff,21.0,0.0,0.0
831215fffffffff,32.0,0.0,0.0
831218fffffffff,74.0,0.0,0.0
83121afffffffff,255.0,0.0,0.0
83121bfffffffff,68.0,0.0,0.0
83121efffffffff,172.0,0.0,0.0
831223fffffffff,2.0,0.0,0.0
831226fffffffff,1.0,0.0,0.0
83122efffffffff,2.0,0.0,0.0
831230fffffffff,22.0,0.0,0.0
831232fffffffff,8.0,0.0,0.0
831233fffffffff,46.0,0.0,0.0
831243fffffffff,2.0,0.0,0.0
83124bfffffffff,47.0,0.0,0.0
831250fffffffff,15.0,0.0,0.0
831251fffffffff,30.0,0.0,0.0
831252fffffffff,31.0,0.0,0.0
831253fffffffff,61.0,0.0,0.0
831254fffffffff,4.0,0.0,0.0
831255fffffffff,2.0,0.0,0.0
831256fffffffff,3.0,0.0,0.0
831258fffffffff,11.0,0.0,0.0
831259fffffffff,320.0,0.0,0.0
83125afffffffff,15.0,0.0,0.0
83125bfffffffff,14.0,0.0,0.0
83125dfffffffff,14.0,0.0,0.0
83125efffffffff,2.0,0.0,0.0
831272fffffffff,11.0,0.0,0.0
831280fffffffff,296.0,0.0,9.0
831281fffffffff,2.0,0.0,0.0
831282fffffffff,1.0,0.0,0.0
831284fffffffff,164.0,0.0,0.0
831285fffffffff,185.0,0.0,0.0
831286fffffffff,74.0,0.0,0.0
831288fffffffff,14.0,0.0,0.0
831289fffffffff,157.0,0.0,0.0
83128afffffffff,2.0,0.0,0.0
83128bfffffffff,814.0,0.0,0.0
83128cfffffffff,2.0,0.0,0.0
83128dfffffffff,241.0,0.0,0.0
83128efffffffff,39.0,0.0,0.0
831298fffffffff,5.0,0.0,0.0
831299fffffffff,31.0,0.0,0.0
83129afffffffff,1.0,0.0,0.0
83129bfffffffff,55.0,0.0,1.0
83129dfffffffff,19.0,0.0,0.0
8312a2fffffffff,81.0,0.0,0.0
8312a3fffffffff,66.0,0.0,0.0
8312a6fffffffff,8.0,0.0,0.0
8312a8fffffffff,15.0,0.0,0.0
8312a9fffffffff,77.0,0.0,0.0
8312aafffffffff,66.0,0.0,0.0
8312abfffffffff,388.0,0.0,2.0
8312adfffffffff,150.0,0.0,12.0
8312b0fffffffff,121.0,0.0,0.0
8312b1fffffffff,2.0,0.0,0.0
8312b4fffffffff,15.0,0.0,0.0
8312b5fffffffff,94.0,0.0,0.0
8312c0fffffffff,269.0,0.0,2.0
8312c1fffffffff,1273.0,0.0,110.0
8312c2fffffffff,297.0,0.0,0.0
8312c3fffffffff,187.0,0.0,0.0
8312c4fffffffff,24.0,0.0,9.0
8312c5fffffffff,6.0,0.0,0.0
8312c6fffffffff,4.0,0.0,0.0
8312c8fffffffff,382.0,0.0,9.0
8312c9fffffffff,37.0,0.0,0.0
8312cafffffffff,1197.0,0.0,125.0
8312cbfffffffff,1484.0,0.0,188.0
8312ccfffffffff,2778.0,2.0,9.0
8312cdfffffffff,205.0,0.0,0.0
8312cefffffffff,286.0,0.0,13.0
8312d0fffffffff,297.0,0.0,0.0
8312d1fffffffff,1236.0,0.0,0.0
8312d2fffffffff,205.0,0.0,0.0
8312d3fffffffff,721.0,0.0,0.0
8312d4fffffffff,130.0,0.0,0.0
8312d5fffffffff,124.0,0.0,0.0
8312d6fffffffff,483.0,0.0,0.0
8312d8fffffffff,880.0,0.0,22.0
8312d9fffffffff,517.0,0.0,8.0
8312dafffffffff,915.0,0.0,32.0
8312dbfffffffff,530.0,0.0,24.0
8312dcfffffffff,983.0,0.0,2.0
8312ddfffffffff,1466.0,0.0,0.0
8312defffffffff,1447.0,0.0,24.0
8312e0fffffffff,9.0,0.0,0.0
8312e1fffffffff,207.0,0.0,0.0
8312e2fffffffff,51.0,0.0,0.0
8312e3fffffffff,7.0,0.0,0.0
8312e4fffffffff,5.0,0.0,0.0
8312e5fffffffff,10.0,0.0,0.0
8312e6fffffffff,2.0,0.0,0.0
8312e8fffffffff,96.0,0.0,0.0
8312e9fffffffff,10.0,0.0,0.0
8312eafffffffff,401.0,0.0,0.0
8312ebfffffffff,83.0,6.0,0.0
8312ecfffffffff,825.0,0.0,0.0
8312edfffffffff,33.0,0.0,0.0
8312eefffffffff,58.0,0.0,0.0
8312f0fffffffff,29.0,0.0,0.0
8312f1fffffffff,215.0,0.0,45.0
8312f2fffffffff,110.0,0.0,0.0
8312f3fffffffff,9.0,0.0,0.0
8312f4fffffffff,6.0,0.0,0.0
8312f5fffffffff,6.0,0.0,0.0
8312f6fffffffff,799.0,0.0,11.0
831311fffffffff,6.0,0.0,0.0
831352fffffffff,5.0,0.0,0.0
831380fffffffff,21.0,0.0,0.0
831382fffffffff,43.0,0.0,0.0
831383fffffffff,483.0,0.0,0.0
831386fffffffff,350.0,0.0,0.0
831388fffffffff,11.0,0.0,0.0
831389fffffffff,51.0,0.0,0.0
83138afffffffff,13.0,0.0,0.0
83138cfffffffff,480.0,0.0,0.0
83138dfffffffff,40.0,0.0,0.0
83138efffffffff,5.0,0.0,0.0
831390fffffffff,6.0,0.0,0.0
831391fffffffff,76.0,0.0,0.0
831393fffffffff,1.0,0.0,0.0
831394fffffffff,18.0,0.0,0.0
831395fffffffff,2.0,0.0,0.0
831398fffffffff,9.0,0.0,0.0
831399fffffffff,23.0,0.0,0.0
83139bfffffffff,20.0,0.0,0.0
83139efffffffff,262.0,0.0,0.0
8313a6fffffffff,3.0,0.0,0.0
8313b1fffffffff,2.0,0.0,0.0
8313b2fffffffff,2.0,0.0,0.0
8313b3fffffffff,11.0,0.0,0.0
8313b5fffffffff,3.0,0.0,0.0
832600fffffffff,90.0,25.0,0.0
832601fffffffff,405.0,146.0,0.0
832602fffffffff,63.0,7.0,0.0
832603fffffffff,233.0,54.0,0.0
832604fffffffff,81.0,16.0,0.0
832605fffffffff,370.0,46.0,0.0
832606fffffffff,8.0,1.0,0.0
832608fffffffff,493.0,39.0,0.0
832609fffffffff,149.0,19.0,0.0
83260afffffffff,1029.0,62.0,0.0
83260bfffffffff,786.0,83.0,0.0
83260cfffffffff,33.0,0.0,0.0
83260dfffffffff,578.0,9.0,0.0
83260efffffffff,504.0,79.0,0.0
832610fffffffff,49.0,6.0,0.0
832611fffffffff,91.0,19.0,0.0
832612fffffffff,45.0,0.0,11.0
832613fffffffff,3.0,0.0,0.0
832614fffffffff,9.0,4.0,0.0
832615fffffffff,14.0,0.0,0.0
832616fffffffff,54.0,0.0,10.0
832618fffffffff,183.0,29.0,0.0
832619fffffffff,104.0,18.0,0.0
83261afffffffff,52.0,0.0,0.0
83261bfffffffff,105.0,11.0,0.0
83261cfffffffff,57.0,4.0,0.0
83261dfffffffff,82.0,6.0,0.0
83261efffffffff,22.0,0.0,0.0
832620fffffffff,360.0,16.0,0.0
832621fffffffff,576.0,15.0,0.0
832622fffffffff,260.0,32.0,0.0
832623fffffffff,251.0,4.0,0.0
832624fffffffff,253.0,18.0,0.0
832625fffffffff,178.0,0.0,0.0
832626fffffffff,855.0,138.0,0.0
832628fffffffff,124.0,4.0,0.0
832629fffffffff,267.0,5.0,0.0
83262afffffffff,84.0,9.0,0.0
83262bfffffffff,277.0,0.0,0.0
83262cfffffffff,4080.0,53.0,0.0
83262dfffffffff,693.0,29.0,0.0
83262efffffffff,287.0,15.0,0.0
832630fffffffff,27.0,2.0,0.0
832631fffffffff,24.0,4.0,0.0
832632fffffffff,4.0,0.0,0.0
832633fffffffff,55.0,5.0,0.0
832634fffffffff,518.0,79.0,0.0
832635fffffffff,158.0,19.0,0.0
832636fffffffff,299.0,85.0,0.0
832640fffffffff,1332.0,116.0,0.0
832641fffffffff,772.0,156.0,0.0
832642fffffffff,326.0,14.0,0.0
832643fffffffff,1083.0,60.0,0.0
832644fffffffff,132.0,12.0,0.0
832645fffffffff,132.0,31.0,0.0
832646fffffffff,3441.0,267.0,0.0
832648fffffffff,240.0,4.0,0.0
832649fffffffff,4.0,0.0,0.0
83264afffffffff,188.0,4.0,0.0
83264bfffffffff,22.0,0.0,0.0
83264cfffffffff,643.0,34.0,0.0
83264dfffffffff,440.0,8.0,0.0
83264efffffffff,406.0,47.0,0.0
832650fffffffff,393.0,38.0,0.0
832651fffffffff,240.0,15.0,0.0
832652fffffffff,788.0,56.0,0.0
832653fffffffff,825.0,29.0,0.0
832654fffffffff,515.0,84.0,0.0
832655fffffffff,2286.0,90.0,0.0
832656fffffffff,2359.0,124.0,0.0
832658fffffffff,44.0,0.0,0.0
832659fffffffff,631.0,29.0,0.0
83265afffffffff,61.0,0.0,0.0
83265bfffffffff,466.0,15.0,0.0
83265cfffffffff,151.0,11.0,0.0
83265dfffffffff,349.0,33.0,0.0
83265efffffffff,89.0,7.0,0.0
832660fffffffff,454.0,47.0,0.0
832661fffffffff,2069.0,129.0,0.0
832662fffffffff,1032.0,98.0,0.0
832663fffffffff,745.0,13.0,0.0
832664fffffffff,10888.0,1016.0,0.0
832665fffffffff,741.0,111.0,0.0
832666fffffffff,2091.0,86.0,0.0
832668fffffffff,714.0,83.0,0.0
832669fffffffff,34.0,2.0,0.0
83266afffffffff,655.0,74.0,0.0
83266bfffffffff,210.0,25.0,0.0
83266cfffffffff,1342.0,237.0,0.0
83266dfffffffff,1114.0,119.0,0.0
83266efffffffff,1138.0,280.0,0.0
832670fffffffff,203.0,19.0,0.0
832671fffffffff,1219.0,97.0,0.0
832672fffffffff,102.0,2.0,0.0
832673fffffffff,233.0,22.0,0.0
832674fffffffff,701.0,40.0,0.0
832675fffffffff,378.0,20.0,0.0
832676fffffffff,171.0,10.0,0.0
832680fffffffff,647.0,0.0,151.0
832681fffffffff,7278.0,0.0,1363.0
832682fffffffff,53.0,0.0,25.0
832683fffffffff,976.0,0.0,293.0
832684fffffffff,129.0,0.0,17.0
832685fffffffff,991.0,0.0,192.0
832686fffffffff,10.0,0.0,8.0
832688fffffffff,2421.0,0.0,266.0
832689fffffffff,102.0,0.0,13.0
83268afffffffff,417.0,0.0,119.0
83268bfffffffff,516.0,0.0,137.0
83268cfffffffff,3540.0,1.0,788.0
83268dfffffffff,249.0,4.0,7.0
83268efffffffff,727.0,0.0,337.0
832690fffffffff,661.0,0.0,102.0
832691fffffffff,61.0,0.0,48.0
832692fffffffff,266.0,0.0,24.0
832693fffffffff,19.0,0.0,2.0
832694fffffffff,357.0,0.0,60.0
832695fffffffff,68.0,0.0,13.0
832696fffffffff,4521.0,0.0,1619.0
832698fffffffff,1246.0,0.0,130.0
832699fffffffff,834.0,0.0,55.0
83269afffffffff,59.0,0.0,4.0
83269bfffffffff,65.0,0.0,2.0
83269cfffffffff,2004.0,0.0,504.0
83269dfffffffff,874.0,0.0,154.0
83269efffffffff,399.0,0.0,127.0
8326a0fffffffff,13.0,0.0,2.0
8326a1fffffffff,80.0,0.0,3.0
8326a2fffffffff,68.0,0.0,4.0
8326a3fffffffff,38.0,0.0,0.0
8326a4fffffffff,7.0,0.0,0.0
8326a5fffffffff,459.0,0.0,126.0
8326a6fffffffff,67.0,0.0,8.0
8326a8fffffffff,1063.0,216.0,6.0
8326a9fffffffff,452.0,124.0,0.0
8326aafffffffff,1524.0,59.0,79.0
8326abfffffffff,295.0,35.0,0.0
8326acfffffffff,80.0,4.0,3.0
