cell_id,Chaetura vauxi,Chaetura vauxi vauxi,Chaetura vauxi gaumeri,Chaetura vauxi [richmondi Group],Chaetura vauxi aphanes
8412b0bffffffff,11.0,0.0,0.0,0.0,0.0
8412b4bffffffff,9.0,0.0,0.0,0.0,0.0
8412b53ffffffff,7.0,0.0,0.0,0.0,0.0
8412c01ffffffff,5.0,0.0,0.0,0.0,0.0
8412c03ffffffff,1.0,0.0,0.0,0.0,0.0
8412c05ffffffff,27.0,0.0,0.0,0.0,0.0
8412c07ffffffff,4.0,0.0,0.0,0.0,0.0
8412c0dffffffff,4.0,0.0,0.0,0.0,0.0
8412c21ffffffff,123.0,0.0,0.0,0.0,0.0
8412c23ffffffff,10.0,0.0,0.0,0.0,0.0
8412c25ffffffff,4.0,0.0,0.0,0.0,0.0
8412c27ffffffff,13.0,0.0,0.0,0.0,0.0
8412c29ffffffff,3.0,0.0,0.0,0.0,0.0
8412c2bffffffff,1.0,0.0,0.0,0.0,0.0
8412c31ffffffff,1.0,0.0,0.0,0.0,0.0
8412c33ffffffff,9.0,0.0,0.0,0.0,0.0
8412c35ffffffff,9.0,0.0,0.0,0.0,0.0
8412c37ffffffff,7.0,0.0,0.0,0.0,0.0
8412c39ffffffff,3.0,0.0,0.0,0.0,0.0
8412c3bffffffff,5.0,0.0,0.0,0.0,0.0
8412c87ffffffff,2.0,0.0,0.0,0.0,0.0
8412ca3ffffffff,65.0,0.0,0.0,0.0,0.0
8412ca5ffffffff,11.0,0.0,0.0,0.0,0.0
8412ca7ffffffff,5.0,0.0,0.0,0.0,0.0
8412ca9ffffffff,2.0,0.0,0.0,0.0,0.0
8412cabffffffff,5.0,0.0,0.0,0.0,0.0
8412cadffffffff,1.0,0.0,0.0,0.0,0.0
8412cb1ffffffff,5.0,0.0,0.0,0.0,0.0
8412cb5ffffffff,143.0,0.0,0.0,0.0,0.0
8412cb7ffffffff,8.0,0.0,0.0,0.0,0.0
8412cbdffffffff,365.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,5.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,30.0,0.0,0.0,0.0,0.0
8412d01ffffffff,29.0,0.0,0.0,0.0,0.0
8412d05ffffffff,23.0,0.0,0.0,0.0,0.0
8412d07ffffffff,6.0,0.0,0.0,0.0,0.0
8412d0dffffffff,7.0,0.0,0.0,0.0,0.0
8412d11ffffffff,19.0,0.0,0.0,0.0,0.0
8412d15ffffffff,10.0,0.0,0.0,0.0,0.0
8412d17ffffffff,195.0,0.0,0.0,0.0,0.0
8412d19ffffffff,68.0,0.0,0.0,0.0,0.0
8412d1bffffffff,2.0,0.0,0.0,0.0,0.0
8412d1dffffffff,7.0,0.0,0.0,0.0,0.0
8412d21ffffffff,2.0,0.0,0.0,0.0,0.0
8412d23ffffffff,3.0,0.0,0.0,0.0,0.0
8412d25ffffffff,15.0,0.0,0.0,0.0,0.0
8412d27ffffffff,36.0,0.0,0.0,0.0,0.0
8412d29ffffffff,10.0,0.0,0.0,0.0,0.0
8412d2bffffffff,1.0,0.0,0.0,0.0,0.0
8412d2dffffffff,6.0,0.0,0.0,0.0,0.0
8412d33ffffffff,79.0,0.0,0.0,0.0,0.0
8412d35ffffffff,12.0,0.0,0.0,0.0,0.0
8412d37ffffffff,47.0,0.0,0.0,0.0,0.0
8412d39ffffffff,17.0,0.0,0.0,0.0,0.0
8412d3bffffffff,95.0,0.0,0.0,0.0,0.0
8412d3dffffffff,3.0,0.0,0.0,0.0,0.0
8412d41ffffffff,1.0,0.0,0.0,0.0,0.0
8412d55ffffffff,2.0,0.0,0.0,0.0,0.0
8412d57ffffffff,3.0,0.0,0.0,0.0,0.0
8412d5bffffffff,2.0,0.0,0.0,0.0,0.0
8412d63ffffffff,43.0,0.0,0.0,0.0,0.0
8412d65ffffffff,3.0,0.0,0.0,0.0,0.0
8412d67ffffffff,23.0,0.0,0.0,0.0,0.0
8412d81ffffffff,57.0,0.0,0.0,0.0,0.0
8412d83ffffffff,29.0,0.0,0.0,0.0,0.0
8412d85ffffffff,2.0,0.0,0.0,0.0,0.0
8412d87ffffffff,24.0,0.0,0.0,0.0,0.0
8412d89ffffffff,84.0,0.0,0.0,0.0,0.0
8412d8bffffffff,73.0,0.0,0.0,0.0,0.0
8412d8dffffffff,22.0,0.0,0.0,0.0,0.0
8412d91ffffffff,23.0,0.0,0.0,0.0,0.0
8412d93ffffffff,19.0,0.0,0.0,0.0,0.0
8412d95ffffffff,78.0,0.0,0.0,0.0,0.0
8412d97ffffffff,37.0,0.0,0.0,0.0,0.0
8412d99ffffffff,8.0,0.0,0.0,0.0,0.0
8412d9bffffffff,5.0,0.0,0.0,0.0,0.0
8412d9dffffffff,89.0,0.0,0.0,0.0,0.0
8412da1ffffffff,23.0,0.0,0.0,0.0,0.0
8412da3ffffffff,4.0,0.0,0.0,0.0,0.0
8412da5ffffffff,11.0,0.0,0.0,0.0,0.0
8412da7ffffffff,11.0,0.0,0.0,0.0,0.0
8412da9ffffffff,3.0,0.0,0.0,0.0,0.0
8412dabffffffff,2.0,0.0,0.0,0.0,0.0
8412dadffffffff,4.0,0.0,0.0,0.0,0.0
8412db1ffffffff,61.0,0.0,0.0,0.0,0.0
8412db3ffffffff,26.0,0.0,0.0,0.0,0.0
8412db7ffffffff,30.0,0.0,0.0,0.0,0.0
8412db9ffffffff,58.0,0.0,0.0,0.0,0.0
8412dbbffffffff,11.0,0.0,0.0,0.0,0.0
8412dbdffffffff,17.0,0.0,0.0,0.0,0.0
8412dc1ffffffff,20.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,118.0,0.0,0.0,0.0,0.0
8412dc5ffffffff,5.0,0.0,0.0,0.0,0.0
8412dc7ffffffff,21.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,88.0,0.0,0.0,0.0,0.0
8412dcbffffffff,14.0,0.0,0.0,0.0,0.0
8412dcdffffffff,4.0,0.0,0.0,0.0,0.0
8412dd1ffffffff,2.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,33.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,214.0,0.0,0.0,0.0,0.0
8412ddbffffffff,169.0,0.0,0.0,0.0,0.0
8412dddffffffff,7.0,0.0,0.0,0.0,0.0
8412de1ffffffff,3.0,0.0,0.0,0.0,0.0
8412de3ffffffff,30.0,0.0,0.0,0.0,0.0
8412de5ffffffff,172.0,0.0,0.0,0.0,0.0
8412de7ffffffff,31.0,0.0,0.0,0.0,0.0
8412de9ffffffff,2.0,0.0,0.0,0.0,0.0
8412dedffffffff,37.0,0.0,0.0,0.0,0.0
8412f01ffffffff,4.0,0.0,0.0,0.0,0.0
8412f15ffffffff,18.0,0.0,0.0,0.0,0.0
8412f27ffffffff,2.0,0.0,0.0,0.0,0.0
8412f33ffffffff,4.0,0.0,0.0,0.0,0.0
8412f3bffffffff,4.0,0.0,0.0,0.0,0.0
8412f61ffffffff,4.0,0.0,0.0,0.0,0.0
8412f6bffffffff,13.0,0.0,0.0,0.0,0.0
8412f6dffffffff,108.0,0.0,0.0,0.0,0.0
8413911ffffffff,1.0,0.0,0.0,0.0,0.0
8413917ffffffff,7.0,0.0,0.0,0.0,0.0
8413919ffffffff,4.0,0.0,0.0,0.0,0.0
841391dffffffff,12.0,0.0,0.0,0.0,0.0
8413933ffffffff,47.0,0.0,0.0,0.0,0.0
8413935ffffffff,1.0,0.0,0.0,0.0,0.0
841398dffffffff,1.0,0.0,0.0,0.0,0.0
84139b7ffffffff,6.0,0.0,0.0,0.0,0.0
84139e1ffffffff,66.0,0.0,0.0,0.0,0.0
84139edffffffff,26.0,0.0,0.0,0.0,0.0
841d24dffffffff,4.0,0.0,0.0,0.0,0.0
8427905ffffffff,2.0,0.0,0.0,0.0,0.0
8427925ffffffff,8.0,0.0,0.0,0.0,0.0
8427927ffffffff,2.0,0.0,0.0,0.0,0.0
8428005ffffffff,11.0,0.0,0.0,0.0,0.0
8428007ffffffff,4.0,0.0,0.0,0.0,0.0
8428021ffffffff,34.0,0.0,0.0,0.0,0.0
8428023ffffffff,923.0,0.0,0.0,0.0,0.0
8428025ffffffff,9.0,0.0,0.0,0.0,0.0
8428027ffffffff,22.0,0.0,0.0,0.0,0.0
8428029ffffffff,17.0,0.0,0.0,0.0,0.0
842802bffffffff,864.0,0.0,0.0,0.0,0.0
842802dffffffff,17.0,0.0,0.0,0.0,0.0
8428035ffffffff,42.0,0.0,0.0,0.0,0.0
8428061ffffffff,13.0,0.0,0.0,0.0,0.0
8428063ffffffff,92.0,0.0,0.0,0.0,0.0
8428065ffffffff,2.0,0.0,0.0,0.0,0.0
8428067ffffffff,2.0,0.0,0.0,0.0,0.0
8428069ffffffff,48.0,0.0,0.0,0.0,0.0
842806bffffffff,20.0,0.0,0.0,0.0,0.0
842806dffffffff,29.0,0.0,0.0,0.0,0.0
8428103ffffffff,36.0,0.0,0.0,0.0,0.0
8428105ffffffff,3.0,0.0,0.0,0.0,0.0
8428107ffffffff,2.0,0.0,0.0,0.0,0.0
8428109ffffffff,59.0,0.0,0.0,0.0,0.0
842810bffffffff,58.0,0.0,0.0,0.0,0.0
842810dffffffff,2.0,0.0,0.0,0.0,0.0
8428111ffffffff,35.0,0.0,0.0,0.0,0.0
8428113ffffffff,28.0,0.0,0.0,0.0,0.0
8428115ffffffff,1.0,0.0,0.0,0.0,0.0
8428117ffffffff,36.0,0.0,0.0,0.0,0.0
8428119ffffffff,5.0,0.0,0.0,0.0,0.0
842811bffffffff,7.0,0.0,0.0,0.0,0.0
842811dffffffff,7.0,0.0,0.0,0.0,0.0
8428123ffffffff,155.0,0.0,0.0,0.0,0.0
8428129ffffffff,23.0,0.0,0.0,0.0,0.0
842812bffffffff,28.0,0.0,0.0,0.0,0.0
8428131ffffffff,2.0,0.0,0.0,0.0,0.0
8428133ffffffff,34.0,0.0,0.0,0.0,0.0
8428135ffffffff,23.0,0.0,0.0,0.0,0.0
8428137ffffffff,1.0,0.0,0.0,0.0,0.0
8428139ffffffff,1.0,0.0,0.0,0.0,0.0
842813bffffffff,36.0,0.0,0.0,0.0,0.0
8428141ffffffff,112.0,0.0,0.0,0.0,0.0
8428143ffffffff,105.0,0.0,0.0,0.0,0.0
8428145ffffffff,13.0,0.0,0.0,0.0,0.0
8428147ffffffff,25.0,0.0,0.0,0.0,0.0
842814bffffffff,7.0,0.0,0.0,0.0,0.0
842814dffffffff,79.0,0.0,0.0,0.0,0.0
8428151ffffffff,6.0,0.0,0.0,0.0,0.0
8428153ffffffff,18.0,0.0,0.0,0.0,0.0
8428155ffffffff,118.0,0.0,0.0,0.0,0.0
8428157ffffffff,5.0,0.0,0.0,0.0,0.0
842815dffffffff,25.0,0.0,0.0,0.0,0.0
842816bffffffff,12.0,0.0,0.0,0.0,0.0
842816dffffffff,1.0,0.0,0.0,0.0,0.0
8428181ffffffff,1.0,0.0,0.0,0.0,0.0
8428183ffffffff,84.0,0.0,0.0,0.0,0.0
8428185ffffffff,18.0,0.0,0.0,0.0,0.0
8428187ffffffff,88.0,0.0,0.0,0.0,0.0
8428189ffffffff,3.0,0.0,0.0,0.0,0.0
842818bffffffff,28.0,0.0,0.0,0.0,0.0
842818dffffffff,32.0,0.0,0.0,0.0,0.0
8428195ffffffff,16.0,0.0,0.0,0.0,0.0
842819dffffffff,14.0,0.0,0.0,0.0,0.0
84281a1ffffffff,9.0,0.0,0.0,0.0,0.0
84281a3ffffffff,30.0,0.0,0.0,0.0,0.0
84281a5ffffffff,137.0,0.0,0.0,0.0,0.0
84281a7ffffffff,57.0,0.0,0.0,0.0,0.0
84281a9ffffffff,5.0,0.0,0.0,0.0,0.0
84281abffffffff,13.0,0.0,0.0,0.0,0.0
84281adffffffff,21.0,0.0,0.0,0.0,0.0
84281b1ffffffff,23.0,0.0,0.0,0.0,0.0
84281b3ffffffff,107.0,0.0,0.0,0.0,0.0
84281b5ffffffff,2096.0,0.0,0.0,0.0,0.0
84281b7ffffffff,5.0,0.0,0.0,0.0,0.0
84281b9ffffffff,6.0,0.0,0.0,0.0,0.0
84281bbffffffff,10.0,0.0,0.0,0.0,0.0
84281bdffffffff,1.0,0.0,0.0,0.0,0.0
84281c1ffffffff,3.0,0.0,0.0,0.0,0.0
84281c3ffffffff,43.0,0.0,0.0,0.0,0.0
84281c7ffffffff,30.0,0.0,0.0,0.0,0.0
84281c9ffffffff,219.0,0.0,0.0,0.0,0.0
84281cbffffffff,283.0,0.0,0.0,0.0,0.0
84281d5ffffffff,26.0,0.0,0.0,0.0,0.0
84281ddffffffff,1.0,0.0,0.0,0.0,0.0
84281e1ffffffff,42.0,0.0,0.0,0.0,0.0
84281e3ffffffff,35.0,0.0,0.0,0.0,0.0
84281e5ffffffff,185.0,0.0,0.0,0.0,0.0
84281e7ffffffff,32.0,0.0,0.0,0.0,0.0
84281e9ffffffff,268.0,0.0,0.0,0.0,0.0
84281ebffffffff,317.0,0.0,0.0,0.0,0.0
84281edffffffff,53.0,0.0,0.0,0.0,0.0
8428301ffffffff,97.0,0.0,0.0,0.0,0.0
8428303ffffffff,263.0,0.0,0.0,0.0,0.0
8428305ffffffff,107.0,0.0,0.0,0.0,0.0
8428307ffffffff,176.0,0.0,0.0,0.0,0.0
8428309ffffffff,601.0,0.0,0.0,0.0,0.0
842830bffffffff,637.0,0.0,0.0,0.0,0.0
842830dffffffff,29.0,0.0,0.0,0.0,0.0
8428311ffffffff,32.0,8.0,0.0,0.0,0.0
8428313ffffffff,10.0,0.0,0.0,0.0,0.0
8428315ffffffff,35.0,0.0,0.0,0.0,0.0
8428317ffffffff,67.0,0.0,0.0,0.0,0.0
8428319ffffffff,1.0,0.0,0.0,0.0,0.0
842831dffffffff,111.0,0.0,0.0,0.0,0.0
8428321ffffffff,39.0,0.0,0.0,0.0,0.0
8428323ffffffff,18.0,0.0,0.0,0.0,0.0
8428325ffffffff,59.0,0.0,0.0,0.0,0.0
8428327ffffffff,7.0,0.0,0.0,0.0,0.0
8428329ffffffff,67.0,0.0,0.0,0.0,0.0
842832bffffffff,235.0,0.0,0.0,0.0,0.0
842832dffffffff,3.0,0.0,0.0,0.0,0.0
8428331ffffffff,8.0,0.0,0.0,0.0,0.0
8428335ffffffff,17.0,0.0,0.0,0.0,0.0
8428337ffffffff,12.0,0.0,0.0,0.0,0.0
8428339ffffffff,6.0,0.0,0.0,0.0,0.0
842833bffffffff,5.0,0.0,0.0,0.0,0.0
842833dffffffff,11.0,0.0,0.0,0.0,0.0
8428341ffffffff,545.0,0.0,0.0,0.0,0.0
8428343ffffffff,105.0,4.0,0.0,0.0,0.0
8428345ffffffff,276.0,4.0,0.0,0.0,0.0
8428347ffffffff,592.0,11.0,0.0,0.0,0.0
842834dffffffff,122.0,0.0,0.0,0.0,0.0
8428355ffffffff,241.0,0.0,0.0,0.0,0.0
8428357ffffffff,40.0,0.0,0.0,0.0,0.0
842835dffffffff,1.0,0.0,0.0,0.0,0.0
8428361ffffffff,9.0,0.0,0.0,0.0,0.0
8428363ffffffff,2.0,0.0,0.0,0.0,0.0
8428365ffffffff,15.0,0.0,0.0,0.0,0.0
8428367ffffffff,4.0,0.0,0.0,0.0,0.0
8428369ffffffff,12.0,0.0,0.0,0.0,0.0
842836bffffffff,38.0,0.0,0.0,0.0,0.0
842836dffffffff,6.0,0.0,0.0,0.0,0.0
8428801ffffffff,8.0,0.0,0.0,0.0,0.0
8428803ffffffff,6.0,0.0,0.0,0.0,0.0
8428805ffffffff,2.0,0.0,0.0,0.0,0.0
8428807ffffffff,4.0,0.0,0.0,0.0,0.0
8428809ffffffff,2.0,0.0,0.0,0.0,0.0
842880bffffffff,2.0,0.0,0.0,0.0,0.0
842880dffffffff,3.0,0.0,0.0,0.0,0.0
8428811ffffffff,46.0,0.0,0.0,0.0,0.0
8428813ffffffff,273.0,0.0,0.0,0.0,0.0
8428815ffffffff,11.0,0.0,0.0,0.0,0.0
8428817ffffffff,134.0,0.0,0.0,0.0,0.0
8428819ffffffff,2.0,0.0,0.0,0.0,0.0
842881bffffffff,47.0,0.0,0.0,0.0,0.0
842881dffffffff,4.0,0.0,0.0,0.0,0.0
8428823ffffffff,1.0,0.0,0.0,0.0,0.0
8428829ffffffff,2.0,0.0,0.0,0.0,0.0
8428831ffffffff,16.0,0.0,0.0,0.0,0.0
8428833ffffffff,8.0,0.0,0.0,0.0,0.0
8428835ffffffff,6.0,0.0,0.0,0.0,0.0
8428837ffffffff,4.0,0.0,0.0,0.0,0.0
8428839ffffffff,40.0,0.0,0.0,0.0,0.0
842883bffffffff,10.0,0.0,0.0,0.0,0.0
842883dffffffff,1.0,0.0,0.0,0.0,0.0
8428841ffffffff,10.0,0.0,0.0,0.0,0.0
8428843ffffffff,9.0,0.0,0.0,0.0,0.0
8428847ffffffff,42.0,0.0,0.0,0.0,0.0
8428849ffffffff,3.0,0.0,0.0,0.0,0.0
8428851ffffffff,2.0,0.0,0.0,0.0,0.0
8428855ffffffff,7.0,0.0,0.0,0.0,0.0
8428857ffffffff,2.0,0.0,0.0,0.0,0.0
842885bffffffff,9.0,0.0,0.0,0.0,0.0
8428881ffffffff,4.0,0.0,0.0,0.0,0.0
8428885ffffffff,43.0,0.0,0.0,0.0,0.0
8428887ffffffff,17.0,0.0,0.0,0.0,0.0
8428889ffffffff,23.0,0.0,0.0,0.0,0.0
842888bffffffff,22.0,0.0,0.0,0.0,0.0
842888dffffffff,494.0,0.0,0.0,0.0,0.0
8428891ffffffff,19.0,0.0,0.0,0.0,0.0
8428893ffffffff,164.0,0.0,0.0,0.0,0.0
8428895ffffffff,7.0,0.0,0.0,0.0,0.0
8428897ffffffff,16.0,0.0,0.0,0.0,0.0
8428899ffffffff,28.0,0.0,0.0,0.0,0.0
842889bffffffff,345.0,0.0,0.0,0.0,0.0
842889dffffffff,1.0,0.0,0.0,0.0,0.0
84288a1ffffffff,32.0,0.0,0.0,0.0,0.0
84288a3ffffffff,2.0,0.0,0.0,0.0,0.0
84288a5ffffffff,48.0,0.0,0.0,0.0,0.0
84288a9ffffffff,12.0,0.0,0.0,0.0,0.0
84288abffffffff,17.0,0.0,0.0,0.0,0.0
84288adffffffff,126.0,0.0,0.0,0.0,0.0
84288b3ffffffff,6.0,0.0,0.0,0.0,0.0
84288b5ffffffff,6.0,0.0,0.0,0.0,0.0
84288b7ffffffff,1.0,0.0,0.0,0.0,0.0
84288b9ffffffff,2.0,0.0,0.0,0.0,0.0
84288bbffffffff,2.0,0.0,0.0,0.0,0.0
84288c1ffffffff,3.0,0.0,0.0,0.0,0.0
84288c3ffffffff,5.0,0.0,0.0,0.0,0.0
84288c5ffffffff,308.0,0.0,0.0,0.0,0.0
84288c7ffffffff,44.0,0.0,0.0,0.0,0.0
84288c9ffffffff,28.0,0.0,0.0,0.0,0.0
84288cbffffffff,9.0,0.0,0.0,0.0,0.0
84288cdffffffff,36.0,0.0,0.0,0.0,0.0
84288d1ffffffff,7.0,0.0,0.0,0.0,0.0
84288d3ffffffff,77.0,0.0,0.0,0.0,0.0
84288d5ffffffff,5.0,0.0,0.0,0.0,0.0
84288d7ffffffff,7.0,0.0,0.0,0.0,0.0
84288dbffffffff,85.0,0.0,0.0,0.0,0.0
84288ddffffffff,11.0,0.0,0.0,0.0,0.0
84288e1ffffffff,18.0,0.0,0.0,0.0,0.0
84288e3ffffffff,201.0,0.0,0.0,0.0,0.0
84288e5ffffffff,8.0,0.0,0.0,0.0,0.0
84288e7ffffffff,32.0,0.0,0.0,0.0,0.0
84288e9ffffffff,17.0,0.0,0.0,0.0,0.0
84288ebffffffff,60.0,0.0,0.0,0.0,0.0
84288edffffffff,12.0,0.0,0.0,0.0,0.0
8428981ffffffff,9.0,0.0,0.0,0.0,0.0
8428983ffffffff,11.0,0.0,0.0,0.0,0.0
8428985ffffffff,165.0,0.0,0.0,0.0,0.0
8428987ffffffff,4.0,0.0,0.0,0.0,0.0
8428989ffffffff,14.0,0.0,0.0,0.0,0.0
842898bffffffff,2.0,0.0,0.0,0.0,0.0
842898dffffffff,393.0,0.0,0.0,0.0,0.0
8428991ffffffff,9.0,0.0,0.0,0.0,0.0
8428993ffffffff,21.0,0.0,0.0,0.0,0.0
8428995ffffffff,3.0,0.0,0.0,0.0,0.0
8428997ffffffff,7.0,0.0,0.0,0.0,0.0
8428999ffffffff,4.0,0.0,0.0,0.0,0.0
842899bffffffff,28.0,0.0,0.0,0.0,0.0
842899dffffffff,2.0,0.0,0.0,0.0,0.0
84289a1ffffffff,2.0,0.0,0.0,0.0,0.0
84289a3ffffffff,54.0,0.0,0.0,0.0,0.0
84289a9ffffffff,65.0,0.0,0.0,0.0,0.0
84289abffffffff,111.0,0.0,0.0,0.0,0.0
84289adffffffff,2.0,0.0,0.0,0.0,0.0
84289b1ffffffff,3.0,0.0,0.0,0.0,0.0
84289b5ffffffff,158.0,0.0,0.0,0.0,0.0
84289b7ffffffff,78.0,0.0,0.0,0.0,0.0
84289bdffffffff,10.0,0.0,0.0,0.0,0.0
84289c3ffffffff,9.0,0.0,0.0,0.0,0.0
84289c5ffffffff,23.0,0.0,0.0,0.0,0.0
84289c7ffffffff,8.0,0.0,0.0,0.0,0.0
84289c9ffffffff,7.0,0.0,0.0,0.0,0.0
84289cbffffffff,2.0,0.0,0.0,0.0,0.0
84289d1ffffffff,6.0,0.0,0.0,0.0,0.0
84289d3ffffffff,48.0,0.0,0.0,0.0,0.0
84289d7ffffffff,7.0,0.0,0.0,0.0,0.0
84289d9ffffffff,4.0,0.0,0.0,0.0,0.0
84289dbffffffff,42.0,0.0,0.0,0.0,0.0
84289ddffffffff,6.0,0.0,0.0,0.0,0.0
84289e1ffffffff,4.0,0.0,0.0,0.0,0.0
84289e3ffffffff,198.0,0.0,0.0,0.0,0.0
84289e7ffffffff,49.0,0.0,0.0,0.0,0.0
84289ebffffffff,225.0,0.0,0.0,0.0,0.0
8428a11ffffffff,3.0,0.0,0.0,0.0,0.0
8428a13ffffffff,3.0,0.0,0.0,0.0,0.0
8428a43ffffffff,2.0,0.0,0.0,0.0,0.0
8428a81ffffffff,1.0,0.0,0.0,0.0,0.0
8428a85ffffffff,13.0,0.0,0.0,0.0,0.0
8428a91ffffffff,187.0,0.0,0.0,0.0,0.0
8428a93ffffffff,261.0,0.0,0.0,0.0,0.0
8428a95ffffffff,64.0,0.0,0.0,0.0,0.0
8428a97ffffffff,26.0,0.0,0.0,0.0,0.0
8428a99ffffffff,23.0,0.0,0.0,0.0,0.0
8428a9bffffffff,37.0,0.0,0.0,0.0,0.0
8428a9dffffffff,2.0,0.0,0.0,0.0,0.0
8428aa1ffffffff,96.0,0.0,0.0,0.0,0.0
8428aa3ffffffff,81.0,0.0,0.0,0.0,0.0
8428aa5ffffffff,16.0,0.0,0.0,0.0,0.0
8428aa7ffffffff,20.0,0.0,0.0,0.0,0.0
8428aa9ffffffff,15.0,0.0,0.0,0.0,0.0
8428aabffffffff,47.0,0.0,0.0,0.0,0.0
8428aadffffffff,9.0,0.0,0.0,0.0,0.0
8428ab1ffffffff,31.0,0.0,0.0,0.0,0.0
8428ab3ffffffff,8.0,0.0,0.0,0.0,0.0
8428ab5ffffffff,9.0,0.0,0.0,0.0,0.0
8428ab7ffffffff,16.0,0.0,0.0,0.0,0.0
8428ab9ffffffff,40.0,0.0,0.0,0.0,0.0
8428abbffffffff,47.0,0.0,0.0,0.0,0.0
8428abdffffffff,62.0,0.0,0.0,0.0,0.0
8428ac9ffffffff,18.0,0.0,0.0,0.0,0.0
8428acbffffffff,16.0,0.0,0.0,0.0,0.0
8428acdffffffff,1.0,0.0,0.0,0.0,0.0
8428ad3ffffffff,14.0,0.0,0.0,0.0,0.0
8428ad7ffffffff,2.0,0.0,0.0,0.0,0.0
8428addffffffff,130.0,0.0,0.0,0.0,0.0
8428ae1ffffffff,20.0,6.0,0.0,0.0,0.0
8428ae3ffffffff,39.0,2.0,0.0,0.0,0.0
8428ae7ffffffff,4.0,2.0,0.0,0.0,0.0
8428ae9ffffffff,22.0,0.0,0.0,0.0,0.0
8428aebffffffff,4.0,0.0,0.0,0.0,0.0
8428b07ffffffff,1.0,0.0,0.0,0.0,0.0
8428b1dffffffff,1.0,0.0,0.0,0.0,0.0
8428b51ffffffff,1.0,0.0,0.0,0.0,0.0
8428c21ffffffff,101.0,0.0,0.0,0.0,0.0
8428c23ffffffff,66.0,0.0,0.0,0.0,0.0
8428c25ffffffff,355.0,0.0,0.0,0.0,0.0
8428c27ffffffff,42.0,0.0,0.0,0.0,0.0
8428c29ffffffff,55.0,0.0,0.0,0.0,0.0
8428c2bffffffff,15.0,0.0,0.0,0.0,0.0
8428c2dffffffff,73.0,0.0,0.0,0.0,0.0
8428c35ffffffff,29.0,0.0,0.0,0.0,0.0
8428c61ffffffff,171.0,0.0,0.0,0.0,0.0
8428c63ffffffff,2.0,0.0,0.0,0.0,0.0
8428c65ffffffff,11.0,0.0,0.0,0.0,0.0
8428c67ffffffff,15.0,0.0,0.0,0.0,0.0
8428c69ffffffff,5.0,0.0,0.0,0.0,0.0
8428c6dffffffff,30.0,0.0,0.0,0.0,0.0
8428cadffffffff,3.0,0.0,0.0,0.0,0.0
8428d01ffffffff,212.0,0.0,0.0,0.0,0.0
8428d03ffffffff,85.0,0.0,0.0,0.0,0.0
8428d05ffffffff,37.0,0.0,0.0,0.0,0.0
8428d07ffffffff,431.0,0.0,0.0,0.0,0.0
8428d09ffffffff,131.0,0.0,0.0,0.0,0.0
8428d0bffffffff,134.0,0.0,0.0,0.0,0.0
8428d0dffffffff,322.0,0.0,0.0,0.0,0.0
8428d11ffffffff,38.0,0.0,0.0,0.0,0.0
8428d13ffffffff,75.0,0.0,0.0,0.0,0.0
8428d15ffffffff,174.0,0.0,0.0,0.0,0.0
