cell_id,Amaurospiza concolor,Amaurospiza concolor relicta,Amaurospiza concolor concolor
82452ffffffffff,127.0,0.0,6.0
8249b7fffffffff,26.0,16.0,0.0
8266a7fffffffff,53.0,0.0,4.0
8266b7fffffffff,116.0,0.0,8.0
826d27fffffffff,110.0,0.0,23.0
826d2ffffffffff,51.0,0.0,3.0
826d6ffffffffff,30.0,0.0,0.0
826d77fffffffff,20.0,0.0,0.0
