cell_id,Polioptila plumbea,Polioptila plumbea plumbiceps/anteocularis,Polioptila plumbea innotata,Polioptila plumbea plumbea,Polioptila plumbea parvirostris,Polioptila plumbea atricapilla
846608dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8466091ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8466093ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84660a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84660c5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84660c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84660cbffffffff,51.0,0.0,0.0,0.0,0.0,0.0
84660d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84660d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84660ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84660e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84660ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466181ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8466183ffffffff,234.0,0.0,0.0,0.0,0.0,0.0
8466189ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
846618bffffffff,92.0,0.0,0.0,0.0,0.0,0.0
8466191ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466193ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8466195ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8466199ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846619bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84661b3ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
84661b9ffffffff,125.0,0.0,0.0,0.0,0.0,0.0
84661bbffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84661c3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84661d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466201ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466203ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466205ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8466207ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846620bffffffff,2607.0,108.0,0.0,0.0,0.0,0.0
8466211ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8466213ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8466219ffffffff,97.0,0.0,0.0,0.0,0.0,0.0
846621bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
846621dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466221ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466225ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8466227ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
846622bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
846623bffffffff,94.0,4.0,0.0,0.0,0.0,0.0
8466251ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466257ffffffff,352.0,0.0,0.0,0.0,0.0,0.0
846625bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8466283ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466285ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466289ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846628bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8466291ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846629dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84662b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84662b5ffffffff,101.0,0.0,0.0,0.0,0.0,0.0
84662c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84662c9ffffffff,267.0,0.0,0.0,0.0,0.0,0.0
84662cdffffffff,23.0,0.0,0.0,0.0,0.0,0.0
84662d3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84662d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84662d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84662dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84662e1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84662e9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84662ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466311ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466313ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
846631bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466411ffffffff,50.0,0.0,3.0,0.0,0.0,0.0
8466415ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
8466417ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8466419ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846641dffffffff,107.0,0.0,4.0,0.0,0.0,0.0
8466441ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846645dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8466505ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466509ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466525ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466529ffffffff,134.0,0.0,0.0,0.0,0.0,0.0
846652dffffffff,129.0,0.0,0.0,0.0,0.0,0.0
8466545ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8466549ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846654bffffffff,51.0,0.0,0.0,0.0,0.0,0.0
846654dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466561ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8466563ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8466565ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8466569ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846656dffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84665abffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8466601ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466603ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
846660bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846661dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466623ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466627ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466631ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8466635ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466637ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8466639ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
846663dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8466641ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466647ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
846664dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84666a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84666e3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84666ebffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8466705ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
846670dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8466715ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466725ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8466727ffffffff,77.0,0.0,0.0,0.0,0.0,0.0
8466733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466735ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8466737ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846674bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
846675dffffffff,68.0,0.0,0.0,0.0,0.0,0.0
8466763ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8466c21ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466c41ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8466c45ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8466c47ffffffff,239.0,0.0,0.0,0.0,0.0,0.0
8466c49ffffffff,225.0,0.0,0.0,0.0,0.0,0.0
8466c4dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8466c57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466c65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466c6bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466d51ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466d81ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8466db1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466dc3ffffffff,24.0,0.0,0.0,0.0,1.0,0.0
8466dcbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8466dd5ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8466ddbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466dddffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8466de3ffffffff,18.0,0.0,0.0,0.0,2.0,0.0
8466e01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466e03ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466e05ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8466e0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466e0dffffffff,250.0,0.0,0.0,0.0,0.0,0.0
8466e11ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466e21ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466e23ffffffff,187.0,0.0,0.0,0.0,0.0,0.0
8466e27ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8466e29ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8466e2bffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8466e2dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8466e3dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8466e41ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8466e45ffffffff,236.0,0.0,0.0,0.0,0.0,0.0
8466e47ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8466e49ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8466e4dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8466e53ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8466e57ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8466e59ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466e5bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8466e63ffffffff,886.0,0.0,0.0,0.0,0.0,0.0
8466e65ffffffff,330.0,0.0,0.0,0.0,0.0,0.0
8466e67ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8466e69ffffffff,142.0,0.0,0.0,0.0,0.0,0.0
8466e6bffffffff,208.0,0.0,0.0,0.0,0.0,0.0
8466e6dffffffff,105.0,0.0,0.0,0.0,0.0,0.0
8466eadffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466ecbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466ee5ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8466f11ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8466f19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8466f1dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8466f51ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466f53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466f57ffffffff,49.0,0.0,0.0,0.0,0.0,0.0
8466f59ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8466f5bffffffff,215.0,0.0,0.0,0.0,0.0,0.0
8467413ffffffff,81.0,11.0,0.0,0.0,0.0,0.0
8467417ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8467421ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8467423ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8467425ffffffff,162.0,1.0,0.0,0.0,0.0,0.0
8467427ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8467429ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
846742bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846742dffffffff,56.0,2.0,0.0,0.0,0.0,0.0
8467431ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8467433ffffffff,165.0,0.0,0.0,0.0,0.0,0.0
8467435ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8467437ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
846743bffffffff,75.0,0.0,0.0,0.0,0.0,0.0
846743dffffffff,177.0,11.0,0.0,0.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84674a1ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
84674a5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84674a7ffffffff,54.0,10.0,0.0,0.0,0.0,0.0
84674a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84674adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84674c1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84674c5ffffffff,320.0,24.0,0.0,0.0,0.0,0.0
84674c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84674c9ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84674cdffffffff,95.0,0.0,0.0,0.0,0.0,0.0
84674d9ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84674e1ffffffff,87.0,0.0,0.0,0.0,0.0,0.0
84674e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84674e7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84674e9ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84674edffffffff,123.0,19.0,0.0,0.0,0.0,0.0
8467503ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8467507ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8467513ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8467519ffffffff,119.0,0.0,0.0,0.0,0.0,0.0
846751dffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8467521ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8467523ffffffff,736.0,2.0,0.0,0.0,0.0,0.0
8467525ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8467527ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
846752dffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8467531ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8467535ffffffff,221.0,7.0,0.0,0.0,0.0,0.0
8467537ffffffff,98.0,0.0,0.0,0.0,0.0,0.0
8467539ffffffff,125.0,0.0,0.0,0.0,0.0,0.0
846753dffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8467551ffffffff,191.0,3.0,0.0,0.0,0.0,0.0
8467553ffffffff,3399.0,3.0,0.0,0.0,0.0,0.0
8467555ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
8467557ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8467559ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
846755dffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8467561ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8467563ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8467565ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8467567ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8467569ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846756bffffffff,74.0,0.0,0.0,0.0,0.0,0.0
846756dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8467581ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8467585ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8467589ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846758dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8467599ffffffff,65.0,6.0,0.0,0.0,0.0,0.0
846759bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84675a1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84675a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84675a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84675a9ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84675abffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84675b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84675b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84675b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84675b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84675c1ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84675c5ffffffff,482.0,0.0,0.0,0.0,0.0,0.0
84675c7ffffffff,76.0,0.0,0.0,0.0,0.0,0.0
84675cbffffffff,64.0,0.0,0.0,0.0,0.0,0.0
84675cdffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84675d3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84675d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84675d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84675d9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84675ddffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84675e1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84675e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84675e9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84675ebffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8467693ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
846769bffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84676b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8480007ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8480009ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480021ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8480023ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8480025ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480027ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848002dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480037ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480053ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8480055ffffffff,3.0,0.0,0.0,0.0,0.0,1.0
8480061ffffffff,16.0,0.0,0.0,0.0,0.0,5.0
84800c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84800cbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8480101ffffffff,20.0,0.0,0.0,0.0,0.0,1.0
8480105ffffffff,100.0,0.0,0.0,0.0,0.0,7.0
8480107ffffffff,25.0,0.0,0.0,0.0,0.0,1.0
8480109ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
848010dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848011bffffffff,50.0,0.0,0.0,0.0,0.0,2.0
8480139ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8480141ffffffff,106.0,0.0,0.0,0.0,0.0,22.0
8480143ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480147ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8480149ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848014bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480153ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8480155ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480157ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480161ffffffff,4.0,0.0,0.0,0.0,0.0,4.0
8480163ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480165ffffffff,30.0,0.0,0.0,0.0,0.0,5.0
848016bffffffff,20.0,0.0,0.0,0.0,0.0,2.0
848016dffffffff,11.0,0.0,0.0,0.0,0.0,11.0
84801c5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84801c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84801cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8480207ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8480219ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848024dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8480265ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84802cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480301ffffffff,137.0,0.0,0.0,0.0,0.0,49.0
8480305ffffffff,14.0,0.0,0.0,0.0,0.0,13.0
8480309ffffffff,103.0,0.0,0.0,0.0,0.0,49.0
848030dffffffff,62.0,0.0,0.0,0.0,0.0,8.0
848032bffffffff,2.0,0.0,0.0,0.0,0.0,2.0
848032dffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8480341ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8480345ffffffff,3.0,0.0,0.0,0.0,0.0,1.0
8480347ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480359ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8480363ffffffff,110.0,0.0,0.0,0.0,0.0,31.0
8480369ffffffff,7.0,0.0,0.0,0.0,0.0,5.0
8480445ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8480449ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848044dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8480465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480469ffffffff,97.0,0.0,0.0,0.0,0.0,0.0
8480485ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84804c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84804cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848054dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480625ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480655ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84806a3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84806a7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84806abffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84806b7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8480713ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8480717ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8480737ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8480745ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480747ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8481003ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481005ffffffff,87.0,0.0,0.0,0.0,0.0,7.0
8481007ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8481011ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481013ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481021ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8481023ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8481027ffffffff,2.0,0.0,0.0,0.0,0.0,1.0
8481029ffffffff,69.0,0.0,0.0,0.0,0.0,1.0
848102bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848102dffffffff,8.0,0.0,0.0,0.0,0.0,4.0
8481049ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
