cell_id,Setophaga coronata,Setophaga coronata coronata,Setophaga coronata auduboni,Setophaga coronata nigrifrons,Setophaga coronata goldmani,Setophaga coronata coronata x auduboni
830c01fffffffff,10.0,10.0,0.0,0.0,0.0,0.0
830c03fffffffff,92.0,92.0,0.0,0.0,0.0,0.0
830c04fffffffff,29.0,29.0,0.0,0.0,0.0,0.0
830c05fffffffff,6.0,6.0,0.0,0.0,0.0,0.0
830c0bfffffffff,29.0,25.0,0.0,0.0,0.0,0.0
830c14fffffffff,172.0,94.0,0.0,0.0,0.0,0.0
830c15fffffffff,99.0,63.0,0.0,0.0,0.0,0.0
830c1bfffffffff,11.0,3.0,0.0,0.0,0.0,0.0
830c1efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830c21fffffffff,43.0,32.0,0.0,0.0,0.0,0.0
830c23fffffffff,60.0,60.0,0.0,0.0,0.0,0.0
830c25fffffffff,13.0,13.0,0.0,0.0,0.0,0.0
830c2afffffffff,75.0,75.0,0.0,0.0,0.0,0.0
830c2cfffffffff,99.0,0.0,0.0,0.0,0.0,0.0
830c2dfffffffff,5.0,2.0,0.0,0.0,0.0,0.0
830c30fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c33fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c34fffffffff,42.0,42.0,0.0,0.0,0.0,0.0
830c35fffffffff,6.0,1.0,0.0,0.0,0.0,0.0
830c41fffffffff,206.0,180.0,0.0,0.0,0.0,0.0
830c42fffffffff,804.0,390.0,0.0,0.0,0.0,0.0
830c44fffffffff,31.0,8.0,0.0,0.0,0.0,0.0
830c45fffffffff,13.0,5.0,0.0,0.0,0.0,0.0
830c46fffffffff,698.0,332.0,0.0,0.0,0.0,0.0
830c50fffffffff,112.0,58.0,0.0,0.0,0.0,0.0
830c51fffffffff,568.0,222.0,0.0,0.0,0.0,0.0
830c52fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830c54fffffffff,195.0,161.0,0.0,0.0,0.0,0.0
830c55fffffffff,791.0,263.0,0.0,0.0,0.0,0.0
830c56fffffffff,18.0,2.0,0.0,0.0,0.0,0.0
830c5afffffffff,153.0,15.0,0.0,0.0,0.0,0.0
830c60fffffffff,33.0,10.0,0.0,0.0,0.0,0.0
830c61fffffffff,19.0,8.0,0.0,0.0,0.0,0.0
830c62fffffffff,245.0,105.0,0.0,0.0,0.0,0.0
830c63fffffffff,78.0,43.0,0.0,0.0,0.0,0.0
830c64fffffffff,188.0,140.0,0.0,0.0,0.0,0.0
830c65fffffffff,94.0,59.0,0.0,0.0,0.0,0.0
830c66fffffffff,117.0,52.0,0.0,0.0,0.0,0.0
830c68fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c6afffffffff,4.0,4.0,0.0,0.0,0.0,0.0
830c70fffffffff,473.0,253.0,0.0,0.0,0.0,0.0
830c71fffffffff,313.0,176.0,0.0,0.0,0.0,0.0
830c72fffffffff,8.0,2.0,0.0,0.0,0.0,0.0
830c73fffffffff,5712.0,2537.0,0.0,0.0,0.0,0.0
830c74fffffffff,1527.0,759.0,0.0,0.0,0.0,0.0
830c75fffffffff,76.0,16.0,0.0,0.0,0.0,0.0
830c76fffffffff,115.0,41.0,0.0,0.0,0.0,0.0
830cccfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830cdefffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ce1fffffffff,10.0,10.0,0.0,0.0,0.0,0.0
830ce3fffffffff,7.0,3.0,0.0,0.0,0.0,0.0
830ce9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830cecfffffffff,38.0,17.0,0.0,0.0,0.0,0.0
830cedfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ceefffffffff,29.0,6.0,0.0,0.0,0.0,0.0
830d03fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d0cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d40fffffffff,127.0,93.0,0.0,0.0,0.0,0.0
830d42fffffffff,66.0,39.0,0.0,0.0,0.0,0.0
830d44fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d46fffffffff,43.0,43.0,0.0,0.0,0.0,0.0
830d48fffffffff,68.0,25.0,0.0,0.0,0.0,0.0
830d49fffffffff,59.0,17.0,0.0,0.0,0.0,0.0
830d4afffffffff,62.0,33.0,0.0,0.0,0.0,0.0
830d4cfffffffff,29.0,12.0,0.0,0.0,0.0,0.0
830d4dfffffffff,92.0,50.0,0.0,0.0,0.0,0.0
830d4efffffffff,19.0,12.0,0.0,0.0,0.0,0.0
830d52fffffffff,123.0,71.0,0.0,0.0,0.0,0.0
830d53fffffffff,24.0,6.0,0.0,0.0,0.0,0.0
830d56fffffffff,24.0,9.0,0.0,0.0,0.0,0.0
830d58fffffffff,692.0,59.0,0.0,0.0,0.0,0.0
830d59fffffffff,91.0,32.0,0.0,0.0,0.0,0.0
830d5afffffffff,1530.0,340.0,0.0,0.0,0.0,0.0
830d5bfffffffff,79.0,29.0,0.0,0.0,0.0,0.0
830d5cfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
830d5efffffffff,241.0,99.0,0.0,0.0,0.0,0.0
830d60fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830d61fffffffff,56.0,16.0,0.0,0.0,0.0,0.0
830d62fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
830d65fffffffff,8.0,4.0,0.0,0.0,0.0,0.0
830d68fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d6afffffffff,14.0,6.0,0.0,0.0,0.0,0.0
830d6bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d6cfffffffff,18.0,0.0,0.0,0.0,0.0,0.0
830d6efffffffff,23.0,18.0,0.0,0.0,0.0,0.0
