cell_id,Ocreatus addae,Ocreatus addae annae,Ocreatus addae addae
828b27fffffffff,25.0,0.0,1.0
828b2ffffffffff,43.0,0.0,0.0
828b67fffffffff,1262.0,102.0,0.0
828b6ffffffffff,448.0,29.0,0.0
828b77fffffffff,5.0,0.0,0.0
828e67fffffffff,246.0,5.0,0.0
828f4ffffffffff,14.0,0.0,0.0
82b327fffffffff,41.0,0.0,2.0
