cell_id,Curruca mystacea,Curruca mystacea mystacea,Curruca mystacea rubescens/turcmenica
8420161ffffffff,2.0,0.0,2.0
8420b15ffffffff,4.0,0.0,0.0
8420b3bffffffff,5.0,0.0,0.0
842c043ffffffff,4.0,0.0,0.0
842c56dffffffff,2.0,0.0,0.0
842c903ffffffff,2.0,0.0,0.0
842c915ffffffff,1.0,0.0,1.0
842c93bffffffff,8.0,0.0,0.0
842cac9ffffffff,1.0,0.0,0.0
842ce4bffffffff,1.0,0.0,0.0
842da13ffffffff,2.0,0.0,0.0
842da17ffffffff,3.0,0.0,0.0
842da6bffffffff,3.0,0.0,0.0
842da81ffffffff,6.0,0.0,1.0
842dac5ffffffff,6.0,0.0,0.0
842dae9ffffffff,6.0,0.0,0.0
842db1dffffffff,2.0,0.0,0.0
842db23ffffffff,1.0,0.0,0.0
843e451ffffffff,2.0,0.0,0.0
843e689ffffffff,29.0,0.0,1.0
843e68dffffffff,1.0,0.0,0.0
843e6c3ffffffff,8.0,0.0,0.0
8443a03ffffffff,6.0,0.0,0.0
8443a39ffffffff,1.0,0.0,0.0
8443a4bffffffff,1.0,0.0,0.0
8443aa9ffffffff,1.0,1.0,0.0
84534dbffffffff,1.0,0.0,0.0
8453645ffffffff,1.0,0.0,1.0
