cell_id,Monticola solitarius,Monticola solitarius solitarius/longirostris,Monticola solitarius pandoo,Monticola solitarius philippensis,Monticola solitarius madoci,Monticola solitarius pandoo x philippensis
831849fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83184afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83184bfffffffff,20.0,0.0,0.0,0.0,0.0,0.0
831859fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83185bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831e12fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
831e80fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
831e82fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831e83fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
831e84fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831e86fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831e8afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831e8bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831e8dfffffffff,23.0,0.0,0.0,0.0,0.0,0.0
831e90fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831e92fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
831e94fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831e96fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831e9afffffffff,26.0,0.0,0.0,0.0,0.0,0.0
831e9bfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
831e9dfffffffff,24.0,0.0,0.0,0.0,0.0,0.0
831ea1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
831ea2fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
831ea4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831ea8fffffffff,97.0,0.0,0.0,0.0,0.0,0.0
831eabfffffffff,39.0,0.0,0.0,0.0,0.0,0.0
831eacfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831eaefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831eb0fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
831eb2fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831eb4fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831eb5fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831ec0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831ec1fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
831ec2fffffffff,108.0,0.0,0.0,0.0,0.0,0.0
831ec3fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
831ec9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831ecafffffffff,55.0,0.0,0.0,0.0,0.0,0.0
831eccfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831ecefffffffff,112.0,0.0,0.0,0.0,0.0,0.0
831ed0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831ed1fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
831ed2fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831ed3fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
831ed4fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831ed5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831ed6fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
831ed9fffffffff,111.0,4.0,0.0,0.0,0.0,0.0
831edafffffffff,137.0,0.0,0.0,0.0,0.0,0.0
831edbfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831edcfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831eddfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831edefffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831ef2fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831ef6fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831f93fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831f9afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831f9bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832019fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83201afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832080fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
832083fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832084fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832085fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83208afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832098fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832099fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83209afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83209bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83209cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83209efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8320a2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8320a6fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8320a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8320aefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8320e0fffffffff,40.0,0.0,11.0,0.0,0.0,0.0
8320e2fffffffff,3.0,0.0,3.0,0.0,0.0,0.0
8320e3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8320e6fffffffff,2.0,0.0,2.0,0.0,0.0,0.0
832c00fffffffff,73.0,2.0,0.0,0.0,0.0,0.0
832c01fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
832c02fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832c03fffffffff,94.0,0.0,0.0,0.0,0.0,0.0
832c04fffffffff,29.0,2.0,0.0,0.0,0.0,0.0
832c05fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
832c06fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
832c09fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832c0bfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832c0cfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
832c0dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832c10fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832c12fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832c13fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832c14fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832c15fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832c19fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832c1bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832c1dfffffffff,22.0,0.0,0.0,0.0,0.0,0.0
832c20fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832c22fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832c23fffffffff,7.0,1.0,0.0,0.0,0.0,0.0
832c26fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832c28fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832c2afffffffff,49.0,0.0,0.0,0.0,0.0,0.0
832c2efffffffff,46.0,0.0,0.0,0.0,0.0,0.0
832c32fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832c33fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832c36fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832c76fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
832c88fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832c89fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832c8afffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832c8bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832c8dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832c8efffffffff,16.0,0.0,0.0,0.0,0.0,0.0
832c90fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
832c91fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832c93fffffffff,157.0,0.0,0.0,0.0,0.0,0.0
832c99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832c9bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832c9efffffffff,4.0,1.0,0.0,0.0,0.0,0.0
832ca8fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832caafffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832cabfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832cacfffffffff,77.0,4.0,0.0,0.0,0.0,0.0
832cc2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832cc3fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
