cell_id,Pelecanus occidentalis,Pelecanus occidentalis carolinensis,Pelecanus occidentalis californicus,Pelecanus occidentalis occidentalis/murphyi,Pelecanus occidentalis urinator
8426021ffffffff,2.0,0.0,0.0,0.0,0.0
8426065ffffffff,2.0,0.0,0.0,0.0,0.0
84260b1ffffffff,1.0,0.0,0.0,0.0,0.0
84260e7ffffffff,2.0,0.0,0.0,0.0,0.0
842619dffffffff,4.0,0.0,0.0,0.0,0.0
8426289ffffffff,1.0,0.0,0.0,0.0,0.0
84262adffffffff,1.0,0.0,0.0,0.0,0.0
8426409ffffffff,2.0,0.0,0.0,0.0,0.0
8426415ffffffff,14.0,0.0,0.0,0.0,0.0
8426459ffffffff,6.0,0.0,0.0,0.0,0.0
842646bffffffff,29.0,0.0,0.0,0.0,0.0
8426493ffffffff,4.0,0.0,0.0,0.0,0.0
8426497ffffffff,33.0,0.0,0.0,0.0,0.0
84264b9ffffffff,2.0,0.0,0.0,0.0,0.0
84264c5ffffffff,6.0,0.0,0.0,0.0,0.0
84264d9ffffffff,4.0,0.0,0.0,0.0,0.0
84264e5ffffffff,2.0,0.0,0.0,0.0,0.0
842652bffffffff,5.0,0.0,0.0,0.0,0.0
8426541ffffffff,10.0,0.0,0.0,0.0,0.0
8426557ffffffff,80.0,0.0,0.0,0.0,0.0
8426563ffffffff,1.0,0.0,0.0,0.0,0.0
84265a7ffffffff,8.0,0.0,0.0,0.0,0.0
84265b5ffffffff,4.0,0.0,0.0,0.0,0.0
84265b7ffffffff,9.0,0.0,0.0,0.0,0.0
8426611ffffffff,4.0,0.0,0.0,0.0,0.0
8426649ffffffff,2.0,0.0,0.0,0.0,0.0
8426681ffffffff,6.0,0.0,0.0,0.0,0.0
842668dffffffff,4.0,0.0,0.0,0.0,0.0
84266a7ffffffff,6.0,0.0,0.0,0.0,0.0
8426887ffffffff,5.0,0.0,0.0,0.0,0.0
842688dffffffff,8.0,0.0,0.0,0.0,0.0
84268cdffffffff,90.0,0.0,0.0,0.0,0.0
84268d3ffffffff,2.0,0.0,0.0,0.0,0.0
84269b1ffffffff,3.0,0.0,0.0,0.0,0.0
84269c1ffffffff,15.0,0.0,0.0,0.0,0.0
84269c3ffffffff,1.0,0.0,0.0,0.0,0.0
8426aa5ffffffff,1.0,0.0,0.0,0.0,0.0
8426aa7ffffffff,2.0,0.0,0.0,0.0,0.0
8426c19ffffffff,2.0,0.0,0.0,0.0,0.0
8426c1bffffffff,2.0,0.0,0.0,0.0,0.0
8426c1dffffffff,4.0,0.0,0.0,0.0,0.0
8426c5bffffffff,8.0,0.0,0.0,0.0,0.0
8426c89ffffffff,29.0,0.0,0.0,0.0,0.0
8426c93ffffffff,2.0,0.0,0.0,0.0,0.0
8426cb5ffffffff,2.0,0.0,0.0,0.0,0.0
8426cbdffffffff,2.0,0.0,0.0,0.0,0.0
8426d2bffffffff,6.0,0.0,0.0,0.0,0.0
8426d95ffffffff,5.0,0.0,0.0,0.0,0.0
8426da3ffffffff,1.0,0.0,0.0,0.0,0.0
8426dd9ffffffff,7.0,0.0,0.0,0.0,0.0
8426ddbffffffff,3.0,0.0,0.0,0.0,0.0
8426de7ffffffff,10.0,0.0,0.0,0.0,0.0
