cell_id,Anas andium,Anas andium altipetens,Anas andium andium
82660ffffffffff,624.0,9.0,0.0
82662ffffffffff,135.0,10.0,0.0
8266c7fffffffff,128.0,0.0,0.0
8266d7fffffffff,1177.0,0.0,185.0
8266dffffffffff,1774.0,0.0,329.0
8266e7fffffffff,3087.0,87.0,107.0
8266f7fffffffff,63.0,0.0,0.0
828f2ffffffffff,989.0,0.0,106.0
828f77fffffffff,95.0,0.0,22.0
