cell_id,Ptilinopus porphyraceus,Ptilinopus porphyraceus porphyraceus,Ptilinopus porphyraceus fasciatus
849a021ffffffff,7.0,0.0,0.0
849a02dffffffff,24.0,0.0,0.0
849a141ffffffff,3.0,0.0,3.0
849a151ffffffff,44.0,0.0,2.0
849a223ffffffff,1.0,0.0,0.0
849b427ffffffff,1.0,0.0,0.0
849b5c9ffffffff,1.0,0.0,0.0
849b6abffffffff,1.0,0.0,0.0
849b6e7ffffffff,1.0,0.0,0.0
849b739ffffffff,1.0,0.0,0.0
849b897ffffffff,9.0,0.0,0.0
849baddffffffff,1.0,0.0,0.0
