cell_id,Colaptes auratus,Colaptes auratus chrysocaulosus,Colaptes auratus gundlachi,Colaptes auratus auratus/luteus,Colaptes auratus [cafer Group],Colaptes auratus luteus x cafer
830c23fffffffff,4.0,0.0,0.0,1.0,0.0,0.0
830c2cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830c41fffffffff,85.0,0.0,0.0,5.0,0.0,0.0
830c42fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
830c44fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c45fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
830c51fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830c54fffffffff,11.0,0.0,0.0,6.0,0.0,0.0
830c55fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830c60fffffffff,13.0,0.0,0.0,6.0,0.0,0.0
830c62fffffffff,77.0,0.0,0.0,18.0,0.0,0.0
830c63fffffffff,17.0,0.0,0.0,8.0,0.0,0.0
830c64fffffffff,65.0,0.0,0.0,25.0,0.0,0.0
830c65fffffffff,45.0,0.0,0.0,9.0,0.0,0.0
830c66fffffffff,16.0,0.0,0.0,3.0,0.0,0.0
830c70fffffffff,14.0,0.0,0.0,7.0,0.0,0.0
830c71fffffffff,73.0,0.0,0.0,33.0,0.0,0.0
830c73fffffffff,194.0,0.0,0.0,46.0,0.0,0.0
830c74fffffffff,165.0,0.0,0.0,39.0,0.0,0.0
830c75fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830c76fffffffff,9.0,0.0,0.0,2.0,0.0,0.0
830d44fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d46fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830d48fffffffff,14.0,0.0,0.0,6.0,0.0,0.0
830d49fffffffff,46.0,0.0,0.0,14.0,0.0,0.0
830d4afffffffff,32.0,0.0,0.0,14.0,0.0,0.0
830d4cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830d4dfffffffff,6.0,0.0,0.0,3.0,0.0,0.0
830d4efffffffff,12.0,0.0,0.0,3.0,0.0,0.0
830d52fffffffff,16.0,0.0,0.0,4.0,0.0,0.0
