cell_id,Alauda arvensis,Alauda arvensis [arvensis Group],Alauda arvensis [pekinensis Group],Alauda arvensis japonica/intermedia
831f33fffffffff,2.0,0.0,0.0,0.0
831f50fffffffff,1.0,1.0,0.0,0.0
831f5efffffffff,2.0,2.0,0.0,0.0
831f72fffffffff,23.0,0.0,0.0,0.0
831f82fffffffff,2.0,2.0,0.0,0.0
831f83fffffffff,9.0,0.0,0.0,0.0
831f94fffffffff,2.0,0.0,0.0,0.0
831f9cfffffffff,2.0,0.0,0.0,0.0
831fa3fffffffff,2.0,0.0,0.0,0.0
831fa4fffffffff,1.0,0.0,0.0,0.0
831fa8fffffffff,3.0,0.0,0.0,0.0
831faafffffffff,2.0,0.0,0.0,0.0
831facfffffffff,1.0,1.0,0.0,0.0
831fadfffffffff,9.0,7.0,0.0,0.0
831faefffffffff,2.0,0.0,0.0,0.0
832013fffffffff,2.0,0.0,2.0,0.0
83201bfffffffff,4.0,0.0,4.0,0.0
8320e0fffffffff,5.0,0.0,5.0,0.0
8320e2fffffffff,2.0,0.0,2.0,0.0
8320e3fffffffff,6.0,0.0,6.0,0.0
8320e6fffffffff,1.0,0.0,1.0,0.0
832156fffffffff,3.0,0.0,0.0,0.0
83225afffffffff,1.0,0.0,0.0,0.0
8322dbfffffffff,138.0,0.0,0.0,0.0
83240afffffffff,1.0,0.0,0.0,0.0
832421fffffffff,4.0,0.0,0.0,0.0
83242dfffffffff,6.0,0.0,0.0,0.0
832460fffffffff,11.0,0.0,0.0,0.0
832463fffffffff,5.0,0.0,0.0,0.0
83246cfffffffff,5.0,0.0,0.0,0.0
83246dfffffffff,2.0,0.0,0.0,0.0
83246efffffffff,1.0,0.0,0.0,0.0
8324c6fffffffff,4.0,0.0,0.0,0.0
832512fffffffff,1.0,0.0,1.0,0.0
832513fffffffff,2.0,0.0,2.0,0.0
832550fffffffff,1.0,0.0,0.0,0.0
8325acfffffffff,4.0,0.0,4.0,0.0
832802fffffffff,10.0,0.0,0.0,0.0
83281cfffffffff,33.0,0.0,8.0,0.0
832835fffffffff,12.0,0.0,0.0,0.0
8328d1fffffffff,11.0,0.0,0.0,0.0
8328dcfffffffff,41.0,0.0,1.0,0.0
8328ddfffffffff,2.0,0.0,0.0,0.0
8328f5fffffffff,10.0,0.0,0.0,0.0
832b85fffffffff,11.0,1.0,0.0,0.0
832c04fffffffff,2.0,0.0,0.0,0.0
832c05fffffffff,3.0,1.0,0.0,0.0
832c0bfffffffff,105.0,0.0,0.0,0.0
832c0cfffffffff,2.0,2.0,0.0,0.0
832c19fffffffff,3.0,0.0,0.0,0.0
832c2afffffffff,1.0,1.0,0.0,0.0
832c2efffffffff,10.0,8.0,0.0,0.0
832c4cfffffffff,1.0,0.0,0.0,0.0
832c91fffffffff,1.0,0.0,0.0,0.0
832cacfffffffff,1.0,0.0,0.0,0.0
832ce4fffffffff,7.0,0.0,0.0,0.0
832cf0fffffffff,2.0,0.0,0.0,0.0
832cf3fffffffff,1.0,0.0,0.0,0.0
832d03fffffffff,2.0,2.0,0.0,0.0
832d15fffffffff,1.0,1.0,0.0,0.0
832d30fffffffff,1.0,0.0,0.0,0.0
832d32fffffffff,1.0,1.0,0.0,0.0
832d33fffffffff,4.0,0.0,0.0,0.0
832d64fffffffff,8.0,0.0,0.0,0.0
832da1fffffffff,1.0,0.0,0.0,0.0
832da2fffffffff,2.0,0.0,0.0,0.0
832db0fffffffff,9.0,0.0,0.0,0.0
832db1fffffffff,6.0,1.0,0.0,0.0
832db2fffffffff,5.0,2.0,0.0,0.0
832db6fffffffff,11.0,2.0,0.0,0.0
832e13fffffffff,2.0,0.0,0.0,0.0
832eacfffffffff,2.0,0.0,0.0,0.0
832eadfffffffff,2.0,0.0,0.0,0.0
832f5afffffffff,2.0,0.0,0.0,0.0
833030fffffffff,3.0,0.0,3.0,0.0
833099fffffffff,2.0,0.0,0.0,0.0
83309bfffffffff,2.0,0.0,2.0,0.0
833126fffffffff,9.0,0.0,1.0,0.0
833134fffffffff,6.0,0.0,0.0,0.0
833185fffffffff,27.0,0.0,13.0,0.0
833188fffffffff,2.0,0.0,0.0,0.0
833192fffffffff,4.0,0.0,0.0,0.0
8331aafffffffff,5.0,0.0,0.0,0.0
833422fffffffff,3.0,0.0,0.0,0.0
833441fffffffff,1.0,0.0,0.0,0.0
833469fffffffff,2.0,0.0,0.0,0.0
83351bfffffffff,1.0,0.0,0.0,0.0
833836fffffffff,2.0,2.0,0.0,0.0
833862fffffffff,19.0,0.0,0.0,0.0
833871fffffffff,7.0,0.0,0.0,0.0
833874fffffffff,2.0,0.0,0.0,0.0
833875fffffffff,4.0,0.0,0.0,0.0
833900fffffffff,69.0,45.0,0.0,0.0
833901fffffffff,40.0,16.0,0.0,0.0
833902fffffffff,21.0,0.0,0.0,0.0
833903fffffffff,21.0,17.0,0.0,0.0
833904fffffffff,13.0,0.0,0.0,0.0
833905fffffffff,9.0,2.0,0.0,0.0
833906fffffffff,6.0,0.0,0.0,0.0
833908fffffffff,11.0,9.0,0.0,0.0
83390bfffffffff,2.0,0.0,0.0,0.0
83390cfffffffff,10.0,6.0,0.0,0.0
83390efffffffff,4.0,0.0,0.0,0.0
833910fffffffff,70.0,0.0,0.0,0.0
833911fffffffff,18.0,0.0,0.0,0.0
833915fffffffff,9.0,0.0,0.0,0.0
833918fffffffff,52.0,2.0,0.0,0.0
833919fffffffff,11.0,2.0,0.0,0.0
83391afffffffff,4.0,0.0,0.0,0.0
83391dfffffffff,1.0,0.0,0.0,0.0
83391efffffffff,10.0,0.0,0.0,0.0
833920fffffffff,2.0,0.0,0.0,0.0
833921fffffffff,5.0,0.0,0.0,0.0
833922fffffffff,24.0,0.0,0.0,0.0
833923fffffffff,24.0,0.0,0.0,0.0
833925fffffffff,4.0,0.0,0.0,0.0
833928fffffffff,20.0,2.0,0.0,0.0
833929fffffffff,8.0,5.0,0.0,0.0
83392afffffffff,24.0,17.0,0.0,0.0
83392bfffffffff,3.0,1.0,0.0,0.0
83392cfffffffff,6.0,0.0,0.0,0.0
83392dfffffffff,3.0,3.0,0.0,0.0
83392efffffffff,12.0,0.0,0.0,0.0
833931fffffffff,27.0,0.0,0.0,0.0
833933fffffffff,17.0,0.0,0.0,0.0
833943fffffffff,2.0,0.0,0.0,0.0
833944fffffffff,4.0,4.0,0.0,0.0
833946fffffffff,2.0,2.0,0.0,0.0
833951fffffffff,2.0,0.0,0.0,0.0
833956fffffffff,11.0,0.0,0.0,0.0
83395cfffffffff,12.0,0.0,0.0,0.0
833970fffffffff,6.0,2.0,0.0,0.0
833971fffffffff,15.0,11.0,0.0,0.0
833972fffffffff,150.0,0.0,0.0,0.0
833973fffffffff,13.0,2.0,0.0,0.0
833974fffffffff,7.0,0.0,0.0,0.0
833976fffffffff,23.0,17.0,0.0,0.0
833d00fffffffff,5.0,0.0,0.0,0.0
833d04fffffffff,73.0,0.0,0.0,0.0
833d06fffffffff,4.0,0.0,0.0,0.0
833d13fffffffff,3.0,0.0,0.0,0.0
833d30fffffffff,3.0,0.0,1.0,0.0
833d31fffffffff,2.0,0.0,0.0,0.0
833d32fffffffff,2.0,0.0,0.0,0.0
833d33fffffffff,12.0,0.0,0.0,0.0
833d34fffffffff,3.0,0.0,0.0,0.0
833d35fffffffff,2.0,0.0,0.0,0.0
833d36fffffffff,10.0,0.0,0.0,0.0
833da1fffffffff,3.0,0.0,0.0,0.0
833da6fffffffff,2.0,0.0,0.0,0.0
833e6cfffffffff,5.0,2.0,0.0,0.0
833f4dfffffffff,1.0,0.0,0.0,0.0
83411cfffffffff,17.0,0.0,0.0,0.0
8341a0fffffffff,8.0,0.0,2.0,0.0
8341a4fffffffff,14.0,0.0,0.0,0.0
8341a5fffffffff,6.0,0.0,0.0,0.0
834258fffffffff,2.0,0.0,0.0,0.0
834361fffffffff,2.0,0.0,0.0,0.0
834648fffffffff,3.0,0.0,0.0,0.0
83464bfffffffff,4.0,0.0,0.0,0.0
83464efffffffff,6.0,0.0,0.0,0.0
8347a3fffffffff,2.0,0.0,0.0,0.0
834b34fffffffff,4.0,0.0,0.0,0.0
834b62fffffffff,1.0,0.0,0.0,0.0
834b75fffffffff,2.0,0.0,0.0,0.0
834b82fffffffff,11.0,0.0,0.0,0.0
834b91fffffffff,3.0,0.0,0.0,0.0
834b9cfffffffff,6.0,0.0,0.0,0.0
834ba1fffffffff,5.0,0.0,2.0,0.0
8353a4fffffffff,2.0,0.0,0.0,0.0
835d10fffffffff,14.0,0.0,0.0,0.0
836520fffffffff,8.0,0.0,0.0,0.0
836802fffffffff,12.0,0.0,0.0,0.0
83bb09fffffffff,2.0,0.0,0.0,0.0
83bb0dfffffffff,2.0,0.0,0.0,0.0
83bb36fffffffff,2.0,0.0,0.0,0.0
83be08fffffffff,5.0,0.0,0.0,0.0
83be09fffffffff,2.0,0.0,0.0,0.0
83be0cfffffffff,11.0,0.0,0.0,0.0
83be0dfffffffff,3.0,0.0,0.0,0.0
83be40fffffffff,4.0,0.0,0.0,0.0
83be41fffffffff,3.0,0.0,0.0,0.0
83be43fffffffff,1.0,0.0,0.0,0.0
83be44fffffffff,6.0,0.0,0.0,0.0
83be45fffffffff,1.0,0.0,0.0,0.0
83be60fffffffff,18.0,18.0,0.0,0.0
83be62fffffffff,1.0,1.0,0.0,0.0
83be63fffffffff,51.0,44.0,0.0,0.0
83be6afffffffff,3.0,0.0,0.0,0.0
83be6efffffffff,9.0,3.0,0.0,0.0
83be72fffffffff,6.0,0.0,0.0,0.0
83bf4afffffffff,3.0,1.0,0.0,0.0
83bf4bfffffffff,1.0,0.0,0.0,0.0
83da80fffffffff,11.0,0.0,0.0,0.0
83da83fffffffff,4.0,0.0,0.0,0.0
83da85fffffffff,8.0,0.0,0.0,0.0
83da86fffffffff,6.0,0.0,0.0,0.0
83da91fffffffff,2.0,0.0,0.0,0.0
83da95fffffffff,6.0,0.0,0.0,0.0
