cell_id,Gymnorhina tibicen,Gymnorhina tibicen papuana,Gymnorhina tibicen [tibicen Group],Gymnorhina tibicen dorsalis,Gymnorhina tibicen telonocua/tyrannica,Gymnorhina tibicen hypoleuca,Gymnorhina tibicen [tibicen Group] x dorsalis,Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica
82941ffffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
829457fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82945ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829487fffffffff,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82948ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8294affffffffff,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8294c7fffffffff,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8294cffffffffff,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8294d7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8294e7fffffffff,46.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8294effffffffff,71.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8294f7fffffffff,82.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
829b47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829b5ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c07fffffffff,344.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
829c0ffffffffff,107.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
829c1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c27fffffffff,953.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0
829c2ffffffffff,348.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
829c47fffffffff,37.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
829c4ffffffffff,41.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
829c5ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c67fffffffff,38.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
829c6ffffffffff,88.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
829c77fffffffff,45.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
829cc7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829d07fffffffff,276.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
829d0ffffffffff,1003.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0
829d27fffffffff,1137.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0
829d2ffffffffff,403.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0
829d47fffffffff,241.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
829d4ffffffffff,274.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
829d57fffffffff,143.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
829d5ffffffffff,64.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
829d67fffffffff,55.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
829d6ffffffffff,116.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
829d77fffffffff,137.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
82a607fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a617fffffffff,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
82a637fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a6a7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a707fffffffff,74.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
82a717fffffffff,105.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
82a71ffffffffff,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
82a727fffffffff,3322.0,0.0,0.0,1488.0,0.0,0.0,0.0,0.0
82a737fffffffff,534.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0
82a787fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a78ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a797fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a79ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a7a7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a7affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b807fffffffff,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82b80ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b817fffffffff,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
82b827fffffffff,46.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
82b82ffffffffff,29.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
82b837fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
