cell_id,Patagioenas subvinacea,Patagioenas subvinacea subvinacea/berlepschi,Patagioenas subvinacea [purpureotincta Group]
8366c0fffffffff,127.0,0.0,0.0
8366c1fffffffff,17.0,0.0,0.0
8366c2fffffffff,583.0,0.0,6.0
8366c3fffffffff,7.0,0.0,0.0
8366c4fffffffff,49.0,0.0,0.0
8366c5fffffffff,72.0,0.0,0.0
8366c6fffffffff,558.0,0.0,1.0
8366cdfffffffff,7.0,0.0,0.0
8366cefffffffff,148.0,0.0,0.0
8366d0fffffffff,609.0,43.0,0.0
8366d1fffffffff,34.0,0.0,0.0
8366d2fffffffff,288.0,35.0,0.0
8366d3fffffffff,4783.0,625.0,0.0
8366d4fffffffff,32.0,0.0,0.0
8366d5fffffffff,20.0,0.0,0.0
8366d8fffffffff,63.0,0.0,0.0
8366dafffffffff,161.0,0.0,4.0
8366dbfffffffff,32.0,0.0,5.0
8366dcfffffffff,1089.0,0.0,131.0
8366ddfffffffff,156.0,0.0,14.0
8366defffffffff,1793.0,0.0,221.0
8366e0fffffffff,335.0,0.0,0.0
8366e1fffffffff,28.0,0.0,0.0
8366e2fffffffff,41.0,0.0,0.0
8366e3fffffffff,45.0,0.0,0.0
8366e4fffffffff,110.0,0.0,4.0
8366e5fffffffff,348.0,0.0,0.0
8366e6fffffffff,209.0,0.0,2.0
8366e8fffffffff,13.0,0.0,0.0
8366e9fffffffff,29.0,0.0,0.0
8366eafffffffff,12.0,0.0,0.0
8366ecfffffffff,786.0,0.0,1.0
8366eefffffffff,141.0,0.0,0.0
8366f0fffffffff,490.0,13.0,0.0
8366f1fffffffff,117.0,1.0,0.0
8366f3fffffffff,38.0,0.0,0.0
8366f5fffffffff,125.0,0.0,0.0
836741fffffffff,527.0,0.0,9.0
836742fffffffff,4.0,0.0,0.0
836743fffffffff,234.0,0.0,5.0
83674cfffffffff,32.0,0.0,0.0
83674efffffffff,344.0,0.0,7.0
836751fffffffff,2.0,0.0,0.0
836752fffffffff,1.0,0.0,0.0
836753fffffffff,41.0,0.0,0.0
836758fffffffff,10.0,0.0,0.0
83675afffffffff,67.0,0.0,0.0
83675cfffffffff,72.0,0.0,0.0
83675dfffffffff,1.0,0.0,0.0
83675efffffffff,118.0,0.0,2.0
83679afffffffff,33.0,0.0,0.0
836d68fffffffff,33.0,0.0,0.0
836d69fffffffff,2335.0,0.0,0.0
838044fffffffff,6.0,0.0,0.0
838046fffffffff,6.0,0.0,0.0
838061fffffffff,10.0,0.0,0.0
838062fffffffff,4.0,0.0,0.0
838065fffffffff,1.0,0.0,0.0
838066fffffffff,4.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0
83806bfffffffff,16.0,0.0,0.0
838071fffffffff,5.0,0.0,0.0
838073fffffffff,2.0,0.0,0.0
838074fffffffff,8.0,0.0,0.0
838075fffffffff,18.0,0.0,0.0
838140fffffffff,3.0,0.0,0.0
838142fffffffff,4.0,0.0,0.0
838143fffffffff,8.0,0.0,0.0
83814afffffffff,145.0,0.0,0.0
83814dfffffffff,45.0,0.0,0.0
83814efffffffff,111.0,0.0,0.0
838159fffffffff,3.0,0.0,0.0
83815afffffffff,6.0,0.0,0.0
83815cfffffffff,8.0,0.0,0.0
83815dfffffffff,8.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0
838162fffffffff,3.0,0.0,0.0
838163fffffffff,1.0,0.0,0.0
838a00fffffffff,4.0,0.0,0.0
838a04fffffffff,4.0,0.0,0.0
838a05fffffffff,18.0,0.0,1.0
838a06fffffffff,1.0,0.0,0.0
838a10fffffffff,49.0,0.0,0.0
838a12fffffffff,2.0,0.0,0.0
838a13fffffffff,2.0,0.0,0.0
838a14fffffffff,3.0,0.0,0.0
838a15fffffffff,36.0,0.0,0.0
838a1afffffffff,4.0,0.0,0.0
838a21fffffffff,12.0,0.0,3.0
838a23fffffffff,7.0,0.0,0.0
838a31fffffffff,46.0,0.0,6.0
838a33fffffffff,17.0,0.0,0.0
838a40fffffffff,2.0,0.0,0.0
838a41fffffffff,5.0,0.0,0.0
838a43fffffffff,4.0,0.0,0.0
838a45fffffffff,218.0,0.0,0.0
838a4bfffffffff,7.0,0.0,0.0
838a5afffffffff,3.0,0.0,3.0
838a63fffffffff,29.0,0.0,3.0
838a68fffffffff,16.0,0.0,0.0
838a69fffffffff,184.0,0.0,0.0
838a6dfffffffff,447.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0
838a70fffffffff,9.0,0.0,0.0
838a73fffffffff,8.0,0.0,0.0
838a75fffffffff,8.0,0.0,0.0
838a80fffffffff,40.0,0.0,2.0
838a81fffffffff,2.0,0.0,0.0
838a82fffffffff,9.0,0.0,0.0
838a85fffffffff,5.0,0.0,0.0
838a8dfffffffff,4.0,0.0,0.0
838a92fffffffff,4.0,0.0,0.0
838a9cfffffffff,26.0,0.0,0.0
838a9dfffffffff,7.0,0.0,0.0
838aa5fffffffff,3.0,0.0,0.0
838aa8fffffffff,12.0,0.0,0.0
838aa9fffffffff,13.0,0.0,0.0
838aaafffffffff,31.0,0.0,5.0
838aacfffffffff,3.0,0.0,0.0
838aadfffffffff,9.0,0.0,0.0
838ad1fffffffff,13.0,0.0,0.0
838ad8fffffffff,8.0,0.0,2.0
838adafffffffff,3.0,0.0,0.0
838adbfffffffff,23.0,0.0,0.0
838adcfffffffff,26.0,0.0,0.0
838adefffffffff,5.0,0.0,0.0
838ae5fffffffff,4.0,0.0,0.0
838ae8fffffffff,4.0,0.0,0.0
838aeefffffffff,2.0,0.0,0.0
838af0fffffffff,120.0,0.0,21.0
838af1fffffffff,15.0,0.0,0.0
838af2fffffffff,208.0,0.0,12.0
838af4fffffffff,37.0,0.0,1.0
838af6fffffffff,520.0,0.0,19.0
838b05fffffffff,2.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0
838b0cfffffffff,21.0,0.0,0.0
838b10fffffffff,1.0,0.0,0.0
838b1dfffffffff,3.0,0.0,0.0
838b1efffffffff,9.0,0.0,0.0
838b20fffffffff,1.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0
838b22fffffffff,33.0,0.0,0.0
838b23fffffffff,7.0,0.0,0.0
838b2afffffffff,8.0,0.0,0.0
838b2cfffffffff,5.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0
838b31fffffffff,2.0,0.0,0.0
838b40fffffffff,150.0,0.0,3.0
838b42fffffffff,3.0,0.0,0.0
838b44fffffffff,226.0,0.0,0.0
838b45fffffffff,6.0,0.0,0.0
838b46fffffffff,21.0,0.0,0.0
838b4efffffffff,14.0,0.0,0.0
838b50fffffffff,4.0,0.0,0.0
838b52fffffffff,9.0,0.0,0.0
838b53fffffffff,4.0,0.0,0.0
838b56fffffffff,13.0,0.0,0.0
838b5cfffffffff,37.0,0.0,5.0
838b61fffffffff,378.0,0.0,13.0
838b62fffffffff,43.0,0.0,0.0
838b63fffffffff,404.0,0.0,0.0
838b68fffffffff,10.0,0.0,0.0
838b69fffffffff,33.0,0.0,0.0
838b6cfffffffff,11.0,0.0,0.0
838b6efffffffff,146.0,0.0,0.0
838b71fffffffff,421.0,0.0,2.0
838b74fffffffff,34.0,0.0,0.0
838b75fffffffff,27.0,0.0,0.0
838b76fffffffff,18.0,0.0,0.0
838b82fffffffff,6.0,0.0,0.0
838b83fffffffff,4.0,0.0,0.0
838b84fffffffff,113.0,0.0,2.0
838b88fffffffff,18.0,0.0,0.0
838b8afffffffff,5.0,0.0,0.0
838b98fffffffff,2.0,0.0,0.0
838b99fffffffff,96.0,0.0,0.0
838b9cfffffffff,4.0,0.0,0.0
838b9dfffffffff,493.0,0.0,20.0
838ba6fffffffff,7.0,0.0,0.0
838bb5fffffffff,3.0,0.0,0.0
838e64fffffffff,62.0,0.0,0.0
838e65fffffffff,10.0,0.0,0.0
838e6cfffffffff,2.0,0.0,0.0
838f08fffffffff,1.0,0.0,0.0
838f0dfffffffff,183.0,15.0,0.0
838f28fffffffff,8.0,3.0,0.0
838f29fffffffff,64.0,2.0,0.0
838f2afffffffff,68.0,2.0,0.0
838f2bfffffffff,40.0,2.0,0.0
838f2cfffffffff,164.0,0.0,0.0
838f2dfffffffff,5.0,0.0,0.0
838f2efffffffff,8.0,0.0,0.0
838f40fffffffff,115.0,0.0,0.0
838f41fffffffff,1.0,0.0,0.0
838f42fffffffff,47.0,0.0,0.0
838f43fffffffff,91.0,0.0,0.0
838f44fffffffff,16.0,0.0,0.0
838f46fffffffff,310.0,0.0,0.0
838f48fffffffff,28.0,0.0,0.0
838f4afffffffff,74.0,0.0,0.0
838f4bfffffffff,3.0,0.0,0.0
838f4cfffffffff,1.0,0.0,0.0
838f4efffffffff,5.0,0.0,0.0
838f54fffffffff,13.0,0.0,0.0
838f55fffffffff,3.0,0.0,0.0
838f5cfffffffff,2.0,0.0,0.0
838f5dfffffffff,14.0,0.0,0.0
838f61fffffffff,248.0,0.0,0.0
838f63fffffffff,8.0,0.0,0.0
838f65fffffffff,60.0,0.0,0.0
838f6bfffffffff,39.0,0.0,19.0
838f6cfffffffff,7.0,0.0,0.0
838f6efffffffff,44.0,0.0,0.0
838f70fffffffff,32.0,0.0,5.0
838f71fffffffff,18.0,0.0,0.0
838f72fffffffff,172.0,0.0,22.0
838f73fffffffff,66.0,0.0,0.0
838f74fffffffff,64.0,0.0,0.0
838f76fffffffff,52.0,0.0,3.0
83a859fffffffff,7.0,0.0,0.0
83a85bfffffffff,4.0,0.0,0.0
83a85dfffffffff,4.0,0.0,0.0
83a8c9fffffffff,1.0,0.0,0.0
83a8edfffffffff,1.0,0.0,0.0
83b321fffffffff,3.0,0.0,0.0
83b324fffffffff,1.0,0.0,0.0
83b325fffffffff,15.0,0.0,0.0
