cell_id,Cincloramphus macrurus,Cincloramphus macrurus interscapularis/mayri,Cincloramphus macrurus [macrurus Group]
8472a2bffffffff,1.0,0.0,0.0
8472da1ffffffff,8.0,0.0,0.0
849c851ffffffff,2.0,0.0,1.0
849c901ffffffff,4.0,0.0,0.0
849cd2dffffffff,5.0,0.0,1.0
