cell_id,Leptotila plumbeiceps,Leptotila plumbeiceps plumbeiceps/notia,Leptotila plumbeiceps battyi/malae
824527fffffffff,5.0,1.0,0.0
82452ffffffffff,12.0,9.0,0.0
82499ffffffffff,1.0,1.0,0.0
826687fffffffff,1.0,0.0,1.0
8266a7fffffffff,23.0,0.0,17.0
8266f7fffffffff,40.0,0.0,0.0
826d37fffffffff,14.0,3.0,0.0
826d67fffffffff,6.0,0.0,0.0
826d6ffffffffff,57.0,14.0,0.0
