cell_id,Dicrurus densus,Dicrurus densus vicinus,Dicrurus densus bimaensis,Dicrurus densus sumbae,Dicrurus densus densus,Dicrurus densus kuehni,Dicrurus densus megalornis
827297fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,35.0
829407fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
829427fffffffff,28.0,0.0,19.0,0.0,9.0,0.0,0.0
82942ffffffffff,63.0,0.0,0.0,0.0,63.0,0.0,0.0
829467fffffffff,14.0,0.0,0.0,0.0,0.0,14.0,0.0
82951ffffffffff,229.0,0.0,229.0,0.0,0.0,0.0,0.0
829557fffffffff,23.0,0.0,0.0,0.0,23.0,0.0,0.0
8295a7fffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
8295affffffffff,39.0,0.0,0.0,39.0,0.0,0.0,0.0
