cell_id,Tyto furcata,Tyto furcata [tuidara Group],Tyto furcata furcata,Tyto furcata bargei,Tyto furcata nigrescens/insularis,Tyto furcata punctatissima
8412db1ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8412db7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426015ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426035ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8426099ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426115ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426117ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842630dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426403ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426409ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842640dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426411ffffffff,18.0,2.0,0.0,0.0,0.0,0.0
8426415ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426417ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
842641bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842641dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426433ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426439ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
842643bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842644dffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8426455ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426459ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426461ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426469ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842646bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426489ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
842648bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426493ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426495ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8426497ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
842649dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84264a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84264a7ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
84264adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264b9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84264bdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84264c3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84264c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84264cbffffffff,6.0,4.0,0.0,0.0,0.0,0.0
84264d1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84264d3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84264d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84264dbffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84264e3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84264ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426501ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426519ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842652bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426531ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426533ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426535ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8426537ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842653dffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8426541ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426563ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426567ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8426569ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426599ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
842659bffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84265b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84265c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84265c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84265ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84265ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426625ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842662bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842663bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426641ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842664dffffffff,62.0,5.0,0.0,0.0,0.0,0.0
8426651ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426665ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426669ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8426681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426685ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426689ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8426693ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426695ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426699ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842669bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842669dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84266a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84266a7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84266a9ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84266abffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84266b5ffffffff,12.0,5.0,0.0,0.0,0.0,0.0
84266b7ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
84266bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84266c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84266c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84266d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84266e1ffffffff,23.0,1.0,0.0,0.0,0.0,0.0
84266e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84266e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84266ebffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842670dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426745ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426813ffffffff,60.0,0.0,0.0,0.0,0.0,0.0
842681bffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8426889ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426899ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268c9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84268cdffffffff,67.0,0.0,0.0,0.0,0.0,0.0
84268d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84268d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84268dbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842690dffffffff,5.0,5.0,0.0,0.0,0.0,0.0
8426939ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426969ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
842696bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426987ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426989ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842698dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426a17ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426aa1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426aa3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426aa5ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8426aa7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8426aa9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426aadffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426ab5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426abbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426ac5ffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8426ad1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426adbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426b55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426c87ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426cb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426d4bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426dcbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426e2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426e5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426e91ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426e95ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426ec9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426ecbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426ed5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426eddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426f09ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426f0dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426f21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426f25ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8426f2dffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8427097ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8427487ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8427499ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84274b3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84274bbffffffff,20.0,4.0,0.0,0.0,0.0,0.0
8427537ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84275a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84276bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427a81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427aa1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842813bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84281a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84281e5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84281ebffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428301ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8428303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428305ffffffff,78.0,3.0,0.0,0.0,0.0,0.0
8428309ffffffff,33.0,6.0,0.0,0.0,0.0,0.0
842830bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428323ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8428329ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842832bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842834dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428355ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8428357ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8428361ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428363ffffffff,131.0,11.0,0.0,0.0,0.0,0.0
8428367ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
842836bffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8428801ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428809ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842884dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428899ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84288a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84288e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842894bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84289abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428a95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428a97ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428ab9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428ae1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428ae9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b1dffffffff,19.0,6.0,0.0,0.0,0.0,0.0
8428b3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d5dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428d69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428f01ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
