cell_id,Leptotila cassinii,Leptotila cassinii cerviniventris,Leptotila cassinii rufinucha,Leptotila cassinii cassinii
824527fffffffff,7.0,1.0,0.0,0.0
82452ffffffffff,34.0,0.0,0.0,0.0
82660ffffffffff,2.0,0.0,0.0,0.0
82661ffffffffff,95.0,0.0,0.0,0.0
8266b7fffffffff,14.0,0.0,5.0,0.0
826d27fffffffff,2.0,0.0,0.0,0.0
826d2ffffffffff,8.0,0.0,0.0,0.0
826d6ffffffffff,27.0,1.0,6.0,0.0
