cell_id,Rupornis magnirostris,Rupornis magnirostris gracilis,Rupornis magnirostris [magnirostris Group],Rupornis magnirostris [pucherani Group]
834993fffffffff,57.0,0.0,12.0,0.0
834994fffffffff,10.0,0.0,0.0,0.0
834995fffffffff,29.0,0.0,2.0,0.0
834996fffffffff,6838.0,0.0,865.0,0.0
834998fffffffff,295.0,0.0,25.0,0.0
83499afffffffff,3.0,0.0,0.0,0.0
83499bfffffffff,73.0,0.0,0.0,0.0
83499cfffffffff,47.0,0.0,0.0,0.0
83499efffffffff,168.0,0.0,0.0,0.0
8349a1fffffffff,1.0,0.0,0.0,0.0
8349a2fffffffff,75.0,0.0,0.0,0.0
8349a3fffffffff,16.0,0.0,0.0,0.0
8349a8fffffffff,75.0,0.0,2.0,0.0
8349a9fffffffff,23.0,0.0,3.0,0.0
8349acfffffffff,3.0,0.0,0.0,0.0
8349adfffffffff,26.0,0.0,2.0,0.0
8349aefffffffff,2.0,0.0,0.0,0.0
8349b0fffffffff,4.0,0.0,0.0,0.0
8349b1fffffffff,2.0,0.0,0.0,0.0
8349b4fffffffff,9.0,0.0,0.0,0.0
8349b5fffffffff,68.0,0.0,0.0,0.0
8349b6fffffffff,20.0,0.0,3.0,0.0
835f03fffffffff,5.0,0.0,0.0,0.0
835f08fffffffff,52.0,0.0,0.0,0.0
835f09fffffffff,143.0,0.0,0.0,0.0
835f0bfffffffff,44.0,0.0,0.0,0.0
835f0dfffffffff,39.0,0.0,0.0,0.0
835f0efffffffff,13.0,0.0,0.0,0.0
835f12fffffffff,66.0,0.0,0.0,0.0
835f13fffffffff,37.0,0.0,0.0,0.0
835f1cfffffffff,156.0,0.0,0.0,0.0
835f1dfffffffff,9.0,0.0,0.0,0.0
835f1efffffffff,25.0,0.0,0.0,0.0
835f22fffffffff,5.0,0.0,0.0,0.0
835f28fffffffff,5.0,0.0,0.0,0.0
835f29fffffffff,300.0,0.0,0.0,0.0
835f2bfffffffff,532.0,0.0,0.0,0.0
835f2dfffffffff,85.0,0.0,0.0,0.0
835f40fffffffff,74.0,0.0,1.0,0.0
835f41fffffffff,20.0,0.0,0.0,0.0
835f42fffffffff,43.0,0.0,0.0,0.0
835f43fffffffff,10.0,0.0,0.0,0.0
835f44fffffffff,1.0,0.0,0.0,0.0
835f46fffffffff,12.0,0.0,0.0,0.0
835f48fffffffff,13.0,0.0,0.0,0.0
835f49fffffffff,9.0,0.0,0.0,0.0
835f4afffffffff,46.0,0.0,0.0,0.0
835f4bfffffffff,18.0,0.0,0.0,0.0
835f4dfffffffff,4.0,0.0,0.0,0.0
835f4efffffffff,20.0,0.0,0.0,0.0
835f50fffffffff,19.0,0.0,0.0,0.0
835f54fffffffff,2.0,0.0,0.0,0.0
835f5dfffffffff,18.0,0.0,0.0,0.0
835f66fffffffff,2.0,0.0,0.0,0.0
835f68fffffffff,58.0,0.0,0.0,0.0
835f69fffffffff,1.0,0.0,0.0,0.0
835f70fffffffff,5.0,0.0,0.0,0.0
835f71fffffffff,90.0,0.0,2.0,0.0
835f75fffffffff,61.0,0.0,0.0,0.0
835f76fffffffff,5.0,0.0,0.0,0.0
836600fffffffff,30.0,0.0,2.0,0.0
836601fffffffff,64.0,0.0,6.0,0.0
836602fffffffff,434.0,0.0,0.0,0.0
836603fffffffff,30.0,0.0,0.0,0.0
836604fffffffff,121.0,0.0,1.0,0.0
836605fffffffff,12.0,0.0,0.0,0.0
836606fffffffff,168.0,0.0,0.0,0.0
836608fffffffff,2735.0,0.0,24.0,0.0
836609fffffffff,131.0,0.0,0.0,0.0
83660afffffffff,969.0,0.0,18.0,0.0
83660bfffffffff,1131.0,0.0,0.0,0.0
83660cfffffffff,254.0,0.0,2.0,0.0
83660dfffffffff,235.0,0.0,8.0,0.0
83660efffffffff,366.0,0.0,0.0,0.0
836610fffffffff,2529.0,0.0,0.0,0.0
836611fffffffff,302.0,0.0,2.0,0.0
836612fffffffff,13.0,0.0,0.0,0.0
836613fffffffff,1418.0,0.0,0.0,0.0
836615fffffffff,27.0,0.0,0.0,0.0
836616fffffffff,354.0,0.0,0.0,0.0
836618fffffffff,1738.0,0.0,18.0,0.0
836619fffffffff,6210.0,0.0,51.0,0.0
83661afffffffff,290.0,0.0,14.0,0.0
83661bfffffffff,5564.0,0.0,91.0,0.0
83661cfffffffff,261.0,0.0,0.0,0.0
83661dfffffffff,898.0,0.0,13.0,0.0
83661efffffffff,474.0,0.0,0.0,0.0
836620fffffffff,394.0,0.0,24.0,0.0
836621fffffffff,92.0,0.0,2.0,0.0
836622fffffffff,661.0,0.0,40.0,0.0
836623fffffffff,29.0,0.0,4.0,0.0
836625fffffffff,144.0,0.0,16.0,0.0
836628fffffffff,14.0,0.0,0.0,0.0
836629fffffffff,263.0,0.0,4.0,0.0
83662afffffffff,5.0,0.0,0.0,0.0
83662bfffffffff,187.0,0.0,0.0,0.0
83662cfffffffff,14.0,0.0,0.0,0.0
83662dfffffffff,8.0,0.0,0.0,0.0
83662efffffffff,34.0,0.0,2.0,0.0
836631fffffffff,602.0,0.0,2.0,0.0
836640fffffffff,2.0,0.0,0.0,0.0
836641fffffffff,1243.0,0.0,1.0,0.0
836642fffffffff,1.0,0.0,0.0,0.0
836643fffffffff,1.0,0.0,0.0,0.0
836644fffffffff,15.0,0.0,0.0,0.0
836645fffffffff,12.0,0.0,0.0,0.0
836646fffffffff,3.0,0.0,0.0,0.0
836648fffffffff,19.0,0.0,0.0,0.0
83664efffffffff,9.0,0.0,0.0,0.0
836650fffffffff,38.0,0.0,0.0,0.0
836651fffffffff,4.0,0.0,0.0,0.0
836652fffffffff,599.0,0.0,4.0,0.0
836653fffffffff,6.0,0.0,0.0,0.0
836654fffffffff,231.0,0.0,0.0,0.0
836656fffffffff,696.0,0.0,5.0,0.0
83665afffffffff,867.0,0.0,32.0,0.0
83665bfffffffff,331.0,0.0,7.0,0.0
83665efffffffff,174.0,0.0,0.0,0.0
836660fffffffff,6.0,0.0,0.0,0.0
836661fffffffff,3.0,0.0,0.0,0.0
836662fffffffff,6.0,0.0,0.0,0.0
836663fffffffff,115.0,0.0,0.0,0.0
836664fffffffff,89.0,0.0,0.0,0.0
836666fffffffff,3.0,0.0,0.0,0.0
83666afffffffff,4.0,0.0,0.0,0.0
83666bfffffffff,8.0,0.0,0.0,0.0
83666cfffffffff,7.0,0.0,0.0,0.0
83666efffffffff,22.0,0.0,0.0,0.0
836670fffffffff,50.0,0.0,0.0,0.0
836671fffffffff,9.0,0.0,0.0,0.0
836672fffffffff,517.0,0.0,3.0,0.0
836673fffffffff,60.0,0.0,0.0,0.0
836674fffffffff,5.0,0.0,0.0,0.0
836675fffffffff,118.0,0.0,0.0,0.0
836676fffffffff,23.0,0.0,0.0,0.0
836684fffffffff,31.0,0.0,0.0,0.0
8366a0fffffffff,1185.0,0.0,0.0,0.0
8366a1fffffffff,415.0,0.0,0.0,0.0
8366a2fffffffff,188.0,0.0,0.0,0.0
8366a3fffffffff,126.0,0.0,0.0,0.0
8366a5fffffffff,1266.0,0.0,0.0,0.0
8366a6fffffffff,828.0,0.0,0.0,0.0
8366aefffffffff,10.0,0.0,0.0,0.0
8366b0fffffffff,3426.0,0.0,0.0,0.0
8366b1fffffffff,157.0,0.0,0.0,0.0
8366b4fffffffff,7907.0,0.0,0.0,0.0
8366b5fffffffff,7189.0,0.0,0.0,0.0
8366b6fffffffff,672.0,0.0,0.0,0.0
8366c0fffffffff,898.0,0.0,4.0,0.0
8366c1fffffffff,34.0,0.0,0.0,0.0
8366c2fffffffff,2780.0,0.0,21.0,0.0
8366c3fffffffff,30.0,0.0,4.0,0.0
8366c4fffffffff,1099.0,0.0,9.0,0.0
8366c5fffffffff,208.0,0.0,0.0,0.0
8366c6fffffffff,2463.0,0.0,29.0,0.0
8366c9fffffffff,6.0,0.0,0.0,0.0
8366cdfffffffff,18.0,0.0,0.0,0.0
8366cefffffffff,177.0,0.0,6.0,0.0
8366d0fffffffff,1103.0,0.0,92.0,0.0
8366d1fffffffff,338.0,0.0,10.0,0.0
8366d2fffffffff,171.0,0.0,7.0,0.0
8366d3fffffffff,5739.0,0.0,585.0,0.0
8366d4fffffffff,79.0,0.0,10.0,0.0
8366d5fffffffff,424.0,0.0,5.0,0.0
8366d6fffffffff,3.0,0.0,0.0,0.0
8366d8fffffffff,129.0,0.0,24.0,0.0
8366dafffffffff,491.0,0.0,58.0,0.0
8366dbfffffffff,72.0,0.0,4.0,0.0
8366dcfffffffff,1654.0,0.0,144.0,0.0
8366ddfffffffff,216.0,0.0,22.0,0.0
8366defffffffff,4330.0,0.0,515.0,0.0
8366e0fffffffff,3772.0,0.0,27.0,0.0
8366e1fffffffff,1307.0,0.0,6.0,0.0
8366e2fffffffff,510.0,0.0,2.0,0.0
8366e3fffffffff,426.0,0.0,9.0,0.0
8366e4fffffffff,4571.0,0.0,52.0,0.0
8366e5fffffffff,5425.0,0.0,55.0,0.0
8366e6fffffffff,14647.0,0.0,254.0,0.0
8366e8fffffffff,31.0,0.0,0.0,0.0
8366e9fffffffff,27.0,0.0,2.0,0.0
8366eafffffffff,12.0,0.0,0.0,0.0
8366ecfffffffff,1217.0,0.0,2.0,0.0
8366eefffffffff,759.0,0.0,3.0,0.0
8366f0fffffffff,1258.0,0.0,23.0,0.0
8366f1fffffffff,5061.0,0.0,52.0,0.0
8366f3fffffffff,78.0,0.0,0.0,0.0
8366f5fffffffff,4210.0,0.0,47.0,0.0
836740fffffffff,4.0,0.0,0.0,0.0
836741fffffffff,1694.0,0.0,10.0,0.0
836742fffffffff,53.0,0.0,0.0,0.0
836743fffffffff,536.0,0.0,11.0,0.0
83674afffffffff,214.0,0.0,13.0,0.0
83674cfffffffff,1084.0,0.0,16.0,0.0
83674dfffffffff,7.0,0.0,0.0,0.0
83674efffffffff,388.0,0.0,17.0,0.0
836751fffffffff,32.0,0.0,0.0,0.0
836752fffffffff,4.0,0.0,0.0,0.0
836753fffffffff,256.0,0.0,0.0,0.0
836755fffffffff,5.0,0.0,0.0,0.0
836758fffffffff,41.0,0.0,0.0,0.0
836759fffffffff,105.0,0.0,8.0,0.0
83675afffffffff,287.0,0.0,4.0,0.0
83675bfffffffff,31.0,0.0,0.0,0.0
83675cfffffffff,474.0,0.0,2.0,0.0
83675dfffffffff,31.0,0.0,0.0,0.0
83675efffffffff,74.0,0.0,1.0,0.0
83676bfffffffff,7.0,0.0,0.0,0.0
836790fffffffff,124.0,0.0,0.0,0.0
836791fffffffff,8.0,0.0,0.0,0.0
836792fffffffff,34.0,0.0,0.0,0.0
836793fffffffff,21.0,0.0,0.0,0.0
836794fffffffff,54.0,0.0,0.0,0.0
836795fffffffff,1.0,0.0,0.0,0.0
836796fffffffff,56.0,0.0,0.0,0.0
83679afffffffff,2398.0,0.0,0.0,0.0
83679bfffffffff,1812.0,0.0,0.0,0.0
8367b2fffffffff,16.0,0.0,0.0,0.0
836d04fffffffff,345.0,0.0,52.0,0.0
836d05fffffffff,379.0,0.0,95.0,0.0
836d06fffffffff,62.0,0.0,7.0,0.0
836d14fffffffff,86.0,0.0,13.0,0.0
836d15fffffffff,438.0,0.0,61.0,0.0
836d20fffffffff,264.0,0.0,2.0,0.0
836d21fffffffff,325.0,0.0,45.0,0.0
836d22fffffffff,37.0,0.0,2.0,0.0
836d23fffffffff,132.0,0.0,4.0,0.0
836d24fffffffff,183.0,0.0,0.0,0.0
836d25fffffffff,1206.0,0.0,92.0,0.0
836d26fffffffff,47.0,0.0,0.0,0.0
836d28fffffffff,3.0,0.0,0.0,0.0
836d29fffffffff,93.0,0.0,1.0,0.0
836d2afffffffff,237.0,0.0,12.0,0.0
836d2bfffffffff,1216.0,0.0,5.0,0.0
836d2cfffffffff,599.0,0.0,59.0,0.0
836d2dfffffffff,83.0,0.0,0.0,0.0
836d2efffffffff,59.0,0.0,20.0,0.0
836d30fffffffff,394.0,0.0,49.0,0.0
836d31fffffffff,921.0,0.0,172.0,0.0
836d33fffffffff,33.0,0.0,7.0,0.0
836d34fffffffff,2429.0,0.0,158.0,0.0
836d35fffffffff,2411.0,0.0,30.0,0.0
836d36fffffffff,74.0,0.0,3.0,0.0
836d60fffffffff,430.0,0.0,0.0,0.0
836d61fffffffff,829.0,0.0,0.0,0.0
836d63fffffffff,99.0,0.0,0.0,0.0
836d64fffffffff,418.0,0.0,0.0,0.0
836d65fffffffff,1478.0,0.0,0.0,0.0
836d66fffffffff,606.0,0.0,0.0,0.0
836d68fffffffff,2872.0,0.0,0.0,0.0
836d69fffffffff,3605.0,0.0,0.0,0.0
836d6afffffffff,128.0,0.0,0.0,0.0
836d6bfffffffff,372.0,0.0,0.0,0.0
836d6cfffffffff,196.0,0.0,0.0,0.0
836d6dfffffffff,3684.0,0.0,0.0,0.0
836d6efffffffff,584.0,0.0,0.0,0.0
836d74fffffffff,891.0,0.0,0.0,0.0
836d75fffffffff,608.0,0.0,0.0,0.0
836d76fffffffff,134.0,0.0,1.0,0.0
838000fffffffff,6.0,0.0,0.0,0.0
838002fffffffff,25.0,0.0,0.0,0.0
838005fffffffff,9.0,0.0,0.0,0.0
838006fffffffff,8.0,0.0,0.0,0.0
838008fffffffff,11.0,0.0,0.0,0.0
838009fffffffff,2.0,0.0,0.0,0.0
83800cfffffffff,17.0,0.0,0.0,0.0
83800efffffffff,4.0,0.0,0.0,0.0
838010fffffffff,269.0,0.0,0.0,0.0
838011fffffffff,58.0,0.0,0.0,0.0
838014fffffffff,166.0,0.0,0.0,6.0
838015fffffffff,4.0,0.0,0.0,0.0
838016fffffffff,48.0,0.0,0.0,2.0
83801cfffffffff,2.0,0.0,0.0,0.0
838024fffffffff,5.0,0.0,0.0,0.0
838026fffffffff,2.0,0.0,0.0,0.0
838029fffffffff,3.0,0.0,0.0,0.0
83802bfffffffff,7.0,0.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0,0.0
838030fffffffff,170.0,0.0,0.0,11.0
838032fffffffff,10.0,0.0,0.0,2.0
838034fffffffff,4.0,0.0,0.0,0.0
838035fffffffff,7.0,0.0,0.0,0.0
838036fffffffff,71.0,0.0,0.0,5.0
838040fffffffff,9.0,0.0,0.0,0.0
838044fffffffff,118.0,0.0,0.0,0.0
838046fffffffff,322.0,0.0,0.0,0.0
838048fffffffff,12.0,0.0,0.0,0.0
83804cfffffffff,6.0,0.0,0.0,0.0
83804efffffffff,2.0,0.0,0.0,0.0
838054fffffffff,15.0,0.0,0.0,0.0
838055fffffffff,6.0,0.0,0.0,0.0
838062fffffffff,4.0,0.0,0.0,0.0
838063fffffffff,1.0,0.0,0.0,0.0
838064fffffffff,2.0,0.0,0.0,0.0
838065fffffffff,10.0,0.0,0.0,0.0
838066fffffffff,18.0,0.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0,0.0
83806afffffffff,31.0,0.0,0.0,0.0
83806bfffffffff,1.0,0.0,0.0,0.0
83806cfffffffff,2.0,0.0,0.0,0.0
83806dfffffffff,4.0,0.0,0.0,0.0
83806efffffffff,6.0,0.0,0.0,0.0
838071fffffffff,21.0,0.0,0.0,0.0
838072fffffffff,4.0,0.0,0.0,0.0
838073fffffffff,29.0,0.0,0.0,0.0
838074fffffffff,6.0,0.0,0.0,0.0
838075fffffffff,5.0,0.0,0.0,0.0
8380a4fffffffff,4.0,0.0,0.0,0.0
838100fffffffff,28.0,0.0,0.0,0.0
838101fffffffff,9.0,0.0,0.0,0.0
838102fffffffff,187.0,0.0,0.0,0.0
838104fffffffff,8.0,0.0,0.0,0.0
838105fffffffff,3.0,0.0,0.0,0.0
838106fffffffff,60.0,0.0,0.0,0.0
838109fffffffff,4.0,0.0,0.0,0.0
83810efffffffff,1.0,0.0,0.0,0.0
838110fffffffff,17.0,0.0,0.0,0.0
838111fffffffff,3.0,0.0,0.0,0.0
838112fffffffff,12.0,0.0,0.0,0.0
838113fffffffff,7.0,0.0,0.0,0.0
838114fffffffff,20.0,0.0,0.0,0.0
838115fffffffff,3.0,0.0,0.0,0.0
838116fffffffff,67.0,0.0,0.0,0.0
838118fffffffff,8.0,0.0,0.0,0.0
838119fffffffff,5.0,0.0,0.0,0.0
83811afffffffff,31.0,0.0,0.0,0.0
83811cfffffffff,3.0,0.0,0.0,0.0
83811efffffffff,5.0,0.0,0.0,0.0
838120fffffffff,3.0,0.0,0.0,0.0
838121fffffffff,55.0,0.0,0.0,0.0
838123fffffffff,6.0,0.0,0.0,0.0
838124fffffffff,257.0,0.0,0.0,0.0
838125fffffffff,3.0,0.0,0.0,0.0
838126fffffffff,2.0,0.0,0.0,0.0
83812afffffffff,1.0,0.0,0.0,0.0
83812bfffffffff,10.0,0.0,0.0,0.0
83812cfffffffff,2.0,0.0,0.0,0.0
83812dfffffffff,38.0,0.0,0.0,0.0
838130fffffffff,93.0,0.0,0.0,0.0
838131fffffffff,7.0,0.0,0.0,0.0
838132fffffffff,72.0,0.0,0.0,0.0
838133fffffffff,253.0,0.0,0.0,0.0
838134fffffffff,13.0,0.0,0.0,0.0
838135fffffffff,2.0,0.0,0.0,0.0
838136fffffffff,45.0,0.0,0.0,0.0
838140fffffffff,24.0,0.0,0.0,0.0
838141fffffffff,5.0,0.0,0.0,0.0
838142fffffffff,11.0,0.0,0.0,0.0
838143fffffffff,22.0,0.0,0.0,0.0
838144fffffffff,8.0,0.0,0.0,0.0
838145fffffffff,61.0,0.0,0.0,0.0
838146fffffffff,17.0,0.0,0.0,0.0
83814afffffffff,85.0,0.0,0.0,0.0
83814dfffffffff,107.0,0.0,0.0,0.0
83814efffffffff,72.0,0.0,0.0,0.0
838150fffffffff,4.0,0.0,0.0,0.0
838151fffffffff,7.0,0.0,0.0,0.0
838158fffffffff,5.0,0.0,0.0,0.0
838159fffffffff,9.0,0.0,0.0,0.0
83815afffffffff,8.0,0.0,0.0,0.0
83815cfffffffff,9.0,0.0,0.0,0.0
83815dfffffffff,88.0,0.0,0.0,0.0
83815efffffffff,3.0,0.0,0.0,0.0
838162fffffffff,51.0,0.0,0.0,0.0
838163fffffffff,83.0,0.0,0.0,0.0
838166fffffffff,10.0,0.0,0.0,0.0
838170fffffffff,5.0,0.0,0.0,0.0
838171fffffffff,96.0,0.0,0.0,0.0
838172fffffffff,5.0,0.0,0.0,0.0
838173fffffffff,3.0,0.0,0.0,0.0
838174fffffffff,3.0,0.0,0.0,0.0
838175fffffffff,15.0,0.0,0.0,0.0
838176fffffffff,2.0,0.0,0.0,0.0
838180fffffffff,56.0,0.0,0.0,0.0
838181fffffffff,204.0,0.0,0.0,0.0
838183fffffffff,152.0,0.0,0.0,0.0
838185fffffffff,221.0,0.0,0.0,0.0
838188fffffffff,77.0,0.0,0.0,0.0
83818afffffffff,14.0,0.0,0.0,0.0
83818bfffffffff,29.0,0.0,0.0,0.0
83818cfffffffff,8.0,0.0,0.0,0.0
83818dfffffffff,10.0,0.0,0.0,0.0
83818efffffffff,81.0,0.0,0.0,0.0
838199fffffffff,2.0,0.0,0.0,0.0
83819dfffffffff,65.0,0.0,0.0,0.0
8381a1fffffffff,32.0,0.0,0.0,0.0
8381a8fffffffff,7.0,0.0,0.0,0.0
8381a9fffffffff,6.0,0.0,0.0,0.0
8381aafffffffff,7.0,0.0,0.0,0.0
8381acfffffffff,2.0,0.0,0.0,0.0
8381adfffffffff,142.0,0.0,0.0,0.0
8381aefffffffff,2.0,0.0,0.0,0.0
838a00fffffffff,46.0,0.0,4.0,0.0
838a01fffffffff,9.0,0.0,0.0,0.0
838a04fffffffff,5.0,0.0,0.0,0.0
838a05fffffffff,78.0,0.0,1.0,0.0
838a06fffffffff,1.0,0.0,0.0,0.0
838a10fffffffff,8.0,0.0,0.0,0.0
838a12fffffffff,2.0,0.0,0.0,0.0
838a14fffffffff,6.0,0.0,0.0,0.0
838a15fffffffff,14.0,0.0,0.0,0.0
838a18fffffffff,2.0,0.0,0.0,0.0
838a19fffffffff,3.0,0.0,3.0,0.0
838a1afffffffff,13.0,0.0,0.0,0.0
838a1bfffffffff,4.0,0.0,3.0,0.0
838a21fffffffff,19.0,0.0,0.0,0.0
838a22fffffffff,4.0,0.0,0.0,0.0
838a23fffffffff,6.0,0.0,0.0,0.0
838a24fffffffff,2.0,0.0,0.0,0.0
838a25fffffffff,9.0,0.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0,0.0
838a2efffffffff,9.0,0.0,0.0,0.0
838a31fffffffff,60.0,0.0,0.0,0.0
838a33fffffffff,17.0,0.0,0.0,0.0
838a35fffffffff,4.0,0.0,0.0,0.0
838a40fffffffff,1.0,0.0,0.0,0.0
838a45fffffffff,1015.0,0.0,5.0,0.0
838a4bfffffffff,4.0,0.0,0.0,0.0
838a4efffffffff,1.0,0.0,0.0,0.0
838a51fffffffff,2.0,0.0,0.0,0.0
838a52fffffffff,2.0,0.0,0.0,0.0
838a56fffffffff,4.0,0.0,0.0,0.0
838a5afffffffff,1.0,0.0,1.0,0.0
838a63fffffffff,100.0,0.0,0.0,0.0
838a68fffffffff,41.0,0.0,0.0,0.0
838a69fffffffff,530.0,0.0,0.0,0.0
838a6dfffffffff,1532.0,0.0,0.0,0.0
838a6efffffffff,4.0,0.0,0.0,0.0
838a70fffffffff,29.0,0.0,0.0,0.0
838a73fffffffff,4.0,0.0,0.0,0.0
838a75fffffffff,4.0,0.0,0.0,0.0
838a80fffffffff,18.0,0.0,0.0,0.0
838a81fffffffff,9.0,0.0,0.0,0.0
838a82fffffffff,4.0,0.0,0.0,0.0
838a85fffffffff,17.0,0.0,0.0,0.0
838a8cfffffffff,40.0,0.0,3.0,0.0
838a8dfffffffff,2.0,0.0,0.0,0.0
838a8efffffffff,4.0,0.0,0.0,0.0
838a90fffffffff,4.0,0.0,0.0,0.0
838a92fffffffff,22.0,0.0,0.0,0.0
838a9cfffffffff,29.0,0.0,0.0,0.0
838a9dfffffffff,13.0,0.0,0.0,0.0
838aa5fffffffff,2.0,0.0,0.0,0.0
838aa8fffffffff,18.0,0.0,0.0,0.0
838aa9fffffffff,32.0,0.0,0.0,0.0
838aaafffffffff,84.0,0.0,0.0,0.0
838aabfffffffff,82.0,0.0,3.0,0.0
838aacfffffffff,1.0,0.0,0.0,0.0
838aadfffffffff,10.0,0.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0,0.0
838ad1fffffffff,23.0,0.0,0.0,0.0
838ad8fffffffff,6.0,0.0,0.0,0.0
838adafffffffff,37.0,0.0,0.0,0.0
838adbfffffffff,42.0,0.0,0.0,0.0
838adcfffffffff,62.0,0.0,0.0,0.0
838adefffffffff,3.0,0.0,0.0,0.0
838ae5fffffffff,49.0,0.0,0.0,0.0
838af0fffffffff,133.0,0.0,10.0,0.0
838af1fffffffff,22.0,0.0,0.0,0.0
838af2fffffffff,121.0,0.0,4.0,0.0
838af4fffffffff,81.0,0.0,8.0,0.0
838af6fffffffff,531.0,0.0,52.0,0.0
838b00fffffffff,18.0,0.0,0.0,0.0
838b01fffffffff,13.0,0.0,0.0,0.0
838b04fffffffff,22.0,0.0,0.0,5.0
838b05fffffffff,18.0,0.0,0.0,2.0
838b06fffffffff,5.0,0.0,0.0,0.0
838b08fffffffff,11.0,0.0,0.0,0.0
838b0afffffffff,6.0,0.0,0.0,0.0
838b0bfffffffff,11.0,0.0,0.0,0.0
838b0cfffffffff,172.0,0.0,0.0,28.0
838b0dfffffffff,163.0,0.0,0.0,5.0
838b0efffffffff,10.0,0.0,0.0,0.0
838b10fffffffff,20.0,0.0,0.0,0.0
838b11fffffffff,6.0,0.0,0.0,0.0
838b12fffffffff,6.0,0.0,0.0,0.0
838b13fffffffff,2.0,0.0,0.0,0.0
838b1afffffffff,1.0,0.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0,0.0
838b1efffffffff,16.0,0.0,0.0,0.0
838b20fffffffff,240.0,0.0,0.0,22.0
838b21fffffffff,130.0,0.0,0.0,10.0
838b22fffffffff,964.0,0.0,0.0,28.0
838b23fffffffff,105.0,0.0,0.0,0.0
838b24fffffffff,11.0,0.0,0.0,0.0
838b25fffffffff,47.0,0.0,0.0,0.0
838b26fffffffff,65.0,0.0,0.0,0.0
838b28fffffffff,3.0,0.0,0.0,1.0
838b29fffffffff,11.0,0.0,0.0,0.0
838b2afffffffff,143.0,0.0,0.0,8.0
838b2bfffffffff,14.0,0.0,0.0,0.0
838b2cfffffffff,414.0,0.0,0.0,7.0
838b2dfffffffff,8.0,0.0,0.0,0.0
838b2efffffffff,47.0,0.0,0.0,0.0
838b31fffffffff,77.0,0.0,0.0,1.0
838b32fffffffff,2.0,0.0,0.0,0.0
838b33fffffffff,2.0,0.0,0.0,0.0
838b34fffffffff,4.0,0.0,0.0,0.0
838b36fffffffff,29.0,0.0,0.0,2.0
838b40fffffffff,118.0,0.0,0.0,0.0
838b42fffffffff,38.0,0.0,0.0,0.0
838b44fffffffff,750.0,0.0,0.0,0.0
838b45fffffffff,82.0,0.0,0.0,0.0
838b46fffffffff,35.0,0.0,0.0,0.0
838b48fffffffff,10.0,0.0,0.0,0.0
838b4efffffffff,13.0,0.0,0.0,0.0
838b50fffffffff,2.0,0.0,0.0,0.0
838b51fffffffff,85.0,0.0,0.0,0.0
838b52fffffffff,17.0,0.0,0.0,0.0
838b56fffffffff,78.0,0.0,0.0,2.0
