cell_id,Rupornis magnirostris,Rupornis magnirostris gracilis,Rupornis magnirostris [magnirostris Group],Rupornis magnirostris [pucherani Group]
834424fffffffff,67.0,0.0,0.0,0.0
834501fffffffff,452.0,0.0,7.0,0.0
834505fffffffff,785.0,0.0,38.0,0.0
834508fffffffff,806.0,0.0,50.0,0.0
834509fffffffff,1631.0,0.0,265.0,0.0
83450afffffffff,887.0,0.0,69.0,0.0
83450bfffffffff,623.0,0.0,66.0,0.0
83450cfffffffff,376.0,0.0,16.0,0.0
83450dfffffffff,684.0,0.0,213.0,0.0
83450efffffffff,812.0,0.0,63.0,0.0
834519fffffffff,3.0,0.0,0.0,0.0
834520fffffffff,1228.0,0.0,0.0,0.0
834521fffffffff,1142.0,0.0,5.0,0.0
834522fffffffff,1506.0,0.0,0.0,0.0
834523fffffffff,2492.0,0.0,103.0,0.0
834524fffffffff,549.0,0.0,0.0,0.0
834525fffffffff,432.0,0.0,0.0,0.0
834526fffffffff,1529.0,0.0,0.0,0.0
834528fffffffff,1001.0,0.0,59.0,0.0
834529fffffffff,59.0,0.0,4.0,0.0
83452afffffffff,5489.0,0.0,270.0,0.0
83452bfffffffff,451.0,0.0,42.0,0.0
83452cfffffffff,2123.0,0.0,142.0,0.0
83452dfffffffff,178.0,0.0,13.0,0.0
83452efffffffff,8953.0,0.0,407.0,0.0
834530fffffffff,81.0,0.0,0.0,0.0
834531fffffffff,556.0,0.0,0.0,0.0
834532fffffffff,205.0,0.0,0.0,0.0
834534fffffffff,34.0,0.0,0.0,0.0
834535fffffffff,400.0,0.0,0.0,0.0
834536fffffffff,134.0,0.0,0.0,0.0
834564fffffffff,50.0,0.0,0.0,0.0
834569fffffffff,4.0,0.0,0.0,0.0
83456dfffffffff,38.0,0.0,0.0,0.0
834572fffffffff,327.0,0.0,66.0,0.0
834574fffffffff,44.0,0.0,0.0,0.0
834576fffffffff,114.0,0.0,5.0,0.0
834806fffffffff,1.0,0.0,0.0,0.0
834832fffffffff,2.0,0.0,0.0,0.0
834833fffffffff,4.0,0.0,0.0,0.0
8348a2fffffffff,6.0,0.0,0.0,0.0
8348b0fffffffff,1.0,0.0,1.0,0.0
8348b4fffffffff,12.0,0.0,0.0,0.0
8348b5fffffffff,98.0,0.0,0.0,0.0
834986fffffffff,2.0,0.0,0.0,0.0
834990fffffffff,87.0,0.0,11.0,0.0
834991fffffffff,19.0,0.0,0.0,0.0
834992fffffffff,121.0,0.0,13.0,0.0
