cell_id,Larus californicus,Larus californicus californicus,Larus californicus albertaensis
8312f2fffffffff,4.0,0.0,0.0
8312f3fffffffff,1.0,0.0,0.0
8312f6fffffffff,62.0,0.0,0.0
831352fffffffff,145.0,0.0,0.0
831390fffffffff,2.0,0.0,0.0
831391fffffffff,31.0,0.0,0.0
831393fffffffff,15.0,0.0,0.0
83139efffffffff,194.0,0.0,0.0
831d24fffffffff,43.0,0.0,0.0
831d25fffffffff,2.0,0.0,0.0
831d64fffffffff,5.0,0.0,0.0
831d66fffffffff,2.0,0.0,0.0
832600fffffffff,2.0,0.0,0.0
832601fffffffff,2.0,0.0,0.0
832602fffffffff,6.0,0.0,0.0
832603fffffffff,5.0,0.0,0.0
832604fffffffff,11.0,0.0,0.0
832615fffffffff,3.0,0.0,0.0
832616fffffffff,29.0,0.0,0.0
832622fffffffff,14.0,0.0,0.0
832626fffffffff,14.0,0.0,0.0
832630fffffffff,27.0,0.0,0.0
832631fffffffff,6.0,0.0,0.0
832632fffffffff,4.0,0.0,0.0
832633fffffffff,133.0,0.0,0.0
832634fffffffff,558.0,0.0,0.0
832635fffffffff,8.0,0.0,0.0
832636fffffffff,93.0,0.0,0.0
832680fffffffff,1578.0,0.0,0.0
832681fffffffff,1295.0,0.0,0.0
832682fffffffff,4.0,0.0,0.0
832683fffffffff,2.0,0.0,0.0
832684fffffffff,115.0,0.0,0.0
832685fffffffff,1886.0,0.0,0.0
832686fffffffff,5.0,2.0,0.0
832688fffffffff,2200.0,0.0,0.0
832689fffffffff,100.0,0.0,0.0
83268afffffffff,98.0,0.0,0.0
83268bfffffffff,88.0,0.0,0.0
83268cfffffffff,5117.0,0.0,0.0
83268dfffffffff,347.0,0.0,0.0
83268efffffffff,978.0,0.0,0.0
832690fffffffff,846.0,0.0,0.0
832691fffffffff,5.0,0.0,0.0
832692fffffffff,691.0,0.0,0.0
832693fffffffff,34.0,0.0,0.0
832694fffffffff,958.0,1.0,0.0
832695fffffffff,40.0,0.0,0.0
832696fffffffff,18527.0,0.0,0.0
832698fffffffff,147.0,0.0,0.0
832699fffffffff,65.0,0.0,0.0
83269afffffffff,5.0,0.0,0.0
83269bfffffffff,85.0,0.0,0.0
83269cfffffffff,642.0,0.0,0.0
83269dfffffffff,335.0,0.0,0.0
83269efffffffff,16.0,0.0,0.0
8326a0fffffffff,6.0,0.0,0.0
8326a1fffffffff,13.0,0.0,0.0
8326a2fffffffff,217.0,0.0,0.0
8326a3fffffffff,13.0,0.0,0.0
8326a4fffffffff,48.0,0.0,0.0
8326a5fffffffff,16.0,0.0,0.0
8326a8fffffffff,921.0,0.0,0.0
8326a9fffffffff,10.0,0.0,0.0
8326aafffffffff,4615.0,0.0,0.0
8326acfffffffff,14.0,0.0,0.0
8326adfffffffff,51.0,0.0,0.0
8326aefffffffff,173.0,0.0,0.0
8326b0fffffffff,59.0,0.0,0.0
8326b1fffffffff,2.0,0.0,0.0
8326b2fffffffff,85.0,0.0,0.0
8326b3fffffffff,84.0,0.0,0.0
8326b4fffffffff,1.0,0.0,0.0
8326b5fffffffff,127.0,0.0,0.0
8326b6fffffffff,164.0,0.0,0.0
8326d2fffffffff,1.0,0.0,0.0
8326f2fffffffff,295.0,0.0,0.0
8326f6fffffffff,6.0,0.0,0.0
832702fffffffff,25.0,0.0,0.0
832710fffffffff,2.0,0.0,0.0
832711fffffffff,125.0,0.0,0.0
832712fffffffff,3.0,0.0,0.0
832713fffffffff,77.0,0.0,0.0
832715fffffffff,4.0,0.0,0.0
832716fffffffff,4.0,0.0,0.0
832718fffffffff,11.0,0.0,0.0
832719fffffffff,10.0,0.0,0.0
83271afffffffff,33.0,0.0,0.0
83271bfffffffff,49.0,0.0,0.0
83271cfffffffff,8.0,0.0,0.0
83271efffffffff,1.0,0.0,0.0
832780fffffffff,143.0,0.0,0.0
832781fffffffff,4.0,0.0,0.0
832782fffffffff,30.0,0.0,0.0
832783fffffffff,5.0,0.0,0.0
832784fffffffff,13.0,0.0,0.0
832785fffffffff,204.0,0.0,0.0
832786fffffffff,551.0,0.0,0.0
832788fffffffff,16.0,0.0,0.0
83278bfffffffff,85.0,0.0,0.0
83278cfffffffff,18.0,0.0,0.0
83278dfffffffff,2.0,0.0,0.0
832790fffffffff,281.0,0.0,0.0
832791fffffffff,76.0,0.0,0.0
832792fffffffff,1029.0,0.0,0.0
832793fffffffff,73.0,0.0,0.0
832794fffffffff,57.0,0.0,0.0
832795fffffffff,17.0,0.0,0.0
832796fffffffff,595.0,0.0,0.0
832798fffffffff,1.0,0.0,0.0
832799fffffffff,27.0,0.0,0.0
83279afffffffff,45.0,0.0,0.0
83279bfffffffff,2.0,0.0,0.0
83279cfffffffff,6.0,0.0,0.0
83279efffffffff,315.0,0.0,0.0
8327a0fffffffff,294.0,0.0,0.0
8327a1fffffffff,9.0,0.0,0.0
8327a2fffffffff,281.0,0.0,0.0
8327a3fffffffff,20.0,0.0,0.0
8327a4fffffffff,162.0,0.0,0.0
8327a5fffffffff,10.0,0.0,0.0
8327a6fffffffff,43.0,0.0,0.0
8327a8fffffffff,205.0,0.0,0.0
8327a9fffffffff,352.0,0.0,0.0
8327aafffffffff,68.0,0.0,0.0
8327abfffffffff,66.0,0.0,0.0
8327acfffffffff,15.0,0.0,0.0
8327adfffffffff,26.0,0.0,0.0
8327aefffffffff,121.0,0.0,0.0
8327b0fffffffff,23.0,0.0,0.0
8327b1fffffffff,58.0,0.0,0.0
8327b2fffffffff,297.0,0.0,0.0
8327b3fffffffff,39.0,0.0,0.0
8327b4fffffffff,4.0,0.0,0.0
8327b5fffffffff,49.0,0.0,0.0
8327b6fffffffff,212.0,0.0,0.0
832800fffffffff,550.0,0.0,0.0
832802fffffffff,4444.0,0.0,0.0
832803fffffffff,751.0,0.0,0.0
832804fffffffff,264.0,4.0,0.0
832806fffffffff,2245.0,33.0,0.0
832810fffffffff,184.0,0.0,0.0
832811fffffffff,435.0,0.0,0.0
832812fffffffff,218.0,0.0,0.0
832813fffffffff,1261.0,0.0,0.0
832814fffffffff,776.0,0.0,0.0
832815fffffffff,296.0,0.0,0.0
832816fffffffff,223.0,0.0,0.0
832818fffffffff,306.0,0.0,0.0
832819fffffffff,1889.0,0.0,0.0
83281afffffffff,154.0,5.0,0.0
83281bfffffffff,3672.0,285.0,0.0
83281cfffffffff,1755.0,0.0,0.0
83281dfffffffff,500.0,0.0,0.0
83281efffffffff,457.0,0.0,0.0
832822fffffffff,61.0,0.0,0.0
832830fffffffff,33312.0,74.0,0.0
832831fffffffff,5587.0,155.0,0.0
832832fffffffff,10290.0,5.0,0.0
832833fffffffff,1463.0,0.0,0.0
832834fffffffff,70340.0,0.0,0.0
832835fffffffff,18331.0,496.0,0.0
832836fffffffff,1977.0,0.0,0.0
832880fffffffff,144.0,0.0,0.0
832881fffffffff,282.0,0.0,0.0
832882fffffffff,1.0,0.0,0.0
832883fffffffff,25.0,0.0,0.0
832884fffffffff,4842.0,40.0,0.0
832885fffffffff,490.0,7.0,0.0
832886fffffffff,11.0,0.0,0.0
832888fffffffff,2536.0,0.0,0.0
832889fffffffff,536.0,0.0,0.0
83288afffffffff,442.0,0.0,0.0
83288bfffffffff,1440.0,0.0,0.0
83288cfffffffff,140.0,0.0,0.0
83288dfffffffff,1234.0,0.0,0.0
83288efffffffff,253.0,0.0,0.0
832890fffffffff,577.0,0.0,0.0
832891fffffffff,32.0,0.0,0.0
832892fffffffff,12.0,0.0,0.0
832893fffffffff,716.0,0.0,0.0
832894fffffffff,441.0,0.0,0.0
832895fffffffff,15.0,0.0,0.0
832896fffffffff,441.0,0.0,0.0
832898fffffffff,86.0,0.0,0.0
832899fffffffff,113.0,0.0,0.0
83289afffffffff,259.0,0.0,0.0
83289bfffffffff,324.0,0.0,0.0
83289dfffffffff,121.0,0.0,0.0
83289efffffffff,368.0,0.0,0.0
8328a1fffffffff,14.0,0.0,0.0
8328a2fffffffff,34.0,0.0,0.0
8328a3fffffffff,45.0,0.0,0.0
8328a4fffffffff,6.0,0.0,0.0
8328a5fffffffff,2.0,0.0,0.0
8328a6fffffffff,55.0,0.0,0.0
8328a8fffffffff,30.0,0.0,0.0
8328a9fffffffff,426.0,0.0,0.0
8328aafffffffff,19.0,0.0,0.0
8328abfffffffff,2.0,0.0,0.0
8328acfffffffff,231.0,0.0,0.0
8328adfffffffff,658.0,0.0,0.0
8328aefffffffff,1451.0,0.0,0.0
8328b0fffffffff,356.0,0.0,0.0
8328b1fffffffff,1158.0,0.0,0.0
8328b2fffffffff,431.0,0.0,0.0
8328b3fffffffff,41.0,2.0,0.0
8328b4fffffffff,32.0,0.0,0.0
8328b5fffffffff,28.0,0.0,0.0
8328b6fffffffff,4070.0,0.0,0.0
8328c0fffffffff,904.0,0.0,0.0
8328c2fffffffff,1800.0,0.0,0.0
8328c3fffffffff,162.0,0.0,0.0
8328c4fffffffff,195.0,0.0,0.0
8328c6fffffffff,11720.0,0.0,0.0
8328cafffffffff,95.0,0.0,0.0
8328cbfffffffff,18.0,0.0,0.0
8328cefffffffff,185.0,0.0,0.0
8328d0fffffffff,465.0,0.0,0.0
8328d1fffffffff,14650.0,0.0,0.0
8328d2fffffffff,44.0,0.0,0.0
8328d3fffffffff,161.0,0.0,0.0
8328d4fffffffff,54.0,0.0,0.0
8328d5fffffffff,11060.0,0.0,0.0
8328d6fffffffff,697.0,0.0,0.0
8328d8fffffffff,2925.0,0.0,0.0
8328d9fffffffff,359.0,0.0,0.0
8328dafffffffff,16.0,0.0,0.0
8328dbfffffffff,32.0,0.0,0.0
8328dcfffffffff,4146.0,0.0,0.0
8328ddfffffffff,1495.0,0.0,0.0
8328defffffffff,3688.0,0.0,0.0
8328e2fffffffff,266.0,0.0,0.0
8328e4fffffffff,2.0,0.0,0.0
8328e6fffffffff,1435.0,0.0,0.0
8328f0fffffffff,4284.0,0.0,0.0
8328f1fffffffff,4314.0,0.0,0.0
8328f2fffffffff,956.0,0.0,0.0
8328f3fffffffff,274.0,0.0,0.0
8328f4fffffffff,625.0,0.0,0.0
8328f5fffffffff,8230.0,0.0,0.0
8328f6fffffffff,1181.0,0.0,0.0
832910fffffffff,6.0,0.0,0.0
832912fffffffff,8779.0,0.0,0.0
832913fffffffff,934.0,0.0,0.0
832916fffffffff,76.0,0.0,0.0
83291afffffffff,2392.0,0.0,0.0
83291bfffffffff,334.0,0.0,0.0
83291efffffffff,60.0,0.0,0.0
832980fffffffff,110.0,0.0,0.0
832981fffffffff,14.0,0.0,0.0
832982fffffffff,56.0,0.0,0.0
832983fffffffff,4.0,0.0,0.0
832984fffffffff,73.0,0.0,0.0
832985fffffffff,258.0,0.0,0.0
832986fffffffff,1334.0,0.0,0.0
832988fffffffff,299.0,0.0,0.0
832989fffffffff,4131.0,0.0,0.0
83298afffffffff,2.0,0.0,0.0
83298bfffffffff,263.0,0.0,0.0
83298cfffffffff,5412.0,0.0,0.0
83298dfffffffff,1366.0,0.0,0.0
83298efffffffff,5.0,0.0,0.0
832990fffffffff,69.0,0.0,0.0
832991fffffffff,17.0,0.0,0.0
832992fffffffff,21.0,0.0,0.0
832993fffffffff,119.0,0.0,0.0
832994fffffffff,2.0,0.0,0.0
832995fffffffff,299.0,0.0,0.0
832996fffffffff,39.0,0.0,0.0
832998fffffffff,29.0,0.0,0.0
832999fffffffff,196.0,0.0,0.0
83299afffffffff,42.0,0.0,0.0
83299bfffffffff,80.0,0.0,0.0
83299efffffffff,24.0,0.0,0.0
8329a0fffffffff,5032.0,12.0,0.0
8329a1fffffffff,13670.0,0.0,0.0
8329a2fffffffff,26.0,0.0,0.0
8329a3fffffffff,367.0,0.0,0.0
8329a4fffffffff,16867.0,0.0,0.0
8329a5fffffffff,15640.0,0.0,0.0
8329a6fffffffff,6028.0,2.0,0.0
8329a8fffffffff,958.0,0.0,0.0
8329a9fffffffff,852.0,0.0,0.0
8329aafffffffff,1549.0,0.0,0.0
8329abfffffffff,917.0,0.0,0.0
8329acfffffffff,787.0,0.0,0.0
8329adfffffffff,6191.0,0.0,0.0
8329aefffffffff,731.0,0.0,0.0
8329b0fffffffff,757.0,0.0,0.0
8329b1fffffffff,183.0,0.0,0.0
8329b2fffffffff,155.0,0.0,0.0
8329b3fffffffff,2.0,0.0,0.0
8329b4fffffffff,1.0,0.0,0.0
8329b5fffffffff,293.0,0.0,0.0
8329b6fffffffff,82.0,0.0,0.0
834801fffffffff,6.0,0.0,0.0
834802fffffffff,3.0,0.0,0.0
834805fffffffff,50.0,0.0,0.0
834808fffffffff,6.0,0.0,0.0
834809fffffffff,115.0,0.0,0.0
83480bfffffffff,54.0,0.0,0.0
83480dfffffffff,45.0,0.0,0.0
83480efffffffff,34.0,0.0,0.0
834823fffffffff,529.0,0.0,0.0
834828fffffffff,22.0,0.0,0.0
834829fffffffff,86.0,0.0,0.0
83482afffffffff,230.0,0.0,0.0
83482bfffffffff,44.0,0.0,0.0
83482efffffffff,141.0,0.0,0.0
834830fffffffff,19.0,0.0,0.0
834832fffffffff,8.0,0.0,0.0
834833fffffffff,130.0,0.0,0.0
834836fffffffff,210.0,0.0,0.0
834840fffffffff,6.0,0.0,0.0
834842fffffffff,7.0,0.0,0.0
834843fffffffff,151.0,0.0,0.0
834844fffffffff,2.0,0.0,0.0
834846fffffffff,72.0,0.0,0.0
834848fffffffff,3.0,0.0,0.0
83484afffffffff,1068.0,0.0,0.0
83484bfffffffff,21.0,0.0,0.0
83484efffffffff,1.0,0.0,0.0
834850fffffffff,31.0,0.0,0.0
834851fffffffff,12.0,0.0,0.0
834853fffffffff,2.0,0.0,0.0
834854fffffffff,18.0,0.0,0.0
834855fffffffff,16.0,0.0,0.0
834856fffffffff,252.0,0.0,0.0
834858fffffffff,103.0,0.0,0.0
834859fffffffff,97.0,0.0,0.0
83485bfffffffff,520.0,0.0,0.0
83485cfffffffff,121.0,0.0,0.0
83485dfffffffff,34.0,0.0,0.0
83485efffffffff,321.0,0.0,0.0
83486afffffffff,4.0,0.0,0.0
834870fffffffff,17.0,0.0,0.0
834871fffffffff,48.0,0.0,0.0
834872fffffffff,72.0,0.0,0.0
834873fffffffff,160.0,0.0,0.0
834876fffffffff,4.0,0.0,0.0
8348c0fffffffff,95.0,0.0,0.0
8348c2fffffffff,89.0,0.0,0.0
8348c3fffffffff,5.0,0.0,0.0
8348c6fffffffff,35.0,0.0,0.0
8348c8fffffffff,5.0,0.0,0.0
8348c9fffffffff,10.0,0.0,0.0
8348cafffffffff,5.0,0.0,0.0
8348cbfffffffff,7.0,0.0,0.0
8348ccfffffffff,9.0,0.0,0.0
8348cdfffffffff,38.0,0.0,0.0
8348cefffffffff,2.0,0.0,0.0
8348d0fffffffff,30.0,0.0,0.0
8348d2fffffffff,1.0,0.0,0.0
8348d4fffffffff,2.0,0.0,0.0
8348d8fffffffff,106.0,0.0,0.0
8348dafffffffff,95.0,0.0,0.0
8348dbfffffffff,73.0,0.0,0.0
8348ddfffffffff,2.0,0.0,0.0
8348defffffffff,3.0,0.0,0.0
8348e9fffffffff,33.0,0.0,0.0
8348eafffffffff,52.0,0.0,0.0
8348ebfffffffff,45.0,0.0,0.0
8349a8fffffffff,18.0,0.0,0.0
8349a9fffffffff,41.0,1.0,0.0
