cell_id,Accipiter striatus,Accipiter striatus [striatus Group],Accipiter striatus [velox Group],Accipiter striatus madrensis,Accipiter striatus chionogaster,Accipiter striatus ventralis,Accipiter striatus erythronemius
830d4dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830d4efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830d52fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830d56fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d58fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
830d59fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5afffffffff,94.0,0.0,8.0,0.0,0.0,0.0,0.0
830d5bfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5efffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
830d60fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830d61fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830d66fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830d6afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830d6cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830e45fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e48fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,561.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4afffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,336.0,0.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
830e6afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830e89fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830e9afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec2fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec8fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,22.0,0.0,4.0,0.0,0.0,0.0,0.0
830ecafffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830ecbfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0
830ecdfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830ed4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830ed5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830ed9fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
830ee8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,391.0,0.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830eedfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830ef3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830f4bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83120afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83120bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831213fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831214fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831215fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831216fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831218fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
831219fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83121afffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
83121bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83121efffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
831221fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831225fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831229fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831232fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831233fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831241fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831243fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
83124dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831250fffffffff,17.0,0.0,2.0,0.0,0.0,0.0,0.0
831251fffffffff,80.0,0.0,14.0,0.0,0.0,0.0,0.0
831252fffffffff,40.0,0.0,2.0,0.0,0.0,0.0,0.0
831253fffffffff,42.0,0.0,8.0,0.0,0.0,0.0,0.0
831254fffffffff,32.0,0.0,6.0,0.0,0.0,0.0,0.0
831255fffffffff,13.0,0.0,2.0,0.0,0.0,0.0,0.0
831256fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831258fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831259fffffffff,99.0,0.0,0.0,0.0,0.0,0.0,0.0
83125afffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
83125bfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83125dfffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
83125efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831263fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83126bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831272fffffffff,91.0,0.0,3.0,0.0,0.0,0.0,0.0
831275fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831280fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
831281fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831282fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831284fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0
831285fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831286fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
831288fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
83128bfffffffff,706.0,0.0,2.0,0.0,0.0,0.0,0.0
83128dfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
83128efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831290fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
831294fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
831298fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831299fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83129afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83129bfffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
83129cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8312a2fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8312a3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8312a8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8312a9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8312aafffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8312abfffffffff,212.0,0.0,0.0,0.0,0.0,0.0,0.0
8312adfffffffff,65.0,0.0,2.0,0.0,0.0,0.0,0.0
8312b0fffffffff,198.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b4fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b6fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c0fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c1fffffffff,325.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c2fffffffff,19.0,0.0,2.0,0.0,0.0,0.0,0.0
8312c3fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c4fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c5fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,106.0,0.0,3.0,0.0,0.0,0.0,0.0
8312c9fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,123.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cbfffffffff,163.0,0.0,0.0,0.0,0.0,0.0,0.0
8312ccfffffffff,1818.0,0.0,71.0,0.0,0.0,0.0,0.0
8312cdfffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cefffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d0fffffffff,63.0,0.0,8.0,0.0,0.0,0.0,0.0
8312d1fffffffff,521.0,0.0,33.0,0.0,0.0,0.0,0.0
8312d2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d3fffffffff,213.0,0.0,5.0,0.0,0.0,0.0,0.0
8312d4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d5fffffffff,8.0,0.0,2.0,0.0,0.0,0.0,0.0
8312d6fffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d8fffffffff,178.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0
8312dafffffffff,75.0,0.0,2.0,0.0,0.0,0.0,0.0
8312dbfffffffff,164.0,0.0,28.0,0.0,0.0,0.0,0.0
8312dcfffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,345.0,0.0,2.0,0.0,0.0,0.0,0.0
8312defffffffff,384.0,0.0,3.0,0.0,0.0,0.0,0.0
8312e1fffffffff,121.0,0.0,2.0,0.0,0.0,0.0,0.0
8312e2fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8312e3fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8312e5fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8312e8fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8312e9fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8312eafffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
8312ebfffffffff,12.0,0.0,2.0,0.0,0.0,0.0,0.0
8312ecfffffffff,415.0,0.0,7.0,0.0,0.0,0.0,0.0
8312edfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8312eefffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8312f0fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8312f1fffffffff,41.0,0.0,4.0,0.0,0.0,0.0,0.0
8312f2fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8312f3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8312f4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,124.0,0.0,2.0,0.0,0.0,0.0,0.0
83130bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831350fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831352fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
831380fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,1074.0,0.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0
831389fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83138afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83138cfffffffff,106.0,0.0,0.0,0.0,0.0,0.0,0.0
83138dfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831390fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831391fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831393fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
831394fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831395fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83139cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0
8313a3fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8313a6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8313a9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b2fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b3fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b6fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,273.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa2fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,281.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa4fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa6fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
831ab5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831b82fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b83fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831b92fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831b98fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
831b99fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9afffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
831bb0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831d24fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831d25fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832600fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
832601fffffffff,112.0,0.0,46.0,0.0,0.0,0.0,0.0
832602fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,66.0,0.0,11.0,0.0,0.0,0.0,0.0
832604fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
832605fffffffff,78.0,0.0,1.0,0.0,0.0,0.0,0.0
832606fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
832608fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
832609fffffffff,18.0,0.0,2.0,0.0,0.0,0.0,0.0
83260afffffffff,216.0,0.0,0.0,0.0,0.0,0.0,0.0
83260bfffffffff,152.0,0.0,11.0,0.0,0.0,0.0,0.0
83260cfffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0
83260dfffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,175.0,0.0,79.0,0.0,0.0,0.0,0.0
832610fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832611fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
832612fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832613fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832614fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832615fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
832616fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
832618fffffffff,62.0,0.0,10.0,0.0,0.0,0.0,0.0
832619fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
83261afffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
83261bfffffffff,41.0,0.0,2.0,0.0,0.0,0.0,0.0
83261cfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
83261dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83261efffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
832620fffffffff,120.0,0.0,5.0,0.0,0.0,0.0,0.0
832621fffffffff,268.0,0.0,2.0,0.0,0.0,0.0,0.0
832622fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
832623fffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0
832624fffffffff,332.0,0.0,13.0,0.0,0.0,0.0,0.0
832625fffffffff,190.0,0.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,263.0,0.0,10.0,0.0,0.0,0.0,0.0
832628fffffffff,55.0,0.0,4.0,0.0,0.0,0.0,0.0
832629fffffffff,133.0,0.0,1.0,0.0,0.0,0.0,0.0
83262afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,1200.0,0.0,31.0,0.0,0.0,0.0,0.0
83262dfffffffff,134.0,0.0,6.0,0.0,0.0,0.0,0.0
83262efffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0
832630fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
832631fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832633fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
832634fffffffff,93.0,0.0,4.0,0.0,0.0,0.0,0.0
832635fffffffff,31.0,0.0,1.0,0.0,0.0,0.0,0.0
832636fffffffff,34.0,0.0,3.0,0.0,0.0,0.0,0.0
832640fffffffff,260.0,0.0,2.0,0.0,0.0,0.0,0.0
832641fffffffff,167.0,0.0,22.0,0.0,0.0,0.0,0.0
832642fffffffff,140.0,0.0,3.0,0.0,0.0,0.0,0.0
832643fffffffff,198.0,0.0,0.0,0.0,0.0,0.0,0.0
832644fffffffff,35.0,0.0,2.0,0.0,0.0,0.0,0.0
832645fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,789.0,0.0,20.0,0.0,0.0,0.0,0.0
832648fffffffff,277.0,0.0,0.0,0.0,0.0,0.0,0.0
832649fffffffff,210.0,0.0,0.0,0.0,0.0,0.0,0.0
83264afffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
83264bfffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,159.0,0.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,326.0,0.0,0.0,0.0,0.0,0.0,0.0
83264efffffffff,165.0,0.0,0.0,0.0,0.0,0.0,0.0
832650fffffffff,81.0,0.0,2.0,0.0,0.0,0.0,0.0
832651fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,206.0,0.0,2.0,0.0,0.0,0.0,0.0
832653fffffffff,364.0,0.0,7.0,0.0,0.0,0.0,0.0
832654fffffffff,186.0,0.0,0.0,0.0,0.0,0.0,0.0
832655fffffffff,671.0,0.0,1.0,0.0,0.0,0.0,0.0
832656fffffffff,661.0,0.0,3.0,0.0,0.0,0.0,0.0
832658fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,199.0,0.0,3.0,0.0,0.0,0.0,0.0
83265afffffffff,173.0,0.0,4.0,0.0,0.0,0.0,0.0
83265bfffffffff,240.0,0.0,0.0,0.0,0.0,0.0,0.0
83265cfffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
83265dfffffffff,110.0,0.0,2.0,0.0,0.0,0.0,0.0
83265efffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
832660fffffffff,96.0,0.0,1.0,0.0,0.0,0.0,0.0
832661fffffffff,245.0,0.0,3.0,0.0,0.0,0.0,0.0
832662fffffffff,204.0,0.0,3.0,0.0,0.0,0.0,0.0
832663fffffffff,114.0,0.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,1955.0,0.0,76.0,0.0,0.0,0.0,0.0
832665fffffffff,132.0,0.0,2.0,0.0,0.0,0.0,0.0
832666fffffffff,394.0,0.0,11.0,0.0,0.0,0.0,0.0
832668fffffffff,211.0,0.0,0.0,0.0,0.0,0.0,0.0
832669fffffffff,66.0,0.0,2.0,0.0,0.0,0.0,0.0
83266afffffffff,146.0,0.0,3.0,0.0,0.0,0.0,0.0
83266bfffffffff,87.0,0.0,10.0,0.0,0.0,0.0,0.0
83266cfffffffff,274.0,0.0,0.0,0.0,0.0,0.0,0.0
83266dfffffffff,307.0,0.0,7.0,0.0,0.0,0.0,0.0
83266efffffffff,235.0,0.0,2.0,0.0,0.0,0.0,0.0
832670fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,94.0,0.0,5.0,0.0,0.0,0.0,0.0
832672fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,118.0,0.0,14.0,0.0,0.0,0.0,0.0
832675fffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
832676fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,174.0,0.0,0.0,0.0,0.0,0.0,0.0
832681fffffffff,1570.0,0.0,0.0,0.0,0.0,0.0,0.0
832682fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
832683fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
832684fffffffff,33.0,0.0,2.0,0.0,0.0,0.0,0.0
832685fffffffff,256.0,0.0,0.0,0.0,0.0,0.0,0.0
832686fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832688fffffffff,986.0,0.0,0.0,0.0,0.0,0.0,0.0
832689fffffffff,130.0,0.0,0.0,0.0,0.0,0.0,0.0
83268afffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
83268bfffffffff,91.0,0.0,3.0,0.0,0.0,0.0,0.0
83268cfffffffff,1563.0,0.0,0.0,0.0,0.0,0.0,0.0
83268dfffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0
83268efffffffff,105.0,0.0,0.0,0.0,0.0,0.0,0.0
832690fffffffff,300.0,0.0,10.0,0.0,0.0,0.0,0.0
832691fffffffff,24.0,0.0,9.0,0.0,0.0,0.0,0.0
832692fffffffff,104.0,0.0,5.0,0.0,0.0,0.0,0.0
832693fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832694fffffffff,130.0,0.0,0.0,0.0,0.0,0.0,0.0
832695fffffffff,66.0,0.0,4.0,0.0,0.0,0.0,0.0
832696fffffffff,2511.0,0.0,1067.0,0.0,0.0,0.0,0.0
832698fffffffff,475.0,0.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,185.0,0.0,0.0,0.0,0.0,0.0,0.0
83269afffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,58.0,0.0,14.0,0.0,0.0,0.0,0.0
83269cfffffffff,728.0,0.0,0.0,0.0,0.0,0.0,0.0
83269dfffffffff,240.0,0.0,0.0,0.0,0.0,0.0,0.0
83269efffffffff,184.0,0.0,34.0,0.0,0.0,0.0,0.0
8326a0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326a1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8326a2fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
8326a3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8326a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326a5fffffffff,50.0,0.0,5.0,0.0,0.0,0.0,0.0
8326a6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326a8fffffffff,199.0,0.0,0.0,0.0,0.0,0.0,0.0
8326a9fffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0
8326aafffffffff,934.0,0.0,0.0,0.0,0.0,0.0,0.0
8326abfffffffff,193.0,0.0,0.0,0.0,0.0,0.0,0.0
8326acfffffffff,38.0,0.0,2.0,0.0,0.0,0.0,0.0
8326adfffffffff,47.0,0.0,11.0,0.0,0.0,0.0,0.0
8326aefffffffff,165.0,0.0,0.0,0.0,0.0,0.0,0.0
8326b0fffffffff,69.0,0.0,5.0,0.0,0.0,0.0,0.0
8326b1fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8326b2fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
8326b3fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
