cell_id,Falco columbarius,Falco columbarius [aesalon Group],Falco columbarius pallidus,Falco columbarius columbarius,Falco columbarius richardsonii,Falco columbarius suckleyi
8401351ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84024e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8407461ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84075d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8407733ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8408867ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8408d57ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84094b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840991bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8409a47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c427ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
840c5a1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,9.0,0.0,0.0,6.0,0.0,0.0
840c735ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,2.0,0.0,0.0,2.0,0.0,0.0
840c74dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cec9ffffffff,6.0,0.0,0.0,6.0,0.0,0.0
840d039ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840d667ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d753ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
840e45bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
