cell_id,Pellorneum rostratum,Pellorneum rostratum rostratum,Pellorneum rostratum macropterum
826507fffffffff,73.0,0.0,0.0
82651ffffffffff,33.0,0.0,0.0
826527fffffffff,1.0,0.0,0.0
82681ffffffffff,3.0,0.0,0.0
