cell_id,Vireo cassinii,Vireo cassinii cassinii,Vireo cassinii lucasanus
8412185ffffffff,3.0,0.0,0.0
8412805ffffffff,8.0,0.0,0.0
841280dffffffff,11.0,0.0,0.0
8412841ffffffff,1.0,0.0,0.0
8412847ffffffff,20.0,0.0,0.0
8412851ffffffff,8.0,0.0,0.0
841285bffffffff,2.0,0.0,0.0
8412887ffffffff,2.0,0.0,0.0
8412891ffffffff,13.0,0.0,0.0
8412893ffffffff,14.0,0.0,0.0
8412899ffffffff,5.0,0.0,0.0
841289bffffffff,23.0,0.0,0.0
84128b1ffffffff,3.0,0.0,0.0
84128bdffffffff,326.0,0.0,0.0
84128d3ffffffff,9.0,0.0,0.0
84128d9ffffffff,20.0,0.0,0.0
84128dbffffffff,31.0,0.0,0.0
84128e5ffffffff,2.0,0.0,0.0
84128e7ffffffff,9.0,0.0,0.0
84129d9ffffffff,2.0,0.0,0.0
8412a37ffffffff,9.0,0.0,0.0
8412a95ffffffff,2.0,0.0,0.0
8412a97ffffffff,17.0,0.0,0.0
8412a9dffffffff,2.0,0.0,0.0
8412aa3ffffffff,3.0,0.0,0.0
8412aa5ffffffff,1.0,0.0,0.0
8412ab1ffffffff,2.0,0.0,0.0
8412ab3ffffffff,178.0,0.0,0.0
8412ab7ffffffff,2.0,0.0,0.0
8412ad7ffffffff,29.0,0.0,0.0
8412c01ffffffff,22.0,0.0,0.0
8412c03ffffffff,21.0,0.0,0.0
8412c05ffffffff,8.0,0.0,0.0
8412c07ffffffff,24.0,0.0,0.0
8412c0dffffffff,10.0,0.0,0.0
8412c11ffffffff,48.0,0.0,0.0
8412c13ffffffff,12.0,0.0,0.0
8412c17ffffffff,3.0,0.0,0.0
8412c19ffffffff,2.0,0.0,0.0
8412c1bffffffff,15.0,0.0,0.0
8412c1dffffffff,70.0,2.0,0.0
8412c21ffffffff,63.0,0.0,0.0
8412c23ffffffff,7.0,0.0,0.0
8412c25ffffffff,26.0,0.0,0.0
8412c27ffffffff,4.0,0.0,0.0
8412c2dffffffff,3.0,0.0,0.0
8412c33ffffffff,51.0,0.0,0.0
8412c35ffffffff,8.0,0.0,0.0
8412c37ffffffff,3.0,0.0,0.0
8412c39ffffffff,10.0,0.0,0.0
8412c3bffffffff,68.0,0.0,0.0
8412c3dffffffff,2.0,0.0,0.0
8412c4dffffffff,1.0,0.0,0.0
8412c85ffffffff,92.0,0.0,0.0
8412c87ffffffff,20.0,0.0,0.0
8412c97ffffffff,4.0,0.0,0.0
8412ca1ffffffff,12.0,0.0,0.0
8412ca3ffffffff,113.0,0.0,0.0
8412ca5ffffffff,30.0,0.0,0.0
8412ca7ffffffff,14.0,0.0,0.0
8412ca9ffffffff,8.0,0.0,0.0
8412cabffffffff,70.0,0.0,0.0
8412cadffffffff,140.0,0.0,0.0
8412cb1ffffffff,24.0,0.0,0.0
8412cb5ffffffff,513.0,0.0,0.0
8412cb7ffffffff,8.0,0.0,0.0
8412cb9ffffffff,3.0,0.0,0.0
8412cbdffffffff,71.0,0.0,0.0
8412cc5ffffffff,5.0,0.0,0.0
8412ccdffffffff,48.0,0.0,0.0
8412ce1ffffffff,10.0,0.0,0.0
8412ce3ffffffff,22.0,0.0,0.0
8412ce5ffffffff,117.0,0.0,0.0
8412ce7ffffffff,16.0,0.0,0.0
8412ce9ffffffff,1.0,0.0,0.0
8412cedffffffff,3.0,0.0,0.0
8412d01ffffffff,24.0,0.0,0.0
8412d03ffffffff,55.0,0.0,0.0
8412d05ffffffff,3.0,0.0,0.0
8412d07ffffffff,13.0,0.0,0.0
8412d0bffffffff,27.0,0.0,0.0
8412d0dffffffff,4.0,0.0,0.0
8412d11ffffffff,79.0,0.0,0.0
8412d13ffffffff,2.0,0.0,0.0
8412d15ffffffff,10.0,0.0,0.0
8412d17ffffffff,251.0,0.0,0.0
8412d19ffffffff,121.0,0.0,0.0
8412d1bffffffff,2.0,0.0,0.0
8412d1dffffffff,4.0,0.0,0.0
8412d21ffffffff,2.0,0.0,0.0
8412d23ffffffff,10.0,0.0,0.0
8412d25ffffffff,9.0,0.0,0.0
8412d27ffffffff,106.0,0.0,0.0
8412d29ffffffff,6.0,0.0,0.0
8412d2bffffffff,8.0,0.0,0.0
8412d2dffffffff,2.0,0.0,0.0
8412d31ffffffff,7.0,0.0,0.0
8412d33ffffffff,131.0,0.0,0.0
8412d35ffffffff,9.0,0.0,0.0
8412d37ffffffff,31.0,0.0,0.0
8412d39ffffffff,6.0,0.0,0.0
8412d3bffffffff,254.0,0.0,0.0
8412d3dffffffff,63.0,0.0,0.0
8412d41ffffffff,18.0,0.0,0.0
8412d43ffffffff,2.0,0.0,0.0
8412d45ffffffff,3.0,0.0,0.0
8412d47ffffffff,3.0,0.0,0.0
8412d4bffffffff,5.0,0.0,0.0
8412d51ffffffff,4.0,0.0,0.0
8412d53ffffffff,1.0,0.0,0.0
8412d55ffffffff,5.0,0.0,0.0
8412d57ffffffff,23.0,0.0,0.0
8412d59ffffffff,4.0,0.0,0.0
8412d5bffffffff,10.0,0.0,0.0
8412d5dffffffff,28.0,0.0,0.0
8412d63ffffffff,42.0,0.0,0.0
8412d65ffffffff,2.0,0.0,0.0
8412d67ffffffff,52.0,0.0,0.0
8412d69ffffffff,12.0,0.0,0.0
8412d6bffffffff,15.0,0.0,0.0
8412d81ffffffff,136.0,0.0,0.0
8412d83ffffffff,23.0,0.0,0.0
8412d85ffffffff,37.0,0.0,0.0
8412d87ffffffff,147.0,0.0,0.0
8412d89ffffffff,86.0,0.0,0.0
8412d8bffffffff,28.0,0.0,0.0
8412d8dffffffff,52.0,0.0,0.0
8412d91ffffffff,45.0,0.0,0.0
8412d93ffffffff,11.0,0.0,0.0
8412d95ffffffff,146.0,0.0,0.0
8412d97ffffffff,58.0,0.0,0.0
8412d99ffffffff,25.0,0.0,0.0
8412d9bffffffff,13.0,0.0,0.0
8412d9dffffffff,102.0,0.0,0.0
8412da1ffffffff,84.0,0.0,0.0
8412da3ffffffff,17.0,0.0,0.0
8412da5ffffffff,233.0,0.0,0.0
8412da7ffffffff,20.0,0.0,0.0
8412da9ffffffff,27.0,0.0,0.0
8412dabffffffff,8.0,0.0,0.0
8412dadffffffff,139.0,0.0,0.0
8412db1ffffffff,74.0,0.0,0.0
8412db3ffffffff,80.0,0.0,0.0
8412db5ffffffff,44.0,0.0,0.0
8412db7ffffffff,7.0,0.0,0.0
8412db9ffffffff,100.0,0.0,0.0
8412dbbffffffff,15.0,0.0,0.0
8412dbdffffffff,25.0,0.0,0.0
8412dc1ffffffff,8.0,0.0,0.0
8412dc3ffffffff,217.0,0.0,0.0
8412dc5ffffffff,23.0,0.0,0.0
8412dc7ffffffff,27.0,0.0,0.0
8412dc9ffffffff,151.0,0.0,0.0
8412dcbffffffff,25.0,0.0,0.0
8412dcdffffffff,6.0,0.0,0.0
8412dd1ffffffff,4.0,0.0,0.0
8412dd3ffffffff,41.0,0.0,0.0
8412dd5ffffffff,8.0,0.0,0.0
8412dd7ffffffff,230.0,0.0,0.0
8412dd9ffffffff,61.0,0.0,0.0
8412ddbffffffff,792.0,0.0,0.0
8412dddffffffff,20.0,0.0,0.0
8412de1ffffffff,28.0,0.0,0.0
8412de3ffffffff,24.0,0.0,0.0
8412de5ffffffff,433.0,0.0,0.0
8412de7ffffffff,183.0,0.0,0.0
8412de9ffffffff,5.0,0.0,0.0
8412debffffffff,9.0,0.0,0.0
8412dedffffffff,21.0,0.0,0.0
8412ea5ffffffff,7.0,0.0,0.0
8412f11ffffffff,2.0,0.0,0.0
8412f13ffffffff,16.0,0.0,0.0
8412f15ffffffff,25.0,0.0,0.0
8412f21ffffffff,6.0,0.0,0.0
8412f27ffffffff,4.0,0.0,0.0
8412f29ffffffff,4.0,0.0,0.0
8412f2dffffffff,2.0,0.0,0.0
8412f33ffffffff,2.0,0.0,0.0
8412f37ffffffff,8.0,0.0,0.0
8412f61ffffffff,16.0,0.0,0.0
8412f63ffffffff,3.0,0.0,0.0
8412f65ffffffff,27.0,0.0,0.0
8412f67ffffffff,2.0,0.0,0.0
8412f69ffffffff,14.0,0.0,0.0
8412f6dffffffff,115.0,0.0,0.0
8426801ffffffff,3.0,0.0,0.0
8426803ffffffff,2.0,0.0,0.0
8426805ffffffff,2.0,0.0,0.0
842680bffffffff,2.0,0.0,0.0
842680dffffffff,2.0,0.0,0.0
8426811ffffffff,4.0,0.0,0.0
8426813ffffffff,13.0,0.0,0.0
8426819ffffffff,21.0,0.0,0.0
842681bffffffff,22.0,0.0,0.0
842681dffffffff,2.0,0.0,0.0
842682dffffffff,2.0,0.0,0.0
8426831ffffffff,2.0,0.0,0.0
8426833ffffffff,5.0,0.0,0.0
8426837ffffffff,2.0,0.0,0.0
8426853ffffffff,8.0,0.0,0.0
8426855ffffffff,2.0,0.0,0.0
8426881ffffffff,29.0,0.0,0.0
8426887ffffffff,1.0,0.0,0.0
8426889ffffffff,257.0,0.0,0.0
842688dffffffff,3.0,0.0,0.0
84268a3ffffffff,2.0,0.0,0.0
84268a5ffffffff,4.0,0.0,0.0
84268adffffffff,2.0,0.0,0.0
84268bbffffffff,4.0,0.0,0.0
84268c1ffffffff,7.0,0.0,0.0
84268c5ffffffff,18.0,0.0,0.0
84268c7ffffffff,36.0,0.0,0.0
84268cdffffffff,45.0,0.0,0.0
84268d3ffffffff,9.0,0.0,0.0
84268d5ffffffff,34.0,0.0,0.0
84268dbffffffff,3.0,0.0,0.0
84268e1ffffffff,8.0,0.0,0.0
8426905ffffffff,11.0,0.0,0.0
8426909ffffffff,3.0,0.0,0.0
842690dffffffff,2.0,0.0,0.0
842691bffffffff,4.0,0.0,0.0
842692bffffffff,1.0,0.0,0.0
