cell_id,Vireo cassinii,Vireo cassinii cassinii,Vireo cassinii lucasanus
8426939ffffffff,3.0,0.0,0.0
8426945ffffffff,2.0,0.0,0.0
8426953ffffffff,2.0,0.0,0.0
842695bffffffff,2.0,0.0,0.0
8426961ffffffff,221.0,0.0,0.0
8426963ffffffff,41.0,0.0,0.0
8426967ffffffff,8.0,0.0,0.0
8426969ffffffff,57.0,0.0,0.0
842696bffffffff,36.0,0.0,0.0
8426981ffffffff,1.0,0.0,0.0
8426983ffffffff,1.0,0.0,0.0
8426985ffffffff,1.0,0.0,0.0
8426987ffffffff,21.0,0.0,0.0
8426989ffffffff,5.0,0.0,0.0
842698bffffffff,6.0,0.0,0.0
842698dffffffff,4.0,0.0,0.0
8426995ffffffff,30.0,0.0,0.0
842699dffffffff,1.0,0.0,0.0
84269a1ffffffff,2.0,0.0,0.0
84269a9ffffffff,9.0,0.0,0.0
84269adffffffff,2.0,0.0,0.0
84269b5ffffffff,1.0,0.0,0.0
84269bbffffffff,2.0,0.0,0.0
84269c1ffffffff,15.0,0.0,0.0
84269c5ffffffff,13.0,0.0,0.0
84269cbffffffff,25.0,0.0,0.0
84269cdffffffff,21.0,0.0,0.0
84269d5ffffffff,7.0,0.0,0.0
84269e1ffffffff,8.0,0.0,0.0
84269e9ffffffff,3.0,0.0,0.0
84269ebffffffff,5.0,0.0,0.0
8426a83ffffffff,5.0,0.0,0.0
8426a87ffffffff,92.0,0.0,0.0
8426a8bffffffff,3.0,0.0,0.0
8426a95ffffffff,13.0,0.0,0.0
8426a97ffffffff,13.0,0.0,0.0
8426a9dffffffff,7.0,0.0,0.0
8426aa5ffffffff,6.0,0.0,0.0
8426aa7ffffffff,44.0,0.0,0.0
8426aa9ffffffff,81.0,0.0,0.0
8426aabffffffff,11.0,0.0,0.0
8426aadffffffff,17.0,0.0,0.0
8426ab3ffffffff,17.0,0.0,0.0
8426ab5ffffffff,14.0,0.0,0.0
8426ab7ffffffff,34.0,0.0,0.0
8426ab9ffffffff,4.0,0.0,0.0
8426abbffffffff,2.0,0.0,0.0
8426ac5ffffffff,11.0,0.0,0.0
8426ad7ffffffff,3.0,0.0,0.0
8426ae3ffffffff,17.0,0.0,0.0
8426b6dffffffff,3.0,0.0,0.0
8426d35ffffffff,20.0,0.0,0.0
8426d45ffffffff,2.0,0.0,0.0
8426d49ffffffff,1.0,0.0,0.0
8426d67ffffffff,4.0,0.0,0.0
8426d6bffffffff,11.0,0.0,0.0
8426f25ffffffff,43.0,0.0,0.0
8426f27ffffffff,9.0,0.0,0.0
8426f2dffffffff,20.0,0.0,0.0
8427907ffffffff,2.0,0.0,0.0
8427921ffffffff,2.0,0.0,0.0
8427923ffffffff,19.0,0.0,0.0
8427925ffffffff,16.0,0.0,0.0
8427927ffffffff,151.0,0.0,0.0
842792bffffffff,19.0,0.0,0.0
842792dffffffff,5.0,0.0,0.0
8427933ffffffff,3.0,0.0,0.0
842794bffffffff,1.0,0.0,0.0
8427965ffffffff,9.0,0.0,0.0
8428005ffffffff,44.0,0.0,0.0
8428007ffffffff,4.0,0.0,0.0
8428021ffffffff,519.0,0.0,0.0
8428023ffffffff,663.0,0.0,0.0
8428025ffffffff,49.0,0.0,0.0
8428027ffffffff,72.0,0.0,0.0
8428029ffffffff,38.0,0.0,0.0
842802bffffffff,115.0,0.0,0.0
842802dffffffff,39.0,0.0,0.0
8428035ffffffff,11.0,0.0,0.0
8428061ffffffff,88.0,0.0,0.0
8428063ffffffff,162.0,0.0,0.0
8428065ffffffff,54.0,0.0,0.0
8428067ffffffff,99.0,0.0,0.0
8428069ffffffff,11.0,0.0,0.0
842806bffffffff,9.0,0.0,0.0
842806dffffffff,423.0,0.0,0.0
8428101ffffffff,4.0,0.0,0.0
8428103ffffffff,57.0,0.0,0.0
8428105ffffffff,4.0,0.0,0.0
8428107ffffffff,9.0,0.0,0.0
8428109ffffffff,81.0,0.0,0.0
842810bffffffff,103.0,0.0,0.0
842810dffffffff,29.0,0.0,0.0
8428111ffffffff,739.0,0.0,0.0
8428113ffffffff,56.0,0.0,0.0
8428115ffffffff,27.0,0.0,0.0
8428117ffffffff,47.0,0.0,0.0
8428119ffffffff,29.0,0.0,0.0
842811bffffffff,26.0,0.0,0.0
842811dffffffff,110.0,0.0,0.0
8428123ffffffff,117.0,0.0,0.0
8428129ffffffff,9.0,0.0,0.0
842812bffffffff,43.0,0.0,0.0
8428133ffffffff,8.0,0.0,0.0
8428135ffffffff,4.0,0.0,0.0
8428137ffffffff,20.0,0.0,0.0
8428139ffffffff,12.0,0.0,0.0
842813bffffffff,17.0,0.0,0.0
842813dffffffff,4.0,0.0,0.0
8428141ffffffff,299.0,0.0,0.0
8428143ffffffff,313.0,0.0,0.0
8428145ffffffff,99.0,0.0,0.0
8428147ffffffff,126.0,0.0,0.0
8428149ffffffff,311.0,0.0,0.0
842814bffffffff,84.0,0.0,0.0
842814dffffffff,855.0,0.0,0.0
8428153ffffffff,56.0,0.0,0.0
8428155ffffffff,91.0,0.0,0.0
8428157ffffffff,4.0,0.0,0.0
8428159ffffffff,6.0,0.0,0.0
842815bffffffff,2.0,0.0,0.0
842815dffffffff,13.0,0.0,0.0
8428161ffffffff,1.0,0.0,0.0
8428165ffffffff,1.0,0.0,0.0
8428169ffffffff,2.0,0.0,0.0
842816bffffffff,29.0,0.0,0.0
8428181ffffffff,8.0,0.0,0.0
8428183ffffffff,39.0,0.0,0.0
8428185ffffffff,6.0,0.0,0.0
8428187ffffffff,9.0,0.0,0.0
8428189ffffffff,51.0,0.0,0.0
842818bffffffff,11.0,0.0,0.0
842818dffffffff,62.0,0.0,0.0
842819dffffffff,6.0,0.0,0.0
84281a1ffffffff,13.0,0.0,0.0
84281a3ffffffff,22.0,0.0,0.0
84281a5ffffffff,66.0,0.0,0.0
84281a7ffffffff,35.0,0.0,0.0
84281a9ffffffff,6.0,0.0,0.0
84281abffffffff,8.0,0.0,0.0
84281adffffffff,39.0,0.0,0.0
84281b3ffffffff,4.0,0.0,0.0
84281b5ffffffff,349.0,0.0,0.0
84281b7ffffffff,5.0,0.0,0.0
84281b9ffffffff,4.0,0.0,0.0
84281bbffffffff,2.0,0.0,0.0
84281c1ffffffff,4.0,0.0,0.0
84281c3ffffffff,25.0,0.0,0.0
84281c5ffffffff,24.0,0.0,0.0
84281c7ffffffff,72.0,0.0,0.0
84281c9ffffffff,46.0,0.0,0.0
84281cbffffffff,28.0,0.0,0.0
84281cdffffffff,1.0,0.0,0.0
84281d5ffffffff,10.0,0.0,0.0
84281e1ffffffff,115.0,0.0,0.0
84281e3ffffffff,29.0,0.0,0.0
84281e5ffffffff,375.0,0.0,0.0
84281e7ffffffff,43.0,0.0,0.0
84281e9ffffffff,604.0,0.0,0.0
84281ebffffffff,195.0,0.0,0.0
84281edffffffff,89.0,0.0,0.0
8428301ffffffff,109.0,0.0,0.0
8428303ffffffff,527.0,2.0,0.0
8428305ffffffff,108.0,0.0,0.0
8428307ffffffff,261.0,0.0,0.0
8428309ffffffff,386.0,0.0,0.0
842830bffffffff,276.0,0.0,0.0
842830dffffffff,443.0,0.0,0.0
8428311ffffffff,88.0,5.0,0.0
8428313ffffffff,7.0,0.0,0.0
8428315ffffffff,245.0,0.0,0.0
8428317ffffffff,73.0,0.0,0.0
842831dffffffff,125.0,3.0,0.0
8428321ffffffff,164.0,0.0,0.0
8428323ffffffff,57.0,0.0,0.0
8428325ffffffff,588.0,0.0,0.0
8428327ffffffff,1434.0,0.0,0.0
8428329ffffffff,29.0,0.0,0.0
842832bffffffff,220.0,0.0,0.0
842832dffffffff,62.0,0.0,0.0
8428331ffffffff,3.0,0.0,0.0
8428333ffffffff,36.0,0.0,0.0
8428335ffffffff,6.0,0.0,0.0
8428337ffffffff,25.0,0.0,0.0
8428339ffffffff,53.0,0.0,0.0
842833bffffffff,136.0,0.0,0.0
842833dffffffff,2.0,0.0,0.0
8428341ffffffff,511.0,0.0,0.0
8428345ffffffff,317.0,0.0,0.0
8428347ffffffff,266.0,0.0,0.0
842834dffffffff,82.0,0.0,0.0
8428355ffffffff,198.0,0.0,0.0
8428357ffffffff,101.0,0.0,0.0
8428361ffffffff,22.0,0.0,0.0
8428365ffffffff,20.0,0.0,0.0
8428367ffffffff,3.0,0.0,0.0
8428369ffffffff,5.0,0.0,0.0
842836bffffffff,66.0,0.0,0.0
842836dffffffff,1.0,0.0,0.0
8428801ffffffff,83.0,0.0,0.0
8428803ffffffff,8.0,0.0,0.0
8428805ffffffff,7.0,0.0,0.0
8428807ffffffff,11.0,0.0,0.0
8428809ffffffff,28.0,0.0,0.0
842880bffffffff,6.0,0.0,0.0
842880dffffffff,59.0,0.0,0.0
8428811ffffffff,42.0,0.0,0.0
8428813ffffffff,95.0,12.0,0.0
8428815ffffffff,17.0,0.0,0.0
8428817ffffffff,109.0,0.0,0.0
8428819ffffffff,14.0,0.0,0.0
842881bffffffff,29.0,0.0,0.0
842881dffffffff,11.0,0.0,0.0
8428825ffffffff,2.0,0.0,0.0
842882bffffffff,1.0,0.0,0.0
842882dffffffff,2.0,0.0,0.0
8428831ffffffff,2.0,0.0,0.0
8428833ffffffff,12.0,0.0,0.0
8428835ffffffff,7.0,0.0,0.0
8428839ffffffff,141.0,0.0,0.0
842883bffffffff,30.0,0.0,0.0
8428841ffffffff,75.0,0.0,0.0
8428843ffffffff,106.0,0.0,0.0
8428845ffffffff,6.0,0.0,0.0
8428847ffffffff,1889.0,0.0,0.0
8428849ffffffff,2.0,0.0,0.0
8428851ffffffff,2.0,0.0,0.0
8428855ffffffff,6.0,0.0,0.0
842885bffffffff,15.0,0.0,0.0
8428861ffffffff,6.0,0.0,0.0
8428863ffffffff,7.0,0.0,0.0
8428865ffffffff,4.0,0.0,0.0
8428869ffffffff,1.0,0.0,0.0
842886bffffffff,2.0,0.0,0.0
842886dffffffff,26.0,0.0,0.0
8428881ffffffff,2.0,0.0,0.0
8428885ffffffff,43.0,0.0,0.0
8428887ffffffff,113.0,0.0,0.0
8428889ffffffff,6.0,0.0,0.0
842888bffffffff,29.0,0.0,0.0
842888dffffffff,132.0,0.0,0.0
8428891ffffffff,30.0,0.0,0.0
8428893ffffffff,143.0,0.0,0.0
8428895ffffffff,27.0,0.0,0.0
8428897ffffffff,11.0,0.0,0.0
8428899ffffffff,6.0,0.0,0.0
842889bffffffff,113.0,0.0,0.0
842889dffffffff,3.0,0.0,0.0
84288a1ffffffff,146.0,0.0,0.0
84288a3ffffffff,8.0,0.0,0.0
84288a5ffffffff,29.0,0.0,0.0
84288a7ffffffff,4.0,0.0,0.0
84288a9ffffffff,17.0,0.0,0.0
84288abffffffff,13.0,0.0,0.0
84288adffffffff,135.0,0.0,0.0
84288b5ffffffff,13.0,0.0,0.0
84288b7ffffffff,14.0,0.0,0.0
84288bbffffffff,11.0,0.0,0.0
84288bdffffffff,1.0,0.0,0.0
84288c1ffffffff,59.0,0.0,0.0
84288c5ffffffff,327.0,38.0,0.0
84288c7ffffffff,25.0,0.0,0.0
84288c9ffffffff,29.0,0.0,0.0
84288cbffffffff,44.0,0.0,0.0
84288cdffffffff,52.0,0.0,0.0
84288d1ffffffff,2.0,0.0,0.0
84288d3ffffffff,67.0,0.0,0.0
84288d5ffffffff,3.0,0.0,0.0
84288d9ffffffff,7.0,0.0,0.0
84288dbffffffff,38.0,0.0,0.0
84288e1ffffffff,29.0,0.0,0.0
84288e3ffffffff,323.0,0.0,0.0
84288e5ffffffff,35.0,0.0,0.0
84288e7ffffffff,70.0,0.0,0.0
84288e9ffffffff,30.0,0.0,0.0
84288ebffffffff,21.0,0.0,0.0
84288edffffffff,71.0,0.0,0.0
8428907ffffffff,5.0,0.0,0.0
842890dffffffff,2.0,0.0,0.0
8428911ffffffff,2.0,0.0,0.0
8428913ffffffff,12.0,0.0,0.0
8428915ffffffff,2.0,0.0,0.0
8428919ffffffff,2.0,0.0,0.0
842891bffffffff,3.0,0.0,0.0
8428921ffffffff,9.0,0.0,0.0
8428923ffffffff,70.0,0.0,0.0
842892bffffffff,8.0,0.0,0.0
8428931ffffffff,103.0,0.0,0.0
8428933ffffffff,3.0,0.0,0.0
8428935ffffffff,5.0,0.0,0.0
8428937ffffffff,10.0,0.0,0.0
8428939ffffffff,2.0,0.0,0.0
842893bffffffff,32.0,0.0,0.0
842893dffffffff,2.0,0.0,0.0
8428941ffffffff,85.0,0.0,0.0
8428943ffffffff,4.0,0.0,0.0
8428945ffffffff,1.0,0.0,0.0
8428949ffffffff,2.0,0.0,0.0
842894bffffffff,2.0,0.0,0.0
8428957ffffffff,1.0,0.0,0.0
842896bffffffff,3.0,0.0,0.0
8428981ffffffff,33.0,0.0,0.0
8428983ffffffff,22.0,0.0,0.0
8428985ffffffff,226.0,1.0,0.0
8428987ffffffff,43.0,0.0,0.0
8428989ffffffff,8.0,0.0,0.0
842898bffffffff,2.0,0.0,0.0
842898dffffffff,264.0,0.0,0.0
8428991ffffffff,6.0,0.0,0.0
8428993ffffffff,35.0,0.0,0.0
8428995ffffffff,4.0,0.0,0.0
8428997ffffffff,9.0,0.0,0.0
8428999ffffffff,10.0,0.0,0.0
842899bffffffff,16.0,0.0,0.0
842899dffffffff,3.0,0.0,0.0
84289a1ffffffff,2.0,0.0,0.0
84289a3ffffffff,80.0,0.0,0.0
84289a5ffffffff,1.0,0.0,0.0
84289a9ffffffff,86.0,0.0,0.0
84289abffffffff,187.0,0.0,0.0
84289adffffffff,2.0,0.0,0.0
84289b1ffffffff,64.0,0.0,0.0
84289b3ffffffff,3.0,0.0,0.0
84289b5ffffffff,82.0,0.0,0.0
84289b7ffffffff,89.0,0.0,0.0
84289b9ffffffff,3.0,0.0,0.0
84289bbffffffff,3.0,0.0,0.0
84289bdffffffff,44.0,0.0,0.0
84289c1ffffffff,1.0,0.0,0.0
84289c3ffffffff,5.0,0.0,0.0
84289c5ffffffff,23.0,0.0,0.0
84289c7ffffffff,39.0,0.0,0.0
84289c9ffffffff,2.0,0.0,0.0
84289cbffffffff,2.0,0.0,0.0
84289cdffffffff,5.0,0.0,0.0
84289d1ffffffff,6.0,0.0,0.0
84289d3ffffffff,99.0,0.0,0.0
84289d7ffffffff,7.0,0.0,0.0
84289d9ffffffff,7.0,0.0,0.0
84289dbffffffff,7.0,0.0,0.0
84289ddffffffff,2.0,0.0,0.0
84289e1ffffffff,2.0,0.0,0.0
84289e3ffffffff,200.0,0.0,0.0
84289e5ffffffff,7.0,0.0,0.0
84289e7ffffffff,20.0,0.0,0.0
84289ebffffffff,50.0,0.0,0.0
84289edffffffff,2.0,0.0,0.0
8428a11ffffffff,80.0,9.0,0.0
8428a13ffffffff,2.0,0.0,0.0
8428a17ffffffff,3.0,0.0,0.0
8428a35ffffffff,2.0,0.0,0.0
8428a37ffffffff,1.0,0.0,0.0
8428a3dffffffff,3.0,0.0,0.0
8428a81ffffffff,2.0,0.0,0.0
8428a85ffffffff,22.0,0.0,0.0
8428a87ffffffff,14.0,0.0,0.0
8428a91ffffffff,172.0,0.0,0.0
8428a93ffffffff,908.0,0.0,0.0
8428a95ffffffff,16.0,0.0,0.0
8428a97ffffffff,19.0,0.0,0.0
8428a99ffffffff,111.0,0.0,0.0
8428a9bffffffff,13.0,0.0,0.0
8428aa1ffffffff,25.0,0.0,0.0
8428aa3ffffffff,22.0,2.0,0.0
8428aa5ffffffff,14.0,0.0,0.0
8428aa7ffffffff,31.0,0.0,0.0
8428aa9ffffffff,108.0,8.0,0.0
8428aabffffffff,37.0,0.0,0.0
8428aadffffffff,10.0,0.0,0.0
8428ab1ffffffff,22.0,0.0,0.0
8428ab3ffffffff,20.0,0.0,0.0
8428ab5ffffffff,4.0,0.0,0.0
8428ab7ffffffff,45.0,0.0,0.0
8428ab9ffffffff,19.0,0.0,0.0
8428abbffffffff,51.0,0.0,0.0
8428abdffffffff,17.0,0.0,0.0
8428ac3ffffffff,2.0,0.0,0.0
8428ac7ffffffff,2.0,0.0,0.0
8428ac9ffffffff,26.0,0.0,0.0
8428acbffffffff,8.0,0.0,0.0
8428acdffffffff,7.0,0.0,0.0
8428ad1ffffffff,15.0,0.0,0.0
8428ad3ffffffff,49.0,0.0,0.0
8428ad5ffffffff,2.0,0.0,0.0
8428ad7ffffffff,6.0,0.0,0.0
8428ad9ffffffff,5.0,0.0,0.0
8428adbffffffff,83.0,0.0,0.0
8428addffffffff,40.0,0.0,0.0
8428ae1ffffffff,429.0,22.0,0.0
8428ae3ffffffff,22.0,0.0,0.0
8428ae7ffffffff,4.0,0.0,0.0
8428ae9ffffffff,92.0,0.0,0.0
8428aebffffffff,19.0,0.0,0.0
8428b01ffffffff,1.0,0.0,0.0
8428b05ffffffff,2.0,0.0,0.0
8428b07ffffffff,12.0,0.0,0.0
8428b09ffffffff,14.0,0.0,0.0
8428b0bffffffff,7.0,0.0,0.0
8428b0dffffffff,4.0,0.0,0.0
8428b13ffffffff,4.0,0.0,0.0
8428b17ffffffff,4.0,0.0,0.0
8428b1dffffffff,9.0,0.0,0.0
8428b21ffffffff,2.0,0.0,0.0
8428b29ffffffff,2.0,0.0,0.0
8428b2bffffffff,18.0,0.0,0.0
8428b31ffffffff,6.0,0.0,0.0
8428b57ffffffff,10.0,0.0,0.0
8428b61ffffffff,17.0,0.0,0.0
8428b65ffffffff,4.0,0.0,0.0
8428b69ffffffff,6.0,0.0,0.0
8428b6dffffffff,39.0,0.0,0.0
8428c21ffffffff,2.0,0.0,0.0
8428c23ffffffff,2.0,0.0,0.0
8428c25ffffffff,15.0,0.0,0.0
8428c27ffffffff,8.0,0.0,0.0
8428c29ffffffff,2.0,0.0,0.0
8428c35ffffffff,1.0,0.0,0.0
8428c61ffffffff,8.0,0.0,0.0
8428c63ffffffff,5.0,0.0,0.0
8428c65ffffffff,4.0,0.0,0.0
8428c67ffffffff,3.0,0.0,0.0
8428c69ffffffff,1.0,0.0,0.0
8428c6dffffffff,1.0,0.0,0.0
8428d01ffffffff,47.0,0.0,0.0
8428d03ffffffff,3.0,0.0,0.0
