cell_id,Alauda arvensis,Alauda arvensis [arvensis Group],Alauda arvensis [pekinensis Group],Alauda arvensis japonica/intermedia
821717fffffffff,6.0,0.0,0.0,0.0
82171ffffffffff,14.0,0.0,0.0,0.0
821747fffffffff,2.0,0.0,0.0,0.0
821757fffffffff,10.0,0.0,10.0,0.0
82176ffffffffff,24.0,0.0,0.0,0.0
82178ffffffffff,31.0,0.0,2.0,0.0
821807fffffffff,230.0,19.0,0.0,0.0
82180ffffffffff,12.0,0.0,0.0,0.0
821827fffffffff,231.0,62.0,0.0,0.0
82182ffffffffff,812.0,51.0,0.0,0.0
821847fffffffff,187.0,16.0,0.0,0.0
82184ffffffffff,1029.0,2.0,0.0,0.0
82185ffffffffff,931.0,0.0,0.0,0.0
821867fffffffff,167.0,12.0,0.0,0.0
82186ffffffffff,386.0,10.0,0.0,0.0
821877fffffffff,433.0,42.0,0.0,0.0
821907fffffffff,38.0,10.0,0.0,0.0
82190ffffffffff,739.0,101.0,0.0,0.0
82192ffffffffff,678.0,274.0,0.0,0.0
821947fffffffff,8042.0,1643.0,0.0,0.0
82194ffffffffff,6173.0,959.0,0.0,0.0
821957fffffffff,1324.0,222.0,0.0,0.0
82195ffffffffff,4007.0,351.0,0.0,0.0
82196ffffffffff,1160.0,20.0,0.0,0.0
821977fffffffff,1322.0,86.0,0.0,0.0
821e07fffffffff,1850.0,121.0,0.0,0.0
821e0ffffffffff,1211.0,40.0,0.0,0.0
821e17fffffffff,449.0,19.0,0.0,0.0
821e1ffffffffff,570.0,31.0,0.0,0.0
821e27fffffffff,790.0,7.0,0.0,0.0
821e2ffffffffff,445.0,9.0,0.0,0.0
821e37fffffffff,2808.0,38.0,0.0,0.0
821e47fffffffff,28.0,0.0,0.0,0.0
821e4ffffffffff,41.0,0.0,0.0,0.0
821e57fffffffff,46.0,0.0,0.0,0.0
821e5ffffffffff,240.0,0.0,0.0,0.0
821e67fffffffff,49.0,0.0,0.0,0.0
821e6ffffffffff,45.0,0.0,0.0,0.0
821e77fffffffff,31.0,0.0,0.0,0.0
821e87fffffffff,178.0,6.0,0.0,0.0
821e8ffffffffff,4.0,0.0,0.0,0.0
821e97fffffffff,30.0,0.0,0.0,0.0
821e9ffffffffff,20.0,0.0,0.0,0.0
821ea7fffffffff,107.0,0.0,0.0,0.0
821eaffffffffff,85.0,0.0,0.0,0.0
821eb7fffffffff,41.0,2.0,0.0,0.0
821ec7fffffffff,1034.0,15.0,0.0,0.0
821ecffffffffff,803.0,23.0,0.0,0.0
821ed7fffffffff,138.0,4.0,0.0,0.0
821edffffffffff,254.0,9.0,0.0,0.0
821ee7fffffffff,75.0,1.0,0.0,0.0
821eeffffffffff,417.0,1.0,0.0,0.0
821ef7fffffffff,102.0,43.0,0.0,0.0
821f07fffffffff,1257.0,357.0,0.0,0.0
821f0ffffffffff,251.0,7.0,0.0,0.0
821f17fffffffff,686.0,8.0,0.0,0.0
821f1ffffffffff,1303.0,52.0,0.0,0.0
821f27fffffffff,473.0,77.0,0.0,0.0
821f2ffffffffff,1304.0,511.0,0.0,0.0
821f37fffffffff,921.0,180.0,0.0,0.0
821f47fffffffff,131.0,0.0,0.0,0.0
821f4ffffffffff,225.0,0.0,0.0,0.0
821f57fffffffff,453.0,37.0,0.0,0.0
821f5ffffffffff,272.0,18.0,0.0,0.0
821f67fffffffff,186.0,1.0,0.0,0.0
821f6ffffffffff,26.0,0.0,0.0,0.0
821f77fffffffff,769.0,26.0,0.0,0.0
821f87fffffffff,631.0,26.0,0.0,0.0
821f8ffffffffff,1023.0,405.0,0.0,0.0
821f97fffffffff,181.0,50.0,0.0,0.0
821f9ffffffffff,272.0,17.0,0.0,0.0
821fa7fffffffff,496.0,23.0,0.0,0.0
821faffffffffff,1511.0,12.0,0.0,0.0
821fb7fffffffff,297.0,33.0,0.0,0.0
822017fffffffff,9.0,0.0,0.0,0.0
82201ffffffffff,28.0,0.0,0.0,0.0
82202ffffffffff,1.0,0.0,0.0,0.0
82204ffffffffff,19.0,0.0,13.0,0.0
822057fffffffff,1.0,0.0,0.0,0.0
82205ffffffffff,32.0,0.0,1.0,0.0
82206ffffffffff,4.0,0.0,4.0,0.0
822087fffffffff,3.0,0.0,0.0,0.0
82209ffffffffff,2.0,0.0,0.0,0.0
8220a7fffffffff,4.0,0.0,0.0,0.0
8220b7fffffffff,7.0,0.0,0.0,0.0
8220cffffffffff,5.0,0.0,0.0,0.0
8220e7fffffffff,82.0,0.0,0.0,0.0
8220f7fffffffff,16.0,0.0,0.0,0.0
822107fffffffff,6.0,0.0,0.0,0.0
82210ffffffffff,1.0,0.0,0.0,0.0
822127fffffffff,65.0,0.0,0.0,0.0
82212ffffffffff,4.0,0.0,0.0,0.0
82214ffffffffff,21.0,0.0,0.0,0.0
822157fffffffff,186.0,0.0,0.0,0.0
82219ffffffffff,3.0,0.0,0.0,0.0
822407fffffffff,47.0,0.0,0.0,0.0
82240ffffffffff,6.0,0.0,0.0,0.0
82241ffffffffff,3.0,0.0,0.0,0.0
822427fffffffff,14.0,0.0,0.0,0.0
82242ffffffffff,148.0,0.0,0.0,0.0
822437fffffffff,30.0,0.0,0.0,0.0
82244ffffffffff,8.0,0.0,0.0,0.0
822457fffffffff,8.0,0.0,0.0,0.0
822467fffffffff,150.0,0.0,0.0,0.0
82246ffffffffff,23.0,0.0,0.0,0.0
822477fffffffff,64.0,0.0,0.0,0.0
82248ffffffffff,51.0,0.0,0.0,0.0
82249ffffffffff,4.0,0.0,0.0,0.0
8224d7fffffffff,2.0,0.0,0.0,0.0
8224effffffffff,1.0,0.0,0.0,0.0
822507fffffffff,44.0,0.0,0.0,0.0
82250ffffffffff,8.0,0.0,0.0,0.0
822517fffffffff,82.0,0.0,0.0,0.0
82251ffffffffff,4.0,0.0,0.0,0.0
822537fffffffff,1.0,0.0,0.0,0.0
822547fffffffff,104.0,0.0,1.0,0.0
822557fffffffff,11.0,0.0,0.0,0.0
82255ffffffffff,22.0,0.0,0.0,0.0
822577fffffffff,5.0,0.0,0.0,0.0
8225a7fffffffff,1.0,0.0,0.0,0.0
8225affffffffff,28.0,0.0,0.0,0.0
8225b7fffffffff,27.0,0.0,2.0,0.0
8228d7fffffffff,390.0,34.0,0.0,0.0
8228dffffffffff,26.0,0.0,0.0,0.0
822c07fffffffff,1060.0,0.0,0.0,0.0
822c0ffffffffff,461.0,0.0,0.0,0.0
822c17fffffffff,39.0,0.0,0.0,0.0
822c1ffffffffff,48.0,0.0,0.0,0.0
822c27fffffffff,202.0,0.0,0.0,0.0
822c2ffffffffff,456.0,0.0,0.0,0.0
822c37fffffffff,53.0,0.0,0.0,0.0
822c4ffffffffff,1.0,0.0,0.0,0.0
822c67fffffffff,10.0,0.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0,0.0
822c77fffffffff,28.0,0.0,0.0,0.0
822c87fffffffff,5.0,0.0,0.0,0.0
822c8ffffffffff,24.0,0.0,0.0,0.0
822c97fffffffff,345.0,6.0,0.0,0.0
822c9ffffffffff,17.0,0.0,0.0,0.0
822ca7fffffffff,6.0,0.0,0.0,0.0
822caffffffffff,18.0,0.0,0.0,0.0
822cc7fffffffff,92.0,0.0,0.0,0.0
822ccffffffffff,7.0,0.0,0.0,0.0
822cd7fffffffff,30.0,0.0,0.0,0.0
822cdffffffffff,6.0,0.0,0.0,0.0
822ce7fffffffff,134.0,0.0,0.0,0.0
822cf7fffffffff,186.0,0.0,0.0,0.0
822d07fffffffff,110.0,0.0,0.0,0.0
822d17fffffffff,176.0,0.0,0.0,0.0
822d1ffffffffff,45.0,0.0,0.0,0.0
822d27fffffffff,31.0,0.0,0.0,0.0
822d2ffffffffff,11.0,0.0,0.0,0.0
822d37fffffffff,304.0,0.0,0.0,0.0
822d4ffffffffff,1.0,0.0,0.0,0.0
822d57fffffffff,7.0,0.0,0.0,0.0
822d5ffffffffff,57.0,0.0,0.0,0.0
822d67fffffffff,82.0,0.0,0.0,0.0
822d77fffffffff,14.0,0.0,0.0,0.0
822d87fffffffff,11.0,0.0,0.0,0.0
822d97fffffffff,3.0,0.0,0.0,0.0
822da7fffffffff,461.0,0.0,0.0,0.0
822daffffffffff,151.0,0.0,0.0,0.0
822db7fffffffff,2372.0,212.0,0.0,0.0
822e0ffffffffff,43.0,0.0,0.0,2.0
822e17fffffffff,36.0,0.0,0.0,3.0
822e1ffffffffff,48.0,0.0,0.0,4.0
822e2ffffffffff,19.0,0.0,0.0,6.0
822e47fffffffff,2.0,0.0,0.0,0.0
822e67fffffffff,270.0,0.0,0.0,5.0
822e6ffffffffff,121.0,0.0,0.0,2.0
822e77fffffffff,35.0,0.0,0.0,3.0
822e8ffffffffff,50.0,0.0,0.0,39.0
822e9ffffffffff,11.0,0.0,0.0,11.0
822ea7fffffffff,2.0,0.0,2.0,0.0
822eaffffffffff,44.0,0.0,0.0,2.0
822ec7fffffffff,4.0,0.0,2.0,0.0
822ecffffffffff,12.0,0.0,0.0,0.0
822ed7fffffffff,1.0,0.0,0.0,0.0
822ef7fffffffff,26.0,0.0,0.0,0.0
822f5ffffffffff,436.0,0.0,0.0,50.0
823007fffffffff,17.0,0.0,0.0,0.0
823017fffffffff,4.0,0.0,0.0,0.0
82301ffffffffff,6.0,0.0,0.0,6.0
823037fffffffff,69.0,0.0,36.0,0.0
823087fffffffff,17.0,0.0,0.0,0.0
823097fffffffff,2.0,0.0,2.0,0.0
82309ffffffffff,93.0,0.0,16.0,0.0
8230a7fffffffff,2.0,0.0,0.0,0.0
8230c7fffffffff,82.0,0.0,8.0,9.0
8230d7fffffffff,8.0,0.0,0.0,0.0
8230dffffffffff,76.0,0.0,0.0,3.0
8230e7fffffffff,208.0,0.0,12.0,0.0
8230effffffffff,19.0,0.0,7.0,0.0
823107fffffffff,5.0,0.0,0.0,0.0
823117fffffffff,9.0,0.0,0.0,0.0
823127fffffffff,8.0,0.0,0.0,0.0
82312ffffffffff,5.0,0.0,0.0,0.0
823137fffffffff,3.0,0.0,0.0,0.0
823167fffffffff,1.0,0.0,1.0,0.0
82316ffffffffff,41.0,0.0,9.0,0.0
823187fffffffff,415.0,0.0,74.0,0.0
82318ffffffffff,64.0,0.0,4.0,0.0
82319ffffffffff,2.0,0.0,0.0,0.0
8231affffffffff,291.0,0.0,31.0,0.0
823427fffffffff,22.0,0.0,0.0,0.0
823447fffffffff,2.0,0.0,0.0,0.0
82344ffffffffff,3.0,0.0,0.0,0.0
82346ffffffffff,1.0,0.0,0.0,0.0
82351ffffffffff,8.0,0.0,0.0,0.0
823817fffffffff,4.0,0.0,0.0,0.0
823827fffffffff,298.0,9.0,0.0,0.0
823837fffffffff,22.0,0.0,0.0,0.0
823847fffffffff,5.0,0.0,0.0,0.0
82384ffffffffff,9.0,0.0,0.0,0.0
823867fffffffff,16.0,0.0,0.0,0.0
82386ffffffffff,27.0,0.0,0.0,0.0
823877fffffffff,17.0,0.0,0.0,0.0
823907fffffffff,3703.0,7.0,0.0,0.0
82390ffffffffff,1333.0,0.0,0.0,0.0
823917fffffffff,2733.0,29.0,0.0,0.0
82391ffffffffff,1858.0,36.0,0.0,0.0
823927fffffffff,2595.0,22.0,0.0,0.0
82392ffffffffff,7558.0,24.0,0.0,0.0
823937fffffffff,2132.0,14.0,0.0,0.0
823947fffffffff,438.0,0.0,0.0,0.0
82394ffffffffff,6.0,0.0,0.0,0.0
823957fffffffff,579.0,0.0,0.0,0.0
82395ffffffffff,122.0,0.0,0.0,0.0
823967fffffffff,429.0,7.0,0.0,0.0
82396ffffffffff,771.0,77.0,0.0,0.0
823977fffffffff,4840.0,9.0,0.0,0.0
823987fffffffff,21.0,0.0,0.0,0.0
82398ffffffffff,29.0,0.0,0.0,0.0
823997fffffffff,18.0,0.0,0.0,0.0
82399ffffffffff,1.0,0.0,0.0,0.0
8239affffffffff,12.0,0.0,0.0,0.0
823d07fffffffff,23.0,0.0,0.0,0.0
823d17fffffffff,8.0,0.0,2.0,0.0
823d27fffffffff,7.0,0.0,0.0,0.0
823d37fffffffff,77.0,0.0,0.0,0.0
823e67fffffffff,1.0,0.0,0.0,0.0
823e6ffffffffff,309.0,34.0,0.0,0.0
823e77fffffffff,2.0,0.0,0.0,0.0
823f2ffffffffff,67.0,0.0,0.0,0.0
823f37fffffffff,308.0,0.0,0.0,0.0
823f47fffffffff,5.0,0.0,0.0,0.0
823f4ffffffffff,11.0,0.0,0.0,0.0
823f67fffffffff,160.0,0.0,0.0,0.0
823f6ffffffffff,105.0,0.0,0.0,0.0
823f77fffffffff,41.0,0.0,0.0,0.0
824097fffffffff,19.0,0.0,0.0,0.0
8240dffffffffff,2.0,0.0,1.0,0.0
82411ffffffffff,80.0,0.0,0.0,0.0
824137fffffffff,1.0,0.0,0.0,0.0
824187fffffffff,5.0,0.0,1.0,0.0
824197fffffffff,21.0,0.0,4.0,0.0
82419ffffffffff,35.0,0.0,7.0,0.0
8241a7fffffffff,404.0,0.0,27.0,0.0
8241b7fffffffff,66.0,0.0,0.0,0.0
82424ffffffffff,2.0,0.0,0.0,0.0
824257fffffffff,1.0,0.0,0.0,0.0
82426ffffffffff,16.0,0.0,0.0,0.0
824317fffffffff,3.0,0.0,0.0,0.0
82431ffffffffff,1.0,0.0,0.0,0.0
824327fffffffff,6.0,0.0,0.0,0.0
824367fffffffff,57.0,0.0,0.0,0.0
824387fffffffff,5.0,0.0,0.0,0.0
82438ffffffffff,6.0,0.0,0.0,0.0
8243a7fffffffff,125.0,0.0,0.0,0.0
8243affffffffff,173.0,0.0,0.0,0.0
82464ffffffffff,61.0,0.0,0.0,0.0
824b37fffffffff,26.0,0.0,0.0,0.0
824b57fffffffff,6.0,0.0,0.0,2.0
824b67fffffffff,75.0,0.0,0.0,12.0
824b6ffffffffff,4.0,0.0,0.0,0.0
824b77fffffffff,234.0,0.0,0.0,54.0
824b87fffffffff,11.0,0.0,0.0,0.0
824ba7fffffffff,390.0,0.0,5.0,0.0
824bb7fffffffff,14.0,0.0,2.0,0.0
82524ffffffffff,2.0,0.0,0.0,0.0
82526ffffffffff,3.0,0.0,0.0,0.0
825347fffffffff,2.0,0.0,0.0,0.0
82534ffffffffff,26.0,0.0,0.0,0.0
825357fffffffff,2.0,0.0,0.0,0.0
825367fffffffff,10.0,0.0,0.0,0.0
82536ffffffffff,53.0,0.0,0.0,0.0
825d17fffffffff,5742.0,0.0,0.0,0.0
82b917fffffffff,179.0,0.0,0.0,0.0
82b91ffffffffff,14.0,0.0,0.0,0.0
82b937fffffffff,8.0,0.0,0.0,0.0
82b9a7fffffffff,27.0,0.0,0.0,0.0
82ba27fffffffff,76.0,0.0,0.0,0.0
82bb0ffffffffff,2031.0,0.0,0.0,0.0
82bb2ffffffffff,4511.0,0.0,0.0,0.0
82bb37fffffffff,484.0,0.0,0.0,0.0
82bb57fffffffff,4089.0,0.0,0.0,0.0
82bb5ffffffffff,218.0,0.0,0.0,0.0
82bb77fffffffff,618.0,0.0,0.0,0.0
82be0ffffffffff,428.0,0.0,0.0,0.0
82be2ffffffffff,1.0,0.0,0.0,0.0
82be47fffffffff,103.0,1.0,0.0,0.0
82be4ffffffffff,165.0,2.0,0.0,0.0
82be67fffffffff,5918.0,46.0,0.0,0.0
82be6ffffffffff,723.0,13.0,0.0,0.0
82be77fffffffff,948.0,4.0,0.0,0.0
82bf4ffffffffff,1567.0,91.0,0.0,0.0
82bf5ffffffffff,53.0,0.0,0.0,0.0
82bf6ffffffffff,8.0,0.0,0.0,0.0
82d44ffffffffff,75.0,0.0,0.0,0.0
82d46ffffffffff,4.0,0.0,0.0,0.0
82d897fffffffff,117.0,0.0,0.0,0.0
82da87fffffffff,3802.0,0.0,0.0,0.0
82da8ffffffffff,138.0,0.0,0.0,0.0
82da97fffffffff,3039.0,0.0,0.0,0.0
82daaffffffffff,562.0,0.0,0.0,0.0
82dab7fffffffff,561.0,0.0,0.0,0.0
