cell_id,Campylorhynchus capistratus,Campylorhynchus capistratus castaneus,Campylorhynchus capistratus [capistratus Group]
824527fffffffff,68.0,0.0,0.0
8266b7fffffffff,8.0,0.0,0.0
826d2ffffffffff,36.0,0.0,0.0
826d6ffffffffff,105.0,0.0,0.0
