cell_id,Tyrannus melancholicus,Tyrannus melancholicus occidentalis,Tyrannus melancholicus satrapa,Tyrannus melancholicus melancholicus/despotes
8328f0fffffffff,5.0,0.0,0.0,0.0
8328f1fffffffff,77.0,0.0,0.0,0.0
8328f5fffffffff,30.0,0.0,0.0,0.0
832912fffffffff,429.0,0.0,0.0,0.0
832913fffffffff,19.0,0.0,0.0,0.0
832916fffffffff,2.0,0.0,0.0,0.0
83291afffffffff,61.0,0.0,0.0,0.0
832981fffffffff,7.0,0.0,0.0,0.0
832984fffffffff,1.0,0.0,0.0,0.0
832985fffffffff,3.0,0.0,0.0,0.0
832986fffffffff,4.0,0.0,0.0,0.0
83298efffffffff,2.0,0.0,0.0,0.0
832995fffffffff,2.0,0.0,0.0,0.0
8329a0fffffffff,117.0,0.0,0.0,0.0
8329a1fffffffff,176.0,0.0,0.0,0.0
8329a3fffffffff,3.0,0.0,0.0,0.0
8329a4fffffffff,382.0,0.0,0.0,0.0
8329a5fffffffff,653.0,0.0,0.0,0.0
8329a6fffffffff,4.0,0.0,0.0,0.0
8329a8fffffffff,43.0,0.0,0.0,0.0
8329a9fffffffff,2.0,0.0,0.0,0.0
8329abfffffffff,11.0,0.0,0.0,0.0
8329acfffffffff,25.0,0.0,0.0,0.0
8329adfffffffff,262.0,0.0,0.0,0.0
8329aefffffffff,2.0,0.0,0.0,0.0
8329b0fffffffff,2.0,0.0,0.0,0.0
8329b1fffffffff,13.0,0.0,0.0,0.0
8329b5fffffffff,34.0,0.0,0.0,0.0
8329b6fffffffff,358.0,0.0,0.0,0.0
832a10fffffffff,31.0,0.0,0.0,0.0
832a12fffffffff,12.0,0.0,0.0,0.0
832a30fffffffff,86.0,0.0,0.0,0.0
832a31fffffffff,91.0,0.0,0.0,0.0
832a34fffffffff,7.0,0.0,0.0,0.0
832aa9fffffffff,142.0,0.0,0.0,0.0
832aacfffffffff,38.0,0.0,0.0,0.0
832aadfffffffff,30.0,0.0,0.0,0.0
832ab0fffffffff,64.0,0.0,0.0,0.0
832ab2fffffffff,134.0,0.0,0.0,0.0
832ab5fffffffff,1.0,0.0,0.0,0.0
832ad3fffffffff,5.0,0.0,0.0,0.0
832ad5fffffffff,5.0,0.0,0.0,0.0
832af0fffffffff,17.0,0.0,0.0,0.0
832af6fffffffff,25.0,0.0,0.0,0.0
832b02fffffffff,8.0,0.0,0.0,0.0
832b0afffffffff,2.0,0.0,0.0,0.0
832b16fffffffff,1.0,0.0,0.0,0.0
832b19fffffffff,2.0,0.0,0.0,0.0
832b30fffffffff,2.0,0.0,0.0,0.0
832b31fffffffff,55.0,0.0,0.0,0.0
832b94fffffffff,1.0,0.0,0.0,0.0
832bacfffffffff,15.0,0.0,0.0,0.0
834412fffffffff,8.0,0.0,0.0,0.0
834413fffffffff,1.0,0.0,0.0,0.0
83441afffffffff,8.0,0.0,0.0,0.0
83441efffffffff,282.0,0.0,0.0,0.0
834440fffffffff,37.0,0.0,0.0,0.0
834445fffffffff,2.0,0.0,0.0,0.0
834446fffffffff,79.0,0.0,0.0,0.0
83444afffffffff,44.0,0.0,0.0,0.0
83444dfffffffff,12.0,0.0,0.0,0.0
834450fffffffff,23.0,0.0,0.0,0.0
834455fffffffff,69.0,0.0,0.0,0.0
834463fffffffff,1.0,0.0,0.0,0.0
83446cfffffffff,52.0,0.0,0.0,0.0
83446efffffffff,31.0,0.0,0.0,0.0
834471fffffffff,2.0,0.0,0.0,0.0
834473fffffffff,3.0,0.0,0.0,0.0
8344a1fffffffff,56.0,0.0,0.0,0.0
8344a5fffffffff,524.0,0.0,0.0,0.0
8344a8fffffffff,46.0,0.0,0.0,0.0
8344a9fffffffff,4.0,0.0,0.0,0.0
8344acfffffffff,592.0,0.0,0.0,0.0
8344aefffffffff,3.0,0.0,0.0,0.0
8344c3fffffffff,5.0,0.0,0.0,0.0
8344d0fffffffff,2.0,0.0,0.0,0.0
8344e4fffffffff,5.0,0.0,0.0,0.0
8344e6fffffffff,43.0,0.0,0.0,0.0
8344f0fffffffff,8.0,0.0,0.0,0.0
8344f4fffffffff,4.0,0.0,0.0,0.0
834505fffffffff,4.0,0.0,0.0,0.0
83450afffffffff,2.0,0.0,0.0,0.0
83450bfffffffff,1.0,0.0,0.0,0.0
834520fffffffff,9.0,0.0,0.0,0.0
834521fffffffff,5.0,0.0,0.0,0.0
83452afffffffff,4.0,0.0,0.0,0.0
83452cfffffffff,4.0,0.0,0.0,0.0
83452efffffffff,1.0,0.0,0.0,0.0
834572fffffffff,1.0,0.0,0.0,0.0
834823fffffffff,28.0,0.0,0.0,0.0
83482afffffffff,82.0,0.0,0.0,0.0
83482bfffffffff,4.0,0.0,0.0,0.0
834833fffffffff,1.0,0.0,0.0,0.0
834836fffffffff,30.0,0.0,0.0,0.0
834842fffffffff,2.0,0.0,0.0,0.0
834843fffffffff,18.0,0.0,0.0,0.0
834846fffffffff,26.0,0.0,0.0,0.0
83484afffffffff,58.0,0.0,0.0,0.0
834855fffffffff,6.0,0.0,0.0,0.0
834859fffffffff,3.0,0.0,0.0,0.0
83485afffffffff,2.0,0.0,0.0,0.0
83485bfffffffff,7.0,0.0,0.0,0.0
83485dfffffffff,5.0,0.0,0.0,0.0
834871fffffffff,25.0,0.0,0.0,0.0
834873fffffffff,16.0,0.0,0.0,0.0
834880fffffffff,47.0,0.0,0.0,0.0
834881fffffffff,5.0,0.0,0.0,0.0
834883fffffffff,8.0,0.0,0.0,0.0
834886fffffffff,29.0,0.0,0.0,0.0
834888fffffffff,27.0,0.0,0.0,0.0
834889fffffffff,11.0,0.0,0.0,0.0
83488bfffffffff,2.0,0.0,0.0,0.0
834890fffffffff,34.0,0.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0,0.0
834892fffffffff,22.0,0.0,0.0,0.0
834895fffffffff,184.0,0.0,0.0,0.0
83489dfffffffff,2.0,0.0,0.0,0.0
8348b1fffffffff,62.0,0.0,0.0,0.0
8348b2fffffffff,1.0,0.0,0.0,0.0
8348b3fffffffff,27.0,0.0,0.0,0.0
8348c0fffffffff,1.0,0.0,0.0,0.0
8348c5fffffffff,10.0,0.0,0.0,0.0
8348c6fffffffff,38.0,0.0,0.0,0.0
8348d4fffffffff,7.0,0.0,0.0,0.0
8348d6fffffffff,2.0,0.0,0.0,0.0
8348defffffffff,20.0,0.0,0.0,0.0
8348e3fffffffff,5.0,0.0,0.0,0.0
8348e8fffffffff,608.0,0.0,0.0,0.0
8348e9fffffffff,3.0,0.0,0.0,0.0
8348eafffffffff,347.0,0.0,0.0,0.0
8348ebfffffffff,46.0,0.0,0.0,0.0
8348ecfffffffff,219.0,0.0,0.0,0.0
8348eefffffffff,294.0,0.0,0.0,0.0
8348f2fffffffff,6.0,0.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0,0.0
8348f6fffffffff,3.0,0.0,0.0,0.0
834981fffffffff,5.0,0.0,0.0,0.0
834994fffffffff,1.0,0.0,0.0,0.0
834995fffffffff,16.0,0.0,0.0,0.0
834996fffffffff,56.0,0.0,0.0,0.0
83499bfffffffff,1.0,0.0,0.0,0.0
83499cfffffffff,11.0,0.0,0.0,0.0
8349a9fffffffff,2.0,0.0,0.0,0.0
835f4bfffffffff,11.0,0.0,0.0,0.0
835f58fffffffff,4.0,0.0,0.0,0.0
835f5bfffffffff,16.0,0.0,0.0,0.0
836608fffffffff,12.0,0.0,0.0,0.0
83660bfffffffff,12.0,0.0,0.0,0.0
836610fffffffff,2.0,0.0,0.0,0.0
836616fffffffff,2.0,0.0,0.0,0.0
836618fffffffff,4.0,0.0,0.0,0.0
836620fffffffff,6.0,0.0,0.0,0.0
8366a0fffffffff,2.0,0.0,0.0,0.0
8366a5fffffffff,8.0,0.0,0.0,0.0
8366b0fffffffff,1.0,0.0,0.0,0.0
8366b1fffffffff,1.0,0.0,0.0,0.0
8366b4fffffffff,23.0,0.0,0.0,0.0
8366b5fffffffff,9.0,0.0,0.0,0.0
8366b6fffffffff,5.0,0.0,0.0,0.0
8366c2fffffffff,1.0,0.0,0.0,0.0
8366d3fffffffff,10.0,0.0,0.0,0.0
8366dcfffffffff,4.0,0.0,0.0,0.0
8366defffffffff,19.0,0.0,0.0,0.0
8366e4fffffffff,1.0,0.0,0.0,0.0
8366e5fffffffff,12.0,0.0,0.0,0.0
8366e6fffffffff,2.0,0.0,0.0,0.0
8366f0fffffffff,2.0,0.0,0.0,0.0
8366f1fffffffff,3.0,0.0,0.0,0.0
836741fffffffff,669.0,0.0,0.0,0.0
836742fffffffff,37.0,0.0,0.0,0.0
836743fffffffff,24.0,0.0,0.0,0.0
836744fffffffff,10.0,0.0,0.0,0.0
836746fffffffff,106.0,0.0,0.0,0.0
83674cfffffffff,426.0,0.0,0.0,0.0
83674efffffffff,48.0,0.0,0.0,0.0
836750fffffffff,4.0,0.0,0.0,0.0
836751fffffffff,19.0,0.0,0.0,0.0
836753fffffffff,3.0,0.0,0.0,0.0
836755fffffffff,102.0,0.0,0.0,0.0
836759fffffffff,1.0,0.0,0.0,0.0
83675cfffffffff,26.0,0.0,0.0,0.0
836773fffffffff,35.0,0.0,0.0,0.0
836780fffffffff,5.0,0.0,0.0,0.0
836783fffffffff,6.0,0.0,0.0,0.0
83679afffffffff,19.0,0.0,0.0,0.0
83679bfffffffff,4.0,0.0,0.0,0.0
836d05fffffffff,3.0,0.0,0.0,0.0
836d14fffffffff,7.0,0.0,0.0,0.0
836d15fffffffff,5.0,0.0,0.0,0.0
836d21fffffffff,3.0,0.0,0.0,0.0
836d23fffffffff,7.0,0.0,0.0,0.0
836d25fffffffff,6.0,0.0,0.0,0.0
836d28fffffffff,1.0,0.0,0.0,0.0
836d29fffffffff,7.0,0.0,0.0,0.0
836d2afffffffff,6.0,0.0,0.0,0.0
836d2bfffffffff,6.0,0.0,0.0,0.0
836d30fffffffff,1.0,0.0,0.0,0.0
836d32fffffffff,8.0,0.0,0.0,0.0
836d34fffffffff,2.0,0.0,0.0,0.0
836d35fffffffff,10.0,0.0,0.0,0.0
836d63fffffffff,2.0,0.0,0.0,0.0
836d68fffffffff,16.0,0.0,0.0,0.0
836d69fffffffff,28.0,0.0,0.0,0.0
836d6afffffffff,1.0,0.0,0.0,0.0
836d6dfffffffff,5.0,0.0,0.0,0.0
836d75fffffffff,1.0,0.0,0.0,0.0
836d76fffffffff,2.0,0.0,0.0,0.0
838a2efffffffff,1.0,0.0,0.0,0.0
838a45fffffffff,7.0,0.0,0.0,0.0
838a69fffffffff,2.0,0.0,0.0,0.0
838a8cfffffffff,1.0,0.0,0.0,0.0
838af6fffffffff,2.0,0.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0,0.0
838b61fffffffff,14.0,0.0,0.0,0.0
838b69fffffffff,4.0,0.0,0.0,0.0
838e44fffffffff,2.0,0.0,0.0,0.0
838e45fffffffff,2.0,0.0,0.0,0.0
838e62fffffffff,6.0,0.0,0.0,0.0
838f40fffffffff,1.0,0.0,0.0,0.0
838f4bfffffffff,8.0,0.0,0.0,0.0
838f70fffffffff,1.0,0.0,0.0,0.0
83a80cfffffffff,1.0,0.0,0.0,0.0
83a810fffffffff,2.0,0.0,0.0,0.0
83a814fffffffff,3.0,0.0,0.0,0.0
83a818fffffffff,11.0,0.0,0.0,0.0
83a819fffffffff,2.0,0.0,0.0,0.0
83a81afffffffff,2.0,0.0,0.0,0.0
83a81bfffffffff,7.0,0.0,0.0,0.0
83a81cfffffffff,7.0,0.0,0.0,0.0
83a81efffffffff,25.0,0.0,0.0,0.0
83a826fffffffff,1.0,0.0,0.0,0.0
83a831fffffffff,4.0,0.0,0.0,0.0
83a835fffffffff,1.0,0.0,0.0,0.0
83a901fffffffff,2.0,0.0,0.0,0.0
83a918fffffffff,2.0,0.0,0.0,0.0
83a91bfffffffff,4.0,0.0,0.0,0.0
83a91dfffffffff,1.0,0.0,0.0,0.0
83a921fffffffff,1.0,0.0,0.0,0.0
83a92cfffffffff,2.0,0.0,0.0,0.0
83a92efffffffff,1.0,0.0,0.0,0.0
83a941fffffffff,9.0,0.0,0.0,0.0
83a944fffffffff,22.0,0.0,0.0,0.0
83a945fffffffff,2.0,0.0,0.0,0.0
83a946fffffffff,10.0,0.0,0.0,0.0
83a94cfffffffff,3.0,0.0,0.0,0.0
83a94efffffffff,6.0,0.0,0.0,0.0
83a950fffffffff,2.0,0.0,0.0,0.0
83a953fffffffff,10.0,0.0,0.0,0.0
83a95efffffffff,2.0,0.0,0.0,0.0
83a960fffffffff,3.0,0.0,0.0,0.0
83a961fffffffff,100.0,0.0,0.0,0.0
83a962fffffffff,11.0,0.0,0.0,0.0
83a964fffffffff,6.0,0.0,0.0,0.0
83a965fffffffff,15.0,0.0,0.0,0.0
83a966fffffffff,1.0,0.0,0.0,0.0
83a968fffffffff,3.0,0.0,0.0,0.0
83a96afffffffff,10.0,0.0,0.0,0.0
83a96cfffffffff,24.0,0.0,0.0,0.0
83a96dfffffffff,3.0,0.0,0.0,0.0
83a96efffffffff,5.0,0.0,0.0,0.0
83a975fffffffff,2.0,0.0,0.0,0.0
83b219fffffffff,4.0,0.0,0.0,0.0
83b242fffffffff,2.0,0.0,0.0,0.0
83b246fffffffff,1.0,0.0,0.0,0.0
83b248fffffffff,2.0,0.0,0.0,0.0
83b249fffffffff,42.0,0.0,0.0,0.0
83b24bfffffffff,1.0,0.0,0.0,0.0
83b24dfffffffff,283.0,0.0,0.0,0.0
83b25afffffffff,2.0,0.0,0.0,0.0
83b261fffffffff,11.0,0.0,0.0,0.0
83b262fffffffff,1.0,0.0,0.0,0.0
83b268fffffffff,7.0,0.0,0.0,0.0
83b269fffffffff,41.0,0.0,0.0,0.0
83b26afffffffff,2.0,0.0,0.0,0.0
83b26bfffffffff,27.0,0.0,0.0,0.0
83b26dfffffffff,47.0,0.0,0.0,0.0
83b270fffffffff,2.0,0.0,0.0,0.0
83b2c5fffffffff,11.0,0.0,0.0,0.0
83b2ecfffffffff,6.0,0.0,0.0,0.0
83b2eefffffffff,2.0,0.0,0.0,0.0
83b300fffffffff,3.0,0.0,0.0,0.0
83b304fffffffff,7.0,0.0,0.0,0.0
83b342fffffffff,9.0,0.0,0.0,0.0
83b343fffffffff,2.0,0.0,0.0,0.0
83b344fffffffff,9.0,0.0,0.0,0.0
83b351fffffffff,6.0,0.0,0.0,0.0
83b358fffffffff,9.0,0.0,0.0,0.0
83b35cfffffffff,14.0,0.0,0.0,0.0
83b35dfffffffff,2.0,0.0,0.0,0.0
83b35efffffffff,16.0,0.0,0.0,0.0
83b373fffffffff,5.0,0.0,0.0,0.0
83c2c6fffffffff,7.0,0.0,0.0,0.0
83c2c9fffffffff,92.0,0.0,0.0,0.0
83c2cdfffffffff,66.0,0.0,0.0,0.0
83c2d3fffffffff,1.0,0.0,0.0,0.0
83c2defffffffff,1.0,0.0,0.0,0.0
83c2e0fffffffff,6.0,0.0,0.0,0.0
83c2e3fffffffff,17.0,0.0,0.0,0.0
83c2e9fffffffff,21.0,0.0,0.0,0.0
83c2ebfffffffff,27.0,0.0,0.0,0.0
83c2eefffffffff,4.0,0.0,0.0,0.0
83c2f1fffffffff,15.0,0.0,0.0,0.0
83c2f2fffffffff,3.0,0.0,0.0,0.0
83c2f3fffffffff,11.0,0.0,0.0,0.0
83c34bfffffffff,7.0,0.0,0.0,0.0
83c34cfffffffff,2.0,0.0,0.0,0.0
83c36dfffffffff,1.0,0.0,0.0,0.0
83ce82fffffffff,2.0,0.0,0.0,0.0
83ce93fffffffff,11.0,0.0,0.0,0.0
83ce96fffffffff,1.0,0.0,0.0,0.0
83ceb3fffffffff,3.0,0.0,0.0,0.0
