cell_id,Monticola solitarius,Monticola solitarius solitarius/longirostris,Monticola solitarius pandoo,Monticola solitarius philippensis,Monticola solitarius madoci,Monticola solitarius pandoo x philippensis
8418493ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84184a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84184b1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84184b5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84184b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84184b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84184bdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84185b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84185bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e121ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e125ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841e12dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e805ffffffff,52.0,0.0,0.0,0.0,0.0,0.0
841e80dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e823ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e831ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e833ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e835ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
841e847ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e84bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e86bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841e887ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e8bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e8dbffffffff,23.0,0.0,0.0,0.0,0.0,0.0
841e90dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e921ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e929ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e92dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e941ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e947ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e949ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841e967ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e96dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e9a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841e9a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e9a9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
841e9adffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e9b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e9b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e9b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e9b9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841e9bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e9d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e9d9ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
841ea19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841ea1bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841ea21ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
841ea2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841ea45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841ea53ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841ea81ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
841ea83ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841ea85ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
