cell_id,Aramides cajaneus,Aramides cajaneus cajaneus,Aramides cajaneus avicenniae
848b709ffffffff,4.0,0.0,0.0
848b711ffffffff,4.0,0.0,0.0
848b713ffffffff,310.0,8.0,0.0
848b717ffffffff,16.0,0.0,0.0
848b71bffffffff,12.0,0.0,0.0
848b745ffffffff,3.0,0.0,0.0
848b747ffffffff,9.0,0.0,0.0
848b74bffffffff,5.0,0.0,0.0
848b755ffffffff,2.0,0.0,0.0
848b757ffffffff,2.0,0.0,0.0
848b75dffffffff,3.0,0.0,0.0
848b761ffffffff,23.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b765ffffffff,6.0,0.0,0.0
848b767ffffffff,5.0,0.0,0.0
848b76bffffffff,37.0,0.0,0.0
848b76dffffffff,3.0,0.0,0.0
848b849ffffffff,4.0,0.0,0.0
848b881ffffffff,5.0,0.0,0.0
848b999ffffffff,5.0,0.0,0.0
848b99dffffffff,2.0,0.0,0.0
848b9d1ffffffff,7.0,0.0,0.0
848b9d5ffffffff,70.0,2.0,0.0
848ba09ffffffff,1.0,0.0,0.0
848ba47ffffffff,2.0,0.0,0.0
848ba55ffffffff,5.0,0.0,0.0
848ba63ffffffff,6.0,0.0,0.0
848ba65ffffffff,9.0,0.0,0.0
848ba6dffffffff,29.0,0.0,0.0
848bb59ffffffff,44.0,6.0,0.0
848e643ffffffff,13.0,0.0,0.0
848e64bffffffff,35.0,0.0,0.0
848e651ffffffff,20.0,0.0,0.0
848e65bffffffff,3.0,0.0,0.0
848e65dffffffff,2.0,0.0,0.0
848f401ffffffff,51.0,0.0,0.0
848f403ffffffff,1.0,0.0,0.0
848f407ffffffff,17.0,0.0,0.0
848f437ffffffff,1.0,0.0,0.0
848f439ffffffff,2.0,0.0,0.0
848f455ffffffff,1.0,0.0,0.0
848f461ffffffff,16.0,0.0,0.0
848f463ffffffff,16.0,5.0,0.0
848f465ffffffff,49.0,0.0,0.0
848f489ffffffff,2.0,0.0,0.0
848f48dffffffff,10.0,0.0,0.0
848f4a1ffffffff,2.0,0.0,0.0
848f4a5ffffffff,4.0,0.0,0.0
848f4abffffffff,2.0,0.0,0.0
848f4adffffffff,1.0,0.0,0.0
848f4b3ffffffff,9.0,0.0,0.0
848f4c1ffffffff,1.0,0.0,0.0
848f4c5ffffffff,1.0,0.0,0.0
848f4c7ffffffff,9.0,0.0,0.0
848f5d3ffffffff,6.0,0.0,0.0
848f5dbffffffff,6.0,0.0,0.0
848f611ffffffff,2.0,0.0,0.0
848f613ffffffff,3.0,0.0,0.0
848f61bffffffff,15.0,0.0,0.0
848f657ffffffff,3.0,0.0,0.0
848f6b5ffffffff,16.0,8.0,0.0
848f6e9ffffffff,25.0,0.0,0.0
848f6edffffffff,2.0,0.0,0.0
848f71bffffffff,2.0,0.0,0.0
848f74bffffffff,4.0,0.0,0.0
84a5969ffffffff,4.0,0.0,0.0
84a801bffffffff,6.0,0.0,0.0
84a8035ffffffff,1.0,0.0,0.0
84a8061ffffffff,5.0,0.0,0.0
84a8065ffffffff,1.0,0.0,0.0
84a808dffffffff,6.0,0.0,0.0
84a80a1ffffffff,2.0,0.0,0.0
84a80b1ffffffff,2.0,0.0,0.0
84a80c3ffffffff,3.0,0.0,0.0
84a80e1ffffffff,2.0,0.0,0.0
84a80e3ffffffff,4.0,0.0,0.0
84a8101ffffffff,31.0,0.0,0.0
84a8103ffffffff,21.0,0.0,0.0
84a8105ffffffff,33.0,0.0,0.0
84a8107ffffffff,13.0,0.0,0.0
84a8109ffffffff,18.0,0.0,0.0
84a810bffffffff,2.0,0.0,0.0
84a810dffffffff,96.0,0.0,0.0
84a8113ffffffff,6.0,0.0,0.0
84a8115ffffffff,80.0,0.0,0.0
84a8117ffffffff,11.0,0.0,0.0
84a8123ffffffff,4.0,0.0,0.0
84a8125ffffffff,2.0,0.0,0.0
84a8127ffffffff,3.0,0.0,0.0
84a8129ffffffff,5.0,0.0,0.0
84a812bffffffff,2.0,0.0,0.0
84a812dffffffff,20.0,0.0,0.0
84a8131ffffffff,2.0,0.0,0.0
84a8133ffffffff,2.0,0.0,0.0
84a8139ffffffff,48.0,0.0,0.0
84a813bffffffff,111.0,0.0,0.0
84a8143ffffffff,116.0,0.0,0.0
84a8155ffffffff,2.0,0.0,0.0
84a8157ffffffff,9.0,0.0,0.0
84a815dffffffff,1.0,0.0,0.0
84a8161ffffffff,9.0,0.0,0.0
84a8163ffffffff,9.0,0.0,0.0
84a8167ffffffff,18.0,0.0,0.0
84a8181ffffffff,6.0,0.0,0.0
84a8185ffffffff,37.0,0.0,0.0
84a8187ffffffff,27.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0
84a818dffffffff,21.0,0.0,0.0
84a8193ffffffff,2.0,0.0,0.0
84a8195ffffffff,29.0,0.0,0.0
84a8197ffffffff,2.0,0.0,0.0
84a8199ffffffff,6.0,0.0,0.0
84a81a5ffffffff,2.0,0.0,0.0
84a81a7ffffffff,3.0,0.0,0.0
84a81a9ffffffff,8.0,0.0,0.0
84a81abffffffff,7.0,0.0,0.0
84a81adffffffff,2.0,0.0,0.0
84a81b1ffffffff,15.0,0.0,0.0
84a81b3ffffffff,4.0,0.0,0.0
84a81bbffffffff,15.0,0.0,0.0
84a81c1ffffffff,1.0,0.0,0.0
84a81c3ffffffff,18.0,0.0,0.0
84a81c7ffffffff,5.0,0.0,0.0
84a81cdffffffff,40.0,0.0,0.0
84a81d1ffffffff,3.0,0.0,0.0
84a81d9ffffffff,7.0,0.0,0.0
84a81e1ffffffff,83.0,0.0,0.0
84a81e3ffffffff,26.0,0.0,0.0
84a81e7ffffffff,2.0,0.0,0.0
84a81e9ffffffff,78.0,0.0,0.0
84a81ebffffffff,9.0,0.0,0.0
84a81edffffffff,218.0,0.0,0.0
84a82dbffffffff,2.0,0.0,0.0
84a8311ffffffff,18.0,0.0,0.0
84a8313ffffffff,1.0,0.0,0.0
84a8315ffffffff,21.0,0.0,0.0
84a8317ffffffff,13.0,0.0,0.0
84a831dffffffff,9.0,3.0,0.0
84a8331ffffffff,6.0,0.0,0.0
84a8333ffffffff,64.0,0.0,0.0
84a8337ffffffff,17.0,0.0,0.0
84a833bffffffff,21.0,0.0,0.0
84a834bffffffff,14.0,0.0,0.0
84a8351ffffffff,10.0,0.0,0.0
84a8357ffffffff,43.0,1.0,0.0
84a835dffffffff,6.0,0.0,0.0
84a8401ffffffff,2.0,0.0,0.0
84a8403ffffffff,89.0,2.0,0.0
84a8405ffffffff,20.0,0.0,0.0
84a840dffffffff,285.0,5.0,0.0
84a8411ffffffff,13.0,0.0,0.0
84a8413ffffffff,13.0,0.0,0.0
84a8417ffffffff,1.0,0.0,0.0
84a841bffffffff,2.0,0.0,0.0
84a8421ffffffff,19.0,0.0,0.0
84a8429ffffffff,2.0,0.0,0.0
84a842bffffffff,14.0,0.0,0.0
84a8439ffffffff,2.0,0.0,0.0
84a8441ffffffff,4.0,0.0,0.0
84a8443ffffffff,1.0,0.0,0.0
84a8447ffffffff,3.0,0.0,0.0
84a844dffffffff,44.0,1.0,0.0
84a845bffffffff,8.0,0.0,0.0
84a8461ffffffff,13.0,0.0,0.0
84a8463ffffffff,267.0,26.0,0.0
84a8465ffffffff,4.0,0.0,0.0
84a846bffffffff,2.0,0.0,0.0
84a8495ffffffff,2.0,0.0,0.0
84a84a3ffffffff,9.0,0.0,0.0
84a84b5ffffffff,1.0,0.0,0.0
84a84e5ffffffff,1.0,0.0,0.0
84a84e7ffffffff,5.0,0.0,0.0
84a84edffffffff,4.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0
84a8535ffffffff,2.0,0.0,0.0
84a8559ffffffff,2.0,0.0,0.0
84a855dffffffff,18.0,1.0,0.0
84a8591ffffffff,2012.0,81.0,0.0
84a8593ffffffff,9.0,0.0,0.0
84a8597ffffffff,5.0,0.0,0.0
84a8599ffffffff,642.0,34.0,0.0
84a859bffffffff,32.0,4.0,0.0
84a85b3ffffffff,13.0,0.0,0.0
84a85b9ffffffff,29.0,0.0,0.0
84a85d3ffffffff,728.0,32.0,0.0
84a85d7ffffffff,85.0,0.0,0.0
84a85dbffffffff,4.0,0.0,0.0
84a8605ffffffff,5.0,0.0,0.0
84a860bffffffff,3.0,0.0,0.0
84a860dffffffff,7.0,0.0,0.0
84a8629ffffffff,5.0,0.0,0.0
84a8639ffffffff,10.0,0.0,0.0
84a8645ffffffff,2.0,0.0,0.0
84a8647ffffffff,8.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a86b7ffffffff,4.0,0.0,0.0
84a86d5ffffffff,2.0,0.0,0.0
84a86e7ffffffff,6.0,0.0,0.0
84a86edffffffff,3.0,0.0,0.0
84a8701ffffffff,5.0,0.0,0.0
84a8705ffffffff,2.0,0.0,0.0
84a871bffffffff,12.0,0.0,0.0
84a8737ffffffff,59.0,6.0,0.0
84a8743ffffffff,1.0,0.0,0.0
84a8747ffffffff,1.0,0.0,0.0
84a875dffffffff,3.0,0.0,0.0
84a8769ffffffff,4.0,0.0,0.0
84a876dffffffff,3.0,0.0,0.0
84a8811ffffffff,7.0,0.0,0.0
84a881bffffffff,22.0,6.0,0.0
84a8825ffffffff,1.0,0.0,0.0
84a882dffffffff,5.0,0.0,0.0
84a8849ffffffff,6.0,0.0,0.0
84a886dffffffff,4.0,0.0,0.0
84a8889ffffffff,4.0,0.0,0.0
84a8895ffffffff,4.0,0.0,0.0
84a88a9ffffffff,2.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0
84a88bbffffffff,9.0,0.0,0.0
84a88c3ffffffff,6.0,0.0,0.0
84a88c5ffffffff,1.0,0.0,0.0
84a88cdffffffff,46.0,4.0,0.0
84a88ddffffffff,94.0,0.0,0.0
84a88ebffffffff,1.0,0.0,0.0
84a8917ffffffff,10.0,4.0,0.0
84a891dffffffff,7.0,0.0,0.0
84a8951ffffffff,9.0,0.0,0.0
84a8953ffffffff,4.0,0.0,0.0
84a8957ffffffff,18.0,6.0,0.0
84a89b3ffffffff,2.0,0.0,0.0
84a8a03ffffffff,125.0,0.0,0.0
84a8a07ffffffff,136.0,2.0,0.0
84a8a13ffffffff,3.0,2.0,0.0
84a8a17ffffffff,3.0,0.0,0.0
84a8a19ffffffff,126.0,1.0,0.0
84a8a1dffffffff,40.0,0.0,0.0
84a8a21ffffffff,19.0,0.0,0.0
84a8a23ffffffff,83.0,0.0,0.0
84a8a25ffffffff,20.0,0.0,0.0
84a8a2bffffffff,198.0,0.0,0.0
84a8a2dffffffff,1.0,0.0,0.0
84a8a35ffffffff,2.0,0.0,0.0
84a8a39ffffffff,2.0,0.0,0.0
84a8a3dffffffff,8.0,0.0,0.0
84a8a53ffffffff,33.0,0.0,0.0
84a8a89ffffffff,2.0,0.0,0.0
84a8a8bffffffff,1.0,0.0,0.0
84a8a91ffffffff,49.0,8.0,0.0
84a8a93ffffffff,1.0,0.0,0.0
84a8a95ffffffff,7.0,1.0,0.0
84a8a97ffffffff,89.0,6.0,0.0
84a8a99ffffffff,2.0,0.0,0.0
84a8aa7ffffffff,2.0,0.0,0.0
84a8ab9ffffffff,2.0,0.0,0.0
84a8ac1ffffffff,1.0,0.0,0.0
84a8acbffffffff,2.0,0.0,0.0
84a8ad5ffffffff,1.0,0.0,0.0
84a8b11ffffffff,2.0,0.0,0.0
84a8b13ffffffff,2.0,0.0,0.0
84a8b17ffffffff,17.0,0.0,0.0
84a8c01ffffffff,10.0,0.0,0.0
84a8c03ffffffff,14.0,0.0,0.0
84a8c05ffffffff,8.0,0.0,0.0
84a8c09ffffffff,5.0,0.0,0.0
84a8c0dffffffff,19.0,2.0,0.0
84a8c23ffffffff,7.0,0.0,0.0
84a8c25ffffffff,89.0,33.0,0.0
84a8c27ffffffff,10.0,2.0,0.0
84a8c2bffffffff,3.0,0.0,0.0
84a8c47ffffffff,9.0,0.0,0.0
84a8c63ffffffff,7.0,0.0,0.0
84a8c9bffffffff,8.0,8.0,0.0
84a8cc7ffffffff,1.0,1.0,0.0
84a8cc9ffffffff,1.0,0.0,0.0
84a8cebffffffff,2.0,0.0,0.0
84a8d01ffffffff,1.0,0.0,0.0
84a8d05ffffffff,1.0,0.0,0.0
84a8d11ffffffff,5.0,0.0,0.0
84a8d19ffffffff,24.0,2.0,0.0
84a8d1bffffffff,25.0,4.0,0.0
84a8d43ffffffff,2.0,0.0,0.0
84a8d4bffffffff,2.0,0.0,0.0
84a8d5bffffffff,1.0,0.0,0.0
84a8d69ffffffff,2.0,0.0,0.0
84a8da9ffffffff,2.0,0.0,0.0
84a8dcbffffffff,1.0,0.0,0.0
84a8dd7ffffffff,2.0,0.0,0.0
84a8dd9ffffffff,2.0,0.0,0.0
84a8de1ffffffff,26.0,0.0,0.0
84a8de3ffffffff,11.0,0.0,0.0
84a8debffffffff,8.0,0.0,0.0
84a8e01ffffffff,1.0,0.0,0.0
84a8e09ffffffff,2.0,0.0,0.0
84a8e45ffffffff,2.0,0.0,0.0
84a8e55ffffffff,4.0,0.0,0.0
84a8e65ffffffff,1.0,0.0,0.0
84a8e6dffffffff,6.0,0.0,0.0
84a8ea5ffffffff,3.0,0.0,0.0
84a8eb5ffffffff,1.0,0.0,0.0
84a8ec9ffffffff,11.0,0.0,0.0
84a8f05ffffffff,1.0,0.0,0.0
84a8f0bffffffff,2.0,0.0,0.0
84a8f41ffffffff,16.0,0.0,0.0
84a8f43ffffffff,13.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0
84a8f4dffffffff,2.0,0.0,0.0
84a8f57ffffffff,11.0,0.0,0.0
84a8f61ffffffff,4.0,0.0,0.0
84a8f63ffffffff,1.0,0.0,0.0
84a9011ffffffff,6.0,0.0,0.0
84a9013ffffffff,52.0,2.0,0.0
84a9015ffffffff,3.0,0.0,0.0
84a9017ffffffff,2.0,0.0,0.0
84a9033ffffffff,1.0,0.0,0.0
84a9051ffffffff,23.0,0.0,0.0
84a9057ffffffff,3.0,0.0,0.0
84a9059ffffffff,2.0,0.0,0.0
84a90cdffffffff,1.0,0.0,0.0
84a90e9ffffffff,16.0,0.0,0.0
84a9191ffffffff,3.0,0.0,0.0
84a91b1ffffffff,2.0,0.0,0.0
84a91b5ffffffff,75.0,0.0,0.0
84a91b7ffffffff,19.0,0.0,0.0
84a91bdffffffff,3.0,0.0,0.0
84a9213ffffffff,5.0,0.0,0.0
84a921bffffffff,1.0,0.0,0.0
84a9293ffffffff,6.0,0.0,0.0
84a92a5ffffffff,4.0,0.0,0.0
84a92bdffffffff,2.0,0.0,0.0
84a92c5ffffffff,6.0,0.0,0.0
84a92c7ffffffff,2.0,0.0,0.0
84a92cbffffffff,163.0,0.0,0.0
84a92ddffffffff,3.0,0.0,0.0
84a92e1ffffffff,27.0,0.0,0.0
84a92e3ffffffff,2.0,0.0,0.0
84a92e9ffffffff,5.0,1.0,0.0
84a92ebffffffff,32.0,0.0,0.0
84a940dffffffff,13.0,0.0,0.0
84a9411ffffffff,15.0,0.0,0.0
84a9413ffffffff,25.0,0.0,0.0
84a9417ffffffff,6.0,0.0,0.0
84a9419ffffffff,8.0,0.0,0.0
84a941bffffffff,24.0,0.0,0.0
84a9425ffffffff,4.0,0.0,0.0
84a9431ffffffff,2.0,0.0,0.0
84a9433ffffffff,5.0,0.0,0.0
84a9435ffffffff,2.0,0.0,0.0
84a9437ffffffff,6.0,0.0,0.0
84a9439ffffffff,2.0,0.0,0.0
84a943dffffffff,28.0,0.0,0.0
84a9441ffffffff,22.0,0.0,0.0
84a9443ffffffff,3.0,0.0,0.0
84a9445ffffffff,21.0,0.0,0.0
84a9447ffffffff,24.0,0.0,0.0
84a944bffffffff,4.0,0.0,0.0
84a9453ffffffff,8.0,0.0,0.0
84a9457ffffffff,1.0,0.0,0.0
84a945bffffffff,20.0,0.0,0.0
84a9461ffffffff,22.0,0.0,0.0
84a9463ffffffff,2.0,0.0,0.0
84a9465ffffffff,42.0,0.0,0.0
84a9467ffffffff,37.0,0.0,0.0
84a946bffffffff,53.0,0.0,0.0
84a946dffffffff,7.0,0.0,0.0
84a9483ffffffff,4.0,0.0,0.0
84a948bffffffff,2.0,0.0,0.0
84a94b5ffffffff,2.0,0.0,0.0
84a94c1ffffffff,7.0,0.0,0.0
84a94c3ffffffff,4.0,0.0,0.0
84a94c5ffffffff,10.0,0.0,0.0
84a94c7ffffffff,62.0,0.0,0.0
84a94cdffffffff,1.0,0.0,0.0
84a94ddffffffff,10.0,0.0,0.0
84a94e1ffffffff,2.0,0.0,0.0
84a94e3ffffffff,8.0,0.0,0.0
84a94e5ffffffff,189.0,0.0,0.0
84a94e7ffffffff,20.0,0.0,0.0
84a94e9ffffffff,19.0,0.0,0.0
84a94edffffffff,7.0,0.0,0.0
84a953bffffffff,2.0,0.0,0.0
84a955bffffffff,8.0,0.0,0.0
84a9599ffffffff,4.0,0.0,0.0
84a95a5ffffffff,14.0,0.0,0.0
84a95abffffffff,6.0,0.0,0.0
84a95adffffffff,2.0,0.0,0.0
84a95c3ffffffff,2.0,0.0,0.0
84a95c9ffffffff,14.0,0.0,0.0
84a95d1ffffffff,4.0,0.0,0.0
84a95d9ffffffff,11.0,0.0,0.0
84a95dbffffffff,20.0,0.0,0.0
84a9601ffffffff,2.0,0.0,0.0
84a9603ffffffff,1.0,0.0,0.0
84a9607ffffffff,6.0,0.0,0.0
84a9611ffffffff,6.0,0.0,0.0
84a9613ffffffff,4.0,0.0,0.0
84a9619ffffffff,6.0,0.0,0.0
84a961dffffffff,2.0,0.0,0.0
84a9621ffffffff,2.0,0.0,0.0
84a9623ffffffff,20.0,0.0,0.0
84a9625ffffffff,4.0,0.0,0.0
84a9627ffffffff,21.0,0.0,0.0
84a962dffffffff,2.0,0.0,0.0
84a9631ffffffff,3.0,0.0,0.0
84a9633ffffffff,2.0,0.0,0.0
84a9637ffffffff,6.0,0.0,0.0
84a963dffffffff,4.0,0.0,0.0
84a9645ffffffff,40.0,0.0,0.0
84a9649ffffffff,4.0,0.0,0.0
84a9661ffffffff,1.0,0.0,0.0
84a9685ffffffff,26.0,0.0,0.0
84a96a1ffffffff,2.0,0.0,0.0
84a96a5ffffffff,15.0,0.0,0.0
84a96a7ffffffff,3.0,0.0,0.0
84a96abffffffff,10.0,0.0,0.0
84a96adffffffff,82.0,0.0,0.0
84a96b9ffffffff,2.0,0.0,0.0
84a96e3ffffffff,2.0,0.0,0.0
84a96e5ffffffff,18.0,0.0,0.0
84a96e7ffffffff,25.0,0.0,0.0
84a9711ffffffff,2.0,0.0,0.0
84a9715ffffffff,1.0,0.0,0.0
84a9717ffffffff,34.0,0.0,0.0
84a9719ffffffff,2.0,0.0,0.0
84a971dffffffff,2.0,0.0,0.0
84a973bffffffff,16.0,0.0,0.0
84a975dffffffff,2.0,0.0,0.0
84b2413ffffffff,1.0,0.0,0.0
84b2421ffffffff,1.0,0.0,0.0
84b2435ffffffff,59.0,0.0,0.0
84b2437ffffffff,9.0,0.0,0.0
84b243dffffffff,14.0,0.0,0.0
84b24e5ffffffff,4.0,0.0,0.0
84b24edffffffff,4.0,0.0,0.0
84b251bffffffff,3.0,0.0,0.0
84b2589ffffffff,2.0,0.0,0.0
84b258bffffffff,7.0,0.0,0.0
84b2591ffffffff,17.0,0.0,0.0
84b25b9ffffffff,2.0,0.0,0.0
84b25c1ffffffff,7.0,0.0,0.0
84b25c3ffffffff,2.0,0.0,0.0
84b25c7ffffffff,25.0,0.0,0.0
84b25cbffffffff,9.0,0.0,0.0
84b25cdffffffff,3.0,0.0,0.0
84b25d1ffffffff,2.0,0.0,0.0
84b25d5ffffffff,41.0,0.0,0.0
84b25ddffffffff,23.0,0.0,0.0
84b25e1ffffffff,2.0,0.0,0.0
84b25e3ffffffff,2.0,0.0,0.0
84b2625ffffffff,2.0,0.0,0.0
84b262dffffffff,13.0,0.0,0.0
84b2667ffffffff,2.0,0.0,0.0
84b268bffffffff,2.0,0.0,0.0
84b2699ffffffff,6.0,0.0,0.0
84b26d1ffffffff,6.0,0.0,0.0
84b26d7ffffffff,2.0,0.0,0.0
84b2701ffffffff,20.0,0.0,0.0
84b2709ffffffff,52.0,0.0,0.0
84b270bffffffff,5.0,0.0,0.0
84b2715ffffffff,2.0,0.0,0.0
84b2741ffffffff,3.0,0.0,0.0
84b2747ffffffff,7.0,0.0,0.0
84b274bffffffff,2.0,0.0,0.0
84b275bffffffff,12.0,0.0,0.0
84b276bffffffff,3.0,0.0,0.0
84b324bffffffff,2.0,0.0,0.0
84b3253ffffffff,3.0,0.0,0.0
84b325dffffffff,2.0,0.0,0.0
84b3407ffffffff,1.0,0.0,0.0
84b340dffffffff,72.0,0.0,0.0
84b3421ffffffff,61.0,0.0,0.0
84b3423ffffffff,67.0,0.0,0.0
84b3425ffffffff,38.0,0.0,0.0
84b3427ffffffff,18.0,0.0,0.0
84b3429ffffffff,38.0,0.0,0.0
84b342bffffffff,11.0,0.0,0.0
84b342dffffffff,9.0,0.0,0.0
84b3435ffffffff,4.0,0.0,0.0
84b3439ffffffff,9.0,0.0,0.0
84b3441ffffffff,7.0,0.0,0.0
84b3445ffffffff,39.0,0.0,0.0
84b3447ffffffff,11.0,0.0,0.0
84b3461ffffffff,5.0,0.0,0.0
84b3463ffffffff,20.0,0.0,0.0
84b3467ffffffff,21.0,0.0,0.0
84b346bffffffff,9.0,0.0,0.0
84b346dffffffff,13.0,0.0,0.0
84b3499ffffffff,2.0,0.0,0.0
84b34dbffffffff,2.0,0.0,0.0
84b3511ffffffff,91.0,0.0,0.0
84b3513ffffffff,196.0,0.0,0.0
84b351bffffffff,81.0,0.0,0.0
84b3585ffffffff,14.0,0.0,0.0
84b3589ffffffff,44.0,0.0,0.0
84b358dffffffff,5.0,0.0,0.0
84b35a1ffffffff,12.0,0.0,0.0
84b35a3ffffffff,10.0,0.0,0.0
84b35a9ffffffff,5.0,0.0,0.0
84b35b5ffffffff,42.0,0.0,0.0
84b35bdffffffff,31.0,0.0,0.0
84b35c1ffffffff,20.0,0.0,0.0
84b35c3ffffffff,7.0,0.0,0.0
84b35c5ffffffff,91.0,0.0,0.0
84b35c7ffffffff,37.0,0.0,0.0
84b35c9ffffffff,164.0,0.0,0.0
84b35cbffffffff,2.0,0.0,0.0
84b35cdffffffff,40.0,0.0,0.0
84b35d5ffffffff,2.0,0.0,0.0
84b35e1ffffffff,97.0,0.0,0.0
84b35e3ffffffff,7.0,0.0,0.0
84b35e7ffffffff,7.0,0.0,0.0
84b35e9ffffffff,414.0,0.0,0.0
84b35ebffffffff,28.0,0.0,0.0
84b35edffffffff,12.0,0.0,0.0
84b3623ffffffff,2.0,0.0,0.0
84b3665ffffffff,4.0,0.0,0.0
84b3667ffffffff,1.0,0.0,0.0
84b366dffffffff,25.0,0.0,0.0
84b3683ffffffff,4.0,0.0,0.0
84b368bffffffff,2.0,0.0,0.0
84b3699ffffffff,3.0,0.0,0.0
84b36b3ffffffff,1.0,0.0,0.0
84c205bffffffff,7.0,0.0,0.0
84c218bffffffff,6.0,0.0,0.0
84c21b1ffffffff,12.0,0.0,0.0
84c21b3ffffffff,34.0,0.0,0.0
84c21bbffffffff,1.0,0.0,0.0
84c21d1ffffffff,2.0,0.0,0.0
84c21ddffffffff,24.0,0.0,0.0
84c22e5ffffffff,2.0,0.0,0.0
84c2c01ffffffff,1.0,0.0,0.0
84c2c03ffffffff,2.0,0.0,0.0
84c2c05ffffffff,2.0,0.0,0.0
84c2c15ffffffff,2.0,0.0,0.0
84c2c17ffffffff,46.0,0.0,0.0
84c2c19ffffffff,12.0,0.0,0.0
84c2c1dffffffff,16.0,0.0,0.0
84c2c29ffffffff,1.0,0.0,0.0
84c2c2bffffffff,1.0,0.0,0.0
84c2c37ffffffff,3.0,0.0,0.0
84c2c41ffffffff,2.0,0.0,0.0
84c2c49ffffffff,2.0,0.0,0.0
84c2c4bffffffff,2.0,0.0,0.0
84c2c53ffffffff,29.0,0.0,0.0
84c2c57ffffffff,4.0,0.0,0.0
84c2c5bffffffff,15.0,0.0,0.0
84c2c69ffffffff,1.0,0.0,0.0
84c2c97ffffffff,3.0,0.0,0.0
84c2ca5ffffffff,1.0,0.0,0.0
84c2ca7ffffffff,6.0,0.0,0.0
84c2cabffffffff,4.0,0.0,0.0
84c2cadffffffff,13.0,0.0,0.0
84c2cb1ffffffff,36.0,0.0,0.0
84c2cb3ffffffff,3.0,0.0,0.0
84c2cbdffffffff,2.0,0.0,0.0
84c2ce1ffffffff,54.0,0.0,0.0
84c2ce7ffffffff,5.0,0.0,0.0
84c2cedffffffff,3.0,0.0,0.0
84c2d05ffffffff,16.0,0.0,0.0
84c2d17ffffffff,9.0,0.0,0.0
84c2d27ffffffff,2.0,0.0,0.0
84c2d2bffffffff,2.0,0.0,0.0
84c2d31ffffffff,2.0,0.0,0.0
84c2d33ffffffff,3.0,0.0,0.0
84c2d35ffffffff,1.0,0.0,0.0
84c2d37ffffffff,16.0,0.0,0.0
84c2d43ffffffff,2.0,0.0,0.0
84c2d45ffffffff,2.0,0.0,0.0
84c2d49ffffffff,4.0,0.0,0.0
84c2d4bffffffff,7.0,0.0,0.0
84c2d4dffffffff,3.0,0.0,0.0
84c2d55ffffffff,2.0,0.0,0.0
84c2d61ffffffff,2.0,0.0,0.0
84c2d63ffffffff,9.0,0.0,0.0
84c2d69ffffffff,23.0,2.0,0.0
84c2d6bffffffff,18.0,0.0,0.0
84c2d85ffffffff,14.0,0.0,0.0
84c2d87ffffffff,2.0,0.0,0.0
84c2d93ffffffff,65.0,0.0,0.0
84c2d9bffffffff,10.0,0.0,0.0
84c2dabffffffff,1.0,0.0,0.0
84c2db1ffffffff,2.0,0.0,0.0
84c2dbbffffffff,3.0,0.0,0.0
84c2dd5ffffffff,1.0,0.0,0.0
84c2de9ffffffff,1.0,0.0,0.0
84c2e07ffffffff,1.0,0.0,0.0
84c2e17ffffffff,3.0,0.0,0.0
84c2e21ffffffff,66.0,0.0,0.0
84c2e23ffffffff,121.0,0.0,0.0
84c2e29ffffffff,4.0,0.0,0.0
84c2e2bffffffff,13.0,0.0,0.0
84c2e2dffffffff,74.0,0.0,0.0
84c2e31ffffffff,1381.0,12.0,0.0
84c2e33ffffffff,144.0,0.0,0.0
84c2e37ffffffff,31.0,0.0,0.0
84c2e39ffffffff,61.0,0.0,0.0
84c2e3bffffffff,18.0,0.0,0.0
84c2e3dffffffff,74.0,0.0,0.0
84c2e67ffffffff,4.0,0.0,0.0
84c2e85ffffffff,2.0,0.0,0.0
84c2ec5ffffffff,2.0,0.0,0.0
84c2ee5ffffffff,4.0,0.0,0.0
84c2f11ffffffff,214.0,0.0,0.0
84c2f15ffffffff,154.0,0.0,0.0
84c2f17ffffffff,2.0,0.0,0.0
84c2f1dffffffff,13.0,0.0,0.0
84c2f23ffffffff,21.0,0.0,0.0
84c2f27ffffffff,16.0,2.0,0.0
84c2f2bffffffff,60.0,0.0,0.0
84c2f31ffffffff,20.0,0.0,0.0
84c2f33ffffffff,4.0,0.0,0.0
84c2f35ffffffff,29.0,0.0,0.0
84c2f37ffffffff,15.0,0.0,0.0
84c2f39ffffffff,48.0,0.0,0.0
84c2f3bffffffff,5.0,0.0,0.0
84c2f3dffffffff,155.0,1.0,0.0
