cell_id,Cardellina pusilla,Cardellina pusilla pileolata,Cardellina pusilla pusilla,Cardellina pusilla chryseola
830c14fffffffff,12.0,0.0,0.0,3.0
830c1efffffffff,8.0,0.0,0.0,0.0
830c41fffffffff,21.0,0.0,0.0,0.0
830c42fffffffff,2.0,0.0,0.0,0.0
830c45fffffffff,8.0,0.0,0.0,0.0
830c46fffffffff,25.0,19.0,0.0,2.0
830c52fffffffff,4.0,0.0,0.0,0.0
830c55fffffffff,1.0,0.0,0.0,0.0
830c5afffffffff,10.0,0.0,0.0,0.0
830c69fffffffff,3.0,0.0,0.0,0.0
830c73fffffffff,28.0,0.0,0.0,0.0
830c74fffffffff,3.0,0.0,0.0,0.0
830ca4fffffffff,16.0,0.0,0.0,0.0
830cecfffffffff,2.0,0.0,0.0,0.0
830d03fffffffff,3.0,0.0,0.0,0.0
830d48fffffffff,2.0,0.0,0.0,0.0
830d56fffffffff,2.0,0.0,0.0,0.0
830d5afffffffff,1.0,0.0,0.0,0.0
830d62fffffffff,3.0,0.0,0.0,0.0
830e36fffffffff,2.0,0.0,0.0,0.0
830e45fffffffff,1.0,0.0,0.0,0.0
830e48fffffffff,5.0,0.0,0.0,0.0
830e4afffffffff,4.0,0.0,0.0,0.0
830ec1fffffffff,5.0,0.0,0.0,0.0
830ec5fffffffff,4.0,0.0,0.0,0.0
830ec8fffffffff,2.0,0.0,0.0,0.0
830ec9fffffffff,4.0,0.0,4.0,0.0
830eccfffffffff,4.0,0.0,4.0,0.0
830ecdfffffffff,4.0,0.0,4.0,0.0
830ed4fffffffff,4.0,0.0,0.0,0.0
830eeafffffffff,51.0,0.0,0.0,0.0
830eeefffffffff,2.0,0.0,0.0,0.0
830ef1fffffffff,2.0,0.0,2.0,0.0
831230fffffffff,1.0,0.0,0.0,0.0
831251fffffffff,8.0,0.0,0.0,0.0
83125dfffffffff,4.0,0.0,0.0,0.0
831289fffffffff,2.0,0.0,0.0,0.0
8312abfffffffff,2.0,0.0,0.0,0.0
8312b0fffffffff,7.0,0.0,0.0,0.0
8312b4fffffffff,3.0,0.0,0.0,0.0
8312c1fffffffff,31.0,0.0,0.0,0.0
8312c3fffffffff,7.0,0.0,0.0,0.0
8312c8fffffffff,5.0,0.0,0.0,0.0
8312c9fffffffff,3.0,0.0,0.0,0.0
8312cafffffffff,4.0,0.0,0.0,0.0
8312cbfffffffff,5.0,0.0,0.0,0.0
8312ccfffffffff,46.0,0.0,0.0,0.0
8312d0fffffffff,2.0,0.0,0.0,0.0
8312d1fffffffff,24.0,0.0,0.0,0.0
8312d8fffffffff,3.0,0.0,0.0,0.0
8312dbfffffffff,2.0,0.0,0.0,0.0
8312ddfffffffff,14.0,0.0,0.0,0.0
8312e2fffffffff,1.0,0.0,0.0,0.0
8312e8fffffffff,3.0,0.0,0.0,0.0
8312eafffffffff,4.0,0.0,0.0,0.0
8312ebfffffffff,1.0,0.0,0.0,0.0
8312ecfffffffff,7.0,0.0,0.0,0.0
8312edfffffffff,2.0,0.0,0.0,0.0
8312f1fffffffff,4.0,2.0,0.0,0.0
8312f2fffffffff,2.0,0.0,0.0,0.0
8312f6fffffffff,2.0,0.0,0.0,0.0
831383fffffffff,63.0,0.0,0.0,0.0
831386fffffffff,38.0,0.0,0.0,0.0
83138cfffffffff,44.0,0.0,0.0,0.0
831390fffffffff,2.0,0.0,0.0,0.0
831395fffffffff,1.0,0.0,0.0,0.0
83139efffffffff,7.0,0.0,0.0,0.0
8313a3fffffffff,1.0,0.0,0.0,0.0
8313b0fffffffff,1.0,0.0,0.0,0.0
831aa0fffffffff,52.0,0.0,0.0,0.0
831aa2fffffffff,8.0,0.0,0.0,0.0
831aa3fffffffff,38.0,0.0,0.0,0.0
831aa6fffffffff,12.0,0.0,0.0,0.0
831ab0fffffffff,3.0,0.0,0.0,0.0
831ab5fffffffff,4.0,0.0,0.0,0.0
831b83fffffffff,2.0,0.0,0.0,0.0
831b98fffffffff,2.0,0.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0,0.0
831b9cfffffffff,2.0,0.0,0.0,0.0
831b9dfffffffff,5.0,0.0,0.0,0.0
831b9efffffffff,4.0,0.0,0.0,0.0
831db6fffffffff,3.0,0.0,0.0,0.0
8322d0fffffffff,3.0,0.0,0.0,0.0
8322dbfffffffff,15.0,3.0,0.0,0.0
832601fffffffff,2.0,0.0,0.0,0.0
832603fffffffff,3.0,0.0,3.0,0.0
832608fffffffff,3.0,0.0,0.0,0.0
83260afffffffff,5.0,0.0,1.0,0.0
83260bfffffffff,1.0,0.0,0.0,0.0
832612fffffffff,2.0,0.0,0.0,0.0
83261afffffffff,2.0,0.0,0.0,0.0
83261dfffffffff,2.0,0.0,0.0,0.0
832620fffffffff,2.0,0.0,0.0,0.0
832622fffffffff,2.0,0.0,0.0,0.0
83262cfffffffff,4.0,0.0,0.0,0.0
83262dfffffffff,2.0,0.0,0.0,0.0
832640fffffffff,2.0,0.0,0.0,0.0
832641fffffffff,3.0,0.0,0.0,0.0
832643fffffffff,3.0,0.0,0.0,0.0
832646fffffffff,3.0,0.0,0.0,0.0
832648fffffffff,2.0,0.0,0.0,0.0
832649fffffffff,5.0,2.0,0.0,0.0
83264afffffffff,5.0,0.0,0.0,0.0
83264cfffffffff,10.0,0.0,0.0,0.0
83264dfffffffff,28.0,0.0,0.0,0.0
83264efffffffff,13.0,0.0,0.0,0.0
832651fffffffff,2.0,0.0,0.0,0.0
832652fffffffff,2.0,0.0,0.0,0.0
832653fffffffff,19.0,0.0,2.0,0.0
832654fffffffff,1.0,0.0,0.0,0.0
832655fffffffff,6.0,0.0,0.0,0.0
832656fffffffff,22.0,0.0,0.0,0.0
832659fffffffff,14.0,0.0,0.0,0.0
83265bfffffffff,5.0,0.0,0.0,0.0
83265dfffffffff,4.0,0.0,0.0,0.0
832660fffffffff,1.0,0.0,0.0,0.0
832661fffffffff,2.0,0.0,0.0,0.0
832662fffffffff,3.0,0.0,1.0,0.0
832663fffffffff,8.0,0.0,1.0,0.0
832664fffffffff,76.0,0.0,5.0,0.0
832666fffffffff,3.0,0.0,0.0,0.0
832668fffffffff,10.0,0.0,0.0,0.0
832669fffffffff,3.0,0.0,0.0,0.0
83266afffffffff,4.0,0.0,0.0,0.0
83266bfffffffff,3.0,0.0,0.0,0.0
83266cfffffffff,2.0,0.0,0.0,0.0
83266dfffffffff,26.0,0.0,0.0,0.0
83266efffffffff,2.0,0.0,0.0,0.0
832680fffffffff,8.0,0.0,0.0,0.0
832681fffffffff,67.0,0.0,0.0,0.0
832683fffffffff,23.0,0.0,0.0,0.0
832685fffffffff,33.0,0.0,0.0,0.0
832688fffffffff,79.0,0.0,0.0,0.0
832689fffffffff,17.0,0.0,0.0,0.0
83268afffffffff,7.0,0.0,0.0,0.0
83268bfffffffff,2.0,0.0,0.0,0.0
83268cfffffffff,48.0,0.0,0.0,0.0
83268dfffffffff,112.0,0.0,0.0,0.0
83268efffffffff,12.0,0.0,0.0,0.0
832690fffffffff,15.0,0.0,0.0,0.0
832694fffffffff,22.0,0.0,0.0,0.0
832695fffffffff,6.0,0.0,0.0,0.0
832696fffffffff,149.0,0.0,0.0,0.0
832698fffffffff,9.0,0.0,0.0,0.0
832699fffffffff,16.0,0.0,0.0,0.0
83269bfffffffff,4.0,3.0,0.0,0.0
83269cfffffffff,7.0,0.0,0.0,0.0
83269dfffffffff,18.0,0.0,0.0,0.0
83269efffffffff,17.0,0.0,0.0,0.0
8326a1fffffffff,4.0,0.0,0.0,0.0
8326a2fffffffff,4.0,0.0,0.0,0.0
8326a5fffffffff,2.0,0.0,0.0,0.0
8326a8fffffffff,3.0,0.0,0.0,0.0
8326a9fffffffff,8.0,0.0,0.0,0.0
8326aafffffffff,45.0,0.0,0.0,0.0
8326abfffffffff,26.0,0.0,0.0,0.0
8326acfffffffff,2.0,0.0,0.0,0.0
8326adfffffffff,2.0,0.0,0.0,0.0
8326aefffffffff,20.0,0.0,0.0,0.0
8326b0fffffffff,2.0,0.0,0.0,0.0
8326b4fffffffff,2.0,0.0,0.0,0.0
8326b6fffffffff,6.0,0.0,0.0,0.0
8326c1fffffffff,13.0,0.0,0.0,0.0
8326c8fffffffff,10.0,0.0,0.0,0.0
8326c9fffffffff,2.0,0.0,0.0,0.0
8326d0fffffffff,2.0,0.0,0.0,0.0
8326d1fffffffff,2.0,0.0,0.0,0.0
8326d3fffffffff,2.0,0.0,0.0,0.0
8326d4fffffffff,29.0,0.0,0.0,0.0
8326d6fffffffff,2.0,0.0,0.0,0.0
8326d9fffffffff,2.0,0.0,0.0,0.0
8326dafffffffff,2.0,0.0,0.0,0.0
8326dbfffffffff,2.0,0.0,0.0,0.0
8326dcfffffffff,1.0,0.0,0.0,0.0
8326defffffffff,9.0,0.0,0.0,0.0
8326e2fffffffff,9.0,0.0,0.0,0.0
8326e6fffffffff,5.0,0.0,0.0,0.0
8326e8fffffffff,2.0,0.0,0.0,0.0
8326edfffffffff,26.0,0.0,0.0,0.0
8326eefffffffff,2.0,0.0,0.0,0.0
8326f0fffffffff,3.0,0.0,0.0,0.0
8326f2fffffffff,55.0,0.0,0.0,0.0
8326f3fffffffff,5.0,0.0,0.0,0.0
8326f4fffffffff,4.0,0.0,0.0,0.0
8326f6fffffffff,8.0,0.0,0.0,0.0
832702fffffffff,2.0,0.0,0.0,0.0
83270dfffffffff,2.0,0.0,0.0,0.0
83270efffffffff,7.0,0.0,7.0,0.0
832719fffffffff,2.0,0.0,0.0,0.0
83271cfffffffff,3.0,0.0,0.0,0.0
832735fffffffff,1.0,0.0,0.0,0.0
832741fffffffff,5.0,0.0,0.0,0.0
832744fffffffff,11.0,0.0,0.0,0.0
832748fffffffff,14.0,0.0,0.0,0.0
832749fffffffff,13.0,0.0,0.0,0.0
83274afffffffff,5.0,0.0,0.0,0.0
83274bfffffffff,14.0,0.0,0.0,0.0
83274dfffffffff,10.0,0.0,0.0,0.0
83274efffffffff,19.0,0.0,0.0,0.0
832750fffffffff,2.0,0.0,0.0,0.0
832752fffffffff,4.0,0.0,0.0,0.0
832754fffffffff,12.0,0.0,0.0,0.0
832756fffffffff,30.0,0.0,0.0,0.0
832758fffffffff,2.0,0.0,0.0,0.0
832759fffffffff,19.0,0.0,3.0,0.0
83275afffffffff,2.0,0.0,0.0,0.0
83275bfffffffff,3.0,0.0,0.0,0.0
83275cfffffffff,3.0,0.0,0.0,0.0
83275dfffffffff,10.0,0.0,0.0,0.0
832763fffffffff,12.0,0.0,3.0,0.0
832768fffffffff,3.0,0.0,0.0,0.0
832769fffffffff,2.0,0.0,2.0,0.0
83276afffffffff,8.0,0.0,0.0,0.0
83276bfffffffff,29.0,0.0,0.0,0.0
83276cfffffffff,2.0,0.0,2.0,0.0
83276dfffffffff,32.0,0.0,32.0,0.0
832770fffffffff,4.0,0.0,0.0,0.0
832771fffffffff,12.0,0.0,0.0,0.0
832772fffffffff,7.0,0.0,0.0,0.0
832774fffffffff,3.0,0.0,0.0,0.0
832776fffffffff,2.0,0.0,2.0,0.0
832780fffffffff,5.0,0.0,0.0,0.0
832783fffffffff,3.0,0.0,0.0,0.0
832788fffffffff,2.0,0.0,0.0,0.0
83278cfffffffff,3.0,0.0,0.0,0.0
832790fffffffff,4.0,0.0,0.0,0.0
832792fffffffff,7.0,0.0,0.0,0.0
832794fffffffff,7.0,0.0,0.0,0.0
832796fffffffff,7.0,0.0,0.0,0.0
83279efffffffff,2.0,0.0,0.0,0.0
8327abfffffffff,1.0,0.0,0.0,0.0
8327adfffffffff,5.0,0.0,0.0,0.0
8327b1fffffffff,2.0,0.0,0.0,0.0
8327b2fffffffff,3.0,0.0,0.0,0.0
8327b5fffffffff,2.0,0.0,0.0,0.0
832800fffffffff,8.0,0.0,0.0,8.0
832802fffffffff,225.0,0.0,0.0,177.0
832803fffffffff,13.0,0.0,0.0,13.0
832806fffffffff,24.0,2.0,0.0,8.0
832810fffffffff,8.0,0.0,0.0,0.0
832811fffffffff,12.0,0.0,0.0,0.0
832812fffffffff,6.0,0.0,0.0,0.0
832813fffffffff,9.0,0.0,0.0,0.0
832814fffffffff,59.0,0.0,0.0,57.0
832815fffffffff,104.0,0.0,0.0,7.0
832818fffffffff,10.0,0.0,0.0,2.0
832819fffffffff,3.0,0.0,0.0,0.0
83281afffffffff,2.0,0.0,0.0,0.0
83281bfffffffff,4.0,0.0,0.0,2.0
83281cfffffffff,62.0,0.0,0.0,37.0
83281dfffffffff,8.0,0.0,0.0,0.0
83281efffffffff,167.0,0.0,0.0,37.0
832830fffffffff,559.0,4.0,0.0,64.0
832831fffffffff,4.0,0.0,0.0,1.0
832832fffffffff,284.0,0.0,0.0,244.0
832833fffffffff,7.0,0.0,0.0,1.0
832834fffffffff,174.0,0.0,0.0,40.0
832835fffffffff,71.0,0.0,0.0,18.0
832836fffffffff,847.0,0.0,0.0,26.0
832881fffffffff,2.0,0.0,0.0,0.0
832884fffffffff,96.0,0.0,0.0,2.0
832888fffffffff,12.0,0.0,0.0,0.0
832889fffffffff,3.0,0.0,0.0,0.0
83288afffffffff,15.0,0.0,0.0,0.0
83288cfffffffff,2.0,0.0,0.0,0.0
83288dfffffffff,1.0,0.0,0.0,0.0
83288efffffffff,2.0,0.0,0.0,0.0
832890fffffffff,2.0,0.0,0.0,0.0
832892fffffffff,19.0,0.0,0.0,0.0
832893fffffffff,2.0,0.0,0.0,0.0
832894fffffffff,70.0,0.0,0.0,0.0
832896fffffffff,2.0,0.0,0.0,0.0
832898fffffffff,16.0,0.0,0.0,0.0
83289dfffffffff,1.0,0.0,0.0,0.0
83289efffffffff,5.0,0.0,0.0,0.0
8328a1fffffffff,2.0,0.0,0.0,0.0
8328a9fffffffff,6.0,0.0,0.0,0.0
8328acfffffffff,1.0,1.0,0.0,0.0
8328adfffffffff,5.0,0.0,0.0,0.0
8328aefffffffff,8.0,1.0,0.0,0.0
8328b0fffffffff,5.0,0.0,0.0,0.0
8328b2fffffffff,1.0,0.0,0.0,0.0
8328b4fffffffff,2.0,0.0,0.0,0.0
8328b6fffffffff,1.0,0.0,0.0,0.0
8328c0fffffffff,31.0,0.0,0.0,0.0
8328c2fffffffff,25.0,0.0,0.0,6.0
8328c4fffffffff,9.0,0.0,0.0,0.0
8328c6fffffffff,53.0,0.0,0.0,1.0
8328d0fffffffff,9.0,0.0,0.0,0.0
8328d1fffffffff,40.0,0.0,0.0,0.0
8328d3fffffffff,15.0,0.0,0.0,0.0
8328d5fffffffff,160.0,0.0,0.0,0.0
