cell_id,Cardellina pusilla,Cardellina pusilla pileolata,Cardellina pusilla pusilla,Cardellina pusilla chryseola
8328d8fffffffff,7.0,0.0,0.0,0.0
8328d9fffffffff,4.0,0.0,0.0,0.0
8328dcfffffffff,85.0,0.0,9.0,0.0
8328ddfffffffff,6.0,2.0,0.0,0.0
8328defffffffff,41.0,0.0,0.0,4.0
8328f0fffffffff,74.0,2.0,0.0,0.0
8328f1fffffffff,30.0,0.0,0.0,6.0
8328f2fffffffff,3.0,0.0,0.0,0.0
8328f3fffffffff,10.0,0.0,0.0,3.0
8328f4fffffffff,12.0,0.0,0.0,0.0
8328f5fffffffff,22.0,0.0,0.0,0.0
8328f6fffffffff,9.0,0.0,0.0,0.0
832912fffffffff,36.0,0.0,0.0,8.0
832916fffffffff,1.0,0.0,0.0,0.0
83291afffffffff,19.0,0.0,0.0,9.0
832981fffffffff,2.0,0.0,0.0,0.0
832984fffffffff,32.0,0.0,0.0,1.0
832985fffffffff,11.0,0.0,0.0,0.0
832986fffffffff,34.0,0.0,0.0,0.0
832989fffffffff,248.0,0.0,0.0,245.0
83298bfffffffff,2.0,0.0,0.0,0.0
83298cfffffffff,14.0,0.0,0.0,0.0
83298dfffffffff,3.0,0.0,0.0,0.0
832990fffffffff,4.0,0.0,0.0,0.0
832992fffffffff,7.0,0.0,0.0,0.0
832995fffffffff,16.0,0.0,0.0,0.0
832996fffffffff,2.0,2.0,0.0,0.0
8329a0fffffffff,99.0,0.0,0.0,7.0
8329a1fffffffff,135.0,0.0,0.0,0.0
8329a2fffffffff,7.0,0.0,0.0,0.0
8329a3fffffffff,16.0,0.0,0.0,0.0
8329a4fffffffff,144.0,0.0,0.0,2.0
8329a5fffffffff,127.0,0.0,0.0,1.0
8329a6fffffffff,60.0,0.0,0.0,2.0
8329a8fffffffff,5.0,0.0,0.0,2.0
8329a9fffffffff,10.0,0.0,0.0,0.0
8329aafffffffff,3.0,0.0,0.0,1.0
8329abfffffffff,7.0,0.0,0.0,0.0
8329acfffffffff,2.0,0.0,0.0,0.0
8329adfffffffff,73.0,0.0,0.0,44.0
8329aefffffffff,13.0,2.0,0.0,2.0
8329b0fffffffff,30.0,2.0,0.0,4.0
8329b1fffffffff,19.0,0.0,0.0,2.0
8329b2fffffffff,9.0,0.0,0.0,0.0
8329b5fffffffff,73.0,2.0,0.0,8.0
8329b6fffffffff,35.0,0.0,0.0,0.0
832a06fffffffff,20.0,0.0,0.0,0.0
832a10fffffffff,208.0,0.0,5.0,0.0
832a12fffffffff,47.0,0.0,0.0,0.0
832a13fffffffff,64.0,0.0,0.0,0.0
832a14fffffffff,18.0,0.0,0.0,0.0
832a15fffffffff,26.0,0.0,0.0,0.0
832a16fffffffff,9.0,0.0,0.0,0.0
832a1afffffffff,2.0,0.0,0.0,0.0
832a30fffffffff,208.0,18.0,0.0,0.0
832a31fffffffff,50.0,1.0,0.0,0.0
832a32fffffffff,39.0,0.0,0.0,0.0
832a33fffffffff,36.0,0.0,0.0,0.0
832a34fffffffff,53.0,0.0,1.0,0.0
832a36fffffffff,11.0,0.0,0.0,0.0
832a80fffffffff,2.0,0.0,0.0,0.0
832a81fffffffff,11.0,0.0,0.0,0.0
832a82fffffffff,9.0,0.0,0.0,0.0
832a84fffffffff,5.0,0.0,0.0,0.0
832a86fffffffff,2.0,0.0,0.0,0.0
832a88fffffffff,9.0,0.0,0.0,0.0
832a89fffffffff,46.0,0.0,0.0,0.0
832a8afffffffff,9.0,0.0,0.0,0.0
832a8bfffffffff,103.0,0.0,0.0,0.0
832a8cfffffffff,13.0,0.0,0.0,0.0
832a8dfffffffff,25.0,0.0,0.0,0.0
832a8efffffffff,8.0,0.0,0.0,0.0
832a90fffffffff,4.0,0.0,0.0,0.0
832a91fffffffff,2.0,0.0,0.0,0.0
832a93fffffffff,7.0,0.0,0.0,0.0
832a96fffffffff,1.0,0.0,0.0,0.0
832a9afffffffff,1.0,0.0,0.0,0.0
832aa0fffffffff,9.0,0.0,0.0,0.0
832aa1fffffffff,23.0,0.0,0.0,0.0
832aa3fffffffff,45.0,0.0,0.0,0.0
832aa4fffffffff,25.0,0.0,0.0,0.0
832aa5fffffffff,1.0,0.0,0.0,0.0
832aa6fffffffff,4.0,0.0,0.0,0.0
832aa8fffffffff,81.0,0.0,28.0,0.0
832aa9fffffffff,18.0,0.0,0.0,0.0
832aaafffffffff,8.0,0.0,0.0,0.0
832aacfffffffff,114.0,0.0,0.0,0.0
832aadfffffffff,49.0,0.0,0.0,0.0
832aaefffffffff,7.0,0.0,0.0,0.0
832ab0fffffffff,16.0,0.0,8.0,0.0
832ab2fffffffff,218.0,0.0,88.0,0.0
832ab3fffffffff,25.0,0.0,0.0,0.0
832ab4fffffffff,29.0,0.0,13.0,0.0
832ab5fffffffff,63.0,0.0,32.0,0.0
832ab6fffffffff,4.0,0.0,0.0,0.0
832ad0fffffffff,5.0,0.0,0.0,0.0
832ad3fffffffff,8.0,0.0,0.0,0.0
832ad6fffffffff,27.0,0.0,0.0,0.0
832af0fffffffff,30.0,0.0,0.0,0.0
832af6fffffffff,32.0,0.0,0.0,0.0
832b00fffffffff,1.0,0.0,0.0,0.0
832b01fffffffff,3.0,0.0,0.0,0.0
832b03fffffffff,16.0,0.0,0.0,0.0
832b05fffffffff,6.0,0.0,0.0,0.0
832b06fffffffff,1.0,0.0,0.0,0.0
832b0afffffffff,13.0,0.0,0.0,0.0
832b0cfffffffff,24.0,0.0,0.0,0.0
832b0efffffffff,5.0,0.0,0.0,0.0
832b16fffffffff,18.0,0.0,0.0,0.0
832b18fffffffff,14.0,0.0,0.0,0.0
832b19fffffffff,4.0,0.0,0.0,0.0
832b1afffffffff,37.0,0.0,0.0,0.0
832b1bfffffffff,10.0,0.0,0.0,0.0
832b1dfffffffff,5.0,0.0,0.0,0.0
832b1efffffffff,2.0,0.0,0.0,0.0
832b21fffffffff,7.0,0.0,0.0,0.0
832b22fffffffff,4.0,0.0,0.0,0.0
832b25fffffffff,12.0,0.0,0.0,0.0
832b2cfffffffff,2.0,0.0,0.0,0.0
832b2efffffffff,2.0,0.0,0.0,0.0
832b30fffffffff,1.0,0.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0,0.0
832b33fffffffff,3.0,0.0,0.0,0.0
832b36fffffffff,4.0,0.0,0.0,0.0
832b80fffffffff,1.0,0.0,0.0,0.0
832b81fffffffff,45.0,0.0,0.0,0.0
832b83fffffffff,13.0,0.0,0.0,0.0
832b85fffffffff,6.0,0.0,0.0,0.0
832b88fffffffff,2.0,0.0,0.0,0.0
832b89fffffffff,12.0,0.0,0.0,0.0
832b8afffffffff,3.0,0.0,0.0,0.0
832b8cfffffffff,22.0,0.0,0.0,0.0
832b8dfffffffff,10.0,0.0,0.0,0.0
832b8efffffffff,6.0,0.0,6.0,0.0
832b90fffffffff,7.0,0.0,0.0,0.0
832b91fffffffff,7.0,0.0,5.0,0.0
832b93fffffffff,11.0,0.0,3.0,0.0
832b94fffffffff,92.0,0.0,0.0,0.0
832b98fffffffff,49.0,0.0,10.0,0.0
832b99fffffffff,37.0,0.0,25.0,0.0
832b9afffffffff,4.0,0.0,0.0,0.0
832b9bfffffffff,133.0,0.0,10.0,0.0
832b9cfffffffff,30.0,0.0,14.0,0.0
832b9dfffffffff,161.0,0.0,99.0,0.0
832b9efffffffff,15.0,0.0,0.0,0.0
832ba8fffffffff,12.0,0.0,0.0,0.0
832baafffffffff,86.0,0.0,0.0,0.0
832babfffffffff,6.0,0.0,0.0,0.0
832bacfffffffff,14.0,0.0,0.0,0.0
8335a8fffffffff,4.0,0.0,0.0,0.0
834412fffffffff,11.0,0.0,0.0,0.0
834413fffffffff,1.0,0.0,0.0,0.0
834414fffffffff,5.0,0.0,0.0,0.0
834416fffffffff,21.0,0.0,0.0,0.0
83441afffffffff,29.0,0.0,0.0,0.0
83441efffffffff,54.0,0.0,0.0,0.0
834432fffffffff,2.0,0.0,0.0,0.0
834440fffffffff,41.0,0.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0,0.0
834445fffffffff,7.0,0.0,0.0,0.0
834446fffffffff,32.0,0.0,0.0,0.0
83444cfffffffff,5.0,0.0,0.0,0.0
83444efffffffff,2.0,0.0,0.0,0.0
834450fffffffff,32.0,0.0,0.0,0.0
834451fffffffff,1.0,0.0,0.0,0.0
834452fffffffff,3.0,0.0,0.0,0.0
834455fffffffff,29.0,0.0,0.0,0.0
834456fffffffff,15.0,0.0,0.0,0.0
834459fffffffff,4.0,0.0,0.0,0.0
83445afffffffff,5.0,0.0,0.0,0.0
83445bfffffffff,11.0,0.0,0.0,0.0
83445cfffffffff,2.0,0.0,0.0,0.0
83446bfffffffff,2.0,0.0,0.0,0.0
83446cfffffffff,29.0,0.0,0.0,0.0
83446dfffffffff,4.0,0.0,0.0,0.0
83446efffffffff,15.0,0.0,0.0,0.0
834473fffffffff,58.0,0.0,0.0,0.0
834484fffffffff,2.0,0.0,0.0,0.0
834485fffffffff,3.0,0.0,0.0,0.0
834486fffffffff,1.0,0.0,0.0,0.0
8344a1fffffffff,169.0,0.0,0.0,0.0
8344a3fffffffff,7.0,0.0,0.0,0.0
8344a5fffffffff,29.0,0.0,0.0,0.0
8344a8fffffffff,4.0,0.0,0.0,0.0
8344a9fffffffff,88.0,0.0,0.0,0.0
8344adfffffffff,2.0,0.0,2.0,0.0
8344aefffffffff,15.0,0.0,0.0,0.0
8344b5fffffffff,2.0,0.0,0.0,0.0
8344c0fffffffff,10.0,0.0,0.0,0.0
8344c1fffffffff,107.0,0.0,0.0,0.0
8344c2fffffffff,2.0,0.0,0.0,0.0
8344c3fffffffff,42.0,0.0,1.0,0.0
8344c8fffffffff,2.0,0.0,0.0,0.0
8344c9fffffffff,4.0,0.0,0.0,0.0
8344cafffffffff,5.0,0.0,0.0,0.0
8344cbfffffffff,2.0,0.0,0.0,0.0
8344ccfffffffff,15.0,0.0,0.0,0.0
8344cdfffffffff,9.0,0.0,0.0,0.0
8344cefffffffff,1.0,0.0,0.0,0.0
8344d0fffffffff,1.0,0.0,0.0,0.0
8344d1fffffffff,13.0,0.0,0.0,0.0
8344d3fffffffff,3.0,0.0,0.0,0.0
8344d5fffffffff,19.0,0.0,0.0,0.0
8344d8fffffffff,9.0,0.0,0.0,0.0
8344d9fffffffff,8.0,0.0,0.0,0.0
8344dafffffffff,8.0,0.0,0.0,0.0
8344dbfffffffff,17.0,0.0,0.0,0.0
8344ddfffffffff,10.0,0.0,0.0,0.0
8344e0fffffffff,1.0,0.0,0.0,0.0
8344e3fffffffff,4.0,0.0,0.0,0.0
8344e4fffffffff,6.0,0.0,0.0,0.0
8344e5fffffffff,5.0,0.0,0.0,0.0
8344e6fffffffff,2.0,0.0,0.0,0.0
8344eefffffffff,3.0,0.0,0.0,0.0
8344f0fffffffff,25.0,0.0,0.0,0.0
8344f3fffffffff,15.0,0.0,0.0,0.0
8344f4fffffffff,188.0,0.0,0.0,0.0
8344f5fffffffff,31.0,0.0,0.0,0.0
8344f6fffffffff,2.0,0.0,0.0,0.0
834505fffffffff,1.0,0.0,0.0,0.0
834508fffffffff,1.0,0.0,0.0,0.0
83450afffffffff,1.0,0.0,0.0,0.0
83450bfffffffff,2.0,0.0,0.0,0.0
834523fffffffff,5.0,0.0,0.0,0.0
834524fffffffff,10.0,0.0,0.0,0.0
83452dfffffffff,1.0,0.0,0.0,0.0
83452efffffffff,10.0,0.0,2.0,0.0
834531fffffffff,3.0,0.0,0.0,0.0
834564fffffffff,2.0,0.0,0.0,0.0
834572fffffffff,2.0,0.0,0.0,0.0
834588fffffffff,3.0,0.0,0.0,0.0
83458cfffffffff,2.0,0.0,0.0,0.0
83458efffffffff,2.0,0.0,0.0,0.0
8345a3fffffffff,9.0,0.0,0.0,0.0
834805fffffffff,2.0,0.0,0.0,1.0
834814fffffffff,11.0,0.0,0.0,0.0
834823fffffffff,9.0,0.0,0.0,1.0
83482bfffffffff,3.0,0.0,0.0,0.0
834833fffffffff,10.0,0.0,0.0,0.0
834836fffffffff,13.0,0.0,2.0,2.0
834842fffffffff,5.0,0.0,0.0,2.0
834843fffffffff,23.0,0.0,0.0,0.0
834846fffffffff,10.0,0.0,0.0,0.0
834848fffffffff,2.0,0.0,0.0,0.0
83484afffffffff,59.0,0.0,0.0,0.0
834854fffffffff,2.0,0.0,0.0,0.0
834856fffffffff,1.0,0.0,0.0,0.0
834859fffffffff,13.0,0.0,0.0,0.0
83485afffffffff,4.0,0.0,0.0,0.0
83485bfffffffff,71.0,0.0,0.0,3.0
83485dfffffffff,5.0,0.0,0.0,0.0
834871fffffffff,11.0,0.0,0.0,0.0
834872fffffffff,5.0,0.0,0.0,0.0
834873fffffffff,14.0,0.0,0.0,0.0
834880fffffffff,2.0,0.0,0.0,0.0
834881fffffffff,4.0,0.0,0.0,0.0
834882fffffffff,2.0,0.0,0.0,0.0
834883fffffffff,7.0,0.0,0.0,0.0
834888fffffffff,2.0,0.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0,0.0
83488bfffffffff,12.0,0.0,0.0,0.0
83488efffffffff,15.0,0.0,0.0,0.0
834892fffffffff,14.0,0.0,0.0,0.0
834893fffffffff,4.0,0.0,0.0,0.0
