cell_id,Geotrygon montana,Geotrygon montana montana,Geotrygon montana martinica
834430fffffffff,45.0,12.0,0.0
834432fffffffff,42.0,8.0,0.0
834434fffffffff,6.0,6.0,0.0
834501fffffffff,2.0,0.0,0.0
834505fffffffff,10.0,0.0,0.0
83450afffffffff,2.0,0.0,0.0
83450cfffffffff,2.0,0.0,0.0
83450efffffffff,7.0,0.0,0.0
83451bfffffffff,2.0,0.0,0.0
834520fffffffff,171.0,0.0,0.0
834521fffffffff,73.0,0.0,0.0
834522fffffffff,32.0,0.0,0.0
834523fffffffff,193.0,0.0,0.0
834525fffffffff,36.0,0.0,0.0
834526fffffffff,117.0,0.0,0.0
834528fffffffff,243.0,0.0,0.0
83452afffffffff,202.0,0.0,0.0
83452bfffffffff,46.0,0.0,0.0
83452cfffffffff,121.0,0.0,0.0
83452dfffffffff,39.0,4.0,0.0
83452efffffffff,1014.0,0.0,0.0
834530fffffffff,7.0,0.0,0.0
834531fffffffff,5.0,0.0,0.0
834532fffffffff,2.0,0.0,0.0
834534fffffffff,19.0,0.0,0.0
834535fffffffff,13.0,0.0,0.0
834536fffffffff,13.0,0.0,0.0
834564fffffffff,2.0,0.0,0.0
834583fffffffff,19.0,0.0,0.0
834588fffffffff,124.0,23.0,0.0
834589fffffffff,2.0,0.0,0.0
83458cfffffffff,228.0,49.0,0.0
83458dfffffffff,40.0,0.0,0.0
83458efffffffff,16.0,0.0,0.0
834590fffffffff,2.0,0.0,0.0
834591fffffffff,2.0,0.0,0.0
834592fffffffff,4.0,0.0,0.0
834598fffffffff,29.0,4.0,0.0
83459cfffffffff,5.0,0.0,0.0
83459dfffffffff,4.0,0.0,0.0
83459efffffffff,17.0,3.0,0.0
8345b2fffffffff,241.0,0.0,0.0
834833fffffffff,5.0,0.0,0.0
834836fffffffff,236.0,0.0,0.0
834990fffffffff,1.0,0.0,0.0
834991fffffffff,1.0,0.0,0.0
834996fffffffff,18.0,0.0,0.0
834998fffffffff,14.0,0.0,0.0
83499bfffffffff,1.0,0.0,0.0
83499cfffffffff,3.0,0.0,0.0
83499efffffffff,1.0,0.0,0.0
8349a2fffffffff,1.0,0.0,0.0
8349a8fffffffff,5.0,0.0,0.0
8349b1fffffffff,2.0,0.0,0.0
8349b5fffffffff,10.0,0.0,0.0
834c89fffffffff,3.0,0.0,0.0
834c93fffffffff,3.0,0.0,0.0
834c98fffffffff,7.0,0.0,0.0
834cc0fffffffff,13.0,0.0,0.0
834cc2fffffffff,4.0,0.0,0.0
834cc5fffffffff,649.0,0.0,0.0
834cc6fffffffff,8.0,0.0,0.0
834cd2fffffffff,45.0,0.0,0.0
834cd4fffffffff,61.0,0.0,0.0
834cd5fffffffff,7.0,0.0,0.0
834cd6fffffffff,5.0,0.0,0.0
834ce8fffffffff,1.0,0.0,0.0
834ceafffffffff,50.0,0.0,0.0
834ceefffffffff,107.0,0.0,0.0
834cf2fffffffff,96.0,0.0,0.0
834cf3fffffffff,45.0,0.0,0.0
835e40fffffffff,4.0,0.0,0.0
835e42fffffffff,4.0,0.0,0.0
835e43fffffffff,12.0,0.0,0.0
835e46fffffffff,59.0,0.0,0.0
835e5dfffffffff,15.0,0.0,0.0
835e66fffffffff,50.0,0.0,0.0
835e71fffffffff,109.0,0.0,0.0
835f01fffffffff,6.0,0.0,0.0
835f03fffffffff,11.0,0.0,0.0
835f06fffffffff,2.0,0.0,0.0
835f0bfffffffff,2.0,0.0,0.0
835f0dfffffffff,3.0,0.0,0.0
835f10fffffffff,2.0,0.0,0.0
835f11fffffffff,1.0,0.0,0.0
835f12fffffffff,4.0,0.0,0.0
835f14fffffffff,11.0,0.0,0.0
835f15fffffffff,1.0,0.0,0.0
835f1cfffffffff,2.0,0.0,0.0
835f22fffffffff,2.0,0.0,0.0
835f29fffffffff,2.0,0.0,0.0
835f2bfffffffff,20.0,0.0,0.0
835f40fffffffff,3.0,0.0,0.0
835f41fffffffff,1.0,0.0,0.0
835f4afffffffff,3.0,0.0,0.0
835f4bfffffffff,1.0,0.0,0.0
835f54fffffffff,2.0,0.0,0.0
835f68fffffffff,18.0,0.0,0.0
835f71fffffffff,5.0,0.0,0.0
835f75fffffffff,3.0,0.0,0.0
836601fffffffff,4.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0
836606fffffffff,1.0,0.0,0.0
836608fffffffff,144.0,2.0,0.0
836609fffffffff,3.0,0.0,0.0
83660afffffffff,25.0,0.0,0.0
83660bfffffffff,10.0,0.0,0.0
83660dfffffffff,3.0,0.0,0.0
83660efffffffff,15.0,0.0,0.0
836610fffffffff,29.0,5.0,0.0
836611fffffffff,10.0,0.0,0.0
836612fffffffff,3.0,0.0,0.0
836613fffffffff,56.0,1.0,0.0
836616fffffffff,18.0,0.0,0.0
836618fffffffff,6.0,0.0,0.0
836619fffffffff,273.0,2.0,0.0
83661afffffffff,8.0,0.0,0.0
83661bfffffffff,38.0,0.0,0.0
83661cfffffffff,27.0,0.0,0.0
83661dfffffffff,18.0,0.0,0.0
83661efffffffff,16.0,0.0,0.0
836620fffffffff,59.0,0.0,0.0
836621fffffffff,3.0,0.0,0.0
836622fffffffff,10.0,0.0,0.0
836623fffffffff,1.0,0.0,0.0
836629fffffffff,8.0,1.0,0.0
83662afffffffff,2.0,0.0,0.0
83662bfffffffff,4.0,0.0,0.0
83662efffffffff,3.0,0.0,0.0
836641fffffffff,4.0,0.0,0.0
836644fffffffff,2.0,0.0,0.0
83664efffffffff,2.0,0.0,0.0
836650fffffffff,4.0,0.0,0.0
836652fffffffff,5.0,0.0,0.0
836656fffffffff,7.0,0.0,0.0
83665afffffffff,23.0,0.0,0.0
83665bfffffffff,32.0,0.0,0.0
836660fffffffff,3.0,0.0,0.0
836663fffffffff,2.0,0.0,0.0
836675fffffffff,2.0,0.0,0.0
8366a0fffffffff,16.0,0.0,0.0
8366a3fffffffff,13.0,1.0,0.0
8366a5fffffffff,478.0,54.0,0.0
8366a6fffffffff,21.0,0.0,0.0
8366b0fffffffff,499.0,0.0,0.0
8366b1fffffffff,9.0,1.0,0.0
8366b4fffffffff,306.0,0.0,0.0
8366b5fffffffff,391.0,10.0,0.0
8366b6fffffffff,49.0,0.0,0.0
8366c0fffffffff,6.0,0.0,0.0
8366c2fffffffff,96.0,0.0,0.0
8366c3fffffffff,2.0,0.0,0.0
8366c4fffffffff,7.0,0.0,0.0
8366c5fffffffff,4.0,0.0,0.0
8366c6fffffffff,19.0,0.0,0.0
8366cdfffffffff,2.0,0.0,0.0
8366cefffffffff,29.0,0.0,0.0
8366d0fffffffff,16.0,0.0,0.0
8366d1fffffffff,140.0,0.0,0.0
8366d2fffffffff,8.0,0.0,0.0
8366d3fffffffff,69.0,5.0,0.0
8366d5fffffffff,5.0,0.0,0.0
8366d8fffffffff,37.0,2.0,0.0
8366dafffffffff,30.0,3.0,0.0
8366dbfffffffff,1.0,0.0,0.0
8366dcfffffffff,222.0,6.0,0.0
8366ddfffffffff,48.0,5.0,0.0
8366defffffffff,137.0,11.0,0.0
8366e0fffffffff,63.0,0.0,0.0
8366e3fffffffff,7.0,0.0,0.0
8366e4fffffffff,148.0,2.0,0.0
8366e5fffffffff,49.0,0.0,0.0
8366e6fffffffff,109.0,0.0,0.0
8366e9fffffffff,1.0,0.0,0.0
8366eafffffffff,8.0,0.0,0.0
8366ecfffffffff,46.0,0.0,0.0
8366eefffffffff,34.0,0.0,0.0
8366f0fffffffff,32.0,0.0,0.0
8366f1fffffffff,232.0,0.0,0.0
8366f3fffffffff,18.0,0.0,0.0
8366f5fffffffff,69.0,2.0,0.0
836725fffffffff,156.0,0.0,0.0
836730fffffffff,203.0,2.0,0.0
836732fffffffff,71.0,0.0,0.0
836736fffffffff,227.0,0.0,0.0
836741fffffffff,17.0,3.0,0.0
836743fffffffff,21.0,0.0,0.0
83674cfffffffff,7.0,0.0,0.0
83674efffffffff,19.0,0.0,0.0
83675cfffffffff,8.0,1.0,0.0
83675efffffffff,5.0,0.0,0.0
836796fffffffff,46.0,0.0,0.0
83679afffffffff,80.0,0.0,0.0
83679bfffffffff,41.0,0.0,0.0
836d04fffffffff,3.0,1.0,0.0
836d05fffffffff,13.0,0.0,0.0
836d14fffffffff,1.0,0.0,0.0
836d20fffffffff,1.0,0.0,0.0
836d21fffffffff,40.0,0.0,0.0
836d22fffffffff,5.0,0.0,0.0
836d23fffffffff,17.0,0.0,0.0
836d28fffffffff,12.0,0.0,0.0
836d29fffffffff,2.0,0.0,0.0
836d2afffffffff,1.0,0.0,0.0
836d2bfffffffff,25.0,0.0,0.0
836d2cfffffffff,75.0,5.0,0.0
836d2dfffffffff,84.0,15.0,0.0
836d2efffffffff,2.0,0.0,0.0
836d30fffffffff,36.0,2.0,0.0
836d31fffffffff,4.0,0.0,0.0
836d33fffffffff,27.0,8.0,0.0
836d34fffffffff,12.0,0.0,0.0
836d35fffffffff,33.0,2.0,0.0
836d36fffffffff,3.0,0.0,0.0
836d65fffffffff,40.0,0.0,0.0
836d68fffffffff,72.0,0.0,0.0
836d69fffffffff,1111.0,0.0,0.0
836d6bfffffffff,63.0,0.0,0.0
836d6dfffffffff,26.0,0.0,0.0
836d74fffffffff,12.0,0.0,0.0
838044fffffffff,2.0,0.0,0.0
838046fffffffff,10.0,0.0,0.0
838061fffffffff,13.0,0.0,0.0
838065fffffffff,2.0,0.0,0.0
838068fffffffff,4.0,0.0,0.0
83806bfffffffff,4.0,0.0,0.0
838071fffffffff,6.0,0.0,0.0
838074fffffffff,4.0,0.0,0.0
838104fffffffff,2.0,0.0,0.0
838114fffffffff,4.0,0.0,0.0
83812bfffffffff,1.0,0.0,0.0
838130fffffffff,6.0,0.0,0.0
838132fffffffff,3.0,0.0,0.0
838133fffffffff,32.0,0.0,0.0
838134fffffffff,10.0,0.0,0.0
838136fffffffff,70.0,0.0,0.0
838140fffffffff,1.0,0.0,0.0
838142fffffffff,2.0,0.0,0.0
838143fffffffff,1.0,0.0,0.0
838144fffffffff,2.0,0.0,0.0
838148fffffffff,1.0,0.0,0.0
83814afffffffff,20.0,0.0,0.0
83814dfffffffff,9.0,0.0,0.0
83814efffffffff,7.0,0.0,0.0
838159fffffffff,4.0,0.0,0.0
83815afffffffff,2.0,0.0,0.0
838163fffffffff,5.0,0.0,0.0
838171fffffffff,2.0,0.0,0.0
838180fffffffff,3.0,0.0,0.0
838181fffffffff,87.0,0.0,0.0
838183fffffffff,1.0,0.0,0.0
838185fffffffff,61.0,0.0,0.0
8381adfffffffff,3.0,0.0,0.0
838a00fffffffff,2.0,0.0,0.0
838a04fffffffff,2.0,0.0,0.0
838a05fffffffff,6.0,0.0,0.0
838a15fffffffff,2.0,0.0,0.0
838a1afffffffff,6.0,0.0,0.0
838a21fffffffff,5.0,0.0,0.0
838a2cfffffffff,1.0,0.0,0.0
838a31fffffffff,6.0,0.0,0.0
838a33fffffffff,2.0,0.0,0.0
838a35fffffffff,1.0,0.0,0.0
838a45fffffffff,23.0,0.0,0.0
838a4efffffffff,2.0,0.0,0.0
838a52fffffffff,1.0,0.0,0.0
838a63fffffffff,11.0,0.0,0.0
838a68fffffffff,2.0,0.0,0.0
838a69fffffffff,17.0,0.0,0.0
838a6dfffffffff,37.0,0.0,0.0
838a70fffffffff,5.0,0.0,0.0
838a73fffffffff,2.0,0.0,0.0
838a75fffffffff,8.0,0.0,0.0
838a80fffffffff,14.0,0.0,0.0
838aa8fffffffff,2.0,0.0,0.0
838aaafffffffff,6.0,0.0,0.0
838aabfffffffff,1.0,0.0,0.0
838aacfffffffff,4.0,0.0,0.0
838adbfffffffff,2.0,0.0,0.0
838adcfffffffff,3.0,0.0,0.0
838af0fffffffff,11.0,2.0,0.0
838af2fffffffff,8.0,0.0,0.0
838af4fffffffff,7.0,0.0,0.0
838af6fffffffff,87.0,1.0,0.0
838b0cfffffffff,15.0,0.0,0.0
838b11fffffffff,3.0,0.0,0.0
838b1cfffffffff,10.0,0.0,0.0
838b20fffffffff,1.0,0.0,0.0
838b21fffffffff,4.0,0.0,0.0
838b22fffffffff,17.0,0.0,0.0
838b2cfffffffff,23.0,0.0,0.0
838b2dfffffffff,1.0,0.0,0.0
838b2efffffffff,7.0,0.0,0.0
838b40fffffffff,18.0,0.0,0.0
838b42fffffffff,9.0,0.0,0.0
838b44fffffffff,156.0,0.0,0.0
838b46fffffffff,17.0,0.0,0.0
838b4efffffffff,4.0,0.0,0.0
838b51fffffffff,8.0,0.0,0.0
838b52fffffffff,1.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0
838b56fffffffff,11.0,0.0,0.0
838b5cfffffffff,13.0,0.0,0.0
838b61fffffffff,110.0,0.0,0.0
838b62fffffffff,14.0,0.0,0.0
838b63fffffffff,160.0,0.0,0.0
838b69fffffffff,2.0,0.0,0.0
838b6cfffffffff,8.0,0.0,0.0
838b6efffffffff,59.0,0.0,0.0
838b70fffffffff,1.0,0.0,0.0
838b71fffffffff,197.0,0.0,0.0
838b74fffffffff,27.0,0.0,0.0
838b75fffffffff,1.0,0.0,0.0
838b84fffffffff,1.0,0.0,0.0
838b88fffffffff,1.0,0.0,0.0
838b99fffffffff,12.0,0.0,0.0
838b9dfffffffff,129.0,0.0,0.0
838ba0fffffffff,1.0,0.0,0.0
838ba4fffffffff,2.0,0.0,0.0
838bb5fffffffff,4.0,0.0,0.0
838e64fffffffff,4.0,0.0,0.0
838e65fffffffff,2.0,0.0,0.0
838f0dfffffffff,3.0,2.0,0.0
838f2cfffffffff,3.0,1.0,0.0
838f40fffffffff,34.0,0.0,0.0
838f41fffffffff,1.0,0.0,0.0
838f42fffffffff,1.0,0.0,0.0
838f43fffffffff,11.0,0.0,0.0
838f44fffffffff,4.0,0.0,0.0
838f46fffffffff,56.0,0.0,0.0
838f48fffffffff,1.0,0.0,0.0
838f4afffffffff,3.0,0.0,0.0
838f4bfffffffff,6.0,0.0,0.0
838f4cfffffffff,1.0,0.0,0.0
838f4efffffffff,2.0,0.0,0.0
838f54fffffffff,1.0,0.0,0.0
838f5dfffffffff,1.0,0.0,0.0
838f61fffffffff,7.0,0.0,0.0
838f65fffffffff,93.0,0.0,0.0
838f6bfffffffff,5.0,0.0,0.0
838f71fffffffff,6.0,0.0,0.0
838f72fffffffff,25.0,7.0,0.0
838f74fffffffff,4.0,0.0,0.0
838f76fffffffff,8.0,0.0,0.0
83a596fffffffff,10.0,0.0,0.0
83a801fffffffff,12.0,0.0,0.0
83a802fffffffff,3.0,0.0,0.0
83a804fffffffff,6.0,0.0,0.0
83a805fffffffff,1.0,0.0,0.0
83a806fffffffff,132.0,10.0,0.0
83a80cfffffffff,3.0,0.0,0.0
83a810fffffffff,348.0,5.0,0.0
83a811fffffffff,3.0,0.0,0.0
83a812fffffffff,234.0,17.0,0.0
83a813fffffffff,5.0,0.0,0.0
83a814fffffffff,24.0,0.0,0.0
83a815fffffffff,100.0,2.0,0.0
83a816fffffffff,22.0,0.0,0.0
83a81cfffffffff,2.0,0.0,0.0
83a81dfffffffff,21.0,0.0,0.0
83a81efffffffff,4.0,0.0,0.0
83a820fffffffff,2.0,0.0,0.0
83a821fffffffff,7.0,0.0,0.0
83a824fffffffff,2.0,0.0,0.0
83a826fffffffff,10.0,0.0,0.0
83a828fffffffff,4.0,0.0,0.0
83a829fffffffff,1.0,0.0,0.0
83a82dfffffffff,2.0,0.0,0.0
83a82efffffffff,3.0,0.0,0.0
83a831fffffffff,51.0,0.0,0.0
83a833fffffffff,23.0,0.0,0.0
83a835fffffffff,70.0,0.0,0.0
83a859fffffffff,2.0,0.0,0.0
83a85dfffffffff,6.0,0.0,0.0
83a866fffffffff,1.0,0.0,0.0
83a880fffffffff,11.0,0.0,0.0
83a881fffffffff,7.0,0.0,0.0
83a882fffffffff,11.0,0.0,0.0
83a883fffffffff,2.0,0.0,0.0
83a884fffffffff,22.0,0.0,0.0
83a886fffffffff,4.0,0.0,0.0
83a88afffffffff,2.0,0.0,0.0
83a88efffffffff,1.0,0.0,0.0
83a891fffffffff,12.0,0.0,0.0
83a895fffffffff,11.0,0.0,0.0
83a8a0fffffffff,33.0,0.0,0.0
