cell_id,Branta bernicla,Branta bernicla bernicla,Branta bernicla hrota,Branta bernicla nigricans,Branta bernicla (Gray-bellied),Branta bernicla bernicla x nigricans,Branta bernicla hrota x nigricans
820137fffffffff,9.0,0.0,3.0,0.0,0.0,0.0,0.0
820157fffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0
820247fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82024ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
820257fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8202cffffffffff,5.0,0.0,0.0,1.0,2.0,0.0,0.0
820747fffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0
82075ffffffffff,31.0,3.0,4.0,0.0,0.0,0.0,0.0
820777fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
82089ffffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
820997fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8209affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820c17fffffffff,38.0,0.0,0.0,6.0,0.0,0.0,0.0
820c37fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,21.0,0.0,0.0,6.0,0.0,0.0,0.0
820c57fffffffff,130.0,0.0,0.0,29.0,0.0,0.0,0.0
820c5ffffffffff,20.0,0.0,0.0,6.0,0.0,0.0,0.0
820c6ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
820ca7fffffffff,23.0,0.0,0.0,13.0,0.0,0.0,0.0
820cdffffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
820cf7fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
820d07fffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0
820d0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820d5ffffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
820d67fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,11.0,0.0,5.0,0.0,0.0,0.0,0.0
820ec7fffffffff,27.0,0.0,23.0,0.0,0.0,0.0,0.0
820ecffffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,15.0,0.0,3.0,0.0,0.0,0.0,0.0
821107fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
821137fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821157fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,12.0,0.0,0.0,2.0,0.0,0.0,0.0
8212affffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,9.0,0.0,0.0,2.0,0.0,0.0,0.0
8212d7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8212effffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,39.0,0.0,0.0,10.0,6.0,0.0,0.0
821397fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8213a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821657fffffffff,13.0,0.0,0.0,13.0,0.0,0.0,0.0
82165ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821807fffffffff,8.0,0.0,5.0,1.0,0.0,0.0,0.0
821827fffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0
82182ffffffffff,83.0,32.0,25.0,4.0,7.0,0.0,0.0
821847fffffffff,9.0,2.0,6.0,0.0,0.0,0.0,0.0
82184ffffffffff,160.0,12.0,19.0,0.0,0.0,0.0,0.0
82185ffffffffff,28.0,4.0,10.0,0.0,0.0,0.0,0.0
821867fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82186ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821877fffffffff,8.0,0.0,3.0,0.0,0.0,0.0,0.0
82190ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
821927fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821947fffffffff,115.0,19.0,12.0,51.0,9.0,2.0,0.0
82194ffffffffff,68.0,14.0,16.0,25.0,0.0,0.0,0.0
821957fffffffff,33.0,10.0,19.0,0.0,0.0,0.0,0.0
82195ffffffffff,86.0,19.0,0.0,8.0,0.0,0.0,0.0
82196ffffffffff,120.0,14.0,38.0,37.0,0.0,3.0,0.0
821977fffffffff,14.0,1.0,3.0,0.0,0.0,0.0,0.0
821aa7fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,30.0,2.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,5.0,3.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,10.0,5.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,15.0,3.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0
821f1ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0
821f2ffffffffff,10.0,0.0,0.0,8.0,0.0,0.0,0.0
821f37fffffffff,9.0,4.0,2.0,2.0,0.0,0.0,0.0
821f57fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
