cell_id,Athene noctua,Athene noctua [noctua Group],Athene noctua spilogastra/somaliensis,Athene noctua lilith,Athene noctua bactriana
821597fffffffff,2.0,0.0,0.0,0.0,0.0
82184ffffffffff,3.0,0.0,0.0,0.0,0.0
82185ffffffffff,2.0,0.0,0.0,0.0,0.0
82194ffffffffff,5.0,3.0,0.0,0.0,0.0
82195ffffffffff,5.0,2.0,0.0,0.0,0.0
821977fffffffff,2.0,0.0,0.0,0.0,0.0
821e0ffffffffff,4.0,4.0,0.0,0.0,0.0
821e37fffffffff,2.0,0.0,0.0,0.0,0.0
821e57fffffffff,4.0,4.0,0.0,0.0,0.0
821ea7fffffffff,2.0,0.0,0.0,0.0,0.0
821ec7fffffffff,1.0,0.0,0.0,0.0,0.0
821ecffffffffff,2.0,0.0,0.0,0.0,0.0
821edffffffffff,1.0,1.0,0.0,0.0,0.0
821ee7fffffffff,2.0,2.0,0.0,0.0,0.0
821f37fffffffff,7.0,2.0,0.0,0.0,0.0
821f77fffffffff,16.0,0.0,0.0,0.0,0.0
821faffffffffff,8.0,0.0,0.0,0.0,0.0
822037fffffffff,1.0,0.0,0.0,0.0,0.0
8220e7fffffffff,7.0,7.0,0.0,0.0,0.0
822407fffffffff,2.0,0.0,0.0,0.0,0.0
82240ffffffffff,3.0,0.0,0.0,0.0,0.0
82242ffffffffff,2.0,0.0,0.0,0.0,0.0
82244ffffffffff,8.0,0.0,0.0,0.0,0.0
822457fffffffff,2.0,0.0,0.0,0.0,0.0
822517fffffffff,2.0,0.0,0.0,0.0,0.0
8225affffffffff,1.0,1.0,0.0,0.0,0.0
822c07fffffffff,7.0,0.0,0.0,7.0,0.0
822c0ffffffffff,2.0,0.0,0.0,0.0,0.0
822c2ffffffffff,4.0,4.0,0.0,0.0,0.0
822c57fffffffff,9.0,0.0,0.0,0.0,0.0
822c87fffffffff,1.0,0.0,0.0,1.0,0.0
822c97fffffffff,4.0,2.0,0.0,0.0,0.0
822c9ffffffffff,2.0,0.0,0.0,2.0,0.0
822ce7fffffffff,6.0,0.0,0.0,0.0,0.0
822d07fffffffff,2.0,0.0,0.0,2.0,0.0
822d17fffffffff,4.0,3.0,0.0,1.0,0.0
822d1ffffffffff,1.0,0.0,0.0,0.0,0.0
822d37fffffffff,1.0,1.0,0.0,0.0,0.0
822daffffffffff,17.0,1.0,0.0,16.0,0.0
822db7fffffffff,11.0,0.0,0.0,11.0,0.0
82301ffffffffff,4.0,0.0,0.0,0.0,0.0
82309ffffffffff,2.0,2.0,0.0,0.0,0.0
8230e7fffffffff,5.0,0.0,0.0,0.0,0.0
823187fffffffff,11.0,0.0,0.0,0.0,0.0
82318ffffffffff,4.0,0.0,0.0,0.0,0.0
823847fffffffff,2.0,2.0,0.0,0.0,0.0
82385ffffffffff,3.0,3.0,0.0,0.0,0.0
823867fffffffff,10.0,0.0,0.0,0.0,0.0
82386ffffffffff,10.0,8.0,0.0,0.0,0.0
823877fffffffff,24.0,13.0,0.0,0.0,0.0
823907fffffffff,99.0,51.0,0.0,0.0,0.0
82390ffffffffff,1.0,1.0,0.0,0.0,0.0
823917fffffffff,21.0,2.0,0.0,0.0,0.0
82391ffffffffff,11.0,11.0,0.0,0.0,0.0
823927fffffffff,6.0,0.0,0.0,0.0,0.0
82392ffffffffff,7.0,0.0,0.0,0.0,0.0
823947fffffffff,4.0,4.0,0.0,0.0,0.0
823977fffffffff,112.0,28.0,0.0,0.0,0.0
823997fffffffff,2.0,0.0,0.0,0.0,0.0
823c0ffffffffff,12.0,0.0,0.0,0.0,0.0
823c37fffffffff,2.0,0.0,0.0,0.0,0.0
823c57fffffffff,2.0,0.0,0.0,0.0,0.0
823d37fffffffff,2.0,0.0,0.0,0.0,0.0
823e4ffffffffff,2.0,0.0,0.0,2.0,0.0
823e77fffffffff,8.0,2.0,0.0,6.0,0.0
8240c7fffffffff,3.0,3.0,0.0,0.0,0.0
824367fffffffff,2.0,0.0,0.0,0.0,0.0
8243a7fffffffff,3.0,0.0,0.0,0.0,0.0
8243affffffffff,7.0,0.0,0.0,0.0,0.0
82536ffffffffff,2.0,0.0,0.0,0.0,0.0
82da87fffffffff,8.0,0.0,0.0,0.0,0.0
82da97fffffffff,14.0,0.0,0.0,0.0,0.0
