cell_id,Upupa epops,Upupa epops [epops Group],Upupa epops senegalensis/waibeli,Upupa epops africana
8220cffffffffff,12.0,0.0,0.0,0.0
8220d7fffffffff,1.0,0.0,0.0,0.0
8220e7fffffffff,175.0,57.0,0.0,0.0
8220effffffffff,12.0,2.0,0.0,0.0
8220f7fffffffff,29.0,0.0,0.0,0.0
822127fffffffff,1.0,0.0,0.0,0.0
82212ffffffffff,2.0,0.0,0.0,0.0
822157fffffffff,26.0,10.0,0.0,0.0
822187fffffffff,5.0,0.0,0.0,0.0
82218ffffffffff,3.0,2.0,0.0,0.0
82219ffffffffff,40.0,6.0,0.0,0.0
822407fffffffff,46.0,0.0,0.0,0.0
82240ffffffffff,35.0,0.0,0.0,0.0
82241ffffffffff,3.0,0.0,0.0,0.0
822427fffffffff,29.0,0.0,0.0,0.0
82242ffffffffff,91.0,0.0,0.0,0.0
822437fffffffff,10.0,0.0,0.0,0.0
822447fffffffff,6.0,0.0,0.0,0.0
82244ffffffffff,32.0,11.0,0.0,0.0
822457fffffffff,111.0,0.0,0.0,0.0
82245ffffffffff,2.0,0.0,0.0,0.0
822467fffffffff,110.0,0.0,0.0,0.0
82246ffffffffff,22.0,0.0,0.0,0.0
822477fffffffff,19.0,0.0,0.0,0.0
822487fffffffff,34.0,23.0,0.0,0.0
82248ffffffffff,122.0,28.0,0.0,0.0
822497fffffffff,8.0,4.0,0.0,0.0
82249ffffffffff,56.0,16.0,0.0,0.0
8224a7fffffffff,2.0,0.0,0.0,0.0
8224affffffffff,2.0,0.0,0.0,0.0
8224b7fffffffff,2.0,2.0,0.0,0.0
8224c7fffffffff,6.0,0.0,0.0,0.0
8224cffffffffff,2.0,0.0,0.0,0.0
8224d7fffffffff,31.0,3.0,0.0,0.0
8224dffffffffff,2.0,0.0,0.0,0.0
8224e7fffffffff,3.0,0.0,0.0,0.0
8224effffffffff,8.0,0.0,0.0,0.0
8224f7fffffffff,2.0,0.0,0.0,0.0
822507fffffffff,27.0,0.0,0.0,0.0
82250ffffffffff,12.0,0.0,0.0,0.0
822517fffffffff,165.0,0.0,0.0,0.0
82251ffffffffff,9.0,0.0,0.0,0.0
822547fffffffff,28.0,0.0,0.0,0.0
822557fffffffff,17.0,0.0,0.0,0.0
82255ffffffffff,102.0,0.0,0.0,0.0
8225a7fffffffff,43.0,2.0,0.0,0.0
8225affffffffff,16.0,0.0,0.0,0.0
8225b7fffffffff,122.0,42.0,0.0,0.0
822c07fffffffff,1205.0,79.0,0.0,0.0
822c0ffffffffff,189.0,0.0,0.0,0.0
822c17fffffffff,117.0,0.0,0.0,0.0
822c1ffffffffff,100.0,6.0,0.0,0.0
822c27fffffffff,161.0,2.0,0.0,0.0
822c2ffffffffff,526.0,0.0,0.0,0.0
822c37fffffffff,103.0,10.0,0.0,0.0
822c47fffffffff,8.0,0.0,0.0,0.0
822c67fffffffff,33.0,0.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0,0.0
822c77fffffffff,60.0,0.0,0.0,0.0
822c87fffffffff,29.0,2.0,0.0,0.0
822c8ffffffffff,22.0,2.0,0.0,0.0
822c97fffffffff,1339.0,145.0,0.0,0.0
822c9ffffffffff,11.0,1.0,0.0,0.0
822caffffffffff,124.0,6.0,0.0,0.0
822cc7fffffffff,190.0,8.0,0.0,0.0
822ccffffffffff,37.0,0.0,0.0,0.0
822cd7fffffffff,183.0,29.0,0.0,0.0
822cdffffffffff,45.0,0.0,0.0,0.0
822ce7fffffffff,86.0,0.0,0.0,0.0
822cf7fffffffff,662.0,73.0,0.0,0.0
822d07fffffffff,225.0,3.0,0.0,0.0
822d0ffffffffff,2.0,2.0,0.0,0.0
822d17fffffffff,639.0,54.0,0.0,0.0
822d1ffffffffff,91.0,0.0,0.0,0.0
822d27fffffffff,20.0,0.0,0.0,0.0
822d2ffffffffff,7.0,0.0,0.0,0.0
822d37fffffffff,735.0,28.0,0.0,0.0
822d47fffffffff,1.0,0.0,0.0,0.0
822d57fffffffff,2.0,0.0,0.0,0.0
822d5ffffffffff,90.0,0.0,0.0,0.0
822d67fffffffff,359.0,0.0,0.0,0.0
822d77fffffffff,15.0,0.0,0.0,0.0
822d87fffffffff,53.0,0.0,0.0,0.0
822d97fffffffff,41.0,1.0,0.0,0.0
822da7fffffffff,519.0,35.0,0.0,0.0
822daffffffffff,463.0,57.0,0.0,0.0
822db7fffffffff,5622.0,1001.0,0.0,0.0
822e67fffffffff,2.0,0.0,0.0,0.0
822ec7fffffffff,2.0,0.0,0.0,0.0
822ecffffffffff,14.0,0.0,0.0,0.0
822edffffffffff,2.0,0.0,0.0,0.0
823007fffffffff,2.0,0.0,0.0,0.0
823017fffffffff,10.0,4.0,0.0,0.0
82301ffffffffff,9.0,0.0,0.0,0.0
823027fffffffff,13.0,0.0,0.0,0.0
823037fffffffff,112.0,16.0,0.0,0.0
823087fffffffff,153.0,30.0,0.0,0.0
823097fffffffff,16.0,2.0,0.0,0.0
82309ffffffffff,1038.0,267.0,0.0,0.0
8230a7fffffffff,13.0,0.0,0.0,0.0
8230affffffffff,9.0,4.0,0.0,0.0
8230c7fffffffff,98.0,2.0,0.0,0.0
8230d7fffffffff,2.0,0.0,0.0,0.0
8230e7fffffffff,59.0,3.0,0.0,0.0
8230effffffffff,3.0,0.0,0.0,0.0
823117fffffffff,2.0,0.0,0.0,0.0
823127fffffffff,9.0,0.0,0.0,0.0
82312ffffffffff,14.0,1.0,0.0,0.0
823137fffffffff,3.0,0.0,0.0,0.0
823147fffffffff,3.0,0.0,0.0,0.0
823157fffffffff,1.0,0.0,0.0,0.0
82316ffffffffff,6.0,0.0,0.0,0.0
823187fffffffff,324.0,40.0,0.0,0.0
82318ffffffffff,509.0,59.0,0.0,0.0
823197fffffffff,27.0,2.0,0.0,0.0
82319ffffffffff,7.0,0.0,0.0,0.0
8231a7fffffffff,8.0,2.0,0.0,0.0
8231affffffffff,600.0,63.0,0.0,0.0
8231b7fffffffff,4.0,2.0,0.0,0.0
823447fffffffff,11.0,0.0,0.0,0.0
82344ffffffffff,188.0,0.0,0.0,0.0
823467fffffffff,34.0,2.0,0.0,0.0
82346ffffffffff,691.0,0.0,0.0,0.0
823817fffffffff,132.0,2.0,0.0,0.0
823827fffffffff,1581.0,80.0,0.0,0.0
823837fffffffff,70.0,14.0,0.0,0.0
823847fffffffff,29.0,3.0,0.0,0.0
82384ffffffffff,59.0,1.0,0.0,0.0
82385ffffffffff,4.0,0.0,0.0,0.0
823867fffffffff,20.0,2.0,0.0,0.0
82386ffffffffff,82.0,0.0,0.0,0.0
823877fffffffff,10.0,2.0,0.0,0.0
823907fffffffff,12430.0,40.0,0.0,0.0
82390ffffffffff,4536.0,24.0,0.0,0.0
823917fffffffff,8575.0,107.0,0.0,0.0
82391ffffffffff,6647.0,265.0,0.0,0.0
823927fffffffff,1577.0,7.0,0.0,0.0
82392ffffffffff,5712.0,10.0,0.0,0.0
823937fffffffff,1139.0,5.0,0.0,0.0
823947fffffffff,2692.0,0.0,0.0,0.0
823957fffffffff,2671.0,0.0,0.0,0.0
82395ffffffffff,464.0,0.0,0.0,0.0
823967fffffffff,228.0,14.0,0.0,0.0
82396ffffffffff,626.0,59.0,0.0,0.0
823977fffffffff,5152.0,32.0,0.0,0.0
823987fffffffff,146.0,31.0,0.0,0.0
82398ffffffffff,474.0,43.0,0.0,0.0
823997fffffffff,143.0,20.0,0.0,0.0
82399ffffffffff,46.0,6.0,0.0,0.0
8239affffffffff,71.0,1.0,0.0,0.0
823c07fffffffff,458.0,3.0,0.0,0.0
823c0ffffffffff,486.0,2.0,0.0,0.0
823c17fffffffff,121.0,0.0,0.0,0.0
823c1ffffffffff,624.0,5.0,0.0,0.0
823c37fffffffff,114.0,1.0,0.0,0.0
823c47fffffffff,13.0,0.0,0.0,0.0
823c4ffffffffff,1.0,0.0,0.0,0.0
823c57fffffffff,201.0,0.0,0.0,0.0
823c5ffffffffff,424.0,5.0,0.0,0.0
823c6ffffffffff,99.0,38.0,0.0,0.0
823c77fffffffff,81.0,2.0,0.0,0.0
823c87fffffffff,231.0,0.0,0.0,0.0
823c8ffffffffff,447.0,1.0,0.0,0.0
823c97fffffffff,411.0,0.0,0.0,0.0
823c9ffffffffff,92.0,0.0,0.0,0.0
823ca7fffffffff,72.0,0.0,0.0,0.0
823caffffffffff,322.0,0.0,0.0,0.0
823cb7fffffffff,1819.0,0.0,0.0,0.0
823cc7fffffffff,158.0,0.0,0.0,0.0
823ccffffffffff,21.0,0.0,0.0,0.0
823cd7fffffffff,8.0,0.0,0.0,0.0
823cdffffffffff,148.0,46.0,0.0,0.0
823ce7fffffffff,933.0,0.0,0.0,0.0
823ceffffffffff,432.0,0.0,0.0,0.0
823cf7fffffffff,1376.0,34.0,0.0,0.0
823d07fffffffff,888.0,0.0,0.0,0.0
823d17fffffffff,2308.0,6.0,0.0,0.0
823d1ffffffffff,166.0,0.0,0.0,0.0
823d27fffffffff,102.0,0.0,0.0,0.0
823d37fffffffff,760.0,0.0,0.0,0.0
823d4ffffffffff,7.0,7.0,0.0,0.0
823d67fffffffff,2.0,0.0,0.0,0.0
823d87fffffffff,1820.0,33.0,0.0,0.0
823d8ffffffffff,533.0,0.0,0.0,0.0
823d97fffffffff,481.0,0.0,0.0,0.0
823d9ffffffffff,1134.0,0.0,0.0,0.0
823da7fffffffff,4880.0,2.0,0.0,0.0
823daffffffffff,1171.0,6.0,0.0,0.0
823db7fffffffff,759.0,0.0,0.0,0.0
823e2ffffffffff,1.0,0.0,0.0,0.0
823e47fffffffff,487.0,17.0,0.0,0.0
823e4ffffffffff,2.0,0.0,0.0,0.0
823e5ffffffffff,206.0,10.0,0.0,0.0
823e67fffffffff,178.0,24.0,0.0,0.0
823e6ffffffffff,2209.0,244.0,0.0,0.0
823e77fffffffff,48.0,10.0,0.0,0.0
823f27fffffffff,6.0,0.0,0.0,0.0
823f2ffffffffff,132.0,4.0,0.0,0.0
823f37fffffffff,60.0,0.0,0.0,0.0
823f47fffffffff,42.0,0.0,0.0,0.0
823f4ffffffffff,198.0,35.0,0.0,0.0
823f5ffffffffff,9.0,1.0,0.0,0.0
823f67fffffffff,444.0,8.0,0.0,0.0
823f6ffffffffff,484.0,14.0,0.0,0.0
823f77fffffffff,289.0,0.0,0.0,0.0
82400ffffffffff,2.0,0.0,0.0,0.0
82402ffffffffff,20.0,6.0,0.0,0.0
824047fffffffff,112.0,11.0,0.0,0.0
82404ffffffffff,164.0,26.0,0.0,0.0
824057fffffffff,1.0,0.0,0.0,0.0
82405ffffffffff,35.0,11.0,0.0,0.0
824067fffffffff,26.0,8.0,0.0,0.0
82406ffffffffff,16.0,5.0,0.0,0.0
824077fffffffff,16.0,2.0,0.0,0.0
82408ffffffffff,12.0,2.0,0.0,0.0
824097fffffffff,41.0,12.0,0.0,0.0
8240a7fffffffff,16.0,0.0,0.0,0.0
8240affffffffff,2.0,0.0,0.0,0.0
8240b7fffffffff,10.0,2.0,0.0,0.0
8240c7fffffffff,54.0,20.0,0.0,0.0
8240cffffffffff,9.0,0.0,0.0,0.0
8240d7fffffffff,9.0,6.0,0.0,0.0
8240dffffffffff,12.0,2.0,0.0,0.0
8240e7fffffffff,29.0,2.0,0.0,0.0
8240effffffffff,39.0,13.0,0.0,0.0
824107fffffffff,10.0,0.0,0.0,0.0
82410ffffffffff,20.0,3.0,0.0,0.0
824117fffffffff,4.0,2.0,0.0,0.0
82411ffffffffff,37.0,0.0,0.0,0.0
824147fffffffff,9.0,0.0,0.0,0.0
82414ffffffffff,8.0,4.0,0.0,0.0
82416ffffffffff,21.0,2.0,0.0,0.0
824177fffffffff,66.0,12.0,0.0,0.0
824187fffffffff,7.0,1.0,0.0,0.0
82418ffffffffff,2.0,0.0,0.0,0.0
824197fffffffff,2.0,2.0,0.0,0.0
82419ffffffffff,24.0,4.0,0.0,0.0
8241a7fffffffff,4501.0,1612.0,0.0,0.0
8241b7fffffffff,455.0,60.0,0.0,0.0
82420ffffffffff,1.0,0.0,0.0,0.0
824227fffffffff,19.0,0.0,0.0,0.0
824237fffffffff,15.0,0.0,0.0,0.0
82424ffffffffff,229.0,2.0,0.0,0.0
824257fffffffff,448.0,0.0,0.0,0.0
82425ffffffffff,322.0,0.0,0.0,0.0
82426ffffffffff,212.0,0.0,0.0,0.0
8242c7fffffffff,2445.0,0.0,0.0,0.0
8242cffffffffff,2307.0,0.0,0.0,0.0
8242d7fffffffff,14.0,0.0,0.0,0.0
8242dffffffffff,920.0,0.0,0.0,0.0
8242e7fffffffff,231.0,0.0,0.0,0.0
8242effffffffff,147.0,0.0,0.0,0.0
824307fffffffff,7.0,2.0,0.0,0.0
82430ffffffffff,13.0,0.0,0.0,0.0
824317fffffffff,32.0,2.0,0.0,0.0
82431ffffffffff,35.0,0.0,0.0,0.0
824327fffffffff,67.0,0.0,0.0,0.0
82432ffffffffff,11.0,0.0,0.0,0.0
824337fffffffff,24.0,0.0,0.0,0.0
824357fffffffff,4.0,0.0,0.0,0.0
824367fffffffff,167.0,7.0,0.0,0.0
824377fffffffff,16.0,0.0,0.0,0.0
824387fffffffff,12.0,0.0,0.0,0.0
82438ffffffffff,36.0,10.0,0.0,0.0
824397fffffffff,1.0,1.0,0.0,0.0
82439ffffffffff,3.0,0.0,0.0,0.0
8243a7fffffffff,1058.0,56.0,0.0,0.0
8243affffffffff,3128.0,325.0,0.0,0.0
8243b7fffffffff,1.0,0.0,0.0,0.0
824b37fffffffff,5.0,5.0,0.0,0.0
824b87fffffffff,31.0,9.0,0.0,0.0
824ba7fffffffff,382.0,19.0,0.0,0.0
824bb7fffffffff,40.0,2.0,0.0,0.0
825207fffffffff,142.0,0.0,0.0,0.0
825217fffffffff,16.0,0.0,0.0,0.0
82521ffffffffff,38.0,0.0,0.0,0.0
825237fffffffff,25.0,0.0,0.0,0.0
82524ffffffffff,29.0,8.0,0.0,0.0
82526ffffffffff,36.0,9.0,0.0,0.0
825287fffffffff,31.0,0.0,0.0,0.0
82528ffffffffff,7.0,0.0,0.0,0.0
82529ffffffffff,37.0,0.0,0.0,0.0
8252b7fffffffff,1.0,1.0,0.0,0.0
8252cffffffffff,2.0,1.0,0.0,0.0
8252d7fffffffff,98.0,6.0,0.0,0.0
825307fffffffff,2.0,0.0,0.0,0.0
82530ffffffffff,4.0,0.0,0.0,0.0
825317fffffffff,22.0,2.0,0.0,0.0
82531ffffffffff,9.0,0.0,0.0,0.0
825327fffffffff,2.0,0.0,0.0,0.0
82532ffffffffff,2.0,0.0,0.0,0.0
825337fffffffff,7.0,0.0,0.0,0.0
825347fffffffff,24.0,0.0,0.0,0.0
82534ffffffffff,119.0,9.0,0.0,0.0
825357fffffffff,44.0,0.0,0.0,0.0
825367fffffffff,137.0,6.0,0.0,0.0
82536ffffffffff,229.0,0.0,0.0,0.0
825377fffffffff,7.0,0.0,0.0,0.0
8253a7fffffffff,35.0,12.0,0.0,0.0
8253affffffffff,25.0,0.0,0.0,0.0
8253b7fffffffff,43.0,12.0,0.0,0.0
825407fffffffff,84.0,18.0,21.0,0.0
82540ffffffffff,4.0,0.0,0.0,0.0
825417fffffffff,330.0,57.0,46.0,0.0
82541ffffffffff,123.0,31.0,11.0,0.0
825437fffffffff,3.0,1.0,0.0,0.0
825447fffffffff,2.0,0.0,0.0,0.0
8254affffffffff,73.0,10.0,9.0,0.0
8254b7fffffffff,1.0,0.0,0.0,0.0
8254e7fffffffff,25.0,2.0,2.0,0.0
8254f7fffffffff,30.0,7.0,3.0,0.0
825517fffffffff,35.0,3.0,0.0,0.0
82551ffffffffff,16.0,0.0,0.0,0.0
825537fffffffff,6.0,1.0,0.0,0.0
8255affffffffff,2.0,0.0,0.0,0.0
825857fffffffff,7.0,0.0,0.0,0.0
82585ffffffffff,6.0,0.0,0.0,0.0
8258e7fffffffff,8.0,0.0,0.0,0.0
825907fffffffff,2.0,0.0,0.0,0.0
82592ffffffffff,2.0,0.0,0.0,0.0
825977fffffffff,4.0,0.0,0.0,0.0
825987fffffffff,4.0,0.0,0.0,0.0
825997fffffffff,4.0,0.0,0.0,0.0
826007fffffffff,77.0,0.0,0.0,0.0
826017fffffffff,6406.0,0.0,0.0,0.0
82601ffffffffff,264.0,0.0,0.0,0.0
826027fffffffff,119.0,0.0,0.0,0.0
826037fffffffff,7465.0,0.0,0.0,0.0
826087fffffffff,268.0,0.0,0.0,0.0
82608ffffffffff,1978.0,0.0,0.0,0.0
826097fffffffff,934.0,0.0,0.0,0.0
82609ffffffffff,511.0,0.0,0.0,0.0
8260a7fffffffff,808.0,0.0,0.0,0.0
8260affffffffff,808.0,0.0,0.0,0.0
8260b7fffffffff,1613.0,0.0,0.0,0.0
826107fffffffff,322.0,11.0,0.0,0.0
826117fffffffff,24.0,0.0,0.0,0.0
82611ffffffffff,527.0,0.0,0.0,0.0
82618ffffffffff,1943.0,0.0,0.0,0.0
82619ffffffffff,93.0,0.0,0.0,0.0
8261affffffffff,223.0,0.0,0.0,0.0
826327fffffffff,2.0,0.0,0.0,0.0
826337fffffffff,170.0,35.0,0.0,0.0
8263affffffffff,1.0,0.0,0.0,0.0
826417fffffffff,69.0,11.0,0.0,0.0
826427fffffffff,50.0,13.0,0.0,0.0
826437fffffffff,39.0,0.0,0.0,0.0
826487fffffffff,434.0,142.0,0.0,0.0
82648ffffffffff,12.0,3.0,0.0,0.0
826497fffffffff,366.0,101.0,0.0,0.0
82649ffffffffff,33.0,11.0,0.0,0.0
8264a7fffffffff,781.0,168.0,0.0,0.0
8264b7fffffffff,73.0,11.0,0.0,0.0
82651ffffffffff,2.0,0.0,0.0,0.0
826587fffffffff,126.0,19.0,0.0,0.0
82658ffffffffff,678.0,182.0,0.0,0.0
826597fffffffff,612.0,73.0,0.0,0.0
82659ffffffffff,411.0,132.0,0.0,0.0
8265b7fffffffff,196.0,36.0,0.0,0.0
826a47fffffffff,6.0,2.0,0.0,0.0
826a4ffffffffff,7.0,0.0,0.0,0.0
826a5ffffffffff,86.0,3.0,1.0,9.0
826a6ffffffffff,13.0,0.0,0.0,0.0
826ac7fffffffff,67.0,2.0,6.0,28.0
826acffffffffff,44.0,0.0,0.0,20.0
826adffffffffff,16.0,0.0,0.0,13.0
826ae7fffffffff,6.0,0.0,0.0,0.0
826aeffffffffff,135.0,17.0,0.0,25.0
826b17fffffffff,10.0,2.0,0.0,0.0
826b37fffffffff,4.0,4.0,0.0,0.0
826b4ffffffffff,2.0,0.0,0.0,0.0
826b6ffffffffff,5.0,0.0,0.0,0.0
826bb7fffffffff,2.0,0.0,0.0,0.0
827527fffffffff,14.0,1.0,2.0,0.0
827537fffffffff,3.0,0.0,0.0,0.0
827a47fffffffff,484.0,21.0,0.0,273.0
827a4ffffffffff,141.0,12.0,5.0,53.0
827a57fffffffff,5.0,0.0,0.0,0.0
827a5ffffffffff,14.0,2.0,0.0,0.0
827a67fffffffff,512.0,0.0,0.0,344.0
827a6ffffffffff,1186.0,2.0,0.0,674.0
827a77fffffffff,5.0,0.0,0.0,3.0
827acffffffffff,342.0,35.0,17.0,0.0
827adffffffffff,240.0,15.0,15.0,0.0
827aeffffffffff,223.0,15.0,5.0,2.0
827b4ffffffffff,7.0,0.0,0.0,3.0
827b5ffffffffff,2.0,0.0,0.0,2.0
827b6ffffffffff,19.0,0.0,0.0,11.0
8282a7fffffffff,2.0,0.0,0.0,2.0
828307fffffffff,2.0,0.0,0.0,0.0
82831ffffffffff,4.0,0.0,0.0,1.0
828327fffffffff,8.0,0.0,0.0,4.0
828337fffffffff,3.0,0.0,0.0,3.0
8283a7fffffffff,2.0,0.0,0.0,0.0
8283affffffffff,8.0,0.0,0.0,2.0
829607fffffffff,14.0,0.0,0.0,11.0
82960ffffffffff,14.0,0.0,0.0,8.0
829617fffffffff,15.0,0.0,0.0,9.0
829627fffffffff,154.0,0.0,0.0,117.0
82962ffffffffff,89.0,0.0,0.0,72.0
829637fffffffff,61.0,0.0,0.0,41.0
829657fffffffff,3.0,0.0,0.0,3.0
829677fffffffff,5.0,0.0,0.0,5.0
829697fffffffff,792.0,0.0,0.0,531.0
82969ffffffffff,5.0,0.0,0.0,5.0
8296a7fffffffff,31.0,0.0,0.0,29.0
8296affffffffff,6.0,0.0,0.0,6.0
8296b7fffffffff,51.0,0.0,0.0,34.0
829707fffffffff,31.0,0.0,0.0,24.0
82970ffffffffff,39.0,0.0,0.0,25.0
829717fffffffff,154.0,0.0,0.0,139.0
82971ffffffffff,35.0,0.0,0.0,21.0
829727fffffffff,33.0,0.0,0.0,20.0
82972ffffffffff,539.0,0.0,0.0,362.0
829737fffffffff,13.0,0.0,0.0,7.0
829747fffffffff,374.0,0.0,0.0,218.0
82974ffffffffff,500.0,0.0,0.0,357.0
829757fffffffff,150.0,0.0,0.0,105.0
82975ffffffffff,208.0,0.0,0.0,151.0
829767fffffffff,1.0,0.0,0.0,0.0
82976ffffffffff,9.0,0.0,0.0,6.0
829777fffffffff,25.0,0.0,0.0,25.0
82978ffffffffff,27.0,0.0,0.0,13.0
8297affffffffff,60.0,0.0,0.0,35.0
82ac17fffffffff,8.0,0.0,0.0,4.0
82ac87fffffffff,398.0,0.0,0.0,299.0
82ac8ffffffffff,69.0,0.0,0.0,48.0
82ac97fffffffff,83.0,0.0,0.0,61.0
82ac9ffffffffff,5.0,0.0,0.0,3.0
82aca7fffffffff,265.0,0.0,0.0,150.0
82acaffffffffff,14.0,0.0,0.0,14.0
82acb7fffffffff,47.0,0.0,0.0,36.0
82ad17fffffffff,4.0,0.0,0.0,2.0
82ad37fffffffff,376.0,0.0,0.0,273.0
82ad87fffffffff,63.0,0.0,0.0,51.0
82ad8ffffffffff,30.0,0.0,0.0,25.0
82ad97fffffffff,18.0,0.0,0.0,12.0
82ad9ffffffffff,7.0,0.0,0.0,0.0
82ada7fffffffff,46.0,0.0,0.0,39.0
82adaffffffffff,8.0,0.0,0.0,6.0
82adb7fffffffff,19.0,0.0,0.0,10.0
82bc0ffffffffff,8.0,0.0,0.0,8.0
82bc1ffffffffff,13.0,0.0,0.0,5.0
82bc47fffffffff,95.0,0.0,0.0,57.0
82bc4ffffffffff,78.0,0.0,0.0,71.0
82bc57fffffffff,63.0,0.0,0.0,17.0
82bc5ffffffffff,8.0,0.0,0.0,7.0
82bc6ffffffffff,353.0,0.0,0.0,207.0
82bc77fffffffff,112.0,0.0,0.0,48.0
82bc8ffffffffff,162.0,0.0,0.0,132.0
82bc9ffffffffff,10.0,0.0,0.0,8.0
82bcc7fffffffff,438.0,0.0,0.0,275.0
82bccffffffffff,45.0,0.0,0.0,30.0
82bcd7fffffffff,1755.0,0.0,0.0,1158.0
82bcdffffffffff,379.0,0.0,0.0,254.0
82bce7fffffffff,221.0,0.0,0.0,151.0
82bceffffffffff,110.0,0.0,0.0,42.0
82bcf7fffffffff,1363.0,0.0,0.0,865.0
