cell_id,Tyrannus savana,Tyrannus savana savana,Tyrannus savana monachus,Tyrannus savana sanctaemartae,Tyrannus savana circumdatus
834424fffffffff,1.0,0.0,0.0,0.0,0.0
834505fffffffff,341.0,0.0,19.0,0.0,0.0
834509fffffffff,154.0,0.0,19.0,0.0,0.0
83450afffffffff,4.0,0.0,0.0,0.0,0.0
83450bfffffffff,9.0,0.0,0.0,0.0,0.0
83450cfffffffff,11.0,0.0,0.0,0.0,0.0
83450dfffffffff,19.0,0.0,0.0,0.0,0.0
83450efffffffff,3.0,0.0,0.0,0.0,0.0
834520fffffffff,32.0,0.0,0.0,0.0,0.0
834521fffffffff,221.0,0.0,0.0,0.0,0.0
834523fffffffff,494.0,0.0,8.0,0.0,0.0
834524fffffffff,2.0,0.0,0.0,0.0,0.0
834525fffffffff,19.0,0.0,0.0,0.0,0.0
834526fffffffff,607.0,0.0,0.0,0.0,0.0
834528fffffffff,130.0,0.0,2.0,0.0,0.0
834529fffffffff,46.0,0.0,2.0,0.0,0.0
83452afffffffff,2032.0,0.0,122.0,0.0,0.0
83452bfffffffff,18.0,0.0,1.0,0.0,0.0
83452cfffffffff,922.0,0.0,0.0,0.0,0.0
83452dfffffffff,42.0,0.0,0.0,0.0,0.0
83452efffffffff,2505.0,0.0,64.0,0.0,0.0
834530fffffffff,2.0,0.0,0.0,0.0,0.0
834532fffffffff,2.0,0.0,0.0,0.0,0.0
834534fffffffff,12.0,0.0,0.0,0.0,0.0
834535fffffffff,68.0,0.0,0.0,0.0,0.0
834536fffffffff,57.0,0.0,0.0,0.0,0.0
834572fffffffff,43.0,0.0,6.0,0.0,0.0
834574fffffffff,15.0,0.0,0.0,0.0,0.0
834576fffffffff,10.0,0.0,0.0,0.0,0.0
834992fffffffff,6.0,0.0,0.0,0.0,0.0
834996fffffffff,221.0,0.0,10.0,0.0,0.0
835e66fffffffff,8.0,0.0,0.0,0.0,0.0
835f03fffffffff,3.0,0.0,0.0,0.0,0.0
835f08fffffffff,131.0,0.0,0.0,0.0,0.0
835f09fffffffff,34.0,0.0,0.0,0.0,0.0
835f0bfffffffff,16.0,0.0,0.0,0.0,0.0
835f0dfffffffff,7.0,0.0,0.0,0.0,0.0
835f0efffffffff,2.0,0.0,0.0,0.0,0.0
835f12fffffffff,2.0,0.0,0.0,0.0,0.0
835f13fffffffff,4.0,0.0,0.0,0.0,0.0
835f14fffffffff,2.0,0.0,0.0,0.0,0.0
835f16fffffffff,1.0,0.0,0.0,0.0,0.0
835f1cfffffffff,22.0,0.0,0.0,0.0,0.0
835f1dfffffffff,4.0,0.0,0.0,0.0,0.0
835f1efffffffff,2.0,0.0,0.0,0.0,0.0
835f22fffffffff,9.0,0.0,0.0,0.0,0.0
835f28fffffffff,1.0,0.0,0.0,0.0,0.0
835f29fffffffff,790.0,0.0,0.0,0.0,0.0
835f2bfffffffff,79.0,0.0,0.0,0.0,0.0
835f2dfffffffff,207.0,0.0,0.0,0.0,0.0
835f40fffffffff,20.0,0.0,0.0,0.0,0.0
835f41fffffffff,18.0,0.0,0.0,0.0,0.0
835f42fffffffff,6.0,0.0,0.0,0.0,0.0
835f43fffffffff,10.0,0.0,0.0,0.0,0.0
835f46fffffffff,1.0,0.0,0.0,0.0,0.0
835f48fffffffff,10.0,0.0,0.0,0.0,0.0
835f49fffffffff,32.0,0.0,0.0,0.0,0.0
835f4afffffffff,7.0,0.0,0.0,0.0,0.0
835f4bfffffffff,74.0,0.0,0.0,0.0,0.0
835f4efffffffff,12.0,0.0,0.0,0.0,0.0
835f50fffffffff,2.0,0.0,0.0,0.0,0.0
835f56fffffffff,1.0,0.0,0.0,0.0,0.0
835f58fffffffff,322.0,0.0,0.0,0.0,0.0
835f59fffffffff,19.0,0.0,0.0,0.0,0.0
835f5bfffffffff,31.0,0.0,0.0,0.0,0.0
835f5dfffffffff,9.0,0.0,0.0,0.0,0.0
