cell_id,Zapornia pusilla,Zapornia pusilla intermedia,Zapornia pusilla pusilla,Zapornia pusilla [palustris Group]
823f4ffffffffff,7.0,1.0,0.0,0.0
823f6ffffffffff,6.0,0.0,0.0,0.0
823f77fffffffff,2.0,0.0,0.0,0.0
82411ffffffffff,3.0,0.0,0.0,0.0
824197fffffffff,2.0,0.0,2.0,0.0
8241a7fffffffff,2.0,0.0,0.0,0.0
8241b7fffffffff,16.0,0.0,0.0,0.0
824257fffffffff,1.0,0.0,0.0,0.0
8242c7fffffffff,14.0,0.0,0.0,0.0
8242cffffffffff,14.0,0.0,2.0,0.0
8242dffffffffff,28.0,0.0,0.0,0.0
8243affffffffff,85.0,1.0,0.0,0.0
824b97fffffffff,2.0,0.0,0.0,0.0
824ba7fffffffff,4.0,0.0,0.0,0.0
826007fffffffff,43.0,0.0,0.0,0.0
826017fffffffff,146.0,0.0,0.0,0.0
82601ffffffffff,28.0,0.0,0.0,0.0
826027fffffffff,205.0,0.0,0.0,0.0
826037fffffffff,100.0,0.0,0.0,0.0
82608ffffffffff,48.0,0.0,0.0,0.0
826097fffffffff,8.0,0.0,0.0,0.0
82609ffffffffff,45.0,0.0,0.0,0.0
8260affffffffff,29.0,0.0,0.0,0.0
8260b7fffffffff,10.0,0.0,0.0,0.0
82618ffffffffff,41.0,0.0,2.0,0.0
82619ffffffffff,14.0,0.0,3.0,0.0
8261affffffffff,2.0,0.0,0.0,0.0
82640ffffffffff,2.0,0.0,0.0,0.0
82641ffffffffff,4.0,0.0,0.0,0.0
8264a7fffffffff,8.0,0.0,3.0,0.0
8264e7fffffffff,2.0,0.0,2.0,0.0
82651ffffffffff,8.0,0.0,3.0,0.0
826527fffffffff,59.0,0.0,0.0,0.0
82658ffffffffff,18.0,0.0,0.0,0.0
827a67fffffffff,2.0,0.0,0.0,0.0
827a6ffffffffff,1.0,0.0,0.0,0.0
827b5ffffffffff,1.0,0.0,0.0,0.0
828c6ffffffffff,2.0,0.0,0.0,0.0
828c97fffffffff,3.0,0.0,0.0,0.0
829457fffffffff,5.0,0.0,0.0,1.0
829467fffffffff,3.0,0.0,0.0,0.0
829487fffffffff,45.0,0.0,0.0,3.0
829497fffffffff,3.0,0.0,0.0,0.0
8294d7fffffffff,1.0,0.0,0.0,0.0
8294effffffffff,5.0,0.0,0.0,0.0
8294f7fffffffff,3.0,0.0,0.0,0.0
829747fffffffff,1.0,0.0,0.0,0.0
829757fffffffff,4.0,0.0,0.0,0.0
829d4ffffffffff,1.0,0.0,0.0,1.0
82a39ffffffffff,12.0,10.0,0.0,0.0
82a637fffffffff,2.0,0.0,0.0,0.0
82a6a7fffffffff,3.0,0.0,0.0,0.0
82a71ffffffffff,1.0,0.0,0.0,0.0
82a727fffffffff,2.0,0.0,0.0,0.0
82a787fffffffff,1.0,0.0,0.0,0.0
82ad37fffffffff,21.0,2.0,0.0,0.0
82b917fffffffff,3.0,0.0,0.0,0.0
82b9b7fffffffff,3.0,0.0,0.0,0.0
82bb2ffffffffff,7.0,0.0,0.0,0.0
82bb57fffffffff,5.0,0.0,0.0,0.0
82bb77fffffffff,3.0,0.0,0.0,0.0
82bcdffffffffff,2.0,0.0,0.0,0.0
82bcf7fffffffff,14.0,3.0,0.0,0.0
82be0ffffffffff,30.0,0.0,0.0,0.0
82be1ffffffffff,15.0,0.0,0.0,1.0
82be47fffffffff,6.0,0.0,0.0,1.0
82be4ffffffffff,4.0,0.0,0.0,0.0
82be57fffffffff,11.0,0.0,0.0,0.0
82be67fffffffff,27.0,0.0,0.0,12.0
82be6ffffffffff,4.0,0.0,0.0,0.0
82be77fffffffff,11.0,0.0,0.0,1.0
82be8ffffffffff,2.0,0.0,0.0,0.0
82beaffffffffff,1.0,0.0,0.0,0.0
82bec7fffffffff,2.0,0.0,0.0,0.0
82bed7fffffffff,2.0,0.0,0.0,0.0
82bf4ffffffffff,11.0,0.0,0.0,0.0
82c997fffffffff,2.0,0.0,0.0,0.0
82da87fffffffff,58.0,0.0,0.0,0.0
82da8ffffffffff,4.0,0.0,0.0,0.0
82da97fffffffff,11.0,0.0,0.0,0.0
