cell_id,Athene noctua,Athene noctua [noctua Group],Athene noctua spilogastra/somaliensis,Athene noctua lilith,Athene noctua bactriana
821097fffffffff,2.0,0.0,0.0,0.0,0.0
8214b7fffffffff,2.0,0.0,0.0,0.0,0.0
821597fffffffff,4.0,0.0,0.0,0.0,0.0
82159ffffffffff,11.0,0.0,0.0,0.0,0.0
8215b7fffffffff,5.0,0.0,0.0,0.0,0.0
82182ffffffffff,7.0,0.0,0.0,0.0,0.0
821847fffffffff,2.0,0.0,0.0,0.0,0.0
82184ffffffffff,88.0,0.0,0.0,0.0,0.0
82185ffffffffff,101.0,0.0,0.0,0.0,0.0
821867fffffffff,15.0,4.0,0.0,0.0,0.0
82186ffffffffff,83.0,10.0,0.0,0.0,0.0
821877fffffffff,4.0,0.0,0.0,0.0,0.0
821947fffffffff,474.0,109.0,0.0,0.0,0.0
82194ffffffffff,578.0,46.0,0.0,0.0,0.0
821957fffffffff,25.0,0.0,0.0,0.0,0.0
82195ffffffffff,251.0,11.0,0.0,0.0,0.0
82196ffffffffff,57.0,0.0,0.0,0.0,0.0
821977fffffffff,89.0,2.0,0.0,0.0,0.0
821e07fffffffff,37.0,1.0,0.0,0.0,0.0
821e0ffffffffff,845.0,3.0,0.0,0.0,0.0
821e17fffffffff,15.0,0.0,0.0,0.0,0.0
821e1ffffffffff,297.0,0.0,0.0,0.0,0.0
821e2ffffffffff,2.0,0.0,0.0,0.0,0.0
821e37fffffffff,4.0,0.0,0.0,0.0,0.0
821e47fffffffff,2.0,0.0,0.0,0.0,0.0
821e4ffffffffff,9.0,0.0,0.0,0.0,0.0
821e57fffffffff,28.0,0.0,0.0,0.0,0.0
821e5ffffffffff,122.0,7.0,0.0,0.0,0.0
821e67fffffffff,9.0,0.0,0.0,0.0,0.0
821e6ffffffffff,19.0,0.0,0.0,0.0,0.0
821e77fffffffff,8.0,0.0,0.0,0.0,0.0
821e87fffffffff,36.0,0.0,0.0,0.0,0.0
821e8ffffffffff,12.0,0.0,0.0,0.0,0.0
821e97fffffffff,21.0,0.0,0.0,0.0,0.0
821e9ffffffffff,1.0,0.0,0.0,0.0,0.0
821ea7fffffffff,167.0,0.0,0.0,0.0,0.0
821eaffffffffff,50.0,0.0,0.0,0.0,0.0
821eb7fffffffff,7.0,0.0,0.0,0.0,0.0
821ec7fffffffff,450.0,15.0,0.0,0.0,0.0
821ecffffffffff,661.0,5.0,0.0,0.0,0.0
821ed7fffffffff,207.0,0.0,0.0,0.0,0.0
821edffffffffff,569.0,1.0,0.0,0.0,0.0
821ee7fffffffff,49.0,0.0,0.0,0.0,0.0
821eeffffffffff,107.0,10.0,0.0,0.0,0.0
821ef7fffffffff,35.0,0.0,0.0,0.0,0.0
821f17fffffffff,28.0,0.0,0.0,0.0,0.0
821f1ffffffffff,5.0,0.0,0.0,0.0,0.0
821f4ffffffffff,2.0,0.0,0.0,0.0,0.0
821f5ffffffffff,7.0,0.0,0.0,0.0,0.0
821f87fffffffff,27.0,0.0,0.0,0.0,0.0
821f97fffffffff,22.0,15.0,0.0,0.0,0.0
821f9ffffffffff,70.0,0.0,0.0,0.0,0.0
821fa7fffffffff,62.0,0.0,0.0,0.0,0.0
821faffffffffff,91.0,0.0,0.0,0.0,0.0
821fb7fffffffff,22.0,0.0,0.0,0.0,0.0
82200ffffffffff,13.0,0.0,0.0,0.0,4.0
822017fffffffff,7.0,0.0,0.0,0.0,2.0
82201ffffffffff,33.0,0.0,0.0,0.0,13.0
822037fffffffff,1.0,0.0,0.0,0.0,0.0
82204ffffffffff,2.0,0.0,0.0,0.0,0.0
82205ffffffffff,9.0,0.0,0.0,0.0,0.0
822087fffffffff,5.0,0.0,0.0,0.0,0.0
8220a7fffffffff,7.0,0.0,0.0,0.0,0.0
8220affffffffff,4.0,0.0,0.0,0.0,0.0
8220b7fffffffff,10.0,0.0,0.0,0.0,0.0
8220cffffffffff,2.0,0.0,0.0,0.0,0.0
8220e7fffffffff,15.0,0.0,0.0,0.0,7.0
8220effffffffff,2.0,0.0,0.0,0.0,0.0
8220f7fffffffff,1.0,0.0,0.0,0.0,0.0
82218ffffffffff,14.0,0.0,0.0,0.0,11.0
82219ffffffffff,36.0,0.0,0.0,0.0,3.0
822407fffffffff,12.0,0.0,0.0,0.0,0.0
82240ffffffffff,14.0,0.0,0.0,0.0,0.0
82241ffffffffff,1.0,0.0,0.0,0.0,0.0
822427fffffffff,1.0,0.0,0.0,0.0,0.0
82242ffffffffff,19.0,0.0,0.0,0.0,0.0
822437fffffffff,4.0,0.0,0.0,0.0,0.0
82244ffffffffff,11.0,0.0,0.0,0.0,0.0
822457fffffffff,61.0,0.0,0.0,0.0,0.0
822467fffffffff,16.0,0.0,0.0,0.0,0.0
