cell_id,Quiscalus quiscula,Quiscalus quiscula stonei,Quiscalus quiscula quiscula,Quiscalus quiscula versicolor,Quiscalus quiscula quiscula/stonei
820c47fffffffff,2.0,0.0,0.0,0.0,0.0
820c77fffffffff,2.0,0.0,0.0,0.0,0.0
820d07fffffffff,2.0,0.0,0.0,0.0,0.0
820e4ffffffffff,10.0,0.0,0.0,0.0,0.0
820e5ffffffffff,2.0,0.0,0.0,0.0,0.0
820e87fffffffff,20.0,0.0,0.0,0.0,0.0
820ecffffffffff,21.0,0.0,0.0,0.0,0.0
820edffffffffff,3.0,0.0,0.0,0.0,0.0
821257fffffffff,3.0,0.0,0.0,0.0,0.0
82125ffffffffff,15.0,0.0,0.0,2.0,0.0
821277fffffffff,2.0,0.0,0.0,0.0,0.0
82128ffffffffff,2.0,0.0,0.0,0.0,0.0
82129ffffffffff,2.0,0.0,0.0,0.0,0.0
8212affffffffff,10.0,0.0,0.0,0.0,0.0
8212b7fffffffff,1.0,0.0,0.0,0.0,0.0
8212c7fffffffff,26.0,0.0,0.0,0.0,0.0
8212cffffffffff,133.0,0.0,0.0,1.0,0.0
8212dffffffffff,18.0,0.0,0.0,0.0,0.0
8212effffffffff,12.0,0.0,0.0,0.0,0.0
8213b7fffffffff,2.0,0.0,0.0,0.0,0.0
821aa7fffffffff,19.0,0.0,0.0,0.0,0.0
821b87fffffffff,7.0,0.0,0.0,0.0,0.0
821b9ffffffffff,26.0,0.0,0.0,0.0,0.0
822607fffffffff,49.0,0.0,0.0,30.0,0.0
82260ffffffffff,39.0,0.0,0.0,29.0,0.0
822617fffffffff,5.0,0.0,0.0,3.0,0.0
822627fffffffff,34.0,0.0,0.0,4.0,0.0
82262ffffffffff,15.0,0.0,0.0,0.0,0.0
822637fffffffff,5.0,0.0,0.0,0.0,0.0
822647fffffffff,58.0,0.0,0.0,4.0,0.0
82264ffffffffff,126.0,0.0,0.0,10.0,0.0
822657fffffffff,33.0,0.0,0.0,3.0,0.0
82265ffffffffff,54.0,0.0,0.0,8.0,0.0
822667fffffffff,102.0,0.0,0.0,5.0,0.0
82266ffffffffff,42.0,0.0,0.0,1.0,0.0
822677fffffffff,12.0,0.0,0.0,4.0,0.0
822687fffffffff,178.0,0.0,0.0,3.0,0.0
82268ffffffffff,454.0,0.0,0.0,163.0,0.0
822697fffffffff,139.0,0.0,0.0,27.0,0.0
82269ffffffffff,182.0,0.0,0.0,0.0,0.0
8226a7fffffffff,9.0,0.0,0.0,6.0,0.0
8226affffffffff,154.0,0.0,0.0,9.0,0.0
8226b7fffffffff,36.0,0.0,0.0,0.0,0.0
8226c7fffffffff,2.0,0.0,0.0,0.0,0.0
8226cffffffffff,56.0,0.0,0.0,3.0,0.0
8226d7fffffffff,34.0,0.0,0.0,5.0,0.0
8226dffffffffff,29.0,0.0,0.0,0.0,0.0
8226e7fffffffff,64.0,0.0,0.0,8.0,0.0
8226effffffffff,30.0,0.0,0.0,0.0,0.0
8226f7fffffffff,208.0,0.0,0.0,116.0,0.0
822707fffffffff,3.0,0.0,0.0,0.0,0.0
82270ffffffffff,13.0,0.0,0.0,2.0,0.0
822717fffffffff,4.0,0.0,0.0,0.0,0.0
82271ffffffffff,6.0,0.0,0.0,0.0,0.0
822747fffffffff,227.0,0.0,0.0,0.0,0.0
82274ffffffffff,1560.0,0.0,0.0,3.0,0.0
822757fffffffff,89.0,0.0,0.0,11.0,2.0
82275ffffffffff,83.0,0.0,0.0,1.0,0.0
822767fffffffff,93.0,0.0,0.0,3.0,0.0
82276ffffffffff,274.0,0.0,0.0,6.0,0.0
822777fffffffff,54.0,0.0,0.0,0.0,0.0
822787fffffffff,14.0,0.0,0.0,2.0,0.0
82278ffffffffff,2.0,0.0,0.0,2.0,0.0
822797fffffffff,40.0,0.0,0.0,12.0,0.0
82279ffffffffff,17.0,0.0,0.0,8.0,0.0
8227a7fffffffff,22.0,0.0,0.0,0.0,0.0
8227affffffffff,19.0,0.0,0.0,2.0,0.0
8227b7fffffffff,2.0,0.0,0.0,0.0,0.0
