cell_id,Dryobates pubescens,Dryobates pubescens pubescens/medianus,Dryobates pubescens leucurus/glacialis,Dryobates pubescens gairdnerii/turati
840c741ffffffff,10.0,0.0,0.0,0.0
840c747ffffffff,11.0,4.0,0.0,0.0
840c74dffffffff,13.0,0.0,0.0,0.0
840ce9dffffffff,2.0,0.0,0.0,0.0
840cec5ffffffff,6.0,0.0,0.0,0.0
840ced1ffffffff,1.0,0.0,0.0,0.0
840d483ffffffff,2.0,0.0,0.0,0.0
840d585ffffffff,34.0,0.0,0.0,0.0
840d595ffffffff,2.0,0.0,0.0,0.0
840d5a5ffffffff,2.0,0.0,0.0,0.0
840d5a9ffffffff,265.0,17.0,0.0,0.0
840d5adffffffff,1.0,0.0,0.0,0.0
840d5e3ffffffff,1.0,0.0,0.0,0.0
840d5e7ffffffff,2.0,0.0,0.0,0.0
840e483ffffffff,2.0,0.0,0.0,0.0
840e491ffffffff,101.0,0.0,0.0,0.0
840e493ffffffff,31.0,0.0,0.0,0.0
840e497ffffffff,333.0,0.0,0.0,0.0
840e499ffffffff,18.0,0.0,0.0,0.0
840e49bffffffff,161.0,0.0,0.0,0.0
840e4b3ffffffff,85.0,0.0,0.0,0.0
840e4d1ffffffff,100.0,0.0,0.0,0.0
840e4d3ffffffff,22.0,0.0,0.0,0.0
840e4d9ffffffff,2.0,0.0,0.0,0.0
840e4dbffffffff,712.0,0.0,0.0,0.0
840e5a3ffffffff,2.0,0.0,0.0,0.0
840e5b3ffffffff,17.0,0.0,0.0,0.0
840e697ffffffff,4.0,0.0,0.0,0.0
840e69bffffffff,3.0,0.0,0.0,0.0
840e9a1ffffffff,2.0,0.0,0.0,0.0
840ec85ffffffff,2.0,0.0,0.0,0.0
840ec91ffffffff,13.0,0.0,0.0,0.0
840ec95ffffffff,49.0,2.0,0.0,0.0
840ec97ffffffff,17.0,0.0,0.0,0.0
840ec99ffffffff,3.0,3.0,0.0,0.0
840ec9bffffffff,2.0,0.0,0.0,0.0
840ec9dffffffff,7.0,0.0,0.0,0.0
840eca1ffffffff,2.0,0.0,0.0,0.0
840eca3ffffffff,2.0,0.0,0.0,0.0
840eca5ffffffff,2.0,0.0,0.0,0.0
840eca7ffffffff,3.0,0.0,0.0,0.0
840ecabffffffff,2.0,0.0,0.0,0.0
840ecb3ffffffff,3.0,0.0,0.0,0.0
840ecb9ffffffff,53.0,1.0,0.0,0.0
840ecbdffffffff,35.0,0.0,0.0,0.0
840ecc1ffffffff,54.0,1.0,0.0,0.0
840ecc9ffffffff,266.0,2.0,0.0,0.0
840ed87ffffffff,4.0,0.0,0.0,0.0
840ed91ffffffff,6.0,0.0,0.0,0.0
840edb7ffffffff,1.0,0.0,0.0,0.0
840edb9ffffffff,3.0,0.0,0.0,0.0
840edbbffffffff,2.0,0.0,0.0,0.0
840edbdffffffff,3.0,0.0,0.0,0.0
840ede7ffffffff,2.0,0.0,0.0,0.0
840edebffffffff,1.0,0.0,0.0,0.0
840eea7ffffffff,137.0,0.0,0.0,0.0
840eeb5ffffffff,17.0,0.0,0.0,0.0
840eebdffffffff,2.0,0.0,0.0,0.0
841203dffffffff,2.0,0.0,0.0,0.0
84120a1ffffffff,2.0,0.0,0.0,0.0
84120a5ffffffff,2.0,0.0,0.0,0.0
84120b7ffffffff,3.0,0.0,0.0,0.0
841211dffffffff,2.0,0.0,0.0,0.0
8412181ffffffff,1.0,0.0,0.0,0.0
8412185ffffffff,9.0,0.0,0.0,0.0
8412187ffffffff,2.0,0.0,0.0,0.0
8412199ffffffff,3.0,0.0,0.0,0.0
841219dffffffff,2.0,0.0,0.0,0.0
84121a1ffffffff,4.0,0.0,0.0,0.0
84121a7ffffffff,2.0,0.0,0.0,0.0
84121a9ffffffff,6.0,0.0,0.0,0.0
84121abffffffff,12.0,0.0,0.0,0.0
84121adffffffff,3.0,0.0,0.0,0.0
84121b1ffffffff,3.0,0.0,0.0,0.0
84121b3ffffffff,2.0,0.0,0.0,0.0
84121bbffffffff,23.0,0.0,0.0,0.0
84121bdffffffff,9.0,0.0,0.0,0.0
84121dbffffffff,2.0,0.0,0.0,0.0
84121e3ffffffff,51.0,0.0,0.0,0.0
84121e7ffffffff,4.0,0.0,0.0,0.0
84121edffffffff,1.0,0.0,0.0,0.0
8412265ffffffff,2.0,0.0,0.0,0.0
8412293ffffffff,2.0,0.0,0.0,0.0
8412299ffffffff,12.0,0.0,0.0,0.0
8412303ffffffff,1.0,0.0,0.0,0.0
8412307ffffffff,6.0,0.0,0.0,0.0
8412339ffffffff,2.0,0.0,0.0,0.0
8412421ffffffff,1.0,0.0,0.0,0.0
8412433ffffffff,12.0,0.0,0.0,0.0
8412435ffffffff,2.0,0.0,0.0,0.0
8412437ffffffff,2.0,0.0,0.0,0.0
8412457ffffffff,2.0,0.0,0.0,0.0
8412485ffffffff,2.0,0.0,0.0,0.0
8412487ffffffff,3.0,0.0,0.0,0.0
8412489ffffffff,1.0,0.0,0.0,0.0
841249dffffffff,3.0,0.0,0.0,0.0
84124a3ffffffff,1.0,0.0,0.0,0.0
84124a5ffffffff,4.0,0.0,0.0,0.0
84124a7ffffffff,1.0,0.0,0.0,0.0
84124a9ffffffff,2.0,0.0,0.0,0.0
84124adffffffff,7.0,0.0,0.0,0.0
84124b5ffffffff,4.0,0.0,0.0,0.0
84124b7ffffffff,4.0,0.0,0.0,0.0
84124d1ffffffff,2.0,0.0,0.0,0.0
84124dbffffffff,5.0,0.0,0.0,0.0
84124e1ffffffff,2.0,0.0,0.0,0.0
84124e5ffffffff,6.0,0.0,0.0,0.0
84124e7ffffffff,2.0,0.0,0.0,0.0
8412501ffffffff,3.0,0.0,0.0,0.0
8412505ffffffff,80.0,2.0,0.0,0.0
8412507ffffffff,3.0,0.0,0.0,0.0
8412509ffffffff,8.0,2.0,0.0,0.0
8412511ffffffff,9.0,0.0,0.0,0.0
8412515ffffffff,185.0,49.0,0.0,0.0
8412517ffffffff,2.0,0.0,0.0,0.0
841251bffffffff,5.0,0.0,0.0,0.0
841251dffffffff,13.0,0.0,0.0,0.0
8412521ffffffff,42.0,7.0,0.0,0.0
8412523ffffffff,84.0,2.0,0.0,0.0
8412525ffffffff,55.0,2.0,0.0,0.0
8412527ffffffff,205.0,23.0,0.0,0.0
841252dffffffff,11.0,0.0,0.0,0.0
8412531ffffffff,3.0,0.0,0.0,0.0
8412535ffffffff,25.0,8.0,0.0,0.0
8412537ffffffff,14.0,0.0,0.0,0.0
8412539ffffffff,18.0,8.0,0.0,0.0
841253bffffffff,25.0,2.0,0.0,0.0
8412543ffffffff,27.0,4.0,0.0,0.0
8412549ffffffff,83.0,4.0,0.0,0.0
841254bffffffff,3.0,0.0,0.0,0.0
8412555ffffffff,8.0,0.0,0.0,0.0
8412567ffffffff,4.0,0.0,0.0,0.0
841256dffffffff,1.0,0.0,0.0,0.0
8412581ffffffff,2.0,0.0,0.0,0.0
8412589ffffffff,2.0,0.0,0.0,0.0
8412591ffffffff,667.0,0.0,0.0,0.0
8412593ffffffff,4.0,0.0,0.0,0.0
8412595ffffffff,8.0,0.0,0.0,0.0
8412597ffffffff,317.0,0.0,0.0,0.0
8412599ffffffff,2.0,0.0,0.0,0.0
841259dffffffff,9.0,0.0,0.0,0.0
84125a5ffffffff,3.0,0.0,0.0,0.0
84125adffffffff,6.0,0.0,0.0,0.0
84125b1ffffffff,10.0,0.0,0.0,0.0
84125b9ffffffff,7.0,0.0,0.0,0.0
84125bbffffffff,4.0,0.0,0.0,0.0
84125c7ffffffff,9.0,0.0,0.0,0.0
84125d3ffffffff,13.0,0.0,0.0,0.0
84125d5ffffffff,3.0,0.0,0.0,0.0
84125d7ffffffff,23.0,0.0,0.0,0.0
84125d9ffffffff,53.0,0.0,0.0,0.0
84125dbffffffff,43.0,0.0,0.0,0.0
84125e5ffffffff,7.0,0.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0,0.0
84126b5ffffffff,4.0,0.0,0.0,0.0
84126e7ffffffff,1.0,0.0,0.0,0.0
8412721ffffffff,16.0,0.0,0.0,0.0
8412723ffffffff,22.0,0.0,0.0,0.0
8412727ffffffff,6.0,0.0,0.0,0.0
8412729ffffffff,5.0,0.0,0.0,0.0
841276bffffffff,2.0,0.0,0.0,0.0
8412805ffffffff,47.0,0.0,0.0,3.0
841280dffffffff,16.0,0.0,0.0,0.0
8412841ffffffff,1.0,0.0,0.0,0.0
8412847ffffffff,66.0,0.0,0.0,0.0
841284bffffffff,1.0,0.0,0.0,0.0
8412851ffffffff,52.0,0.0,0.0,0.0
8412853ffffffff,4.0,0.0,0.0,0.0
8412857ffffffff,10.0,0.0,0.0,0.0
841285dffffffff,2.0,0.0,0.0,0.0
8412861ffffffff,2.0,0.0,0.0,0.0
8412865ffffffff,1.0,0.0,0.0,0.0
841286bffffffff,4.0,0.0,0.0,0.0
841286dffffffff,10.0,0.0,0.0,0.0
8412887ffffffff,4.0,0.0,0.0,0.0
8412891ffffffff,7.0,0.0,0.0,0.0
8412895ffffffff,1.0,0.0,0.0,0.0
841289bffffffff,43.0,0.0,0.0,0.0
84128b1ffffffff,2.0,0.0,0.0,0.0
84128b9ffffffff,2.0,0.0,0.0,0.0
84128bdffffffff,741.0,0.0,0.0,0.0
84128c1ffffffff,2.0,0.0,0.0,0.0
84128d1ffffffff,2.0,0.0,0.0,0.0
84128d3ffffffff,239.0,0.0,0.0,0.0
84128d9ffffffff,4.0,0.0,0.0,0.0
84128dbffffffff,19.0,0.0,0.0,0.0
84128ddffffffff,7.0,0.0,0.0,0.0
84128e3ffffffff,2.0,0.0,0.0,0.0
84128e7ffffffff,6.0,0.0,0.0,0.0
8412909ffffffff,2.0,0.0,0.0,0.0
841298dffffffff,6.0,0.0,0.0,0.0
84129b3ffffffff,2.0,0.0,0.0,0.0
84129b9ffffffff,2.0,0.0,0.0,0.0
84129bbffffffff,2.0,0.0,0.0,0.0
84129c9ffffffff,1.0,0.0,0.0,1.0
84129d9ffffffff,2.0,0.0,0.0,0.0
8412a25ffffffff,8.0,0.0,0.0,0.0
8412a2dffffffff,2.0,0.0,0.0,0.0
8412a35ffffffff,4.0,0.0,0.0,0.0
8412a37ffffffff,7.0,0.0,0.0,0.0
8412a8bffffffff,2.0,0.0,0.0,0.0
8412a91ffffffff,2.0,0.0,0.0,0.0
8412a97ffffffff,2.0,0.0,0.0,0.0
8412a99ffffffff,2.0,0.0,0.0,0.0
8412aa3ffffffff,6.0,0.0,0.0,0.0
8412aa5ffffffff,4.0,0.0,0.0,0.0
8412aa7ffffffff,14.0,0.0,0.0,0.0
8412ab3ffffffff,182.0,0.0,0.0,0.0
8412ab5ffffffff,49.0,0.0,0.0,0.0
8412ab7ffffffff,2.0,0.0,0.0,0.0
8412abbffffffff,16.0,0.0,0.0,0.0
8412abdffffffff,4.0,0.0,0.0,0.0
8412ad3ffffffff,1.0,0.0,0.0,0.0
8412ad7ffffffff,20.0,0.0,0.0,0.0
8412addffffffff,2.0,0.0,0.0,0.0
8412b01ffffffff,20.0,0.0,0.0,0.0
8412b03ffffffff,91.0,0.0,0.0,0.0
8412b33ffffffff,2.0,0.0,0.0,0.0
8412b47ffffffff,3.0,0.0,0.0,0.0
8412b4bffffffff,4.0,0.0,0.0,0.0
8412b51ffffffff,1.0,0.0,0.0,0.0
8412b57ffffffff,1.0,0.0,0.0,0.0
8412b63ffffffff,10.0,0.0,0.0,0.0
8412c01ffffffff,74.0,0.0,0.0,0.0
8412c03ffffffff,22.0,0.0,0.0,0.0
8412c05ffffffff,19.0,0.0,0.0,0.0
8412c07ffffffff,59.0,0.0,0.0,0.0
8412c11ffffffff,338.0,0.0,0.0,0.0
8412c13ffffffff,50.0,0.0,0.0,0.0
8412c15ffffffff,1.0,0.0,0.0,0.0
8412c17ffffffff,8.0,0.0,0.0,0.0
8412c19ffffffff,2.0,0.0,0.0,0.0
8412c1bffffffff,474.0,0.0,0.0,0.0
8412c1dffffffff,71.0,0.0,0.0,0.0
8412c21ffffffff,104.0,0.0,0.0,0.0
8412c25ffffffff,8.0,0.0,0.0,0.0
8412c27ffffffff,8.0,0.0,0.0,0.0
8412c33ffffffff,68.0,0.0,0.0,0.0
8412c35ffffffff,1.0,0.0,0.0,0.0
8412c37ffffffff,7.0,0.0,0.0,0.0
8412c39ffffffff,26.0,0.0,0.0,0.0
8412c3bffffffff,85.0,0.0,0.0,0.0
8412c47ffffffff,1.0,0.0,0.0,0.0
8412c4dffffffff,2.0,0.0,0.0,0.0
8412c53ffffffff,7.0,0.0,0.0,0.0
8412c5bffffffff,55.0,0.0,0.0,0.0
8412c81ffffffff,13.0,0.0,0.0,0.0
8412c83ffffffff,22.0,0.0,0.0,0.0
8412c85ffffffff,196.0,0.0,0.0,0.0
8412c87ffffffff,55.0,0.0,0.0,0.0
8412c89ffffffff,10.0,0.0,0.0,0.0
8412c8bffffffff,485.0,0.0,0.0,0.0
8412c91ffffffff,12.0,0.0,0.0,0.0
8412c97ffffffff,24.0,0.0,2.0,0.0
8412c9bffffffff,39.0,0.0,0.0,0.0
8412c9dffffffff,8.0,0.0,0.0,0.0
8412ca1ffffffff,11.0,0.0,0.0,0.0
8412ca3ffffffff,23.0,0.0,0.0,0.0
8412ca5ffffffff,50.0,0.0,0.0,0.0
8412ca7ffffffff,9.0,0.0,0.0,0.0
8412ca9ffffffff,6.0,0.0,0.0,0.0
8412cabffffffff,66.0,0.0,0.0,0.0
8412cadffffffff,300.0,0.0,0.0,0.0
8412cb1ffffffff,41.0,0.0,0.0,0.0
8412cb5ffffffff,102.0,0.0,0.0,0.0
8412cb7ffffffff,4.0,0.0,0.0,0.0
8412cb9ffffffff,28.0,0.0,2.0,0.0
8412cbbffffffff,2.0,0.0,0.0,0.0
8412cbdffffffff,69.0,0.0,5.0,0.0
8412cc1ffffffff,341.0,0.0,0.0,0.0
8412cc5ffffffff,80.0,0.0,0.0,0.0
8412cc7ffffffff,12.0,0.0,0.0,0.0
8412cc9ffffffff,298.0,0.0,0.0,0.0
8412ccbffffffff,5.0,0.0,0.0,0.0
8412ccdffffffff,19639.0,0.0,0.0,0.0
8412cd5ffffffff,8.0,0.0,0.0,0.0
8412cd7ffffffff,23.0,0.0,0.0,0.0
8412cd9ffffffff,176.0,0.0,0.0,0.0
8412cdbffffffff,2.0,0.0,0.0,0.0
8412ce1ffffffff,8.0,0.0,0.0,0.0
8412ce3ffffffff,41.0,0.0,0.0,0.0
8412ce5ffffffff,140.0,0.0,0.0,0.0
8412ce7ffffffff,112.0,0.0,0.0,0.0
8412ce9ffffffff,1.0,0.0,0.0,0.0
8412cebffffffff,3.0,0.0,0.0,0.0
8412d01ffffffff,59.0,0.0,0.0,0.0
8412d03ffffffff,59.0,0.0,0.0,0.0
8412d07ffffffff,7.0,0.0,0.0,0.0
8412d09ffffffff,2.0,0.0,0.0,0.0
8412d0bffffffff,50.0,0.0,0.0,0.0
8412d0dffffffff,4.0,0.0,0.0,0.0
8412d11ffffffff,144.0,0.0,0.0,0.0
8412d15ffffffff,3.0,0.0,0.0,0.0
8412d17ffffffff,949.0,0.0,0.0,0.0
8412d19ffffffff,170.0,0.0,0.0,0.0
8412d1bffffffff,3.0,0.0,0.0,0.0
8412d1dffffffff,5.0,0.0,0.0,0.0
8412d25ffffffff,2.0,0.0,0.0,0.0
8412d27ffffffff,12.0,0.0,0.0,0.0
8412d2bffffffff,3.0,0.0,0.0,0.0
8412d2dffffffff,3.0,0.0,0.0,0.0
8412d31ffffffff,2.0,0.0,0.0,0.0
8412d33ffffffff,115.0,0.0,0.0,0.0
8412d35ffffffff,9.0,0.0,0.0,0.0
8412d37ffffffff,45.0,0.0,0.0,0.0
8412d39ffffffff,10.0,0.0,0.0,0.0
8412d3bffffffff,292.0,0.0,0.0,0.0
8412d3dffffffff,32.0,0.0,0.0,0.0
8412d41ffffffff,20.0,0.0,0.0,0.0
8412d43ffffffff,2.0,0.0,0.0,0.0
8412d45ffffffff,1.0,0.0,0.0,0.0
8412d47ffffffff,3.0,0.0,0.0,0.0
8412d4bffffffff,3.0,0.0,0.0,0.0
8412d4dffffffff,2.0,0.0,0.0,0.0
8412d53ffffffff,4.0,0.0,0.0,0.0
8412d57ffffffff,15.0,0.0,0.0,0.0
8412d5dffffffff,26.0,0.0,0.0,0.0
8412d63ffffffff,63.0,0.0,0.0,0.0
8412d65ffffffff,4.0,0.0,0.0,0.0
8412d67ffffffff,13.0,0.0,0.0,0.0
8412d69ffffffff,7.0,0.0,0.0,0.0
8412d6bffffffff,15.0,0.0,0.0,0.0
8412d81ffffffff,29.0,0.0,0.0,0.0
8412d85ffffffff,15.0,0.0,0.0,0.0
8412d87ffffffff,37.0,0.0,0.0,0.0
8412d89ffffffff,255.0,0.0,0.0,0.0
8412d8bffffffff,4.0,0.0,0.0,0.0
8412d8dffffffff,15.0,0.0,0.0,0.0
8412d91ffffffff,11.0,0.0,0.0,0.0
8412d93ffffffff,2.0,0.0,0.0,0.0
8412d95ffffffff,185.0,0.0,0.0,0.0
8412d97ffffffff,36.0,0.0,0.0,0.0
8412d9bffffffff,15.0,0.0,0.0,0.0
8412d9dffffffff,117.0,0.0,0.0,0.0
8412da1ffffffff,27.0,0.0,0.0,0.0
8412da3ffffffff,1.0,0.0,0.0,0.0
8412da5ffffffff,50.0,0.0,3.0,0.0
8412da7ffffffff,48.0,0.0,4.0,0.0
8412da9ffffffff,5.0,0.0,0.0,0.0
8412dabffffffff,23.0,0.0,0.0,0.0
8412dadffffffff,54.0,0.0,1.0,0.0
8412db1ffffffff,335.0,0.0,35.0,0.0
8412db3ffffffff,68.0,0.0,2.0,0.0
8412db5ffffffff,34.0,0.0,1.0,0.0
8412db7ffffffff,228.0,0.0,6.0,0.0
8412db9ffffffff,75.0,0.0,5.0,0.0
8412dbbffffffff,16.0,0.0,0.0,0.0
8412dbdffffffff,10.0,0.0,0.0,0.0
8412dc1ffffffff,6.0,0.0,0.0,0.0
8412dc3ffffffff,249.0,0.0,0.0,0.0
8412dc5ffffffff,15.0,0.0,0.0,0.0
8412dc7ffffffff,62.0,0.0,0.0,0.0
8412dc9ffffffff,90.0,0.0,0.0,0.0
8412dcbffffffff,13.0,0.0,0.0,0.0
8412dcdffffffff,2.0,0.0,0.0,0.0
8412dd1ffffffff,4.0,0.0,0.0,0.0
8412dd3ffffffff,75.0,0.0,0.0,0.0
8412dd5ffffffff,48.0,0.0,0.0,0.0
8412dd7ffffffff,465.0,0.0,0.0,0.0
8412dd9ffffffff,100.0,0.0,0.0,0.0
8412ddbffffffff,1814.0,0.0,0.0,0.0
8412dddffffffff,11.0,0.0,0.0,0.0
8412de1ffffffff,5.0,0.0,0.0,0.0
8412de3ffffffff,42.0,0.0,0.0,0.0
8412de5ffffffff,989.0,0.0,0.0,0.0
8412de7ffffffff,390.0,0.0,14.0,0.0
8412de9ffffffff,2.0,0.0,0.0,0.0
8412dedffffffff,121.0,0.0,0.0,0.0
8412e03ffffffff,2.0,0.0,0.0,0.0
8412e05ffffffff,2.0,0.0,0.0,0.0
8412e07ffffffff,5.0,0.0,0.0,0.0
8412e0bffffffff,2.0,0.0,0.0,0.0
8412e0dffffffff,4.0,0.0,0.0,0.0
8412e11ffffffff,35.0,0.0,0.0,0.0
8412e13ffffffff,2934.0,23.0,0.0,0.0
8412e15ffffffff,171.0,9.0,0.0,0.0
8412e17ffffffff,455.0,18.0,0.0,0.0
8412e19ffffffff,18.0,0.0,0.0,0.0
8412e1bffffffff,61.0,6.0,0.0,0.0
8412e1dffffffff,4.0,0.0,0.0,0.0
8412e21ffffffff,2.0,0.0,0.0,0.0
8412e23ffffffff,2.0,0.0,0.0,0.0
8412e25ffffffff,8.0,0.0,0.0,0.0
8412e27ffffffff,23.0,0.0,0.0,0.0
8412e2bffffffff,6.0,0.0,0.0,0.0
8412e31ffffffff,3.0,0.0,0.0,0.0
8412e33ffffffff,9.0,0.0,0.0,0.0
8412e39ffffffff,4.0,0.0,0.0,0.0
8412e3bffffffff,20.0,0.0,0.0,0.0
8412e3dffffffff,6.0,0.0,0.0,0.0
8412e45ffffffff,2.0,0.0,0.0,0.0
8412e53ffffffff,69.0,0.0,0.0,0.0
8412e57ffffffff,1.0,0.0,0.0,0.0
8412e59ffffffff,11.0,0.0,0.0,0.0
8412e6bffffffff,3.0,0.0,0.0,0.0
8412e85ffffffff,10.0,0.0,0.0,0.0
8412e87ffffffff,8.0,0.0,0.0,0.0
8412e89ffffffff,17.0,0.0,0.0,0.0
8412e8bffffffff,4.0,0.0,0.0,0.0
8412e8dffffffff,46.0,0.0,0.0,0.0
8412e99ffffffff,2.0,0.0,0.0,0.0
8412ea1ffffffff,15.0,0.0,0.0,0.0
8412ea3ffffffff,24.0,0.0,0.0,0.0
8412ea5ffffffff,122.0,0.0,0.0,0.0
8412ea7ffffffff,1872.0,0.0,0.0,0.0
8412ea9ffffffff,97.0,0.0,0.0,0.0
8412eabffffffff,2.0,0.0,0.0,0.0
8412eadffffffff,17.0,0.0,0.0,0.0
8412eb1ffffffff,1.0,0.0,0.0,0.0
8412eb3ffffffff,9.0,0.0,0.0,0.0
8412ebdffffffff,138.0,0.0,0.0,0.0
8412ec1ffffffff,953.0,43.0,0.0,0.0
8412ec3ffffffff,2.0,0.0,0.0,0.0
8412ec5ffffffff,177.0,0.0,0.0,0.0
8412ec7ffffffff,133.0,2.0,0.0,0.0
8412ec9ffffffff,291.0,7.0,0.0,0.0
8412ecbffffffff,9.0,2.0,0.0,0.0
8412ecdffffffff,1599.0,16.0,0.0,0.0
8412ed1ffffffff,3.0,0.0,0.0,0.0
8412ed5ffffffff,2.0,0.0,0.0,0.0
8412ed9ffffffff,25.0,0.0,0.0,0.0
8412eddffffffff,2.0,0.0,0.0,0.0
8412ee3ffffffff,256.0,4.0,0.0,0.0
8412ee5ffffffff,2.0,0.0,0.0,0.0
8412ee7ffffffff,12.0,0.0,0.0,0.0
8412ee9ffffffff,43.0,0.0,0.0,0.0
8412eebffffffff,14.0,0.0,0.0,0.0
8412eedffffffff,22.0,0.0,0.0,0.0
8412f01ffffffff,4.0,0.0,0.0,0.0
8412f11ffffffff,2.0,0.0,0.0,0.0
8412f13ffffffff,23.0,0.0,0.0,0.0
8412f15ffffffff,6.0,0.0,0.0,0.0
8412f19ffffffff,1.0,0.0,0.0,0.0
8412f1bffffffff,2.0,0.0,0.0,0.0
8412f21ffffffff,3.0,0.0,0.0,0.0
8412f25ffffffff,12.0,0.0,0.0,0.0
8412f27ffffffff,4.0,0.0,0.0,0.0
8412f29ffffffff,8.0,0.0,0.0,0.0
8412f2dffffffff,8.0,0.0,0.0,0.0
8412f37ffffffff,5.0,0.0,0.0,0.0
8412f45ffffffff,2.0,0.0,0.0,0.0
8412f51ffffffff,5.0,0.0,0.0,0.0
8412f61ffffffff,2.0,0.0,0.0,0.0
8412f65ffffffff,13.0,0.0,0.0,0.0
8412f69ffffffff,13.0,0.0,0.0,0.0
8412f6dffffffff,769.0,0.0,0.0,0.0
8413829ffffffff,5.0,0.0,0.0,0.0
841382dffffffff,6.0,0.0,0.0,0.0
841383dffffffff,164.0,0.0,0.0,0.0
8413861ffffffff,37.0,0.0,0.0,0.0
8413865ffffffff,1.0,0.0,0.0,0.0
8413867ffffffff,1355.0,0.0,0.0,0.0
841389bffffffff,2.0,0.0,0.0,0.0
84138c7ffffffff,9.0,0.0,0.0,0.0
8413909ffffffff,1.0,0.0,0.0,0.0
8413911ffffffff,2.0,0.0,0.0,0.0
8413917ffffffff,2.0,0.0,0.0,0.0
8413919ffffffff,4.0,0.0,0.0,0.0
841391dffffffff,11.0,0.0,0.0,0.0
8413931ffffffff,2.0,0.0,0.0,0.0
8413933ffffffff,3.0,0.0,0.0,0.0
841395dffffffff,2.0,0.0,0.0,0.0
84139e1ffffffff,17.0,0.0,0.0,0.0
84139edffffffff,36.0,0.0,0.0,0.0
8413b23ffffffff,30.0,0.0,0.0,0.0
8413b35ffffffff,272.0,0.0,0.0,0.0
841aa07ffffffff,91.0,0.0,0.0,0.0
841aa21ffffffff,2.0,0.0,0.0,0.0
841aa23ffffffff,4.0,0.0,0.0,0.0
841aa29ffffffff,5.0,0.0,0.0,0.0
841aa2bffffffff,10.0,0.0,0.0,0.0
841aa35ffffffff,3.0,0.0,0.0,0.0
841aa3dffffffff,29.0,0.0,0.0,0.0
841aa45ffffffff,14.0,0.0,0.0,0.0
841aa4dffffffff,12.0,0.0,0.0,0.0
841aa67ffffffff,3.0,0.0,0.0,0.0
841aa69ffffffff,19.0,0.0,0.0,0.0
841aa6bffffffff,17.0,0.0,0.0,0.0
841b831ffffffff,1.0,0.0,0.0,0.0
841b83dffffffff,2.0,0.0,0.0,0.0
841b8a7ffffffff,2.0,0.0,0.0,0.0
841b921ffffffff,2.0,0.0,0.0,0.0
841b929ffffffff,5.0,0.0,0.0,0.0
841b981ffffffff,5.0,0.0,0.0,0.0
841b985ffffffff,6.0,0.0,0.0,0.0
841b98dffffffff,11.0,0.0,0.0,0.0
841b991ffffffff,7.0,0.0,0.0,0.0
841b993ffffffff,10.0,0.0,0.0,0.0
841b995ffffffff,8.0,0.0,0.0,0.0
841b999ffffffff,3.0,0.0,0.0,0.0
841b9a5ffffffff,21.0,0.0,0.0,0.0
841b9a9ffffffff,51.0,0.0,0.0,0.0
