cell_id,Vanellus chilensis,Vanellus chilensis cayennensis,Vanellus chilensis lampronotus,Vanellus chilensis chilensis/fretensis
836674fffffffff,8.0,0.0,0.0,0.0
836675fffffffff,206.0,0.0,0.0,0.0
836676fffffffff,33.0,2.0,0.0,0.0
836684fffffffff,2.0,0.0,0.0,0.0
8366a0fffffffff,1843.0,20.0,0.0,0.0
8366a1fffffffff,998.0,50.0,0.0,0.0
8366a2fffffffff,94.0,0.0,0.0,0.0
8366a3fffffffff,375.0,17.0,0.0,0.0
8366a5fffffffff,6228.0,441.0,0.0,0.0
8366a6fffffffff,16.0,0.0,0.0,0.0
8366aefffffffff,17.0,0.0,0.0,0.0
8366b0fffffffff,1036.0,0.0,0.0,0.0
8366b1fffffffff,146.0,0.0,0.0,0.0
8366b4fffffffff,2347.0,0.0,0.0,0.0
8366b5fffffffff,2783.0,8.0,0.0,0.0
8366b6fffffffff,220.0,0.0,0.0,0.0
8366c0fffffffff,386.0,0.0,0.0,0.0
8366c1fffffffff,25.0,0.0,0.0,0.0
8366c2fffffffff,2001.0,21.0,0.0,0.0
8366c3fffffffff,25.0,0.0,0.0,0.0
8366c4fffffffff,758.0,6.0,0.0,0.0
8366c5fffffffff,214.0,2.0,0.0,0.0
8366c6fffffffff,2171.0,12.0,0.0,0.0
8366c9fffffffff,7.0,0.0,0.0,0.0
8366cdfffffffff,3.0,0.0,0.0,0.0
8366cefffffffff,144.0,10.0,0.0,0.0
8366d0fffffffff,163.0,12.0,0.0,0.0
8366d1fffffffff,196.0,3.0,0.0,0.0
8366d2fffffffff,11.0,0.0,0.0,0.0
8366d3fffffffff,584.0,44.0,0.0,0.0
8366d4fffffffff,12.0,0.0,0.0,0.0
8366d5fffffffff,196.0,2.0,0.0,0.0
8366d8fffffffff,47.0,8.0,0.0,0.0
8366dafffffffff,161.0,21.0,0.0,0.0
8366dbfffffffff,5.0,1.0,0.0,0.0
8366dcfffffffff,896.0,90.0,0.0,0.0
8366ddfffffffff,118.0,10.0,0.0,0.0
8366defffffffff,1691.0,99.0,0.0,0.0
8366e0fffffffff,2916.0,59.0,0.0,0.0
8366e1fffffffff,1802.0,4.0,0.0,0.0
8366e2fffffffff,321.0,10.0,0.0,0.0
8366e3fffffffff,321.0,0.0,0.0,0.0
8366e4fffffffff,6343.0,120.0,0.0,0.0
8366e5fffffffff,4992.0,21.0,0.0,0.0
8366e6fffffffff,11362.0,274.0,0.0,0.0
8366e8fffffffff,18.0,0.0,0.0,0.0
8366e9fffffffff,9.0,2.0,0.0,0.0
8366eafffffffff,8.0,0.0,0.0,0.0
8366ecfffffffff,667.0,13.0,0.0,0.0
8366eefffffffff,649.0,17.0,0.0,0.0
8366f0fffffffff,516.0,4.0,0.0,0.0
8366f1fffffffff,4649.0,41.0,0.0,0.0
8366f3fffffffff,12.0,0.0,0.0,0.0
8366f5fffffffff,3993.0,82.0,0.0,0.0
836740fffffffff,1.0,0.0,0.0,0.0
836741fffffffff,1557.0,12.0,0.0,0.0
836742fffffffff,96.0,0.0,0.0,0.0
836743fffffffff,531.0,7.0,0.0,0.0
836744fffffffff,157.0,0.0,0.0,0.0
836746fffffffff,1007.0,0.0,0.0,0.0
836748fffffffff,3.0,0.0,0.0,0.0
83674afffffffff,253.0,23.0,0.0,0.0
83674cfffffffff,301.0,4.0,0.0,0.0
83674dfffffffff,15.0,1.0,0.0,0.0
83674efffffffff,456.0,16.0,0.0,0.0
836750fffffffff,10.0,0.0,0.0,0.0
836751fffffffff,14.0,0.0,0.0,0.0
836752fffffffff,809.0,0.0,0.0,0.0
836753fffffffff,362.0,3.0,0.0,0.0
836755fffffffff,686.0,1.0,0.0,0.0
836756fffffffff,20.0,0.0,0.0,0.0
836758fffffffff,55.0,0.0,0.0,0.0
836759fffffffff,95.0,2.0,0.0,0.0
83675afffffffff,193.0,0.0,0.0,0.0
83675bfffffffff,22.0,0.0,0.0,0.0
83675cfffffffff,564.0,0.0,0.0,0.0
83675dfffffffff,46.0,0.0,0.0,0.0
83675efffffffff,36.0,0.0,0.0,0.0
83676bfffffffff,74.0,0.0,0.0,0.0
836773fffffffff,498.0,0.0,0.0,0.0
83678bfffffffff,11.0,0.0,0.0,0.0
836790fffffffff,2.0,0.0,0.0,0.0
836794fffffffff,7.0,0.0,0.0,0.0
836795fffffffff,1.0,0.0,0.0,0.0
836796fffffffff,14.0,0.0,0.0,0.0
83679afffffffff,623.0,0.0,0.0,0.0
83679bfffffffff,784.0,0.0,0.0,0.0
83679efffffffff,3.0,0.0,0.0,0.0
8367b2fffffffff,3.0,0.0,0.0,0.0
836d60fffffffff,157.0,0.0,0.0,0.0
836d61fffffffff,179.0,0.0,0.0,0.0
836d63fffffffff,13.0,0.0,0.0,0.0
836d65fffffffff,18.0,0.0,0.0,0.0
836d66fffffffff,21.0,0.0,0.0,0.0
836d68fffffffff,1626.0,0.0,0.0,0.0
836d69fffffffff,4325.0,0.0,0.0,0.0
836d6afffffffff,10.0,0.0,0.0,0.0
836d6bfffffffff,159.0,0.0,0.0,0.0
836d6cfffffffff,53.0,0.0,0.0,0.0
836d6dfffffffff,2036.0,0.0,0.0,0.0
836d6efffffffff,10.0,0.0,0.0,0.0
836d75fffffffff,2.0,0.0,0.0,0.0
838000fffffffff,2.0,0.0,0.0,0.0
838002fffffffff,11.0,0.0,0.0,0.0
838003fffffffff,4.0,0.0,0.0,0.0
838005fffffffff,5.0,0.0,0.0,0.0
838008fffffffff,6.0,0.0,0.0,0.0
83800cfffffffff,5.0,0.0,0.0,0.0
83800efffffffff,9.0,0.0,5.0,0.0
838010fffffffff,210.0,0.0,13.0,0.0
838011fffffffff,54.0,0.0,0.0,0.0
838013fffffffff,7.0,0.0,0.0,0.0
838014fffffffff,156.0,0.0,24.0,0.0
838015fffffffff,3.0,0.0,0.0,0.0
838016fffffffff,89.0,0.0,4.0,0.0
83801cfffffffff,8.0,0.0,0.0,0.0
838026fffffffff,4.0,0.0,0.0,0.0
83802bfffffffff,14.0,0.0,1.0,0.0
838030fffffffff,331.0,0.0,39.0,0.0
838032fffffffff,60.0,0.0,10.0,0.0
838033fffffffff,1.0,0.0,0.0,0.0
838034fffffffff,3.0,0.0,0.0,0.0
838035fffffffff,4.0,0.0,0.0,0.0
838036fffffffff,30.0,0.0,9.0,0.0
838040fffffffff,9.0,0.0,0.0,0.0
838044fffffffff,136.0,0.0,0.0,0.0
838046fffffffff,179.0,0.0,0.0,0.0
838048fffffffff,6.0,0.0,0.0,0.0
83804cfffffffff,3.0,0.0,0.0,0.0
83804efffffffff,2.0,0.0,0.0,0.0
838054fffffffff,34.0,0.0,0.0,0.0
838055fffffffff,14.0,0.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0,0.0
838065fffffffff,2.0,0.0,0.0,0.0
838066fffffffff,8.0,0.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0,0.0
83806afffffffff,22.0,2.0,0.0,0.0
838071fffffffff,9.0,0.0,0.0,0.0
838073fffffffff,22.0,0.0,0.0,0.0
838074fffffffff,21.0,0.0,0.0,0.0
8380a4fffffffff,65.0,0.0,1.0,0.0
838100fffffffff,10.0,0.0,5.0,0.0
838101fffffffff,6.0,0.0,5.0,0.0
838102fffffffff,36.0,0.0,2.0,0.0
838106fffffffff,35.0,0.0,6.0,0.0
838109fffffffff,5.0,0.0,0.0,0.0
83810efffffffff,18.0,0.0,16.0,0.0
838110fffffffff,45.0,0.0,10.0,0.0
838111fffffffff,19.0,0.0,2.0,0.0
838112fffffffff,39.0,0.0,6.0,0.0
838113fffffffff,14.0,0.0,0.0,0.0
838114fffffffff,16.0,0.0,5.0,0.0
838115fffffffff,18.0,0.0,2.0,0.0
838116fffffffff,57.0,0.0,0.0,0.0
838118fffffffff,3.0,0.0,0.0,0.0
838119fffffffff,2.0,0.0,0.0,0.0
83811afffffffff,43.0,0.0,10.0,0.0
83811cfffffffff,6.0,0.0,4.0,0.0
83811efffffffff,14.0,0.0,3.0,0.0
838120fffffffff,2.0,0.0,0.0,0.0
838121fffffffff,33.0,0.0,13.0,0.0
838122fffffffff,2.0,0.0,0.0,0.0
838123fffffffff,13.0,0.0,11.0,0.0
838124fffffffff,77.0,0.0,4.0,0.0
838125fffffffff,7.0,0.0,0.0,0.0
838129fffffffff,5.0,0.0,0.0,0.0
83812bfffffffff,4.0,0.0,0.0,0.0
83812cfffffffff,2.0,0.0,2.0,0.0
83812dfffffffff,53.0,0.0,5.0,0.0
838130fffffffff,57.0,0.0,3.0,0.0
838131fffffffff,15.0,0.0,3.0,0.0
838132fffffffff,68.0,0.0,8.0,0.0
838133fffffffff,238.0,0.0,26.0,0.0
838134fffffffff,8.0,0.0,0.0,0.0
838136fffffffff,39.0,0.0,7.0,0.0
838140fffffffff,20.0,0.0,2.0,0.0
838141fffffffff,6.0,0.0,0.0,0.0
838142fffffffff,11.0,0.0,0.0,0.0
838143fffffffff,13.0,0.0,0.0,0.0
838144fffffffff,17.0,0.0,0.0,0.0
838145fffffffff,54.0,0.0,0.0,0.0
838146fffffffff,14.0,0.0,0.0,0.0
83814afffffffff,124.0,0.0,0.0,0.0
83814dfffffffff,131.0,0.0,0.0,0.0
83814efffffffff,80.0,0.0,0.0,0.0
838150fffffffff,1.0,0.0,0.0,0.0
838151fffffffff,11.0,0.0,0.0,0.0
838153fffffffff,2.0,0.0,0.0,0.0
838159fffffffff,3.0,0.0,0.0,0.0
83815afffffffff,9.0,0.0,2.0,0.0
83815cfffffffff,11.0,0.0,0.0,0.0
83815dfffffffff,116.0,0.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0,0.0
838160fffffffff,1.0,0.0,0.0,0.0
838162fffffffff,82.0,0.0,0.0,0.0
838163fffffffff,102.0,0.0,2.0,0.0
838164fffffffff,2.0,0.0,0.0,0.0
838166fffffffff,9.0,0.0,0.0,0.0
838171fffffffff,276.0,0.0,4.0,0.0
838172fffffffff,4.0,0.0,0.0,0.0
838174fffffffff,2.0,0.0,0.0,0.0
838175fffffffff,31.0,0.0,0.0,0.0
838180fffffffff,59.0,0.0,3.0,0.0
838181fffffffff,97.0,0.0,10.0,0.0
838183fffffffff,116.0,0.0,1.0,0.0
838185fffffffff,412.0,0.0,69.0,0.0
838188fffffffff,80.0,0.0,2.0,0.0
83818afffffffff,8.0,0.0,0.0,0.0
83818bfffffffff,264.0,0.0,0.0,0.0
83818cfffffffff,1.0,0.0,0.0,0.0
83818dfffffffff,4.0,0.0,0.0,0.0
83818efffffffff,40.0,0.0,2.0,0.0
838199fffffffff,10.0,0.0,0.0,0.0
83819dfffffffff,48.0,0.0,0.0,0.0
8381a1fffffffff,51.0,0.0,12.0,0.0
8381a3fffffffff,5.0,0.0,4.0,0.0
8381a8fffffffff,8.0,0.0,0.0,0.0
8381a9fffffffff,58.0,0.0,13.0,0.0
8381aafffffffff,2.0,0.0,2.0,0.0
8381acfffffffff,5.0,0.0,0.0,0.0
8381adfffffffff,101.0,0.0,15.0,0.0
8381aefffffffff,7.0,0.0,2.0,0.0
838a00fffffffff,37.0,0.0,0.0,0.0
838a04fffffffff,5.0,0.0,0.0,0.0
838a05fffffffff,55.0,0.0,5.0,0.0
838a06fffffffff,1.0,0.0,0.0,0.0
838a10fffffffff,3.0,0.0,0.0,0.0
838a15fffffffff,5.0,0.0,0.0,0.0
838a1afffffffff,4.0,0.0,0.0,0.0
838a1bfffffffff,4.0,0.0,0.0,0.0
838a21fffffffff,17.0,0.0,0.0,0.0
838a22fffffffff,3.0,0.0,1.0,0.0
838a23fffffffff,8.0,0.0,0.0,0.0
838a24fffffffff,10.0,0.0,3.0,0.0
838a25fffffffff,9.0,0.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0,0.0
838a2efffffffff,14.0,0.0,0.0,0.0
838a31fffffffff,58.0,0.0,9.0,0.0
838a33fffffffff,24.0,0.0,0.0,0.0
838a35fffffffff,8.0,0.0,2.0,0.0
838a41fffffffff,4.0,0.0,0.0,0.0
838a45fffffffff,113.0,8.0,0.0,0.0
838a56fffffffff,3.0,0.0,0.0,0.0
838a63fffffffff,8.0,0.0,0.0,0.0
838a68fffffffff,13.0,0.0,0.0,0.0
838a69fffffffff,15.0,0.0,0.0,0.0
838a6dfffffffff,96.0,0.0,0.0,0.0
838a70fffffffff,12.0,0.0,0.0,0.0
838a73fffffffff,3.0,0.0,0.0,0.0
838a75fffffffff,10.0,0.0,0.0,0.0
838a80fffffffff,11.0,0.0,0.0,0.0
838a82fffffffff,6.0,0.0,0.0,0.0
838a85fffffffff,1.0,0.0,0.0,0.0
838a8cfffffffff,48.0,0.0,0.0,0.0
838a8dfffffffff,2.0,0.0,0.0,0.0
838a8efffffffff,10.0,0.0,0.0,0.0
838a90fffffffff,3.0,0.0,0.0,0.0
838a92fffffffff,17.0,0.0,0.0,0.0
838a9cfffffffff,15.0,0.0,0.0,0.0
838a9dfffffffff,5.0,0.0,0.0,0.0
838a9efffffffff,1.0,0.0,0.0,0.0
838aa8fffffffff,9.0,0.0,0.0,0.0
838aa9fffffffff,40.0,0.0,0.0,0.0
838aaafffffffff,42.0,0.0,0.0,0.0
838aabfffffffff,54.0,0.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0,0.0
838ab6fffffffff,2.0,0.0,0.0,0.0
838ad1fffffffff,13.0,0.0,0.0,0.0
838ad8fffffffff,1.0,0.0,0.0,0.0
838adafffffffff,76.0,2.0,0.0,0.0
838adbfffffffff,30.0,1.0,0.0,0.0
838adcfffffffff,25.0,0.0,0.0,0.0
838adefffffffff,14.0,2.0,0.0,0.0
838ae5fffffffff,1.0,0.0,0.0,0.0
838af0fffffffff,5.0,0.0,0.0,0.0
838af1fffffffff,4.0,0.0,0.0,0.0
838af2fffffffff,36.0,0.0,0.0,0.0
838af4fffffffff,40.0,0.0,0.0,0.0
838af6fffffffff,234.0,0.0,0.0,0.0
838b00fffffffff,10.0,0.0,0.0,0.0
838b01fffffffff,8.0,0.0,0.0,0.0
838b04fffffffff,12.0,0.0,0.0,0.0
838b05fffffffff,19.0,0.0,0.0,0.0
838b06fffffffff,8.0,0.0,0.0,0.0
838b08fffffffff,20.0,0.0,0.0,0.0
838b09fffffffff,4.0,0.0,0.0,0.0
838b0afffffffff,1.0,0.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0,0.0
838b0cfffffffff,107.0,0.0,1.0,0.0
838b0dfffffffff,363.0,0.0,6.0,0.0
838b0efffffffff,15.0,0.0,0.0,0.0
838b10fffffffff,20.0,0.0,0.0,0.0
838b11fffffffff,8.0,0.0,0.0,0.0
838b12fffffffff,8.0,0.0,0.0,0.0
838b13fffffffff,3.0,0.0,1.0,0.0
838b1cfffffffff,2.0,0.0,0.0,0.0
838b1efffffffff,14.0,0.0,0.0,0.0
838b20fffffffff,132.0,0.0,3.0,0.0
838b21fffffffff,8.0,0.0,0.0,0.0
838b22fffffffff,1062.0,0.0,15.0,0.0
838b23fffffffff,99.0,0.0,0.0,0.0
838b24fffffffff,12.0,0.0,0.0,0.0
838b25fffffffff,3.0,0.0,0.0,0.0
838b26fffffffff,79.0,0.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0,0.0
838b2afffffffff,159.0,0.0,2.0,0.0
838b2bfffffffff,12.0,0.0,0.0,0.0
838b2cfffffffff,72.0,0.0,0.0,0.0
838b2efffffffff,7.0,0.0,0.0,0.0
838b31fffffffff,70.0,0.0,0.0,0.0
838b33fffffffff,2.0,0.0,0.0,0.0
838b36fffffffff,15.0,0.0,0.0,0.0
838b40fffffffff,54.0,0.0,0.0,0.0
838b42fffffffff,14.0,0.0,0.0,0.0
838b44fffffffff,215.0,0.0,0.0,0.0
838b45fffffffff,4.0,0.0,0.0,0.0
838b46fffffffff,24.0,0.0,0.0,0.0
838b4afffffffff,1.0,0.0,1.0,0.0
838b50fffffffff,6.0,0.0,0.0,0.0
838b51fffffffff,37.0,0.0,6.0,0.0
838b52fffffffff,3.0,0.0,0.0,0.0
838b56fffffffff,31.0,0.0,0.0,0.0
838b5cfffffffff,37.0,0.0,13.0,0.0
838b5dfffffffff,7.0,0.0,0.0,0.0
838b61fffffffff,146.0,0.0,9.0,0.0
838b62fffffffff,19.0,0.0,0.0,0.0
838b63fffffffff,192.0,0.0,0.0,0.0
838b69fffffffff,1.0,0.0,0.0,0.0
838b6efffffffff,20.0,0.0,0.0,0.0
838b70fffffffff,6.0,0.0,0.0,0.0
838b71fffffffff,224.0,0.0,0.0,0.0
838b72fffffffff,26.0,0.0,0.0,0.0
838b74fffffffff,28.0,0.0,1.0,0.0
838b76fffffffff,92.0,0.0,0.0,0.0
838b82fffffffff,10.0,0.0,0.0,0.0
838b83fffffffff,6.0,0.0,3.0,0.0
838b84fffffffff,149.0,0.0,2.0,0.0
838b88fffffffff,80.0,0.0,0.0,0.0
838b8dfffffffff,2.0,0.0,2.0,0.0
838b96fffffffff,2.0,0.0,1.0,0.0
838b99fffffffff,95.0,0.0,0.0,0.0
838b9cfffffffff,4.0,0.0,1.0,0.0
838b9dfffffffff,346.0,0.0,56.0,0.0
838ba0fffffffff,40.0,0.0,0.0,0.0
838ba2fffffffff,12.0,0.0,0.0,0.0
838ba4fffffffff,16.0,0.0,4.0,0.0
838ba5fffffffff,12.0,0.0,0.0,0.0
838ba6fffffffff,368.0,0.0,60.0,0.0
838badfffffffff,1.0,0.0,0.0,0.0
838bb2fffffffff,2.0,0.0,2.0,0.0
838bb4fffffffff,3.0,0.0,0.0,0.0
838bb5fffffffff,809.0,0.0,85.0,0.0
838e64fffffffff,5.0,0.0,0.0,0.0
838f21fffffffff,1.0,0.0,0.0,0.0
838f2afffffffff,1.0,0.0,0.0,0.0
838f2bfffffffff,1.0,0.0,0.0,0.0
838f2cfffffffff,4.0,0.0,0.0,0.0
838f2dfffffffff,5.0,0.0,0.0,0.0
838f40fffffffff,68.0,0.0,0.0,0.0
838f43fffffffff,15.0,0.0,0.0,0.0
838f44fffffffff,2.0,0.0,0.0,0.0
838f46fffffffff,20.0,0.0,0.0,0.0
838f48fffffffff,10.0,0.0,0.0,0.0
838f4cfffffffff,23.0,0.0,0.0,0.0
838f5cfffffffff,5.0,0.0,0.0,0.0
838f61fffffffff,11.0,0.0,0.0,0.0
838f6bfffffffff,7.0,0.0,4.0,0.0
838f70fffffffff,2.0,0.0,0.0,0.0
838f72fffffffff,3.0,0.0,0.0,0.0
838f74fffffffff,44.0,0.0,0.0,0.0
838f76fffffffff,15.0,0.0,0.0,0.0
83a596fffffffff,135.0,0.0,24.0,0.0
83a800fffffffff,25.0,0.0,0.0,0.0
83a801fffffffff,236.0,0.0,0.0,0.0
83a802fffffffff,86.0,0.0,2.0,0.0
83a803fffffffff,24.0,0.0,0.0,0.0
83a804fffffffff,239.0,0.0,15.0,0.0
83a805fffffffff,23.0,0.0,0.0,0.0
83a806fffffffff,1021.0,0.0,127.0,0.0
83a808fffffffff,8.0,0.0,0.0,0.0
83a80afffffffff,18.0,0.0,0.0,0.0
83a80bfffffffff,32.0,0.0,0.0,0.0
83a80cfffffffff,56.0,0.0,0.0,0.0
83a80dfffffffff,14.0,0.0,0.0,0.0
83a80efffffffff,52.0,0.0,0.0,0.0
83a810fffffffff,7981.0,0.0,188.0,0.0
83a811fffffffff,851.0,0.0,158.0,0.0
83a812fffffffff,2246.0,0.0,188.0,0.0
83a813fffffffff,1766.0,0.0,206.0,0.0
83a814fffffffff,920.0,0.0,40.0,0.0
83a815fffffffff,779.0,0.0,25.0,0.0
83a816fffffffff,109.0,0.0,2.0,0.0
83a818fffffffff,330.0,0.0,3.0,0.0
83a819fffffffff,261.0,0.0,43.0,0.0
83a81afffffffff,112.0,0.0,3.0,0.0
83a81bfffffffff,162.0,0.0,16.0,0.0
83a81cfffffffff,597.0,0.0,6.0,0.0
83a81dfffffffff,76.0,0.0,2.0,0.0
83a81efffffffff,3602.0,0.0,148.0,0.0
83a820fffffffff,19.0,0.0,0.0,0.0
83a821fffffffff,67.0,0.0,0.0,0.0
83a822fffffffff,53.0,0.0,0.0,0.0
83a823fffffffff,51.0,0.0,6.0,0.0
83a824fffffffff,194.0,0.0,83.0,0.0
83a825fffffffff,82.0,0.0,6.0,0.0
83a826fffffffff,130.0,0.0,3.0,0.0
83a828fffffffff,26.0,0.0,0.0,0.0
83a829fffffffff,101.0,0.0,2.0,0.0
83a82afffffffff,33.0,0.0,0.0,0.0
83a82bfffffffff,49.0,0.0,0.0,0.0
83a82cfffffffff,66.0,0.0,0.0,0.0
83a82dfffffffff,51.0,0.0,0.0,0.0
83a82efffffffff,27.0,0.0,0.0,0.0
83a831fffffffff,943.0,0.0,57.0,0.0
83a833fffffffff,349.0,0.0,33.0,0.0
83a835fffffffff,656.0,0.0,47.0,0.0
83a840fffffffff,705.0,0.0,3.0,0.0
83a841fffffffff,70.0,0.0,0.0,0.0
83a842fffffffff,94.0,0.0,0.0,0.0
83a843fffffffff,13.0,0.0,0.0,0.0
83a844fffffffff,102.0,0.0,8.0,0.0
83a845fffffffff,19.0,0.0,0.0,0.0
83a846fffffffff,609.0,0.0,70.0,0.0
83a849fffffffff,2.0,0.0,0.0,0.0
83a84afffffffff,22.0,0.0,2.0,0.0
83a84bfffffffff,1.0,0.0,0.0,0.0
83a84dfffffffff,2.0,0.0,0.0,0.0
83a84efffffffff,23.0,0.0,0.0,0.0
83a850fffffffff,5.0,0.0,0.0,0.0
83a851fffffffff,7.0,0.0,0.0,0.0
83a852fffffffff,10.0,0.0,0.0,0.0
83a853fffffffff,4.0,0.0,0.0,0.0
83a855fffffffff,211.0,0.0,27.0,0.0
83a856fffffffff,7.0,0.0,0.0,0.0
83a859fffffffff,3046.0,0.0,332.0,0.0
83a85afffffffff,29.0,0.0,5.0,0.0
83a85bfffffffff,137.0,0.0,16.0,0.0
83a85cfffffffff,3.0,0.0,0.0,0.0
83a85dfffffffff,1152.0,0.0,117.0,0.0
83a860fffffffff,127.0,0.0,0.0,0.0
83a861fffffffff,5.0,0.0,0.0,0.0
83a862fffffffff,101.0,0.0,0.0,0.0
83a863fffffffff,18.0,0.0,0.0,0.0
83a864fffffffff,20.0,0.0,0.0,0.0
83a865fffffffff,52.0,0.0,0.0,0.0
83a866fffffffff,26.0,0.0,0.0,0.0
83a869fffffffff,2.0,0.0,0.0,0.0
83a86afffffffff,2.0,0.0,0.0,0.0
83a86cfffffffff,3.0,0.0,0.0,0.0
83a86dfffffffff,3.0,0.0,0.0,0.0
83a86efffffffff,11.0,0.0,0.0,0.0
83a870fffffffff,40.0,0.0,2.0,0.0
83a871fffffffff,26.0,0.0,1.0,0.0
83a872fffffffff,5.0,0.0,0.0,0.0
83a873fffffffff,114.0,0.0,17.0,0.0
83a875fffffffff,61.0,0.0,0.0,0.0
83a876fffffffff,52.0,0.0,1.0,0.0
83a880fffffffff,148.0,0.0,1.0,0.0
