cell_id,Nyctanassa violacea,Nyctanassa violacea [violacea Group],Nyctanassa violacea pauper
84260b3ffffffff,1.0,0.0,0.0
84260b9ffffffff,11.0,0.0,0.0
84260bbffffffff,1.0,0.0,0.0
8426197ffffffff,1.0,0.0,0.0
8426405ffffffff,2.0,0.0,0.0
8426407ffffffff,2.0,0.0,0.0
8426409ffffffff,35.0,0.0,0.0
842640dffffffff,55.0,0.0,0.0
8426411ffffffff,2.0,0.0,0.0
8426413ffffffff,1.0,0.0,0.0
8426415ffffffff,25.0,0.0,0.0
8426417ffffffff,84.0,0.0,0.0
842641dffffffff,3.0,0.0,0.0
8426421ffffffff,1.0,0.0,0.0
8426425ffffffff,6.0,0.0,0.0
8426427ffffffff,2.0,0.0,0.0
8426433ffffffff,2.0,0.0,0.0
8426437ffffffff,38.0,0.0,0.0
8426439ffffffff,5.0,0.0,0.0
842643bffffffff,5.0,0.0,0.0
8426463ffffffff,125.0,0.0,0.0
842646bffffffff,16.0,0.0,0.0
8426481ffffffff,6.0,0.0,0.0
8426485ffffffff,2.0,0.0,0.0
8426489ffffffff,28.0,0.0,0.0
8426491ffffffff,2.0,0.0,0.0
8426493ffffffff,11.0,0.0,0.0
8426497ffffffff,16.0,0.0,0.0
842649bffffffff,12.0,0.0,0.0
84264a1ffffffff,2.0,0.0,0.0
84264a3ffffffff,3.0,0.0,0.0
84264a5ffffffff,11.0,0.0,0.0
84264a7ffffffff,35.0,0.0,0.0
84264adffffffff,5.0,0.0,0.0
84264b1ffffffff,3.0,0.0,0.0
84264bbffffffff,9.0,0.0,0.0
84264c5ffffffff,35.0,0.0,0.0
84264d1ffffffff,24.0,0.0,0.0
84264d3ffffffff,2.0,0.0,0.0
84264d9ffffffff,9.0,0.0,0.0
84264dbffffffff,127.0,0.0,0.0
84264e1ffffffff,2.0,0.0,0.0
84264e5ffffffff,48.0,0.0,0.0
84264edffffffff,5.0,0.0,0.0
8426505ffffffff,2.0,0.0,0.0
842650dffffffff,8.0,0.0,0.0
8426511ffffffff,2.0,0.0,0.0
8426513ffffffff,1.0,0.0,0.0
8426515ffffffff,2.0,0.0,0.0
8426519ffffffff,2.0,0.0,0.0
842651bffffffff,2.0,0.0,0.0
842651dffffffff,4.0,0.0,0.0
8426521ffffffff,26.0,0.0,0.0
8426525ffffffff,3.0,0.0,0.0
8426527ffffffff,2.0,0.0,0.0
8426529ffffffff,11.0,0.0,0.0
842652bffffffff,57.0,0.0,0.0
8426531ffffffff,31.0,0.0,0.0
8426533ffffffff,188.0,0.0,0.0
8426537ffffffff,5.0,0.0,0.0
842653bffffffff,19.0,0.0,0.0
8426541ffffffff,12.0,0.0,0.0
842654dffffffff,2.0,0.0,0.0
8426551ffffffff,2.0,0.0,0.0
8426555ffffffff,45.0,0.0,0.0
842655dffffffff,1.0,0.0,0.0
8426561ffffffff,2.0,0.0,0.0
8426563ffffffff,5.0,0.0,0.0
8426565ffffffff,2.0,0.0,0.0
8426567ffffffff,47.0,0.0,0.0
842656dffffffff,4.0,0.0,0.0
8426587ffffffff,2.0,0.0,0.0
842658bffffffff,2.0,0.0,0.0
8426593ffffffff,5.0,0.0,0.0
8426599ffffffff,4.0,0.0,0.0
842659bffffffff,213.0,0.0,0.0
842659dffffffff,4.0,0.0,0.0
84265a3ffffffff,14.0,0.0,0.0
84265a7ffffffff,7.0,0.0,0.0
84265b1ffffffff,7.0,0.0,0.0
84265b3ffffffff,3.0,0.0,0.0
84265b5ffffffff,51.0,0.0,0.0
84265b9ffffffff,69.0,0.0,0.0
84265bbffffffff,1.0,0.0,0.0
84265c1ffffffff,56.0,0.0,0.0
84265c3ffffffff,2.0,0.0,0.0
84265c7ffffffff,4.0,0.0,0.0
84265c9ffffffff,2.0,0.0,0.0
84265cdffffffff,5.0,0.0,0.0
84265d1ffffffff,2.0,0.0,0.0
84265d3ffffffff,2.0,0.0,0.0
84265d9ffffffff,37.0,0.0,0.0
84265dbffffffff,15.0,0.0,0.0
84265ddffffffff,1.0,0.0,0.0
84265e9ffffffff,2.0,0.0,0.0
84265ebffffffff,2.0,0.0,0.0
84265edffffffff,2.0,0.0,0.0
8426613ffffffff,2.0,0.0,0.0
842661bffffffff,4.0,0.0,0.0
842663bffffffff,2.0,0.0,0.0
842664bffffffff,1.0,0.0,0.0
8426689ffffffff,9.0,0.0,0.0
842668bffffffff,4.0,0.0,0.0
84266a5ffffffff,1.0,0.0,0.0
84266a9ffffffff,3.0,0.0,0.0
84266adffffffff,10.0,0.0,0.0
84266c5ffffffff,3.0,0.0,0.0
84266d5ffffffff,19.0,0.0,0.0
84266e1ffffffff,33.0,0.0,0.0
84266e3ffffffff,3.0,0.0,0.0
84266e7ffffffff,18.0,0.0,0.0
84266edffffffff,23.0,0.0,0.0
8426723ffffffff,1.0,0.0,0.0
8426737ffffffff,2.0,0.0,0.0
842673dffffffff,3.0,0.0,0.0
8426c11ffffffff,69.0,0.0,0.0
8426c17ffffffff,4.0,0.0,0.0
8426c19ffffffff,175.0,0.0,0.0
8426c1bffffffff,13.0,0.0,0.0
8426c1dffffffff,14.0,0.0,0.0
8426c33ffffffff,1.0,0.0,0.0
8426c35ffffffff,11.0,0.0,0.0
8426c37ffffffff,63.0,0.0,0.0
8426c3bffffffff,2.0,0.0,0.0
8426c43ffffffff,11.0,0.0,0.0
8426c53ffffffff,88.0,0.0,0.0
8426c6bffffffff,2.0,0.0,0.0
8426c6dffffffff,4.0,0.0,0.0
8426c81ffffffff,16.0,0.0,0.0
8426c83ffffffff,141.0,0.0,0.0
8426c85ffffffff,50.0,0.0,0.0
8426c87ffffffff,574.0,0.0,0.0
8426c89ffffffff,276.0,0.0,0.0
8426c8bffffffff,1.0,0.0,0.0
8426c91ffffffff,13.0,0.0,0.0
8426c93ffffffff,3.0,0.0,0.0
8426c95ffffffff,1.0,0.0,0.0
8426c97ffffffff,5.0,0.0,0.0
8426c9bffffffff,3.0,0.0,0.0
8426c9dffffffff,5.0,0.0,0.0
8426ca1ffffffff,12.0,0.0,0.0
8426ca3ffffffff,12.0,0.0,0.0
8426ca9ffffffff,2.0,0.0,0.0
8426cabffffffff,64.0,0.0,0.0
8426cb1ffffffff,7.0,0.0,0.0
8426cb3ffffffff,2.0,0.0,0.0
8426cb5ffffffff,34.0,0.0,0.0
8426cb7ffffffff,4.0,0.0,0.0
8426cb9ffffffff,423.0,0.0,0.0
8426cbbffffffff,3.0,0.0,0.0
8426cbdffffffff,712.0,0.0,0.0
8426cc5ffffffff,8.0,0.0,0.0
8426cc7ffffffff,6.0,0.0,0.0
8426cd1ffffffff,2.0,0.0,0.0
8426cd7ffffffff,6.0,0.0,0.0
8426ce5ffffffff,4.0,0.0,0.0
8426cebffffffff,2.0,0.0,0.0
8426d31ffffffff,2.0,0.0,0.0
8426d51ffffffff,2.0,0.0,0.0
8426d81ffffffff,2.0,0.0,0.0
8426d83ffffffff,1.0,0.0,0.0
8426d95ffffffff,54.0,0.0,0.0
8426d99ffffffff,2.0,0.0,0.0
8426dadffffffff,3.0,0.0,0.0
8426db3ffffffff,1.0,0.0,0.0
8426db9ffffffff,3.0,0.0,0.0
8426dc3ffffffff,5.0,0.0,0.0
8426dd7ffffffff,3.0,0.0,0.0
8426dd9ffffffff,6.0,0.0,0.0
8426ddbffffffff,22.0,0.0,0.0
8426de1ffffffff,5.0,0.0,0.0
8426de5ffffffff,2.0,0.0,0.0
8426de7ffffffff,191.0,0.0,0.0
8426de9ffffffff,4.0,0.0,0.0
8426e07ffffffff,3.0,0.0,0.0
8426e09ffffffff,4.0,0.0,0.0
8426e21ffffffff,118.0,0.0,0.0
8426e23ffffffff,5.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0
8426e2bffffffff,4.0,0.0,0.0
8426e2dffffffff,183.0,0.0,0.0
8426e31ffffffff,2.0,0.0,0.0
8426e33ffffffff,8.0,0.0,0.0
8426e39ffffffff,14.0,0.0,0.0
8426e3dffffffff,13.0,0.0,0.0
8426e43ffffffff,2.0,0.0,0.0
8426e51ffffffff,37.0,0.0,0.0
