cell_id,Larus glaucoides,Larus glaucoides thayeri,Larus glaucoides kumlieni,Larus glaucoides glaucoides,Larus glaucoides thayeri/kumlieni,Larus glaucoides kumlieni/glaucoides,Larus glaucoides thayeri x glaucoides/kumlieni
840771dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8407731ffffffff,72.0,0.0,0.0,7.0,0.0,12.0,0.0
8407733ffffffff,449.0,0.0,16.0,66.0,0.0,247.0,0.0
8407739ffffffff,37.0,0.0,0.0,3.0,0.0,16.0,0.0
840773bffffffff,54.0,0.0,0.0,8.0,0.0,22.0,0.0
8407753ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840802dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408065ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408151ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840829bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ec9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ed3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84095a9ffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0
84095b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409811ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0
840991bffffffff,2.0,0.0,0.0,1.0,0.0,1.0,0.0
84099e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,142.0,142.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,38.0,35.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
840c6d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d039ffffffff,157.0,157.0,0.0,0.0,0.0,0.0,0.0
840d0d9ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
840d619ffffffff,18.0,18.0,0.0,0.0,0.0,0.0,0.0
840d65dffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
840d751ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840d755ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840e031ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e039ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e063ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
840e149ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840e215ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
840e367ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,111.0,0.0,2.0,0.0,0.0,0.0,0.0
840e493ffffffff,201.0,0.0,28.0,0.0,0.0,51.0,0.0
840e497ffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0
840e499ffffffff,22.0,0.0,0.0,0.0,0.0,15.0,0.0
840e49bffffffff,108.0,0.0,2.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,99.0,0.0,0.0,0.0,0.0,29.0,0.0
840e4dbffffffff,760.0,0.0,1.0,0.0,0.0,102.0,0.0
840e623ffffffff,11.0,0.0,0.0,0.0,0.0,2.0,0.0
840e805ffffffff,212.0,160.0,0.0,0.0,0.0,38.0,0.0
840ec51ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840ecc1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840ecc9ffffffff,59.0,0.0,12.0,0.0,0.0,24.0,0.0
840eeb5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840f0b1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840f125ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840f23dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840f285ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840f329ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
840f519ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
840fa09ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
840fa19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840fa3bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840fa55ffffffff,19.0,18.0,0.0,0.0,0.0,1.0,0.0
840fb01ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840fb05ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840fb11ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
840fb13ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
840fb19ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840fb1dffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840fb5dffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841165bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84121e3ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412805ffffffff,19.0,3.0,0.0,0.0,0.0,0.0,0.0
841280dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841282dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412847ffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
8412861ffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
8412865ffffffff,17.0,15.0,0.0,0.0,0.0,0.0,0.0
841286dffffffff,36.0,30.0,0.0,0.0,0.0,0.0,0.0
84128e7ffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0
8412907ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412909ffffffff,61.0,61.0,0.0,0.0,0.0,0.0,0.0
8412947ffffffff,24.0,17.0,0.0,0.0,0.0,0.0,0.0
8412949ffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
841294bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841295dffffffff,19.0,17.0,0.0,0.0,0.0,0.0,0.0
8412995ffffffff,15.0,15.0,0.0,0.0,0.0,0.0,0.0
84129b7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84129b9ffffffff,32.0,18.0,0.0,0.0,0.0,0.0,0.0
84129bbffffffff,241.0,239.0,0.0,0.0,0.0,0.0,0.0
84129c1ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
84129c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84129c9ffffffff,9.0,9.0,0.0,0.0,0.0,0.0,0.0
84129cdffffffff,64.0,63.0,0.0,0.0,0.0,0.0,0.0
84129d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84129e1ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
84129e9ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8412a25ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412b01ffffffff,85.0,85.0,0.0,0.0,0.0,0.0,0.0
8412b03ffffffff,430.0,430.0,0.0,0.0,0.0,0.0,0.0
8412b05ffffffff,9.0,9.0,0.0,0.0,0.0,0.0,0.0
8412b0bffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412b0dffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8412b13ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412b17ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412b29ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412b33ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8412b47ffffffff,17.0,17.0,0.0,0.0,0.0,0.0,0.0
8412b49ffffffff,17.0,17.0,0.0,0.0,0.0,0.0,0.0
8412b4bffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
8412b53ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412b55ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412b63ffffffff,22.0,22.0,0.0,0.0,0.0,0.0,0.0
8412d01ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8412d11ffffffff,15.0,15.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,295.0,267.0,0.0,0.0,0.0,0.0,0.0
8412d19ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412d1dffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412d3bffffffff,14.0,12.0,0.0,0.0,0.0,0.0,0.0
8412d57ffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
8412d95ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8412dddffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8412de5ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8412dedffffffff,100.0,99.0,0.0,0.0,0.0,0.0,0.0
841329dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84132d7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8413529ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
8413829ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8413839ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
841383dffffffff,148.0,148.0,0.0,0.0,0.0,0.0,0.0
8413861ffffffff,26.0,26.0,0.0,0.0,0.0,0.0,0.0
8413867ffffffff,18.0,18.0,0.0,0.0,0.0,0.0,0.0
8413907ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8413911ffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0
8413917ffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
8413919ffffffff,31.0,31.0,0.0,0.0,0.0,0.0,0.0
841391dffffffff,17.0,17.0,0.0,0.0,0.0,0.0,0.0
8413931ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8413933ffffffff,13.0,11.0,0.0,0.0,0.0,0.0,0.0
8413935ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8413939ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0
84139a1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84139a9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84139e1ffffffff,22.0,22.0,0.0,0.0,0.0,0.0,0.0
84139edffffffff,121.0,121.0,0.0,0.0,0.0,0.0,0.0
8413b23ffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
8418013ffffffff,8.0,0.0,0.0,6.0,0.0,0.0,0.0
841801bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8418059ffffffff,7.0,0.0,0.0,7.0,0.0,0.0,0.0
84180cdffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0
8418251ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84182a3ffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
84182a7ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84182abffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
84182d3ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84182e5ffffffff,31.0,0.0,0.0,28.0,0.0,1.0,0.0
8418469ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841846dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841870dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8418747ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841875dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841876bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419013ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841901bffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8419083ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8419089ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419091ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8419097ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
841909bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84190a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84190b3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84190bbffffffff,9.0,0.0,0.0,4.0,0.0,2.0,0.0
84190c5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84190c9ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84190d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419265ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841926dffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
8419281ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419283ffffffff,4.0,0.0,0.0,2.0,0.0,2.0,0.0
8419287ffffffff,12.0,0.0,0.0,3.0,0.0,0.0,0.0
8419297ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
84192a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84192a7ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84192b1ffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
84192b7ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
84192bbffffffff,10.0,0.0,0.0,6.0,0.0,0.0,0.0
8419401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419407ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419411ffffffff,51.0,0.0,0.0,9.0,0.0,3.0,0.0
841941bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8419421ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8419423ffffffff,18.0,0.0,0.0,0.0,0.0,2.0,0.0
8419425ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8419435ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
841943dffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
8419461ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841946bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841946dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419485ffffffff,19.0,0.0,0.0,2.0,0.0,0.0,0.0
841948dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84194abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84194e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194e7ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
84194edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419517ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841951bffffffff,18.0,0.0,0.0,11.0,0.0,0.0,0.0
8419565ffffffff,17.0,0.0,0.0,10.0,0.0,0.0,0.0
841956dffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
841959bffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84195b7ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
8419729ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419733ffffffff,25.0,0.0,0.0,2.0,0.0,0.0,0.0
8419739ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841973bffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
841a849ffffffff,65.0,0.0,12.0,0.0,0.0,24.0,0.0
841aa01ffffffff,59.0,0.0,12.0,0.0,0.0,13.0,0.0
841aa05ffffffff,170.0,0.0,29.0,0.0,0.0,39.0,0.0
841aa07ffffffff,1514.0,0.0,396.0,0.0,0.0,376.0,0.0
841aa09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa0dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa21ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa23ffffffff,184.0,0.0,38.0,0.0,0.0,42.0,0.0
841aa27ffffffff,21.0,0.0,6.0,0.0,0.0,6.0,0.0
841aa29ffffffff,17.0,0.0,2.0,0.0,0.0,0.0,0.0
841aa2bffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa35ffffffff,227.0,0.0,33.0,0.0,0.0,68.0,0.0
841aa3dffffffff,390.0,0.0,48.0,0.0,0.0,105.0,0.0
841aa45ffffffff,20.0,0.0,1.0,0.0,0.0,11.0,0.0
841aa47ffffffff,37.0,0.0,20.0,0.0,0.0,0.0,0.0
841aa4dffffffff,10.0,0.0,0.0,0.0,0.0,4.0,0.0
841aa63ffffffff,17.0,0.0,2.0,0.0,0.0,3.0,0.0
841aa67ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa6bffffffff,88.0,0.0,18.0,0.0,0.0,35.0,0.0
841ab53ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ab55ffffffff,3.0,0.0,0.0,0.0,0.0,2.0,0.0
841ab57ffffffff,3.0,0.0,0.0,0.0,0.0,2.0,0.0
841b205ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b20dffffffff,6.0,0.0,0.0,0.0,0.0,1.0,0.0
841b215ffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
841b22bffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
841b231ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841b239ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841b259ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b261ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b263ffffffff,5.0,0.0,0.0,0.0,0.0,2.0,0.0
841b821ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
841b823ffffffff,17.0,0.0,1.0,0.0,0.0,3.0,0.0
841b82bffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
841b839ffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0
841b83bffffffff,5.0,0.0,5.0,0.0,0.0,0.0,0.0
841b84dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b8a5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841b8a7ffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
