cell_id,Pelecanus occidentalis,Pelecanus occidentalis carolinensis,Pelecanus occidentalis californicus,Pelecanus occidentalis occidentalis/murphyi,Pelecanus occidentalis urinator
8244affffffffff,100.0,10.0,0.0,0.0,0.0
8244b7fffffffff,12.0,0.0,0.0,0.0,0.0
8244c7fffffffff,61.0,2.0,0.0,0.0,0.0
8244cffffffffff,14.0,1.0,0.0,0.0,0.0
8244d7fffffffff,402.0,4.0,0.0,0.0,0.0
8244dffffffffff,7.0,0.0,0.0,0.0,0.0
8244e7fffffffff,31.0,1.0,0.0,0.0,0.0
8244effffffffff,3.0,0.0,0.0,0.0,0.0
8244f7fffffffff,377.0,10.0,0.0,0.0,0.0
824507fffffffff,13.0,5.0,0.0,0.0,0.0
82450ffffffffff,421.0,407.0,0.0,4.0,0.0
824517fffffffff,1.0,0.0,0.0,0.0,0.0
82451ffffffffff,8.0,8.0,0.0,0.0,0.0
824527fffffffff,26.0,0.0,0.0,0.0,0.0
82452ffffffffff,87.0,2.0,0.0,0.0,0.0
824557fffffffff,22.0,22.0,0.0,0.0,0.0
824577fffffffff,273.0,269.0,0.0,0.0,0.0
8245a7fffffffff,45.0,0.0,0.0,0.0,0.0
8245b7fffffffff,7.0,0.0,0.0,7.0,0.0
82480ffffffffff,4.0,0.0,4.0,0.0,0.0
824817fffffffff,1.0,0.0,0.0,0.0,0.0
824827fffffffff,2.0,0.0,2.0,0.0,0.0
82482ffffffffff,12.0,0.0,12.0,0.0,0.0
824837fffffffff,5.0,2.0,3.0,0.0,0.0
824847fffffffff,1.0,0.0,0.0,0.0,0.0
82484ffffffffff,4.0,0.0,0.0,0.0,0.0
824857fffffffff,2.0,0.0,0.0,0.0,0.0
82485ffffffffff,69.0,0.0,13.0,0.0,0.0
824877fffffffff,1.0,0.0,0.0,0.0,0.0
824887fffffffff,18.0,0.0,0.0,0.0,0.0
82488ffffffffff,14.0,0.0,0.0,0.0,0.0
824897fffffffff,261.0,1.0,0.0,0.0,0.0
82489ffffffffff,105.0,0.0,0.0,0.0,0.0
8248a7fffffffff,25.0,0.0,0.0,0.0,0.0
8248affffffffff,1.0,0.0,0.0,0.0,0.0
8248b7fffffffff,57.0,0.0,0.0,0.0,0.0
8248c7fffffffff,27.0,0.0,0.0,0.0,0.0
8248cffffffffff,3.0,0.0,0.0,0.0,0.0
8248d7fffffffff,3.0,0.0,0.0,0.0,0.0
8248dffffffffff,14.0,0.0,0.0,0.0,0.0
8248effffffffff,737.0,0.0,3.0,0.0,0.0
8248f7fffffffff,7.0,0.0,0.0,0.0,0.0
82490ffffffffff,2.0,0.0,0.0,0.0,0.0
824987fffffffff,9.0,0.0,0.0,0.0,0.0
82498ffffffffff,3.0,0.0,0.0,0.0,0.0
824997fffffffff,60.0,7.0,0.0,0.0,0.0
82499ffffffffff,3.0,1.0,0.0,0.0,0.0
8249a7fffffffff,1.0,0.0,1.0,0.0,0.0
8249affffffffff,19.0,0.0,2.0,0.0,0.0
8249b7fffffffff,5.0,0.0,0.0,0.0,0.0
824c87fffffffff,2.0,0.0,0.0,0.0,0.0
824c8ffffffffff,17.0,0.0,0.0,0.0,0.0
824c97fffffffff,2.0,0.0,0.0,0.0,0.0
824caffffffffff,2.0,0.0,0.0,0.0,0.0
824cb7fffffffff,3.0,0.0,0.0,0.0,0.0
824cc7fffffffff,7.0,2.0,0.0,0.0,0.0
824cd7fffffffff,3.0,0.0,0.0,0.0,0.0
824ceffffffffff,179.0,2.0,0.0,4.0,0.0
824cf7fffffffff,17.0,0.0,0.0,0.0,0.0
824d4ffffffffff,7.0,0.0,0.0,0.0,0.0
825e4ffffffffff,2.0,0.0,0.0,0.0,0.0
825e5ffffffffff,1.0,0.0,0.0,1.0,0.0
825e67fffffffff,32.0,0.0,0.0,6.0,0.0
825e77fffffffff,19.0,0.0,0.0,2.0,0.0
825f0ffffffffff,3.0,3.0,0.0,0.0,0.0
825f4ffffffffff,19.0,0.0,0.0,0.0,0.0
825f5ffffffffff,133.0,0.0,0.0,33.0,0.0
826617fffffffff,12.0,0.0,0.0,0.0,0.0
82661ffffffffff,10.0,0.0,0.0,0.0,0.0
826627fffffffff,13.0,0.0,0.0,0.0,0.0
826637fffffffff,5.0,0.0,0.0,5.0,0.0
8266a7fffffffff,16.0,0.0,0.0,0.0,0.0
8266b7fffffffff,11.0,0.0,0.0,0.0,0.0
8266d7fffffffff,1.0,0.0,0.0,0.0,0.0
8266e7fffffffff,6.0,0.0,0.0,0.0,0.0
8266f7fffffffff,8.0,0.0,0.0,0.0,0.0
826737fffffffff,10.0,0.0,0.0,9.0,0.0
826747fffffffff,74.0,4.0,0.0,21.0,0.0
826757fffffffff,3.0,0.0,0.0,0.0,0.0
826777fffffffff,3.0,0.0,0.0,0.0,0.0
82679ffffffffff,5.0,0.0,0.0,0.0,0.0
826c5ffffffffff,26.0,0.0,0.0,0.0,20.0
826c67fffffffff,2.0,0.0,0.0,0.0,0.0
826d07fffffffff,4.0,0.0,0.0,0.0,0.0
826d27fffffffff,7.0,0.0,0.0,0.0,0.0
826d2ffffffffff,54.0,0.0,0.0,0.0,0.0
826d37fffffffff,24.0,2.0,0.0,0.0,0.0
826d67fffffffff,2.0,0.0,0.0,0.0,0.0
826d6ffffffffff,79.0,3.0,0.0,0.0,0.0
826d77fffffffff,17.0,0.0,0.0,0.0,0.0
828af7fffffffff,3.0,0.0,0.0,0.0,0.0
828e47fffffffff,2.0,0.0,0.0,0.0,0.0
828e67fffffffff,36.0,0.0,0.0,0.0,0.0
828e77fffffffff,2.0,0.0,0.0,0.0,0.0
828f0ffffffffff,3.0,0.0,0.0,0.0,0.0
828f2ffffffffff,6.0,0.0,0.0,6.0,0.0
828f57fffffffff,21.0,0.0,0.0,0.0,0.0
828fa7fffffffff,28.0,0.0,0.0,0.0,25.0
82b21ffffffffff,8.0,0.0,0.0,0.0,0.0
82b307fffffffff,38.0,0.0,0.0,0.0,0.0
