cell_id,Hemixos flavala,Hemixos flavala [flavala Group],Hemixos flavala remotus
843c065ffffffff,4.0,0.0,0.0
843c069ffffffff,5.0,0.0,0.0
843c06dffffffff,2.0,0.0,0.0
843c0a5ffffffff,123.0,8.0,0.0
843c0a7ffffffff,1.0,0.0,0.0
843c0adffffffff,7.0,0.0,0.0
843c0b5ffffffff,5.0,0.0,0.0
843c0b7ffffffff,22.0,0.0,0.0
843c159ffffffff,1.0,0.0,0.0
843c199ffffffff,77.0,0.0,0.0
843c19bffffffff,19.0,0.0,0.0
843c1d1ffffffff,14.0,0.0,0.0
843c1d3ffffffff,23.0,2.0,0.0
843c1d7ffffffff,12.0,0.0,0.0
843c1dbffffffff,1.0,0.0,0.0
843c315ffffffff,4.0,0.0,0.0
843c33bffffffff,22.0,0.0,0.0
843c521ffffffff,2.0,0.0,0.0
843c523ffffffff,3.0,0.0,0.0
843c525ffffffff,10.0,0.0,0.0
843c527ffffffff,64.0,0.0,0.0
843c537ffffffff,18.0,0.0,0.0
843c581ffffffff,150.0,0.0,0.0
843c587ffffffff,25.0,0.0,0.0
843c5a1ffffffff,385.0,0.0,0.0
843c5a3ffffffff,2.0,0.0,0.0
843c5a9ffffffff,11.0,0.0,0.0
843c5adffffffff,34.0,0.0,0.0
843c5b3ffffffff,3.0,0.0,0.0
843c5b7ffffffff,1.0,0.0,0.0
843c5bdffffffff,263.0,0.0,0.0
843c5c1ffffffff,75.0,0.0,0.0
843c5c5ffffffff,2.0,0.0,0.0
843c5cbffffffff,17.0,0.0,0.0
843c5e1ffffffff,1.0,0.0,0.0
843c5e3ffffffff,5.0,0.0,0.0
843c5ebffffffff,15.0,0.0,0.0
843cc01ffffffff,5.0,0.0,0.0
843cc03ffffffff,14.0,0.0,0.0
843cc09ffffffff,2.0,0.0,0.0
843cc0bffffffff,118.0,0.0,0.0
843cc0dffffffff,2.0,0.0,0.0
843cc11ffffffff,4.0,0.0,0.0
843cc29ffffffff,8.0,0.0,0.0
843cc2bffffffff,2.0,0.0,0.0
843cc31ffffffff,1.0,0.0,0.0
843cc39ffffffff,9.0,0.0,0.0
843cc41ffffffff,1.0,0.0,0.0
843cc43ffffffff,9.0,0.0,0.0
843cc47ffffffff,4.0,0.0,0.0
843cc55ffffffff,5.0,0.0,0.0
843cc5bffffffff,11.0,0.0,0.0
843cc5dffffffff,4.0,0.0,0.0
843ccc9ffffffff,11.0,0.0,0.0
843cd8bffffffff,2.0,0.0,0.0
843cdc5ffffffff,3.0,0.0,0.0
843cdcdffffffff,13.0,0.0,0.0
843cdd5ffffffff,3.0,0.0,0.0
843ce05ffffffff,7.0,0.0,0.0
843ce15ffffffff,30.0,0.0,0.0
843ce29ffffffff,15.0,0.0,0.0
843ce2bffffffff,10.0,0.0,0.0
843ce31ffffffff,15.0,0.0,0.0
843ce33ffffffff,2.0,0.0,0.0
843ce3bffffffff,27.0,0.0,0.0
843ce3dffffffff,1.0,0.0,0.0
843ce41ffffffff,5.0,0.0,0.0
843ce43ffffffff,10.0,0.0,0.0
843ce45ffffffff,2.0,0.0,0.0
843ce4bffffffff,60.0,0.0,0.0
843ce4dffffffff,56.0,0.0,0.0
843ce51ffffffff,33.0,0.0,0.0
843ce53ffffffff,5.0,0.0,0.0
843ce55ffffffff,28.0,0.0,0.0
843ce57ffffffff,53.0,0.0,0.0
843ce59ffffffff,2.0,0.0,0.0
843ce5bffffffff,24.0,0.0,0.0
843ce5dffffffff,201.0,0.0,0.0
843ce63ffffffff,3.0,0.0,0.0
843ce81ffffffff,6.0,0.0,0.0
843ce83ffffffff,48.0,0.0,0.0
843ce85ffffffff,10.0,0.0,0.0
843ce87ffffffff,7.0,0.0,0.0
843ce8bffffffff,4.0,0.0,0.0
843ce95ffffffff,29.0,0.0,0.0
843cea1ffffffff,6.0,0.0,0.0
843cea3ffffffff,3.0,0.0,0.0
843cea7ffffffff,2.0,0.0,0.0
843ceabffffffff,2.0,0.0,0.0
843ceb3ffffffff,1.0,0.0,0.0
843ceb9ffffffff,4.0,0.0,0.0
843cebbffffffff,4.0,0.0,0.0
843cebdffffffff,2.0,0.0,0.0
843cec1ffffffff,1.0,0.0,0.0
843cec3ffffffff,4.0,0.0,0.0
843cec9ffffffff,64.0,0.0,0.0
843cecbffffffff,8.0,0.0,0.0
